skew_type	skew_bin	ccre_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	mutrate_mean	mutrate_var	mutrate_se	mutrate_lci	mutrate_uci
K562_skew	(-Inf,-1.5)	pELS	12993	12992	5828.845	9874.035713	12979	12152.777010878899	100006.45798873072	2557	3772	7416	0.4486487838669951	0.5587661836964656	0.006558085154064933	0.4357949369650278	0.46150263076896236
K562_skew	[-0.05,0.05)	Other cCREs	19691538	19675986	5066339.591	7083649.112620993	19600413	-556880.2755180191	31301023.940310456	598320	579202	707873	0.2574884730554291	0.2937146509998933	1.2217843356032577e-4	0.25724900332565087	0.25772794278520733
K562_skew	[-0.05,0.05)	PLS	775278	769945	168418.317	163716.793491	774637	161166.33992035172	3503833.0092880386	82382	244903	237906	0.21874071134951198	0.16478711572027627	4.6262785115197823e-4	0.2178339607612541	0.21964746193776985
K562_skew	[-0.05,0.05)	dELS	46604016	46592399	12516122.282999992	17452655.224613056	46539941	2155324.4745509583	106742993.3824164	2355728	3205964	4406695	0.2686301317732103	0.30241945577562146	8.05651699443821e-5	0.26847222404011933	0.2687880395063013
K562_skew	[-0.05,0.05)	non-cCRE	305015868	304842950	73334727.49099976	98642764.82331796	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603	0.24056560104473387	0.265713713545639	2.952357240013234e-5	0.2405077348428296	0.24062346724663813
K562_skew	[-0.05,0.05)	pELS	6478899	6472736	1566094.934	1885002.942854	6472897	315874.7740591614	15306157.299600946	335693	1351678	800559	0.24195254278870634	0.2326809750938651	1.8959919563778458e-4	0.2415809283652563	0.2423241572121564
K562_skew	[-0.2,-0.05)	Other cCREs	3794408	3791560	1671951.373	3139049.890951	3772614	-524460.6983037713	6266123.52639993	93182	133428	200357	0.4409666134783572	0.6334531932903327	4.087410897146347e-4	0.4401654809425165	0.4417677460141979
K562_skew	[-0.2,-0.05)	PLS	380547	379857	100375.168	107643.703858	380193	176400.8299417423	2124506.6829153625	57250	134742	166344	0.2642446183695443	0.21355488894755142	7.497987155824197e-4	0.2627750128870028	0.2657142238520859
K562_skew	[-0.2,-0.05)	dELS	10360293	10357149	4669737.991	8487382.283433	10344572	-480421.0374391456	25885073.795922637	504624	842515	1546921	0.45087098689031124	0.6161863195265387	2.4391354258118965e-4	0.45039291634685213	0.45134905743377035
K562_skew	[-0.2,-0.05)	non-cCRE	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589	0.42169676863972516	0.6193910729165288	1.2531194295161327e-4	0.42145115723154	0.42194238004791035
K562_skew	[-0.2,-0.05)	pELS	1651046	1649307	606714.95	929914.039806	1648952	105820.18400666212	4748026.639043344	107550	399041	351956	0.36786053172635536	0.42849996040314586	5.097117462310041e-4	0.3668614967037426	0.36885956674896814
K562_skew	[-0.5,-0.2)	Other cCREs	934359	933555	469809.035	903384.778187	928710	-182896.8576934932	1580752.24997662	20084	37143	75379	0.5032473019800654	0.7144253560880162	8.747993976301277e-4	0.5015326951607103	0.5049619087994205
K562_skew	[-0.5,-0.2)	PLS	169681	169474	43476.009	43825.554171	169583	167486.6029719647	1284062.6366893414	38601	62322	89361	0.25653497881680964	0.19278845080423182	0.0010665690246906938	0.2544445035284159	0.2586254541052034
K562_skew	[-0.5,-0.2)	dELS	2716152	2715064	1355131.443	2514826.199375	2711671	-190423.89301352415	7239456.212905698	137770	248153	594989	0.4991158377850393	0.6771329556232049	4.993981623282989e-4	0.4981370173868759	0.5000946581832028
K562_skew	[-0.5,-0.2)	non-cCRE	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444	0.5317970213372649	0.7451908828904671	3.307820544707062e-4	0.5311486885105023	0.5324453541640275
K562_skew	[-0.5,-0.2)	pELS	478900	478318	183447.504	279096.478524	478203	98821.7010202317	1738438.1782750762	43653	126280	147931	0.38352623986552875	0.43640419868447794	9.551819299461723e-4	0.38165408328283423	0.38539839644822327
K562_skew	[-1.0,-0.5)	Other cCREs	265519	265341	146029.312	284526.634776	264004	-49655.614917967345	504565.645848533	6827	11087	35257	0.5503458266909373	0.7694279503363654	0.0017028711920898726	0.5470081991544412	0.5536834542274335
K562_skew	[-1.0,-0.5)	PLS	66434	66401	17812.489	18374.019599	66397	114989.46897344844	758199.7492562591	22250	25265	40558	0.2682563365009563	0.20475461680566892	0.0017560203380611388	0.26481453663835647	0.27169813636355616
