skew_type	skew_bin	ccre_class	pleio_bin	pleio_set	COMMON	SINGLETON	gw_SINGLETON	gw_COMMON	odds	lci	uci	pval	log2odds	log2lci	log2uci
HepG2_skew	[-0.05,0.05)	PLS	2	trained	1657	51919	271223115	11777645	1.359895923057578	1.2949918869240047	1.4288851443658313	3.452060292816385e-38	0.4434962418915542	0.3729430595093817	0.5148899554027206
HepG2_skew	[-0.05,0.05)	PLS	3	trained	4568	151737	271223115	11777645	1.442386770846826	1.4005171077286067	1.4858106400188154	2.175864941676802e-147	0.5284580699630345	0.48595960646452707	0.5712502625027519
HepG2_skew	[-0.05,0.05)	dELS	0	trained	827459	20780025	271223115	11777645	1.0980328118797307	1.0955528220494848	1.100515389196208	0	0.13492116620912484	0.131659045507208	0.13817931947919332
HepG2_skew	[-0.05,0.05)	dELS	1	trained	74539	1884286	271223115	11777645	1.0983991465231375	1.0903653854501538	1.1064973193727778	1.9419240718955456e-142	0.13540240959681787	0.12481166843692057	0.1459999560351881
HepG2_skew	[-0.05,0.05)	dELS	2	trained	12082	308965	271223115	11777645	1.110496699706929	1.0905095955250528	1.1309593757359448	1.7733420324850928e-30	0.1512051053355716	0.12500246448164676	0.17754710839325766
HepG2_skew	[-0.05,0.05)	dELS	3	trained	7973	207214	271223115	11777645	1.1285348095247394	1.1035474243296464	1.1542080406523083	4.086459813993686e-27	0.1744509189765381	0.14214862995739697	0.20690328651928055
HepG2_skew	[-0.05,0.05)	non-cCRE	0	trained	6730454	157618909	271223115	11777645	1.0404706504788397	1.0391938577744049	1.0416729136885778	0	0.057236270209412334	0.055464808776998005	0.05890234107325516
HepG2_skew	[-0.05,0.05)	pELS	0	trained	90777	2314507	271223115	11777645	1.1080821174089095	1.1007635806311988	1.1154778334990623	7.990470587141257e-207	0.1480648001494774	0.13850464358293255	0.15766184498616018
HepG2_skew	[-0.05,0.05)	pELS	1	trained	19335	566198	271223115	11777645	1.2721242862173898	1.2539851842175498	1.290563106473108	1.4849784622673995e-255	0.34723962844464606	0.32652030285914035	0.3680006886382574
HepG2_skew	[-0.05,0.05)	pELS	2	trained	7150	233241	271223115	11777645	1.4167190763519153	1.3837499426596085	1.4506453464519242	1.91532952037521e-206	0.5025537121487713	0.46858325722384636	0.5366948526542455
HepG2_skew	[-0.05,0.05)	pELS	3	trained	5015	164601	271223115	11777645	1.425247028605006	1.3857386519071329	1.4661916985396006	9.625701133963477e-151	0.5112119937030103	0.4706551931530571	0.5520737422520332
HepG2_skew	[-0.2,-0.05)	Other cCREs	0	trained	105358	2053754	271223115	11777645	0.8452941892046872	0.8400253354391155	0.8505665961062315	0	-0.24247456243765586	-0.25149525418505325	-0.2335038970811948
HepG2_skew	[-0.2,-0.05)	Other cCREs	1	trained	3181	64817	271223115	11777645	0.8845330740879065	0.8536055326114855	0.9168582613884044	3.207477155053394e-11	-0.17701200631814246	-0.22835856792220557	-0.12522937240521947
HepG2_skew	[-0.2,-0.05)	Other cCREs	2	trained	535	11916	271223115	11777645	0.9654462571863711	0.8853442659642974	1.0546792414341506	0.4192765601313666	-0.05073214296021413	-0.1756895388761988	0.076804300208265
HepG2_skew	[-0.2,-0.05)	Other cCREs	3	trained	427	9896	271223115	11777645	1.0041340583239027	0.9114262523946702	1.108773632075659	0.9606942372235813	0.0059518911692510446	-0.1338021688575467	0.14896485403256063
HepG2_skew	[-0.2,-0.05)	PLS	0	trained	2278	54302	271223115	11777645	1.0346995950711442	0.9921952320947475	1.079454085126847	0.11194983597936473	0.04921197003512483	-0.011304070381817098	0.11030187923946062
HepG2_skew	[-0.2,-0.05)	PLS	1	trained	1378	39624	271223115	11777645	1.2478157464507322	1.182559046799244	1.3175826383947702	6.734804485994634e-17	0.31940492033272677	0.24191222111027225	0.39789345010799987
