skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci
SKNSH_skew	[-0.05,0.05)	Other cCREs	HepG2	1419057	1418699	291262.834	297261.138498	1417134	14191.020829302292	3693956.396506397	71992	200529	332883	0.010013887768765897	2.6065403100601623	0.0013562094429521063	0.007355717260579769	0.012672058276952025	0.050801123958637645	1.8446323011859649e-4	0.050439576027605196	0.051162671889670094
SKNSH_skew	[-0.05,0.05)	Other cCREs	K562	1902097	1901637	402321.058	420705.1234	1899494	-9207.698054391743	4421515.040851164	87097	267794	417644	-0.004847447822626312	2.3277108191582063	0.0011069947202929887	-0.0070171574744005705	-0.002677738170852054	0.045852737623809287	1.5176491267418068e-4	0.04555527839496789	0.046150196852650684
SKNSH_skew	[-0.05,0.05)	Other cCREs	MCF-7	1531085	1530413	376408.393	457464.236575	1530086	-170405.5810549202	3980095.723113385	68792	220801	299616	-0.11136993675840456	2.5888219702356534	0.001300748015800381	-0.11391940286937331	-0.10882047064743582	0.04495956436435599	1.6751897473703638e-4	0.0446312271738714	0.04528790155484058
SKNSH_skew	[-0.05,0.05)	Other cCREs	SK-N-SH	2092455	2091544	518333.436	596017.047954	2090968	203667.0884726786	7251206.194219446	167019	395722	462002	0.09740325460393397	3.45838473631889	0.0012860651199139677	0.09488256696890258	0.09992394223896535	0.07987640174311611	1.8748159414436395e-4	0.07950893781859315	0.08024386566763907
SKNSH_skew	[-0.05,0.05)	PLS	H1	311869	311780	49196.194	18893.521338	311742	72663.27900620984	1835155.8672246032	41564	128610	155188	0.23308787075918494	5.832466496991622	0.004325421829764201	0.22461004397284712	0.24156569754552276	0.13332820088406439	6.088224849073155e-4	0.13213490881364603	0.13452149295448274
SKNSH_skew	[-0.05,0.05)	PLS	HCT116	289983	289885	46372.137	19063.339973	289915	51878.58200980712	1643065.45368026	36220	124158	145595	0.17894411123883594	5.635402522576295	0.004408868320964549	0.1703027293297454	0.18758549314792647	0.12493317006708862	6.140788615427989e-4	0.12372957549846474	0.1261367646357125
SKNSH_skew	[-0.05,0.05)	PLS	HepG2	270061	269985	43168.39	18659.69839	269934	40470.01801157789	1580150.4899883668	33288	116712	133486	0.14992560407943384	5.831384077126085	0.0046479027030899575	0.14081571478137753	0.15903549337749015	0.12331903354153237	6.328591301115565e-4	0.12207862964651371	0.12455943743655103
SKNSH_skew	[-0.05,0.05)	PLS	K562	306851	306757	49404.075	20752.557899	306698	53514.20697410428	1668049.4865451972	36935	130786	149946	0.17448502101123672	5.4083087184319405	0.004199284173013591	0.1662544240321301	0.18271561799034336	0.1204279128002139	5.876839460865849e-4	0.11927605226588418	0.1215797733345436
SKNSH_skew	[-0.05,0.05)	PLS	MCF-7	312797	312688	50894.042	20936.740992	312670	75021.78402076114	1720990.8359872424	40911	132216	157174	0.23993918195145408	5.446623011877616	0.004173693485606095	0.23175874271966615	0.24811962118324202	0.13084402085265615	6.030907882962846e-4	0.12966196290759543	0.13202607879771686
SKNSH_skew	[-0.05,0.05)	PLS	SK-N-SH	351378	351243	56813.346	22456.115994	351191	101007.83399723866	1995448.2359682056	47930	145122	171560	0.28761509832893967	5.5992393230476285	0.003992940387262277	0.2797889351699056	0.2954412614879737	0.1364784405067328	5.792911975321e-4	0.13534302975956988	0.13761385125389572
SKNSH_skew	[-0.05,0.05)	dELS	H1	279535	279510	60064.909	63602.202777	279386	70994.62393523731	1125601.6578364382	26259	44991	79614	0.2541094540715616	3.9642831673362537	0.0037668646391124535	0.2467263993789012	0.26149250876422203	0.09398824565296758	5.520791780144351e-4	0.09290617046405929	0.09507032084187587
SKNSH_skew	[-0.05,0.05)	dELS	HCT116	775164	774819	171758.831	196289.098501	774537	51232.33989961538	2392039.3563013044	47134	127310	206063	0.06614576179009574	3.0839761536589068	0.0019954204608464187	0.06223473768683675	0.07005678589335472	0.06085442012453892	2.7163857224033285e-4	0.06032200852294787	0.06138683172612997
SKNSH_skew	[-0.05,0.05)	dELS	HepG2	808142	808076	176004.824	197017.0035	807717	121669.9388619662	2464009.9702955578	56672	134144	178371	0.15063436681655357	3.027898786324001	0.0019361592045301257	0.1468394947756745	0.15442923885743262	0.07016318834443251	2.8420284036019165e-4	0.06960615077732654	0.07072022591153848
SKNSH_skew	[-0.05,0.05)	dELS	K562	896516	896428	196479.394	217752.586966	895803	38787.09791350115	2517735.8940281863	47021	140023	186565	0.043298691691701356	2.8087194083447167	0.0017707119627972507	0.03982809624461874	0.04676928713878397	0.052490335486708575	2.3562710219094654e-4	0.05202850636641432	0.05295216460700283
SKNSH_skew	[-0.05,0.05)	dELS	MCF-7	486933	486886	120282.598	145480.682304	486570	24353.8449469821	1695841.471840663	34891	98447	140472	0.05005208900462852	3.482799995531511	0.0026754177456459905	0.04480827022316238	0.05529590778609466	0.07170807900199355	3.6987388184072046e-4	0.07098312619358574	0.07243303181040137
SKNSH_skew	[-0.05,0.05)	dELS	SK-N-SH	268710	268705	60219.938	61547.815308	268536	93615.00884041486	1467250.6321418951	33794	52907	91238	0.3486125094602394	5.342377228245464	0.004460319997490716	0.3398702822651576	0.35735473665532125	0.1258453242768195	6.400463521927842e-4	0.12459083342652164	0.12709981512711735
SKNSH_skew	[-0.05,0.05)	non-cCRE	H1	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.17698816	302122585.7116434	3839602	5827622	917578	-0.09107354077850222	1.1073162777248802	6.394411396643661e-5	-0.09119887124187644	-0.090948210315128	0.014178022886225291	7.184090858803106e-6	0.014163942068142038	0.014192103704308545
SKNSH_skew	[-0.05,0.05)	non-cCRE	HCT116	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.17698816	302122585.7116434	3839602	5827622	917578	-0.09107354077850222	1.1073162777248802	6.394411396643661e-5	-0.09119887124187644	-0.090948210315128	0.014178022886225291	7.184090858803106e-6	0.014163942068142038	0.014192103704308545
