skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	mutrate_mean	mutrate_var	mutrate_se	mutrate_lci	mutrate_uci
K562_skew	[-0.5,-0.2)	dELS	non-CpG transversion	995468	995468	64620.06	8932.976936	993623	88566.93299631604	2474506.1550748553	56500	89593	220114	0.06491425138728718	0.004759790245682095	6.914810063619649e-5	0.06477872111004024	0.06504978166453412
K562_skew	[-0.5,-0.2)	non-cCRE	CpG transition	1413562	1413562	3012790.809	6883927.008529	1405425	-1305081.2747508257	3761190.915331915	5236	65906	21606	2.1313467743190606	0.32727631567985926	4.81171457747337e-4	2.130403678261876	2.1322898703762454
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG transition	2817693	2817693	437567.951	92631.051623	2793922	-164809.29226478992	2918958.361816181	38693	93436	35405	0.15529298294739705	0.008758877574280491	5.5754174694589586e-5	0.15518370476499566	0.15540226112979844
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG transversion	2579318	2579318	171483.675	24703.120203	2546649	-305942.2060375804	2983914.5313268285	34520	90531	37324	0.06648411518083462	0.005157248916153845	4.4715346677031925e-5	0.06639647310134764	0.0665717572603216
K562_skew	[-0.5,-0.2)	pELS	CpG transition	99809	99809	139704.319	270877.856135	99672	-46080.54797841224	379187.37056849326	5175	26716	31971	1.3997166487992063	0.754763094356612	0.0027499226363431276	1.3943268004319738	1.4051064971664389
K562_skew	[-0.5,-0.2)	pELS	non-CpG transition	189315	189315	29688.264	6073.13382	189113	82645.18299481063	671226.8651928472	19738	48003	54488	0.15681939624435465	0.007487233823050542	1.9886950153727624e-4	0.1564296120213416	0.1572091804673677
K562_skew	[-0.5,-0.2)	pELS	non-CpG transversion	189194	189194	14054.921	2145.488569	188873	62416.078003254624	687132.5502001961	18734	51337	61349	0.07428840766620506	0.005821414471125747	1.7541251724823554e-4	0.07394459913239852	0.0746322162000116
K562_skew	[-1.0,-0.5)	Other cCREs	CpG transition	57219	57219	121508.478	279859.169796	56820	-49658.9409596004	158731.9032124308	454	3081	7009	2.1235687096943323	0.3814807919294248	0.0025820592636953527	2.1185078735374896	2.128629545851175
K562_skew	[-1.0,-0.5)	Other cCREs	non-CpG transition	110722	110722	17794.493	3786.201175	110257	6530.38602183282	180141.2571086378	3629	4115	14608	0.16071325481837392	0.008366888730477768	2.748938575574135e-4	0.1601744628575614	0.16125204677918645
K562_skew	[-1.0,-0.5)	Other cCREs	non-CpG transversion	97400	97400	6726.341	881.263805	96765	-6478.324980099804	165504.6591929184	2744	3884	13624	0.06905894250513347	0.004278789398362181	2.0959502846810074e-4	0.068648136249336	0.06946974876093095
K562_skew	[-1.0,-0.5)	PLS	CpG transition	14531	14531	11531.691	17173.704839000002	14525	17180.26799530256	145449.05008806387	3942	5626	9068	0.793592388686257	0.5521158040411692	0.006164066821048921	0.7815108177170011	0.8056739596555129
K562_skew	[-1.0,-0.5)	PLS	non-CpG transition	22360	22360	3852.104	859.16677	22350	46617.24300052202	288197.6412270523	8471	8371	13148	0.17227656529516994	0.008745450320685844	6.253961292304527e-4	0.17105078888187825	0.17350234170846163
K562_skew	[-1.0,-0.5)	PLS	non-CpG transversion	29510	29510	2428.694	341.14799	29489	51196.16797755764	324407.7005773508	9836	11261	18323	0.08230071162317858	0.004787174946120028	4.0276807999933573e-4	0.08151128618637987	0.08309013705997728
K562_skew	[-1.0,-0.5)	dELS	CpG transition	174882	174882	349131.326	773827.05396	174540	-145316.15199222564	652583.2944419298	4422	19862	58211	1.996382280623506	0.4393127962615218	0.001584945638504289	1.9932757871720377	1.9994887740749745
K562_skew	[-1.0,-0.5)	dELS	non-CpG transition	327588	327588	51488.515	10785.940535	327118	94844.74591346648	954440.2886681408	25388	29993	94573	0.15717460651794327	0.008221490625946026	1.5842046754597775e-4	0.15686410240155316	0.15748511063433338
K562_skew	[-1.0,-0.5)	dELS	non-CpG transversion	283644	283644	19117.352	2562.812372	283119	42205.22999517782	826965.8449480957	19530	27811	89245	0.06739910592150723	0.004492689541477356	1.2585382045583035e-4	0.0671524324334138	0.06764577940960066
K562_skew	[-1.0,-0.5)	non-cCRE	CpG transition	367477	367477	779273.223	1780829.553135	365480	-323379.50055125024	936188.6989115276	1392	19283	7459	2.12060407318009	0.34913731052102204	9.747271205914915e-4	2.118693608023731	2.1225145383364494
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG transition	525294	525294	85629.19499999999	18887.027317	521152	-23065.258827743928	563804.4707426757	7777	20529	10830	0.16301194188397353	0.00938227990490748	1.336450791412122e-4	0.16274999752885674	0.1632738862390903
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG transversion	486938	486938	37967.491	5954.405595	482114	-93669.65475335032	643935.5839383542	6442	20566	11572	0.0779719204498314	0.006148654563256254	1.123707329295786e-4	0.07775167381328942	0.07819216708637337
K562_skew	[-1.0,-0.5)	pELS	CpG transition	31644	31644	44121.065	85444.150267	31607	-8640.824982262335	139737.541383807	2410	8841	12803	1.3942948110226268	0.7561349518284601	0.004888256301815923	1.3847138286710676	1.4038757933741859
K562_skew	[-1.0,-0.5)	pELS	non-CpG transition	55060	55060	9020.357	1929.398121	54989	39231.63999214072	278951.8253000628	8109	14623	20890	0.1638277697057755	0.008202349329630395	3.8596775802734887e-4	0.1630712729000419	0.16458426651150912
K562_skew	[-1.0,-0.5)	pELS	non-CpG transversion	56587	56587	4329.58	633.573972	56485	33692.07099272521	279684.2584911612	8043	16305	24016	0.07651191969887076	0.0053424786114968925	3.0726497710686587e-4	0.0759096803437413	0.07711415905400022
K562_skew	[-1.5,-1.0)	Other cCREs	CpG transition	13230	13230	28454.622	66683.93427	13130	-11302.39099738258	40107.8937498933	174	716	2291	2.150765079365079	0.414598754695492	0.005598015215538518	2.139792969542624	2.1617371891875345
K562_skew	[-1.5,-1.0)	Other cCREs	non-CpG transition	26153	26153	4363.846	955.917458	26036	5563.104003567015	62017.73424777329	1391	1030	5319	0.16685833365197109	0.008709597205803792	5.770829967530051e-4	0.16572725097833518	0.167989416325607
K562_skew	[-1.5,-1.0)	Other cCREs	non-CpG transversion	22807	22807	1536.139	183.249839	22638	419.96200117317545	47243.294955371945	869	937	4648	0.0673538387337221	0.0034984206139357576	3.9165342645168066e-4	0.0665861980178768	0.0681214794495674
K562_skew	[-1.5,-1.0)	PLS	CpG transition	3954	3954	3339.332	5236.109038	3952	7849.011998617791	59626.87708983002	1490	1509	2674	0.8445452706120384	0.6111540577780319	0.01243245847438295	0.8201776520022479	0.868912889221829
K562_skew	[-1.5,-1.0)	PLS	non-CpG transition	6255	6255	1099.527	248.748697	6244	18124.121985691832	112349.2494617767	3090	2401	4235	0.17578369304556354	0.008869488381306466	0.0011907912302355228	0.17344974223430193	0.17811764385682516
K562_skew	[-1.5,-1.0)	PLS	non-CpG transversion	7550	7550	585.95	70.638836	7542	18257.860991220692	116154.17849071824	3275	3074	5252	0.07760927152317881	0.0033333796994295104	6.644601154001277e-4	0.07630692969699457	0.07891161334936306
K562_skew	[-1.5,-1.0)	dELS	CpG transition	40715	40715	82174.974	185202.0984	40638	-30261.302004141387	160172.90161272042	1390	4849	16909	2.018297286012526	0.47523140437319067	0.0034164521814841332	2.011601039736817	2.024993532288235
K562_skew	[-1.5,-1.0)	dELS	non-CpG transition	78796	78796	12568.294	2626.221274	78670	41467.10296523302	329747.4836870103	8862	7619	31330	0.1595042134118483	0.00788787899741287	3.163938506867418e-4	0.1588840814645023	0.16012434535919431
K562_skew	[-1.5,-1.0)	dELS	non-CpG transversion	65270	65270	4190.327	480.492993	65110	19397.225992193344	232289.02450210424	5708	6644	26886	0.06419989275317911	0.0032400442629617315	2.228017846718823e-4	0.06376320125522222	0.064636584251136
K562_skew	[-1.5,-1.0)	non-cCRE	CpG transition	67282	67282	149005.775	355588.327001	66991	-62595.98789952427	186688.4225706607	354	3592	1734	2.2146454475193957	0.38039514488712395	0.0023777601065435193	2.2099850377105703	2.219305857328221
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG transition	90031	90031	15599.4	3517.214888	89179	42.89904599578553	94078.41928854372	1459	3880	2666	0.1732669858159967	0.009045361206952584	3.169690951518926e-4	0.172645726389499	0.1738882452424944
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG transversion	82233	82233	5328.2880000000005	602.379958	81272	-9306.122958085269	98685.8585793698	1156	3856	2646	0.06479500930283463	0.0031269273211379733	1.950005455453344e-4	0.06441280823356578	0.06517721037210349
K562_skew	[-1.5,-1.0)	pELS	CpG transition	6936	6936	9849.581	19335.564899	6930	-524.5369993250345	40862.30900948924	754	1977	3270	1.4200664648212227	0.7712336306214446	0.01054480219440479	1.3993986525201894	1.440734277122256
K562_skew	[-1.5,-1.0)	pELS	non-CpG transition	12836	12836	2139.188	454.085786	12816	14124.766994865266	92254.7507294654	2577	3540	6159	0.16665534434403242	0.007602545636414334	7.695992994264297e-4	0.1651469297171566	0.16816375897090824
K562_skew	[-1.5,-1.0)	pELS	non-CpG transversion	12220	12220	865.703	101.879177	12193	10859.754007262649	80090.00533335017	2244	3528	6261	0.07084312602291326	0.003318607928028965	5.211255544852493e-4	0.06982171993612217	0.07186453210970435
K562_skew	[0.05,0.2)	Other cCREs	CpG transition	147837	147837	298229.823	645378.193527	146139	-115401.47993121076	400858.6379596995	1446	7621	7771	2.017288114612715	0.2960220525856106	0.0014150456881565855	2.0145146250639283	2.020061604161502
K562_skew	[0.05,0.2)	Other cCREs	non-CpG transition	2160193	2160193	353805.333	81172.248411	2152065	-227400.7657580054	3441603.3612135486	53943	68918	100728	0.16378413086238128	0.010751150569541788	7.054742960694011e-5	0.1636458579003517	0.16392240382441087
K562_skew	[0.05,0.2)	Other cCREs	non-CpG transversion	1463907	1463907	88070.187	9796.165457	1455713	-18083.64387071994	2145319.14490923	40468	48442	67774	0.06016105326362946	0.003072444710217181	4.581263739203224e-5	0.060071260494341076	0.06025084603291784
K562_skew	[0.05,0.2)	PLS	CpG transition	22857	22857	17748.701	24398.318277	22835	-3014.6530128879253	118510.92162257127	2305	8348	11090	0.7765105219407622	0.46448482672906327	0.004507919495483491	0.7676749997296145	0.7853460441519099
K562_skew	[0.05,0.2)	PLS	non-CpG transition	142785	142785	21536.871	4303.521643	142686	48813.19101400475	755329.4095842037	19026	48220	49235	0.15083426830549426	0.007388947389939919	2.2748354853885947e-4	0.1503884005503581	0.15128013606063043
K562_skew	[0.05,0.2)	PLS	non-CpG transversion	128656	128656	9444.465	1234.279177	128536	37767.502987731954	671259.8486434601	16593	45712	49658	0.07340866341251089	0.004204839490915707	1.807838740762244e-4	0.07305432701932149	0.07376299980570028
K562_skew	[0.05,0.2)	dELS	CpG transition	435384	435384	813079.661	1665128.701257	434614	-364927.2989295248	1552926.853380011	8578	44266	74834	1.8675000941697444	0.336950128443224	8.797242843330563e-4	1.8657758345724516	1.8692243537670372
K562_skew	[0.05,0.2)	dELS	non-CpG transition	5743187	5743187	924549.692	212203.915208	5736233	-271770.59244155744	13598149.38783187	263828	434157	692533	0.1609819934471923	0.011033607957125597	4.3831092501976545e-5	0.16089608450588844	0.16106790238849616
K562_skew	[0.05,0.2)	dELS	non-CpG transversion	3776451	3776451	217275.211	22733.259247	3770586	379054.36179319787	8378491.210420002	196884	291539	472441	0.05753423280217326	0.002709554389753521	2.6785947270309046e-5	0.05748173234552346	0.05758673325882307
K562_skew	[0.05,0.2)	non-cCRE	CpG transition	1409736	1409736	2955090.358	6599384.38512	1398458	-1133532.127067022	3448435.2495155954	7780	56683	14113	2.096201244772071	0.28723149972615813	4.5138501540961895e-4	2.095316530141868	2.0970859594022735
K562_skew	[0.05,0.2)	non-cCRE	non-CpG transition	23631558	23631558	3877066.987999993	888740.413488	23390673	-3321537.002121809	28629592.454932634	304125	622709	133820	0.16406311373968627	0.010691497443836405	2.1270274305649485e-5	0.1640214240020472	0.16410480347732534
K562_skew	[0.05,0.2)	non-cCRE	non-CpG transversion	16935194	16935194	1061823.155000001	132411.00072899996	16717714	-1283665.7852978455	18291532.048283108	237629	443664	99542	0.06269920232387069	0.003887498412417514	1.515095555900914e-5	0.06266950645097503	0.06272889819676634
K562_skew	[0.05,0.2)	pELS	CpG transition	78407	78407	102779.396	183868.424922	78320	-46239.47898559445	274990.4245864429	2955	20759	19777	1.3108446439731145	0.6267454552535299	0.0028272758144623116	1.3053031833767683	1.3163861045694607
K562_skew	[0.05,0.2)	pELS	non-CpG transition	842328	842328	131229.929	28400.611101	841570	39665.20497679711	2253483.9091365985	49620	190631	135847	0.15579433308639865	0.009444944577900924	1.0589100940426448e-4	0.15558678670796627	0.15600187946483102
K562_skew	[0.05,0.2)	pELS	non-CpG transversion	614547	614547	38098.698	4344.274708	613781	91541.13202397832	1602273.5624468392	39379	148440	111677	0.06199476687706554	0.003225722414872568	7.244959207782118e-5	0.06185276567659301	0.06213676807753807
K562_skew	[0.2,0.5)	Other cCREs	CpG transition	36469	36469	74899.819	165226.878577	36043	-30738.849976962894	104189.69403680504	323	2005	2427	2.053794153938962	0.31254985696264104	0.002927505534596731	2.0480562430911524	2.0595320647867714
K562_skew	[0.2,0.5)	Other cCREs	non-CpG transition	445401	445401	70576.954	15437.101364	443313	-58053.35592627992	686784.2693677855	9783	15703	26480	0.15845710719104805	0.009550250109574164	1.4643057872693103e-4	0.15817010325674327	0.15874411112535283
K562_skew	[0.2,0.5)	Other cCREs	non-CpG transversion	317504	317504	19105.925	2013.120663	315202	-12741.45094553184	452865.902633631	7863	12326	18711	0.06017538361721427	0.0027193894128977533	9.254673479192295e-5	0.0599939920170221	0.06035677521740644
K562_skew	[0.2,0.5)	PLS	CpG transition	7687	7687	5717.287	7730.929553	7683	1172.4070054827037	44097.56431144931	1040	2922	3993	0.7437605047482764	0.45259397451070016	0.007673189845015266	0.7287210526520465	0.7587999568445063
K562_skew	[0.2,0.5)	PLS	non-CpG transition	47514	47514	7129.468	1374.563382	47492	27423.99297585174	294367.3438724155	8029	16646	18472	0.15004983794250115	0.006414830972233962	3.67436090892767e-4	0.14932966320435132	0.150770012680651
K562_skew	[0.2,0.5)	PLS	non-CpG transversion	49095	49095	3736.753	499.481405	49057	25752.23196428467	295926.1547746181	7983	18135	21188	0.07611269986760363	0.004380719546821048	2.9871297907937744e-4	0.07552722242860806	0.07669817730659921
K562_skew	[0.2,0.5)	dELS	CpG transition	111795	111795	211237.252	440777.138616	111586	-96640.67800176996	413875.1001161278	2332	12096	24280	1.8895053624938505	0.3724995814045046	0.0018253733446721388	1.885927630738293	1.893083094249408
K562_skew	[0.2,0.5)	dELS	non-CpG transition	1296374	1296374	201342.144	43461.236176	1294589	-60626.4420442693	3078143.6013782974	60251	109166	201248	0.15531177268288318	0.009403490257501248	8.516857547891762e-5	0.15514484227494452	0.15547870309082185
K562_skew	[0.2,0.5)	dELS	non-CpG transversion	903602	903602	52231.638	5265.98113	901957	77265.06988566564	2059654.9328182023	47443	78661	145082	0.057803809641855594	0.002486488471975672	5.24571429499536e-5	0.057700993641673685	0.0579066256420375
K562_skew	[0.2,0.5)	non-cCRE	CpG transition	283235	283235	603070.221	1365495.323977	281323	-249461.99776632403	747450.9519946896	1415	13524	4250	2.129222098257631	0.28748272673014863	0.0010074706852305152	2.127247455714579	2.1311967408006827
K562_skew	[0.2,0.5)	non-cCRE	non-CpG transition	3566909	3566909	559433.767	122340.78976100001	3533971	-569404.9382960969	4455216.594739844	44360	117125	32479	0.1568399325578533	0.009700063885621436	5.2148435348922855e-5	0.15673772162456942	0.1569421434911372
K562_skew	[0.2,0.5)	non-cCRE	non-CpG transversion	2651167	2651167	163457.689	18540.909033	2619144	-223662.50422452012	2972725.676999087	37620	89878	27202	0.06165499532847234	0.003192152427008386	3.469950406987995e-5	0.06158698430049537	0.061723006356449304
K562_skew	[0.2,0.5)	pELS	CpG transition	21964	21964	27606.719	49365.418395	21934	-9857.932996536603	79851.25142493568	1118	6153	6868	1.256907621562557	0.6677741145364544	0.005513902375050441	1.246100372907458	1.267714870217656
K562_skew	[0.2,0.5)	pELS	non-CpG transition	206158	206158	31149.216	6304.614244	205959	29142.301983885347	616847.5946487958	15215	50878	44039	0.15109389885427682	0.007752139157564277	1.939146782021428e-4	0.1507138260850006	0.15147397162355303
K562_skew	[0.2,0.5)	pELS	non-CpG transversion	168318	168318	11047.941	1316.054775	168074	38251.753041991265	509912.6363252487	13495	45133	40531	0.06563731151748477	0.0035106235849985913	1.4441983751392013e-4	0.06535424863595748	0.06592037439901205
K562_skew	[0.5,1.0)	Other cCREs	CpG transition	8886	8886	18613.776	41808.554282	8778	-7867.129996570996	26117.495289524897	58	478	666	2.0947305874409183	0.3171309338240095	0.005974012799166198	2.0830215223545525	2.106439652527284
K562_skew	[0.5,1.0)	Other cCREs	non-CpG transition	104145	104145	15811.896	3211.022004	103662	-16090.088990688564	157759.6166306267	2046	3915	6896	0.15182578136252342	0.007781231170082206	2.7334110563117825e-4	0.1512900327954863	0.15236152992956054
K562_skew	[0.5,1.0)	Other cCREs	non-CpG transversion	72653	72653	4417.1050000000005	480.016009	71983	-6224.8549874470355	101053.9108129032	1491	2934	4770	0.06079728297523847	0.002910697935138183	2.0015746540684153e-4	0.06040497434304106	0.061189591607435874
K562_skew	[0.5,1.0)	PLS	CpG transition	2041	2041	1526.918	2132.0884499999997	2041	809.4440012953714	12725.591681598216	337	770	1125	0.7481224889759921	0.4851797820479196	0.01541806403867222	0.7179030834601945	0.7783418944917897
K562_skew	[0.5,1.0)	PLS	non-CpG transition	12912	12912	1896.628	349.51051	12904	9325.471997237068	89058.81308334108	2435	4685	5029	0.14688878562577448	0.0054927678952953795	6.522271381369996e-4	0.14561042043502595	0.148167150816523
K562_skew	[0.5,1.0)	PLS	non-CpG transversion	13644	13644	1079.025	156.014963	13632	9854.47100237804	91825.74841637096	2561	5066	6163	0.07908421284080916	0.005180760847280356	6.162059920449482e-4	0.07787644909640105	0.08029197658521726
K562_skew	[0.5,1.0)	dELS	CpG transition	29387	29387	56250.295	119114.468205	29340	-25662.598980224	110450.8104264967	634	3251	7068	1.9141217204886514	0.38945609343244486	0.0036404211186906593	1.9069864950960176	1.9212569458812851
K562_skew	[0.5,1.0)	dELS	non-CpG transition	323591	323591	48280.76	9691.009166	323119	-16564.560985602322	774118.9133000225	15229	28791	56967	0.14920303716728833	0.007686804713542047	1.541255739307317e-4	0.1489009510423841	0.14950512329219257
K562_skew	[0.5,1.0)	dELS	non-CpG transversion	223697	223697	13130.476	1373.873572	223284	12914.74301653414	524719.7183459242	11524	21333	41710	0.058697595408074316	0.002696276215205323	1.0978730147160327e-4	0.05848241229718997	0.05891277851895866
K562_skew	[0.5,1.0)	non-cCRE	CpG transition	54852	54852	115252.2	259671.357284	54456	-46767.304973900675	144937.00936047427	349	2970	1199	2.1011485451761103	0.31921687709711594	0.002412385384473266	2.0964202698225427	2.105876820529678
K562_skew	[0.5,1.0)	non-cCRE	non-CpG transition	706489	706489	105684.506	21178.873466	701042	-129462.11186882285	910360.6121453831	8421	26939	8466	0.149591155700938	0.007600137686382902	1.0371893003452736e-4	0.14938786659807032	0.1497944448038057
K562_skew	[0.5,1.0)	non-cCRE	non-CpG transversion	508729	508729	32627.655	4025.483339	503436	-55191.328813168	588361.7528389717	6737	20948	7274	0.064135630168518	0.003799452997778778	8.642060265676781e-5	0.06396624578731074	0.06430501454972527
K562_skew	[0.5,1.0)	pELS	CpG transition	5857	5857	7166.793	12832.881867	5846	-1929.819005299942	22427.00214152592	377	1743	1966	1.2236286494792554	0.6938846699645866	0.01088443861303277	1.2022951497977112	1.2449621491607996
K562_skew	[0.5,1.0)	pELS	non-CpG transition	53951	53951	7896.459	1506.875573	53895	10808.001013020994	179625.06283164982	4503	13888	12687	0.1463635335767641	0.0065082841708240784	3.4732296849009536e-4	0.14568278055852352	0.14704428659500468
K562_skew	[0.5,1.0)	pELS	non-CpG transversion	45561	45561	3169.165	412.216569	45489	12713.43197918544	157880.49409515757	4266	12987	12666	0.06955872346963411	0.004209251473559197	3.039525648610891e-4	0.06896297644250637	0.07015447049676185
K562_skew	[1.0,1.5)	Other cCREs	CpG transition	1873	1873	3987.763	9069.074871	1864	-1689.6630021886672	5646.062712939522	14	104	142	2.129077949813134	0.30919690097186375	0.012848389018032959	2.1038951073377894	2.1542607922884787
K562_skew	[1.0,1.5)	Other cCREs	non-CpG transition	19286	19286	2803.048	527.97396	19195	-3132.606998641277	28092.413808332378	341	766	1379	0.14534107642849733	0.006252317676912286	5.693763668324727e-4	0.14422509874950568	0.146457054107489
K562_skew	[1.0,1.5)	Other cCREs	non-CpG transversion	13347	13347	812.783	83.823263	13224	-1736.7609905243148	18573.04803618973	238	563	992	0.060896306286056794	0.0025721400035890823	4.3899085352142454e-4	0.060035884213154804	0.06175672835895878
K562_skew	[1.0,1.5)	PLS	CpG transition	359	359	312.006	475.40891800000003	359	59.18399992678308	2276.229342351796	51	134	190	0.8690974930362116	0.5705175575076643	0.039864588257716674	0.7909629000510869	0.9472320860213364
K562_skew	[1.0,1.5)	PLS	non-CpG transition	2342	2342	334.257	58.613969	2341	1742.7230004644953	16600.214672509774	455	803	866	0.14272288642186165	0.004659481056509091	0.0014105072729636318	0.13995829216685293	0.14548748067687037
K562_skew	[1.0,1.5)	PLS	non-CpG transversion	2669	2669	235.619	37.616145	2666	2284.75100384152	17771.471875220384	535	968	1162	0.08827988010490821	0.00630274660028547	0.001536705467672473	0.08526793738827017	0.09129182282154626
K562_skew	[1.0,1.5)	dELS	CpG transition	6603	6603	12751.099	27123.801331	6599	-5764.646994001116	25446.754522836763	159	751	1736	1.9311069210964713	0.37868309610931555	0.007572988738232619	1.9162638631695355	1.9459499790234072
K562_skew	[1.0,1.5)	dELS	non-CpG transition	62908	62908	8895.202	1616.914116	62822	-3467.7279993678667	145657.91298763122	2956	5768	11282	0.14140017167927765	0.005708919930661867	3.0124790609420676e-4	0.140809725783333	0.1419906175752223
K562_skew	[1.0,1.5)	dELS	non-CpG transversion	43936	43936	2614.134	272.682312	43842	2329.0940017529065	104391.53586130126	2356	4298	8902	0.0594986798980335	0.0026663204716839447	2.463462274082628e-4	0.059015841292313305	0.059981518503753696
K562_skew	[1.0,1.5)	non-cCRE	CpG transition	7545	7545	15862.278	35863.102096	7502	-6716.114000180504	22406.786680095443	63	501	250	2.1023562624254475	0.33336991070607147	0.006647120890332298	2.0893279054803964	2.1153846193704986
K562_skew	[1.0,1.5)	non-cCRE	non-CpG transition	121589	121589	17391.4	3224.50216	120692	-26474.725992268777	163053.26769585782	1315	4958	1537	0.14303432053886456	0.00606091948037957	2.2326575436446927e-4	0.1425967196603102	0.1434719214174189
K562_skew	[1.0,1.5)	non-cCRE	non-CpG transversion	85391	85391	5355.014	562.2386300000001	84596	-10312.075957515744	99315.78676327328	1099	3967	1521	0.06271169092761532	0.0026515592823392322	1.7621570871167763e-4	0.06236630813854043	0.06305707371669021
K562_skew	[1.0,1.5)	pELS	CpG transition	1250	1250	1510.735	2755.919613	1250	-275.49399813008495	5532.233377723029	92	370	475	1.208588	0.7446464538190554	0.024407317817721066	1.1607496570772666	1.2564263429227334
K562_skew	[1.0,1.5)	pELS	non-CpG transition	10583	10583	1488.609	265.522385	10572	1607.5179993769834	33327.17362868142	854	2761	2509	0.1406603987527166	0.005304672979882562	7.079863912651336e-4	0.13927274542583695	0.14204805207959625
K562_skew	[1.0,1.5)	pELS	non-CpG transversion	9598	9598	726.698	99.431494	9586	2790.525998775616	33266.56241100844	925	2728	2879	0.07571348197541154	0.004627556327543231	6.943612624405243e-4	0.07435253390102811	0.07707443004979497
K562_skew	[1.5,Inf)	Other cCREs	CpG transition	513	513	1123.907	2607.932477	511	-480.3080005410594	1681.9732060573958	4	22	44	2.1908518518518516	0.2844116108217598	0.023545882826793714	2.144701921511336	2.237001782192367
K562_skew	[1.5,Inf)	Other cCREs	non-CpG transition	6663	6663	933.506	162.8669	6645	-1560.5319965068486	10258.156129942874	109	233	415	0.1401029566261444	0.004815363159975151	8.501187917428443e-4	0.13843672379432842	0.14176918945796035
K562_skew	[1.5,Inf)	Other cCREs	non-CpG transversion	4154	4154	247.838	23.94536	4112	-513.8399968720041	5788.25414553278	77	198	238	0.05966249398170438	0.002205327911524766	7.286237796746399e-4	0.05823439137354209	0.06109059658986667
K562_skew	[1.5,Inf)	PLS	CpG transition	67	67	52.342	80.767448	67	47.41999967023733	457.0874357498679	14	24	40	0.7812238805970149	0.6041913279059249	0.09496199773341579	0.5950983650395198	0.9673493961545099
K562_skew	[1.5,Inf)	PLS	non-CpG transition	680	680	92.172	14.848384	680	449.0360025217529	4025.0665521171886	128	224	250	0.1355470588235294	0.0034679535995841646	0.002258302850393268	0.1311207852367586	0.13997333241030022
K562_skew	[1.5,Inf)	PLS	non-CpG transversion	768	768	68.495	10.692011	768	618.7419964484873	5018.733714763726	151	274	347	0.08918619791666667	0.005975492012643959	0.0027893706383573615	0.08371903146548623	0.0946533643678471
K562_skew	[1.5,Inf)	dELS	CpG transition	2160	2160	4274.281	9190.991103	2159	-1952.219000259763	8396.141618775015	39	266	583	1.9788337962962963	0.3394624387831735	0.01253628878391414	1.9542626702798245	2.003404922312768
K562_skew	[1.5,Inf)	dELS	non-CpG transition	21590	21590	2940.85	499.250964	21557	-2053.967994526029	48307.31227772153	901	2043	3792	0.13621352477999074	0.004570263543969812	4.6009159649352003e-4	0.13531174525086345	0.13711530430911803
K562_skew	[1.5,Inf)	dELS	non-CpG transversion	14314	14314	842.856	82.362104	14290	144.33900581300298	34366.9576513404	716	1493	2912	0.05888333100461087	0.002286867544384665	3.997053847593343e-4	0.058099908450482574	0.05966675355873917
K562_skew	[1.5,Inf)	non-cCRE	CpG transition	1560	1560	3365.077	7771.854605	1555	-1514.4119991781197	5740.049367466437	23	109	64	2.1571006410256413	0.32908585708746513	0.014524202989904983	2.1286332031654274	2.185568078885855
K562_skew	[1.5,Inf)	non-cCRE	non-CpG transition	42415	42415	5678.297	950.766097	42173	-14335.775992879524	65923.23409285511	383	1854	558	0.13387473771071554	0.004493459128623971	3.254847626952196e-4	0.1332367875758329	0.13451268784559817
K562_skew	[1.5,Inf)	non-cCRE	non-CpG transversion	24392	24392	1455.001	139.113151	24185	-4013.533988223761	32560.658072315284	346	1316	513	0.05965074614627747	0.0021451049857086684	2.965518041085469e-4	0.05906950461022471	0.06023198768233022
K562_skew	[1.5,Inf)	pELS	CpG transition	383	383	489.449	935.054441	383	-131.3469989523291	1793.913640772676	34	108	158	1.277934725848564	0.8103941554139952	0.04599903947839252	1.1877766084709147	1.3680928432262134
K562_skew	[1.5,Inf)	pELS	non-CpG transition	3743	3743	502.865	83.811029	3739	538.4530035227075	10268.701956012294	292	993	920	0.13434811648410366	0.004343148958904655	0.0010771903368867026	0.13223682342380572	0.1364594095444016
K562_skew	[1.5,Inf)	pELS	non-CpG transversion	3419	3419	266.356	36.803916	3412	1209.1830039698405	11367.029266746596	333	1003	1086	0.07790465048259725	0.004696765627869318	0.001172060133682035	0.07560741262058046	0.08020188834461403
SKNSH_skew	(-Inf,-1.5)	Other cCREs	CpG transition	6190	6190	13650.796	32298.268242	6170	-5759.650002408191	18089.097261117815	34	225	772	2.2052982229402263	0.35453095515922556	0.007568011021220991	2.190464921338633	2.2201315245418196
SKNSH_skew	(-Inf,-1.5)	Other cCREs	non-CpG transition	5413	5413	819.63	157.271476	5367	616.5150044818876	6151.9350445341515	144	228	856	0.15141880657675966	0.006127878707592479	0.0010639863752699612	0.14933339328123052	0.1535042198722888
