skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	mutrate_mean	mutrate_var	mutrate_se	mutrate_lci	mutrate_uci
HepG2_skew	[0.05,0.2)	pELS	non-CpG transversion	696622	696622	42517.127	4689.0283469999995	695763	91451.02604921302	1781725.3651704332	43371	166989	121002	0.061033282038178524	0.003006037060835008	6.568989571593626e-5	0.060904529842575286	0.06116203423378176
HepG2_skew	[0.2,0.5)	Other cCREs	CpG transition	44061	44061	89338.472	194856.428548	43328	-35318.06299384066	121521.40922337431	394	2563	2311	2.0276088150518596	0.31123366313064615	0.002657762120237678	2.022399601296194	2.0328180288075255
HepG2_skew	[0.2,0.5)	Other cCREs	non-CpG transition	363707	363707	56670.072	12177.043898	362099	-54642.73195717414	558720.1261698776	7502	12897	20239	0.15581243143519372	0.009202878671433821	1.5906917123834034e-4	0.15550065585956657	0.15612420701082086
HepG2_skew	[0.2,0.5)	Other cCREs	non-CpG transversion	282523	282523	16758.067	1715.404581	280423	-13599.501948975836	411424.6608416675	6915	11147	15161	0.05931576190257076	0.0025533836971303892	9.506729480430494e-5	0.059129430004754326	0.0595020938003872
HepG2_skew	[0.2,0.5)	PLS	CpG transition	7826	7826	5965.445	8389.935269	7817	1742.9189984789116	46103.13646591914	1128	2908	3891	0.7622597751086123	0.49108198145395576	0.00792149364197183	0.7467336475703475	0.7777859026468771
HepG2_skew	[0.2,0.5)	PLS	non-CpG transition	34956	34956	5082.483	947.578875	34937	21172.658987898052	216921.67748086675	5951	12114	13138	0.14539658427737728	0.0059677644729555935	4.131854045552239e-4	0.14458674088444903	0.14620642767030553
HepG2_skew	[0.2,0.5)	PLS	non-CpG transversion	38494	38494	2871.426	376.575134	38469	21589.762980733656	238703.94204124855	6388	14078	15785	0.07459411856393204	0.004218523952626266	3.310424890296541e-4	0.07394527528543392	0.07524296184243016
HepG2_skew	[0.2,0.5)	dELS	CpG transition	136930	136930	256855.401	530557.215429	136628	-117023.69699227031	506952.3151103371	2829	14863	25857	1.8758153874242314	0.3559793899771318	0.0016123641123963843	1.8726551537639344	1.8789756210845283
HepG2_skew	[0.2,0.5)	dELS	non-CpG transition	1091432	1091432	166465.895	35509.107037	1089953	-83359.373005484	2561725.557545686	48648	92453	162925	0.15252062886189885	0.00927188621868096	9.216917609406304e-5	0.1523399772767545	0.1527012804470432
HepG2_skew	[0.2,0.5)	dELS	non-CpG transversion	833405	833405	47360.852	4592.917942	831959	65207.969962333824	1905426.6343671584	43746	73067	127396	0.05682813518037449	0.0022815933716256345	5.232281152387232e-5	0.0567255824697877	0.05693068789096128
HepG2_skew	[0.2,0.5)	non-cCRE	CpG transition	304247	304247	629184.958	1391759.504612	301648	-261142.0727959962	811662.2971791343	1804	15141	4459	2.0680071060684244	0.29778712106859795	9.893268668830935e-4	2.0660680254093338	2.069946186727515
HepG2_skew	[0.2,0.5)	non-cCRE	non-CpG transition	2944662	2944662	454346.938	97396.540464	2919354	-493232.9983782113	3736793.920818042	35521	96764	25822	0.15429510687474488	0.009268649636435878	5.610357124009896e-5	0.15418514387511428	0.15440506987437547
HepG2_skew	[0.2,0.5)	non-cCRE	non-CpG transversion	2343839	2343839	142727.174	15628.314006	2315516	-190121.2954326799	2663481.1931765904	34086	80609	22745	0.060894615201812066	0.002959674545095661	3.553514488333427e-5	0.060824966317840734	0.0609642640857834
HepG2_skew	[0.2,0.5)	pELS	CpG transition	25382	25382	32591.45	58455.910904	25342	-11994.390991603372	94764.72341434768	1278	6981	7074	1.2840379008746357	0.6543183428367421	0.005077286001698543	1.2740864203113065	1.2939893814379648
HepG2_skew	[0.2,0.5)	pELS	non-CpG transition	168702	168702	24935.06	4980.695082	168530	17525.09001356502	502927.0077588445	11955	41176	33957	0.14780536093229482	0.00767724873493087	2.133254596743482e-4	0.1473872430313331	0.14822347883325654
HepG2_skew	[0.2,0.5)	pELS	non-CpG transversion	149493	149493	9614.333	1090.703493	149284	32054.69301908649	453643.8690485455	11784	39566	33665	0.06431293104024938	0.003159885196351684	1.453868822725284e-4	0.06402797275099523	0.06459788932950353
HepG2_skew	[0.5,1.0)	Other cCREs	CpG transition	9718	9718	20275.007	45397.406573	9625	-8632.308997724322	29299.45593641061	70	509	665	2.086335357069356	0.3187138627221674	0.00572680017524511	2.0751108287258755	2.0975598854128363
HepG2_skew	[0.5,1.0)	Other cCREs	non-CpG transition	76539	76539	11773.647	2410.821773	76144	-13861.479989845302	118601.1097303672	1446	2781	4813	0.1538254615294164	0.007835782086552712	3.199630168497889e-4	0.1531983340163908	0.154452589042442
HepG2_skew	[0.5,1.0)	Other cCREs	non-CpG transversion	54948	54948	3298.476	343.737154	54440	-3262.2529909363952	78015.18132757259	1229	2197	3361	0.06002904564315353	0.002652242845708655	2.1970032456650895e-4	0.05959843300700317	0.060459658279303885
HepG2_skew	[0.5,1.0)	PLS	CpG transition	1741	1741	1426.815	2096.603357	1741	868.3969995811353	11730.90237385724	297	615	897	0.8195376220562895	0.5329165429803191	0.01749565537240618	0.7852461375263734	0.8538291065862057
HepG2_skew	[0.5,1.0)	PLS	non-CpG transition	7859	7859	1171.711	220.978423	7858	5091.728992925144	49535.18505779878	1381	2724	2890	0.14909161470925053	0.005890320442531089	8.657366762979973e-4	0.14739477082370644	0.15078845859479462
HepG2_skew	[0.5,1.0)	PLS	non-CpG transversion	8216	8216	656.219	93.914423	8211	5981.388000073147	55068.24724218843	1547	2976	3453	0.07987086173320351	0.0050519349950455174	7.841491238737356e-4	0.078333929450411	0.08140779401599603
HepG2_skew	[0.5,1.0)	dELS	CpG transition	33536	33536	64269.501	135579.852109	33489	-28829.37098339155	126745.4553637354	728	3552	7247	1.9164331166507633	0.3701103921866904	0.0033220794089061623	1.9099218410093073	1.9229443922922194
HepG2_skew	[0.5,1.0)	dELS	non-CpG transition	236578	236578	36088.695	7475.404871	236265	-29106.115958430815	560489.9251808267	10083	20609	39233	0.15254459417190103	0.008328237901535172	1.876244288841185e-4	0.15217685029128816	0.1529123380525139
HepG2_skew	[0.5,1.0)	dELS	non-CpG transversion	172093	172093	9930.759	982.807831	171796	14368.965993807422	405191.2265307956	9263	15825	29670	0.057705769554833725	0.0023809691365165664	1.1762382015697758e-4	0.05747522686732605	0.0579363122423414
HepG2_skew	[0.5,1.0)	non-cCRE	CpG transition	54007	54007	113787.834	257032.300316	53563	-47334.30998378747	151869.30266120753	383	2894	1136	2.106908993278649	0.3201808972281222	0.0024348526370975626	2.1021366821099376	2.11168130444736
HepG2_skew	[0.5,1.0)	non-cCRE	non-CpG transition	577087	577087	86675.909	17232.670159	572983	-109007.78686006296	732931.59235877	6074	20874	5736	0.1501955666996484	0.007302781366274429	1.1249248324327814e-4	0.14997508143249158	0.15041605196680521
HepG2_skew	[0.5,1.0)	non-cCRE	non-CpG transversion	401042	401042	25327.647	2927.477523	396936	-32832.95882649464	451051.1332954647	5601	15971	4942	0.06315459976760539	0.003311182930572706	9.086500578367675e-5	0.06297650435626938	0.0633326951789414
HepG2_skew	[0.5,1.0)	pELS	CpG transition	5974	5974	7728.035	14131.488421	5962	-2207.198001886136	24847.75526349908	371	1681	1788	1.2936114830934047	0.692183760798972	0.010764109175121852	1.2725138291101659	1.3147091370766435
HepG2_skew	[0.5,1.0)	pELS	non-CpG transition	37614	37614	5561.022	1076.389818	37578	4161.5260119678	116110.45188361515	2810	9307	8230	0.14784447280267984	0.006758925163265251	4.239006268687303e-4	0.14701362757401712	0.14867531803134257
HepG2_skew	[0.5,1.0)	pELS	non-CpG transversion	32886	32886	2256.73	278.626304	32824	8626.750994901871	110229.91970035496	2932	9092	8176	0.06862281822051937	0.0037635131955969995	3.382915853638688e-4	0.06795976671320618	0.06928586972783256
HepG2_skew	[1.0,1.5)	Other cCREs	CpG transition	1386	1386	2991.662	6880.85731	1378	-1299.4139988957902	4246.820293733064	6	66	149	2.1584862914862915	0.3057010066711475	0.014851380302070573	2.129377586094233	2.18759499687835
HepG2_skew	[1.0,1.5)	Other cCREs	non-CpG transition	13411	13411	1918.756	346.160042	13360	-2467.8199993426674	20566.870842040054	230	512	853	0.14307329803892327	0.0053420800110386074	6.311384122379003e-4	0.141836266750937	0.14431032932690954
HepG2_skew	[1.0,1.5)	Other cCREs	non-CpG transversion	9165	9165	567.198	54.875056	9050	-920.879995111958	12456.409782322178	187	374	540	0.061887397708674304	0.002157643801226032	4.8520318196952064e-4	0.06093639947201404	0.06283839594533457
HepG2_skew	[1.0,1.5)	PLS	CpG transition	181	181	175.181	291.976921	181	52.6409999234601	1262.172530375406	29	68	96	0.9678508287292819	0.680154694290976	0.061300577011469425	0.8477016977868018	1.087999959671762
HepG2_skew	[1.0,1.5)	PLS	non-CpG transition	1332	1332	203.224	37.229608	1331	1045.776002232917	8625.372772112249	256	471	496	0.15257057057057055	0.004675887578036343	0.0018736131163174788	0.1488982888625883	0.1562428522785528
HepG2_skew	[1.0,1.5)	PLS	non-CpG transversion	1175	1175	110.464	18.557746	1173	799.05300150637	7416.07465233557	200	409	459	0.09401191489361702	0.00696151093116822	0.00243406864204478	0.08924114035520925	0.09878268943202478
HepG2_skew	[1.0,1.5)	dELS	CpG transition	5439	5439	10665.088	22884.34925	5436	-4681.742001782869	19782.261568972215	119	610	1417	1.9608545688545689	0.3625712978970146	0.008164642648318461	1.9448518692638648	1.976857268445273
HepG2_skew	[1.0,1.5)	dELS	non-CpG transition	42092	42092	5947.605	1077.512037	42030	-3551.5969944593953	96812.5956043377	1879	3667	6974	0.14130012829041147	0.00563338213583206	3.6583463989334225e-4	0.14058309239622052	0.14201716418460242
HepG2_skew	[1.0,1.5)	dELS	non-CpG transversion	29743	29743	1785.152	172.720362	29676	1821.0840113967415	70851.18481373107	1595	2862	5337	0.060019231415795314	0.0022048588191658316	2.72268881656404e-4	0.05948558440774876	0.06055287842384187
HepG2_skew	[1.0,1.5)	non-cCRE	CpG transition	5850	5850	12561.707	28936.695111	5817	-5651.152997181051	18977.149388067643	50	354	207	2.147300341880342	0.3356022183790932	0.007574160057565642	2.1324549881675132	2.1621456955931704
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG transition	100785	100785	14136.006	2443.364964	100041	-22774.512979675783	131540.59184525703	922	4046	1066	0.14025902664086917	0.004570790223155597	2.1295983164877212e-4	0.13984162537083758	0.14067642791090076
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG transversion	62205	62205	3874.413	378.884745	61560	-8607.505972209037	74371.6989272701	764	2769	843	0.06228459127079817	0.0022115702347233796	1.8855485568443033e-4	0.061915023753656685	0.06265415878793965
HepG2_skew	[1.0,1.5)	pELS	CpG transition	881	881	1169.84	2226.176374	881	-270.90599909774045	3901.1336762908936	60	248	302	1.327854710556186	0.7645441129578995	0.029458682525117505	1.2701156928069557	1.3855937283054163
HepG2_skew	[1.0,1.5)	pELS	non-CpG transition	7336	7336	1044.082	185.311524	7332	1024.4289945691128	21997.931283496007	550	1920	1678	0.14232306434023992	0.005005395274371315	8.260180324026365e-4	0.14070406899673074	0.1439420596837491
HepG2_skew	[1.0,1.5)	pELS	non-CpG transversion	5972	5972	458.799	61.920457	5961	1217.9020020011817	18234.703684480293	501	1650	1550	0.0768250167448091	0.00446712713825127	8.648768189542247e-4	0.07512985817965882	0.07852017530995938
HepG2_skew	[1.5,Inf)	Other cCREs	CpG transition	170	170	370.998	851.1082739999999	170	-155.7600001161918	508.0684390599832	0	8	21	2.182341176470588	0.2453494805429858	0.03798989653168526	2.1078809792684847	2.2568013736726913
HepG2_skew	[1.5,Inf)	Other cCREs	non-CpG transition	4488	4488	627.278	104.565358	4473	-932.7879978879356	6619.91994845912	73	145	239	0.13976782531194296	0.0037646703975874854	9.158767943848972e-4	0.13797270679494855	0.14156294382893736
HepG2_skew	[1.5,Inf)	Other cCREs	non-CpG transversion	2103	2103	134.41	13.173954	2087	-245.3839986630485	3254.196199940861	47	89	131	0.06391345696623871	0.0021804691956079235	0.0010182521633623324	0.061917682726048535	0.06590923120642887
HepG2_skew	[1.5,Inf)	PLS	non-CpG transition	372	372	54.851	9.140487	372	184.7360011453276	1977.8437986284775	58	133	142	0.1474489247311828	0.0028376442845549684	0.0027618971801553214	0.14203560625807837	0.1528622432042872
HepG2_skew	[1.5,Inf)	PLS	non-CpG transversion	245	245	27.307	5.002905	245	129.011000697501	1262.8911128942273	37	84	90	0.11145714285714285	0.008030101639344263	0.005725026205926747	0.10023609149352643	0.12267819422075928
HepG2_skew	[1.5,Inf)	dELS	CpG transition	837	837	1651.842	3547.852428	837	-755.7330003888344	3735.152627270063	22	108	268	1.9735268817204301	0.34437540268559935	0.020283987442753386	1.9337702663326335	2.013283497108227
HepG2_skew	[1.5,Inf)	dELS	non-CpG transition	13630	13630	1815.669	286.194331	13615	-1253.2869954894995	29611.076077483045	575	1182	2069	0.13321122523844461	0.003252391142603161	4.884875022039726e-4	0.13225378973412483	0.1341686607427644
HepG2_skew	[1.5,Inf)	dELS	non-CpG transversion	7139	7139	462.128	48.733238	7125	-207.95499750529427	16915.516413790032	321	651	1214	0.06473287575290657	0.0026363636304372086	6.076926238130006e-4	0.06354179821023309	0.06592395329558004
HepG2_skew	[1.5,Inf)	non-cCRE	CpG transition	548	548	1191.387	2772.136513	545	-617.9529980886728	1958.4976844575876	4	33	20	2.1740638686131386	0.33269667781462287	0.024639617000657556	2.1257702192918497	2.2223575179344275
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG transition	31123	31123	4257.832	690.303494	30819	-8268.59899462527	42727.01683191073	260	1096	326	0.13680660604697492	0.003463914560818606	3.3361291837772885e-4	0.13615272472695458	0.13746048736699526
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG transversion	14590	14590	918.823	89.150967	14490	-1904.6979937339197	17044.77482175499	179	618	199	0.06297621658670322	0.002144558965464088	3.8339050232953967e-4	0.06222477120213732	0.06372766197126911
HepG2_skew	[1.5,Inf)	pELS	CpG transition	126	126	185.908	372.13938	126	-54.162999887950726	430.7742321574081	6	34	44	1.4754603174603174	0.7827160264126988	0.07881644470322383	1.3209800858419987	1.629940549078636
HepG2_skew	[1.5,Inf)	pELS	non-CpG transition	2261	2261	306.919	48.253289	2259	269.692003693199	6539.11159603349	182	573	500	0.13574480318443166	0.00291620785461833	0.0011356877897078198	0.13351885511660433	0.137970751252259
HepG2_skew	[1.5,Inf)	pELS	non-CpG transversion	1500	1500	139.811	23.037503	1499	209.51399944990416	4473.680144827994	101	431	404	0.09320733333333334	0.006675178465199021	0.0021095305109903833	0.08907265353179218	0.09734201313487449
K562_skew	(-Inf,-1.5)	Other cCREs	CpG transition	6555	6555	14198.315	33404.874403	6535	-5807.527994353325	19330.54019958283	56	290	1227	2.16602822273074	0.4044741223342679	0.007855232116203228	2.1506319677829815	2.1814244776784983
K562_skew	(-Inf,-1.5)	Other cCREs	non-CpG transition	11303	11303	1915.248	396.077814	11208	1764.5380060923044	18446.017549600452	413	475	2445	0.169445987790852	0.006330448130910131	7.483768824227214e-4	0.16797916910130345	0.17091280648040053
K562_skew	(-Inf,-1.5)	Other cCREs	non-CpG transversion	9860	9860	671.57	77.9116	9753	-68.25800124381206	17952.047544960635	315	449	2124	0.0681105476673428	0.0032630692263964493	5.752739206786862e-4	0.06698301078281257	0.06923808455187302
K562_skew	(-Inf,-1.5)	PLS	CpG transition	1733	1733	1617.867	2654.336471	1733	4268.876002929173	31854.2598900494	755	660	1245	0.9335643392960185	0.6604812552402821	0.019522299310370545	0.8953006326476922	0.9718280459443447
K562_skew	(-Inf,-1.5)	PLS	non-CpG transition	2695	2695	462.325	94.929587	2694	8967.249996751083	58541.426279891435	1444	1036	1951	0.17154916512059368	0.005797371653905538	0.001466682758178295	0.16867446691456423	0.17442386332662313
K562_skew	(-Inf,-1.5)	PLS	non-CpG transversion	3059	3059	229.519	26.467973	3055	9387.038989009685	61718.69110430852	1539	1182	2248	0.07503072899640406	0.0030238702130393515	9.942413814049333e-4	0.0730820158888504	0.07697944210395773
K562_skew	(-Inf,-1.5)	dELS	CpG transition	18411	18411	38014.479	87080.828569	18388	-13692.98900264478	71088.55601663658	614	2189	8479	2.064769920156428	0.4665766322314931	0.00503411118186947	2.0549030622399638	2.0746367780728923
K562_skew	(-Inf,-1.5)	dELS	non-CpG transition	32766	32766	5120.15	989.204828	32669	19543.573997444124	140398.14505031786	3719	3392	15957	0.15626411524140876	0.005771680706445932	4.197004504653216e-4	0.15544150235849674	0.15708672812432078
K562_skew	(-Inf,-1.5)	dELS	non-CpG transversion	26329	26329	1668.882	183.80123	26241	9145.884992476436	101676.08979664602	2468	2765	13019	0.06338569638041704	0.002963308350549106	3.3548355788864525e-4	0.06272814860695529	0.06404324415387878
K562_skew	(-Inf,-1.5)	non-cCRE	CpG transition	45337	45337	101843.392	244530.421204	45248	-40297.99593137974	115636.5823768514	114	2332	875	2.2463637205814235	0.3474748595872505	0.0027684412048330827	2.2409375758199506	2.2517898653428965
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG transition	42837	42837	7433.959	1524.635971	42163	1713.834023897071	31078.412908783903	466	2061	1215	0.1735406074188202	0.005475352755005017	3.575168605167137e-4	0.17283987437220744	0.17424134046543294
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG transversion	38983	38983	2355.413	231.516957	38343	-6618.434972208458	43103.83715057229	340	1985	1107	0.06042154272375138	0.0022882168638966847	2.42276316436011e-4	0.059946681143536795	0.060896404303965965
K562_skew	(-Inf,-1.5)	pELS	CpG transition	2954	2954	4650.023	9671.085979	2953	-74.38300268934094	18618.364291134876	334	820	1583	1.5741445497630333	0.7962335310793262	0.016417800946158818	1.541965659908562	1.6063234396175046
K562_skew	(-Inf,-1.5)	pELS	non-CpG transition	5303	5303	864.426	169.237798	5296	7122.743008899734	45763.57437806405	1242	1542	3054	0.16300697718272678	0.005343328695179975	0.001003795239637539	0.1610395385130372	0.16497441585241635
K562_skew	(-Inf,-1.5)	pELS	non-CpG transversion	4735	4735	314.396	33.711936	4729	5105.162004673273	35623.96429452467	981	1410	2779	0.06639831045406547	0.00271157008586473	7.567465076535021e-4	0.0649150872990646	0.06788153360906633
K562_skew	[-0.05,0.05)	Other cCREs	CpG transition	1423410	1423410	2989912.531	6688920.901919	1413305	-1102743.053587896	3887026.453374115	16025	60588	57629	2.1005279792891716	0.28700533362244934	4.4903477681081973e-4	2.0996478711266224	2.1014080874517207
K562_skew	[-0.05,0.05)	Other cCREs	non-CpG transition	11009637	11009637	1639636.995	333528.822337	10972532	315474.982564185	16314342.354234263	345017	309349	388226	0.14892743466473965	0.008114881444785954	2.7149047018148e-5	0.1488742225325841	0.1489806467968952
K562_skew	[-0.05,0.05)	Other cCREs	non-CpG transversion	7242939	7242939	436790.065	61199.388365	7205418	232703.3555067076	11092386.269570917	237273	208676	261655	0.06030563905066714	0.004812754763908315	2.5777420284194614e-5	0.06025511530691012	0.060356162794424156
K562_skew	[-0.05,0.05)	PLS	CpG transition	95020	95020	93274.512	150801.302668	94941	-33264.50398257352	436436.2127505836	6888	32128	38243	0.9816303094085456	0.6234565149444731	0.0025615071397579333	0.97660975541462	0.9866508634024711
K562_skew	[-0.05,0.05)	PLS	non-CpG transition	371332	371332	53063.21	9795.56745	371081	130383.62094052271	1634459.4359454855	42487	112375	102848	0.1428996423685543	0.0059592485358682876	1.2668189780837651e-4	0.14265134584884986	0.14314793888825872
K562_skew	[-0.05,0.05)	PLS	non-CpG transversion	303593	303593	22080.595	3119.923373	303282	64413.26696037046	1419096.8456993187	32755	97679	96513	0.07273090947419737	0.004986895626098793	1.2816494706319948e-4	0.0724797061779535	0.07298211277044124
K562_skew	[-0.05,0.05)	dELS	CpG transition	3941086	3941086	7770149.55	16570148.473608006	3935017	-3157170.8188673635	13677384.404411588	80092	342423	493133	1.9715757407983485	0.3173517238153459	2.8376738294211046e-4	1.971019556727782	1.972131924868915
K562_skew	[-0.05,0.05)	dELS	non-CpG transition	25956891	25956891	3770016.108999991	752783.556809	25926479	3126159.743216494	55942972.999465495	1364706	1734179	2343516	0.14524143546312965	0.007906224721787493	1.745252386144776e-5	0.1452072285163612	0.1452756424098981
K562_skew	[-0.05,0.05)	dELS	non-CpG transversion	16694422	16694422	975956.6240000008	129723.194196	16668334	2188926.3482054668	37112313.2093014	910888	1128435	1568907	0.05846004276158832	0.004352875024746566	1.6147392631557993e-5	0.058428393872030464	0.05849169165114617
K562_skew	[-0.05,0.05)	non-cCRE	CpG transition	18458821	18458821	40043731.459000014	91914027.72787692	18280319	-14795423.651662618	44784349.39317847	99759	591403	114476	2.1693547740129238	0.27330932952397474	1.216816945753288e-4	2.1691162778915563	2.1695932701342913
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG transition	172871317	172871317	26334167.67700023	5591245.061036883	171089862	-10269732.32751141	182007112.32451472	2489905	3588867	543514	0.15233393332105075	0.009137766487896465	7.270404221044212e-6	0.1523196833287775	0.152348183313324
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG transversion	113512812	113512812	6956828.354999995	1137492.0344050054	111846417	-5555526.08094475	120833538.1978696	1739705	2361590	383880	0.061286723784095797	0.006264762631935483	7.428991630143053e-6	0.06127216296050072	0.061301284607690874
K562_skew	[-0.05,0.05)	pELS	CpG transition	606648	606648	921297.563	1769002.024025	606056	-411625.58388625487	1973176.7307872393	15429	140658	101504	1.5186690848729412	0.6096723417871005	0.0010024895671101926	1.5167042053214053	1.520633964424477
K562_skew	[-0.05,0.05)	pELS	non-CpG transition	3486553	3486553	499016.763	96288.671573	3483959	471434.8249236938	7779378.37398455	190100	704548	397217	0.14312610850889115	0.007132073235708626	4.5228247631597676e-5	0.14303746114353322	0.1432147558742491
K562_skew	[-0.05,0.05)	pELS	non-CpG transversion	2379535	2379535	145780.608	19712.247256	2376962	257564.550014706	5542459.481387813	130044	504022	301404	0.06126432601327571	0.004530759619771959	4.363545029870814e-5	0.06117880053069024	0.061349851495861175
K562_skew	[-0.2,-0.05)	Other cCREs	CpG transition	617133	617133	1330052.922	3078840.034244	611637	-531610.9647056796	1774237.2141145638	5264	29625	34145	2.155212769370622	0.34399932722803617	7.466024513939275e-4	2.15374942856589	2.156676110175354
K562_skew	[-0.2,-0.05)	Other cCREs	non-CpG transition	1756617	1756617	253052.297	48238.996487	1750059	48764.1081654043	2380139.073219824	49026	55289	90039	0.14405661393462546	0.0067090015306708	6.180027459490443e-5	0.14393548539641945	0.14417774247283147
K562_skew	[-0.2,-0.05)	Other cCREs	non-CpG transversion	1417810	1417810	88846.154	11970.86022	1408840	-41176.67676313375	2110469.6641339967	38889	48257	76138	0.06266435841191696	0.00451638618616727	5.643993665019472e-5	0.06255373613608257	0.06277498068775135
K562_skew	[-0.2,-0.05)	PLS	CpG transition	78939	78939	66100.015	101802.003279	78852	-1094.620978207678	399764.4008916397	8628	28089	38584	0.8373556163620011	0.5884717686936264	0.0027303417262269174	0.8320041465785963	0.8427070861454058
K562_skew	[-0.2,-0.05)	PLS	non-CpG transition	142321	142321	21333.967	3991.957401	142230	103833.35895810112	826518.4430241513	24686	49313	56889	0.14990034499476537	0.005578895359703913	1.9798834006471626e-4	0.14951228784823853	0.15028840214129222
K562_skew	[-0.2,-0.05)	PLS	non-CpG transversion	158597	158597	12941.186	1849.743178	158424	73937.08096455563	896081.9456816746	23908	57005	70781	0.08159792429869417	0.005004976559539201	1.7764522561972775e-4	0.0812497396564795	0.08194610894090884
K562_skew	[-0.2,-0.05)	dELS	CpG transition	1861136	1861136	3763633.207	8330533.801339	1857891	-1613192.8458831026	6851478.85908767	37029	180860	323025	2.0222236349197478	0.38665963348966764	4.558010933276817e-4	2.0213302647768256	2.02311700506267
K562_skew	[-0.2,-0.05)	dELS	non-CpG transition	4751422	4751422	675696.496	126590.260446	4745415	789862.105625334	10294757.636784395	265075	364275	660031	0.1422093209148756	0.006419115587795533	3.6755792905167e-5	0.14213727956078145	0.14228136226896973
K562_skew	[-0.2,-0.05)	dELS	non-CpG transversion	3744591	3744591	230408.288	30258.221648	3738172	343817.0038206175	8735409.044394206	202511	297102	563433	0.0615309623934897	0.004294456253935318	3.386506370970735e-5	0.06146458686861867	0.06159733791836073
K562_skew	[-0.2,-0.05)	non-cCRE	CpG transition	5924508	5924508	13098854.374	30796513.342956003	5882334	-5409868.214157905	15983854.35408638	25435	239638	64441	2.2109607032347665	0.30980823630509075	2.2867586711509245e-4	2.2105124985352207	2.211408907934312
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG transition	18335070	18335070	2615858.397999996	518443.440776	18151879	-602919.8241629122	18813186.102073777	278488	476922	123664	0.142669670636654	0.007921420132163952	2.0785488594488536e-5	0.14262893107900881	0.1427104101942992
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG transversion	15184337	15184337	918658.7260000008	130490.44104599992	14973427	-1029478.7950189828	16881981.66099642	228607	413214	118266	0.06050041737087374	0.004933452783289617	1.8025095363690998e-5	0.06046508818396091	0.060535746557786575
K562_skew	[-0.2,-0.05)	pELS	CpG transition	316958	316958	462320.094	904965.511718	316533	-189395.75493370148	1104703.3466906876	11450	80896	75935	1.458616264615501	0.7275999682954872	0.0015151145778447002	1.4556466400429253	1.4615858891880766
K562_skew	[-0.2,-0.05)	pELS	non-CpG transition	703872	703872	101236.943	18858.399121	703203	191417.670960598	1857579.1081562787	51753	162305	136046	0.14382862651163847	0.006105704961666223	9.313674645044217e-5	0.1436460784885956	0.14401117453468135
K562_skew	[-0.2,-0.05)	pELS	non-CpG transversion	628477	628477	43157.913	6090.128967	627574	104403.27098030895	1782668.036645237	44340	155102	139653	0.06867063233817626	0.004974649455021357	8.896855709551363e-5	0.06849625396626906	0.06884501071008346
K562_skew	[-0.5,-0.2)	Other cCREs	CpG transition	179699	179699	384183.337	887273.107715	178193	-157085.02190457145	508130.808029317	1287	9597	14203	2.1379269611962224	0.36682207648591364	0.0014287455880878967	2.1351266198435703	2.1407273025488744
K562_skew	[-0.5,-0.2)	Other cCREs	non-CpG transition	403253	403253	62479.437	12884.482051	401671	-677.478888056705	547900.921632842	10295	14223	32315	0.15493855470387077	0.00794542465631529	1.4036853050262865e-4	0.15466343238408561	0.15521367702365593
K562_skew	[-0.5,-0.2)	Other cCREs	non-CpG transversion	350603	350603	23146.261	3227.188421	348148	-24924.9329012799	524087.305138831	8501	13260	28832	0.0660184339552143	0.004846260197777958	1.175697378930869e-4	0.06578799726894385	0.06624887064148474
K562_skew	[-0.5,-0.2)	PLS	CpG transition	35110	35110	27520.881	40865.865629	35085	17466.81599480216	226933.7348056328	6117	12834	19445	0.7838473654229564	0.5495370293380984	0.003956243976421473	0.7760931272291703	0.7916016036167425
K562_skew	[-0.5,-0.2)	PLS	non-CpG transition	58987	58987	9658.41	2019.648998	58964	76145.412983774	499132.5400394071	15562	21378	29486	0.16373794225846372	0.0074288953160314515	3.548819940419796e-4	0.16304237355014145	0.164433510966786
K562_skew	[-0.5,-0.2)	PLS	non-CpG transversion	75377	75377	6296.718	940.039544	75327	73877.2759930558	557469.8915249313	16913	28044	40372	0.08353633071095957	0.0054929264853315115	2.699494637283767e-4	0.08300722976205195	0.0840654316598672
K562_skew	[-0.5,-0.2)	dELS	CpG transition	553384	553384	1112568.817	2469540.658425	552340	-478471.0888837441	2024471.767700882	11500	58598	134958	2.010482444378587	0.42057776202638497	8.717859264047728e-4	2.0087737439628337	2.01219114479434
K562_skew	[-0.5,-0.2)	dELS	non-CpG transition	1166212	1166212	177942.566	36352.564014	1164660	199870.6168748357	2739147.7079258803	69767	99863	239710	0.15258166268225673	0.007890331536722599	8.225434965730386e-5	0.1524204441569284	0.15274288120758506
