skew_type	skew_bin	ccre_class	pleio_bin	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	pleio_set	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci	mutrate_mean	mutrate_var	mutrate_se	mutrate_lci	mutrate_uci
SKNSH_skew	[1.5,Inf)	pELS	2	845	845	121.17099999999996	30.24016699999999	845	508.0840007408988	4177.646474366834	133	335	374	trained	0.6012828411134896	4.587848676394595	0.07368450798931034	0.45686120545444137	0.7457044767725378	0.15739644970414202	0.012527971417585942	0.13284162572567357	0.18195127368261046	0.14339763313609463	0.015242336961215963	0.004247148289517919	0.1350732224886395	0.15172204378354975
SKNSH_skew	[1.5,Inf)	pELS	3	741	741	105.31899999999999	23.798743	740	512.0490016834812	4290.1476591954115	126	320	339	trained	0.6919581103830826	5.325887956112268	0.08483599405109957	0.5256795620429275	0.8582366587232377	0.17027027027027028	0.013817258368703709	0.143188443867611	0.19735209667292955	0.14213090418353574	0.011931970678775949	0.004012795102264887	0.13426582578309657	0.14999598258397492
mean_skew	(-Inf,-1.5)	Other cCREs	0	12866	12865	11614.939	25532.666805	12780	-5356.654993550387	25123.949209917882	155	498	1660	trained	-0.4191435832199051	1.7903389656348991	0.011835925014197154	-0.4423419962477315	-0.39594517019207864	0.012128325508607199	9.682449972622395e-4	0.010230565313973209	0.014026085703241188	0.902832413525068	1.1696457862782619	0.00953503485690366	0.8841437452055368	0.9215210818445992
mean_skew	(-Inf,-1.5)	Other cCREs	1	830	830	677.019	1423.3189970000003	826	-191.1410000715404	1790.1690401073895	23	59	373	trained	-0.23140556909387455	2.116288422071106	0.05061711687430644	-0.3306151181675152	-0.13219602002023392	0.02784503631961259	0.0057246853294335345	0.016624653073922864	0.039065419565302316	0.8156855421686747	1.0507652435784154	0.03558064391180707	0.7459474801015329	0.8854236042358166
mean_skew	(-Inf,-1.5)	Other cCREs	2	75	75	44.32399999999999	78.93234199999999	73	-30.43800053186716	166.268317731715	1	9	45	trained	-0.41695891139544056	2.1330128078457475	0.1709366945162259	-0.7519948326472433	-0.0819229901436378	0.0136986301369863	0.01360448036058687	-0.012966151369763965	0.040363411643736566	0.5909866666666665	0.7126682295495496	0.09747944942735705	0.39992694578904675	0.7820463875442863
mean_skew	(-Inf,-1.5)	PLS	0	794	794	647.2139999999999	1285.14901	792	613.0520025112203	5925.9988789757535	133	147	291	trained	0.7740555587262883	6.891861654416765	0.09328368304936019	0.5912195399495423	0.9568915775030342	0.16792929292929293	0.013282528468142691	0.14189553713173325	0.1939630487268526	0.8151309823677582	0.9553402602494754	0.03468716362306733	0.7471441416665462	0.8831178230689701
mean_skew	(-Inf,-1.5)	PLS	1	575	575	251.64100000000008	359.36294499999997	575	1266.605997628998	9631.850187809983	214	173	409	trained	2.202793039354779	11.919476154403851	0.14397751125363054	1.9205971172976635	2.484988961411895	0.37217391304347824	0.020158523561074768	0.3326632068637717	0.4116846192231848	0.4376365217391306	0.43420845476139963	0.027479904270493332	0.38377590936896366	0.4914971341092975
mean_skew	(-Inf,-1.5)	PLS	2	496	496	146.105	154.80927299999993	496	1474.0869986797916	9941.683477597508	247	212	371	trained	2.971949594112483	11.23388125289821	0.15049569475206817	2.67697803239843	3.2669211558265365	0.49798387096774194	0.022450480238762355	0.4539809296997677	0.5419868122357161	0.2945665322580645	0.2258012723321928	0.021336459422072435	0.2527470717908025	0.3363859927253265
mean_skew	(-Inf,-1.5)	PLS	3	2217	2217	427.907	190.97483699999984	2216	9901.559004688637	67514.2867240849	1549	1020	1739	trained	4.468212547242165	10.506553743601124	0.06885655098491655	4.333253707311728	4.603171387172601	0.6990072202166066	0.009743926329598	0.6799091246105945	0.7181053158226186	0.19301172755976545	0.04890964246168018	0.004696933349276079	0.18380573819518434	0.20221771692434656
mean_skew	(-Inf,-1.5)	dELS	0	27994	27993	25806.65499999999	56991.190730999995	27929	-6942.835997112212	79089.31880634095	1190	2264	9955	trained	-0.24858877858542058	2.7701019652642485	0.009959102098441978	-0.2681086186983669	-0.2290689384724743	0.04260804182033012	0.0012085454350380144	0.040239292767655616	0.04497679087300463	0.921896724181045	1.186057445857017	0.006509207858228901	0.9091386767789164	0.9346547715831736
mean_skew	(-Inf,-1.5)	dELS	1	7496	7495	5097.732000000003	10168.587500000001	7490	1628.7479973981385	31553.028930235127	728	1055	4675	trained	0.21745634144167403	4.165956382639935	0.023583944841587594	0.17123180955216233	0.26368087333118573	0.09719626168224299	0.0034227923000289553	0.09048758877418624	0.10390493459029974	0.6801510340226822	0.8942300252241104	0.010922921320324281	0.6587421082348466	0.7015599598105178
mean_skew	(-Inf,-1.5)	dELS	2	2294	2294	1171.7430000000006	2031.763503	2287	2021.081999982009	17554.733072914365	448	398	1690	trained	0.8837262789602138	6.897922046192825	0.05491943475703949	0.7760841868364164	0.9913683710840112	0.19588981198076083	0.008299092873311676	0.17962358994906996	0.2121560340124517	0.5107859633827379	0.6250560950318449	0.01650679624150632	0.47843264274938546	0.5431392840160902
mean_skew	(-Inf,-1.5)	dELS	3	867	867	325.94399999999996	401.549548	867	1269.5989984602204	8567.766332467876	251	184	654	trained	1.4643587064131722	7.746672038590311	0.0945252938973409	1.279089130374384	1.6496282824519604	0.2895040369088812	0.015402760785591564	0.25931462576912173	0.3196934480486407	0.37594463667820066	0.322185507323973	0.019277177741789647	0.33816136830429294	0.4137279050521084
mean_skew	(-Inf,-1.5)	non-cCRE	0	73105	73072	78766.37500000004	178300.267705	72451	-34751.47294242854	131579.9515064202	473	3249	1609	trained	-0.479654841788637	1.5860764561807805	0.004678858024670368	-0.4888254035169909	-0.4704842800602831	0.0065285503305682465	2.992015793527087e-4	0.005942115235036937	0.007114985426099556	1.0779282762207145	1.2781509063389798	0.004182303727918506	1.0697309609139942	1.0861255915274348
mean_skew	(-Inf,-1.5)	pELS	0	2808	2808	2514.069	5382.224372999999	2805	-331.2290015580369	7988.3571220379645	140	457	1033	trained	-0.11808520554653722	2.8349657194386624	0.03179124039624417	-0.18039603672317578	-0.05577437436989865	0.049910873440285206	0.004111623372435812	0.04185209163031101	0.0579696552502594	0.8953237179487179	1.1155392834842834	0.01993167892082012	0.8562576272639104	0.9343898086335254
mean_skew	(-Inf,-1.5)	pELS	1	1288	1288	749.5469999999999	1331.035361	1288	850.6489986823871	8180.405652601921	204	378	778	trained	0.660441769163344	5.919659303010954	0.06779386974962871	0.5275657844540717	0.7933177538726163	0.15838509316770186	0.01017316129517009	0.13844569702916848	0.17832448930623523	0.5819464285714285	0.6952907236235987	0.023234069604591286	0.5364076521464296	0.6274852049964275
mean_skew	(-Inf,-1.5)	pELS	2	803	803	243.65600000000003	299.4758819999998	803	1521.4249955122364	10545.283449000992	278	321	567	trained	1.8946762086080153	9.554458487309727	0.10908003441045461	1.6808793411635243	2.1084730760525066	0.34620174346201743	0.01678915086913114	0.31329500775852037	0.3791084791655145	0.30343212951432136	0.2812254651509455	0.018714126001996782	0.26675244255040764	0.3401118164782351
mean_skew	(-Inf,-1.5)	pELS	3	1042	1042	225.62599999999998	136.66730600000002	1042	3115.0290046414593	21141.45065093691	503	438	824	trained	2.9894712136674273	11.363267158330613	0.10442818964735347	2.7847919619586143	3.1941504653762403	0.48272552783109407	0.015480208174194463	0.4523843198096729	0.5130667358525152	0.21653166986564298	0.08435363252151246	0.008997420856800473	0.19889672498631406	0.2341666147449719
mean_skew	[-0.05,0.05)	Other cCREs	0	18757863	18744030	4549179.121	6090492.241157002	18675084	-307479.96653175715	29228995.670898564	572858	531281	629661	trained	-0.016464716653041944	1.5648622873790243	2.894721456172069e-4	-0.01703208205845167	-0.015897351247632217	0.030674989199513104	3.990208933495379e-5	0.030596781104416593	0.030753197294609614	0.24270016218497303	0.2660263559495031	1.1913266234898439e-4	0.24246666216676901	0.24293366220317705
mean_skew	[-0.05,0.05)	Other cCREs	1	370404	370290	94752.54199999997	124382.52573999994	369623	-23461.19398093852	697006.1387526102	12266	21582	34073	trained	-0.06347330653378853	1.8816980028120875	0.002256292855291318	-0.06789564053015952	-0.05905097253741755	0.033185164343128	2.9462130276590833e-4	0.03260770658970682	0.033762622096549184	0.25588739096383906	0.27042808449732064	8.545842886147879e-4	0.25421240575815407	0.25756237616952404
mean_skew	[-0.05,0.05)	Other cCREs	2	70397	70381	14159.766999999998	13765.314073000001	70069	-10532.242999858458	130036.7024505529	1659	5128	13180	trained	-0.15031244915523923	1.8332701833953595	0.005115054646122136	-0.1603379562616386	-0.14028694204883985	0.023676661576446073	5.743731224270338e-4	0.022550890256489087	0.02480243289640306	0.20118735170003266	0.15510866793947833	0.001484534577330441	0.198277663928465	0.20409703947160032
mean_skew	[-0.05,0.05)	Other cCREs	3	55092	55079	9903.637999999999	7259.562706000001	55059	-13032.331999715998	115373.4315212341	1297	5517	14118	trained	-0.23669757895559304	2.0394622051065388	0.006086164283566803	-0.24862646095138397	-0.22476869695980212	0.023556548429866143	6.463462260028822e-4	0.022289709826900494	0.02482338703283179	0.17980787595998474	0.09947366630856984	0.001343881697210112	0.17717386783345293	0.18244188408651654
mean_skew	[-0.05,0.05)	PLS	0	289380	284706	73764.995	94385.55098700004	288950	61100.18893076434	963511.2240824918	24393	55040	36574	trained	0.21145592293048743	3.289823557932057	0.003374232107977329	0.20484242799885186	0.218069417862123	0.08441944973178751	5.171996094572545e-4	0.08340573849725129	0.08543316096632374	0.2590918175240423	0.26439171901722186	9.636639539356788e-4	0.2572030361743284	0.26098059887375624
mean_skew	[-0.05,0.05)	PLS	1	134431	134188	28944.466999999993	26199.367549	134401	56208.80898674717	608581.8956405987	17176	42669	38893	trained	0.4182171932258478	4.353232182377928	0.005691210715521885	0.4070624202234249	0.42937196622827073	0.12779666817955224	9.10683328759236e-4	0.12601172885518414	0.12958160750392034	0.2157008599874802	0.148717991498586	0.0010527491894809218	0.2136374715760976	0.2177642483988628
mean_skew	[-0.05,0.05)	PLS	2	93829	93781	17528.232999999993	10479.163728999994	93733	33900.64599242167	448635.8979926844	12064	37172	40969	trained	0.3616724738610913	4.655560187461232	0.007047575128184667	0.34785922660984936	0.37548572111233325	0.1287060053556378	0.0010937939261786986	0.12656216926032757	0.13084984145094805	0.1869060150776809	0.07680775802534541	9.049927802611074e-4	0.18513222922836914	0.18867980092699266
mean_skew	[-0.05,0.05)	PLS	3	263794	263724	41262.842	15281.278296	263701	24464.703983193493	1544514.9430782003	31417	114061	133535	trained	0.09277440731431998	5.848484052582629	0.004709402029836865	0.08354397933583972	0.10200483529280023	0.11913872150655477	6.308474312512752e-4	0.11790226054130228	0.12037518247180727	0.15646221807647387	0.0334639091491486	3.5621607099769933e-4	0.15576403457731838	0.15716040157562935
mean_skew	[-0.05,0.05)	dELS	0	40129514	40118961	10014157.974	13398134.377894003	40075527	2431702.3314103796	87701726.2532214	1982697	2413102	3269225	trained	0.06067798762597382	2.184729289622949	2.3348511262630001e-4	0.06022035680522627	0.061135618446721364	0.049474009412277975	3.4255548894824805e-5	0.04940686853644412	0.04954115028811183	0.24961159821661383	0.2716542104085005	8.228740784662298e-5	0.24945031489723446	0.2497728815359932
mean_skew	[-0.05,0.05)	dELS	1	3702539	3701868	982480.565	1282195.1781630001	3698642	283694.1313916844	10013246.58589628	226114	458944	631585	trained	0.07670224136093312	2.701394001244672	8.54619537586208e-4	0.07502718706726415	0.0783772956546021	0.06113432984322354	1.2457278076166708e-4	0.06089016719293067	0.06137849249351641	0.2654012960483734	0.27592659673339476	2.730148799946665e-4	0.2648661868835839	0.265936405213163
mean_skew	[-0.05,0.05)	dELS	2	598773	598632	142998.34499999997	158209.78444500003	598099	36472.09087394854	1963406.745110137	40610	107505	164557	trained	0.060980023163303296	3.2790323260800562	0.0023414576706789884	0.05639076612877248	0.06556928019783412	0.0678984582819901	3.252932350697696e-4	0.06726088354125336	0.06853603302272686	0.2388752104798941	0.20722452509951628	5.883565765679081e-4	0.237722031589821	0.2400283893699672
mean_skew	[-0.05,0.05)	dELS	3	389138	389075	75624.02700000003	60309.51793499997	388958	-40357.302073650186	1468607.5550493277	22888	73353	132098	trained	-0.10375748043143523	3.764992487779254	0.0031112198628940823	-0.10985547136270764	-0.09765948950016283	0.05884439965240463	3.7733920440943537e-4	0.058104814811762134	0.059583984493047124	0.1943687643770482	0.11722852015244768	5.489085281365172e-4	0.19329290366190063	0.19544462509219576
mean_skew	[-0.05,0.05)	non-cCRE	0	300276644	300125299	69129009.32100005	89533144.22395302	296738718	-28551962.123907387	336980404.80875605	4248978	6385630	1006962	trained	-0.09621920023226423	1.126355068280934	6.160990664980146e-5	-0.09633995564929784	-0.09609844481523061	0.014318920121505681	6.896619016557161e-6	0.014305402748233229	0.014332437494778133	0.23033382907516922	0.2452655450820211	2.8586893816562295e-5	0.23027779876328877	0.23038985938704967
mean_skew	[-0.05,0.05)	pELS	0	4462176	4456529	1081686.107	1355244.0469529997	4457582	109455.25099891721	9172115.454238731	192929	696991	331759	trained	0.02455484857012551	2.0570412062338854	6.793159711052259e-4	0.023223389266759268	0.025886307873491752	0.04328108826713676	9.638103706479895e-5	0.04309218143448976	0.04346999509978376	0.24271941392056465	0.2451903879019592	2.3455967535869883e-4	0.2422596769568616	0.2431791508842677
mean_skew	[-0.05,0.05)	pELS	1	1069317	1068917	222244.187	211510.50075899996	1068348	123350.30895096634	2741211.4366166797	67292	318873	187794	trained	0.11545892251491681	2.552512940882802	0.001545708537247461	0.11242933378191179	0.11848851124792183	0.0629869667935916	2.3504000767803347e-4	0.06252628837854265	0.06344764520864055	0.2079152890261826	0.15464502017418205	3.803609975450119e-4	0.20716978147099435	0.20866079658137082
mean_skew	[-0.05,0.05)	pELS	2	432394	432332	73673.02900000002	42794.515222999995	432163	88085.83804017967	1326354.732482524	35369	168916	139756	trained	0.20382549649132312	3.0275697372978883	0.0026468131699433502	0.19863774267823414	0.2090132503044121	0.08184180505966498	4.1698704865380696e-4	0.08102451044430352	0.08265909967502645	0.17040845692662127	0.06994642538702932	4.022296410377962e-4	0.16962008683018717	0.17119682702305536
mean_skew	[-0.05,0.05)	pELS	3	299983	299871	46029.202000000005	18842.075194	299844	58674.40002558951	1408291.8985089709	30086	123438	125793	trained	0.19568308862471653	4.6584723028010036	0.003941613869429936	0.18795752544063385	0.20340865180879922	0.10033884286495644	5.486891190172359e-4	0.09926341219168265	0.10141427353823022	0.15349667690440225	0.03927283705085049	3.6189193430937236e-4	0.15278736871315587	0.15420598509564862
mean_skew	[-0.2,-0.05)	Other cCREs	0	4081879	4078153	2023175.3899999997	3930082.31953	4055673	-604329.774169215	6844165.4108681055	100309	139339	199789	trained	-0.1490085059049916	1.6653504361657574	6.407983012981025e-4	-0.15026447057553588	-0.1477525412344473	0.02473300978653851	7.712031261809079e-5	0.024581853973807053	0.02488416559926997	0.4961009040121839	0.7175757989343696	4.1947118605810646e-4	0.49527874048750997	0.4969230675368578
mean_skew	[-0.2,-0.05)	Other cCREs	1	131827	131782	61260.24999999999	108790.58544000004	131508	-22976.50097658683	269948.7756862466	3767	8361	17724	trained	-0.17471561408117248	2.022207351765956	0.00392136037467217	-0.18240148041552992	-0.16702974774681503	0.028644645192687897	4.599755066610112e-4	0.027743093199632314	0.02954619718574348	0.4648605272343719	0.6094437993829961	0.002150496718626751	0.46064555366586346	0.4690755008028803
mean_skew	[-0.2,-0.05)	Other cCREs	2	22632	22621	8229.1	12174.042428000004	22526	-4017.560991168139	51141.68897784669	715	1803	6311	trained	-0.17835217043275056	2.2386303331953785	0.009968943903252023	-0.19789130048312453	-0.1588130403823766	0.03174109917428749	0.001168058758123872	0.0294517040083647	0.03403049434021028	0.3637814420228991	0.4058553741577969	0.004235744451945828	0.35547938289708525	0.3720835011487129
mean_skew	[-0.2,-0.05)	Other cCREs	3	18725	18725	5443.983000000002	5943.968631	18702	-4476.350002163439	51549.935345836515	705	2029	6788	trained	-0.239351406382389	2.699241467159985	0.012013701645408667	-0.26289826160739	-0.215804551157388	0.03769650304780237	0.0013927159130516908	0.03496677985822106	0.040426226237383685	0.29073340453938595	0.23292143340928537	0.0035269054232165494	0.28382066990988153	0.2976461391688904
mean_skew	[-0.2,-0.05)	PLS	0	106121	105333	48351.831	81234.17216300002	105893	25052.022970532187	426112.3153352198	10605	21977	20265	trained	0.23657864986856722	3.9680574695385387	0.006121464716261217	0.22458057902469525	0.2485767207124392	0.10014826286912261	9.225152706045037e-4	0.09834013293873778	0.10195639279950744	0.45903782290450285	0.5605025341521435	0.0023067820506996184	0.4545165300851316	0.4635591157238741
mean_skew	[-0.2,-0.05)	PLS	1	74160	74098	22489.503	26239.681703000002	74141	49902.71800067555	417875.0391853785	12634	23833	28684	trained	0.6730785665242652	5.18325585767223	0.008361267229319916	0.6566904827547982	0.6894666502937322	0.17040503904722085	0.001380845374769852	0.16769858211267194	0.17311149598176975	0.3035102566870901	0.262006381833339	0.0018804106053794737	0.2998246519005463	0.30719586147363387
mean_skew	[-0.2,-0.05)	PLS	2	58176	58149	13337.624	9828.683078000004	58137	40128.29902098153	333965.687080932	10238	23491	30360	trained	0.6902368374869968	5.268124000119671	0.009519227050862129	0.671579152467307	0.7088945225066866	0.17610127801572148	0.0015797627157829565	0.17300494309278688	0.17919761293865608	0.2293697913979604	0.11641733238246497	0.0014149389325631774	0.22659651109013657	0.23214307170578424
mean_skew	[-0.2,-0.05)	PLS	3	177783	177734	31682.507	13355.457303	177695	84421.16498701251	1153003.215490904	29822	76752	100230	trained	0.47509026695749745	6.262988855450162	0.005936810894913137	0.4634541176034677	0.4867264163115272	0.16782689439770393	8.865434249332244e-4	0.1660892692848348	0.16956451951057305	0.1782579979069846	0.043367281464364936	4.939646176539502e-4	0.17728982725638287	0.17922616855758633
mean_skew	[-0.2,-0.05)	dELS	0	10152844	10149553	5147015.598000001	9749751.678644005	10134975	-649909.7661942055	24529348.04234786	469685	713872	1292606	trained	-0.0641254434465014	2.4161554129680494	4.882599383841626e-4	-0.06508243292573436	-0.06316845396726843	0.046342985552505066	6.603539307500698e-5	0.04621355618207805	0.04647241492293208	0.5071174659613089	0.703440917522558	2.632633209517271e-4	0.5066014698522435	0.5076334620703743
mean_skew	[-0.2,-0.05)	dELS	1	1432600	1432262	680747.9520000002	1169266.719528	1430666	21755.98083885309	4363926.181588762	93291	190382	350729	trained	0.015206890244720354	3.050046894818829	0.0014601051415203496	0.012345084167340469	0.018068696322100238	0.06520809189566258	2.0641397159297287e-4	0.06480352051134035	0.06561266327998481	0.4752956875208587	0.5904720952771482	6.420789828420175e-4	0.47403721271448834	0.4765541623272291
mean_skew	[-0.2,-0.05)	dELS	2	278122	278033	110420.88400000006	161786.70744399985	277807	26592.307972105344	1038688.7445905579	22945	54216	103443	trained	0.09572223872006588	3.729736828357683	0.003664101554916037	0.08854059967243046	0.10290387776770131	0.08259331118366348	5.222540271265433e-4	0.08156969329049545	0.0836169290768315	0.3971502807220728	0.42417067951106485	0.0012351569589646786	0.39472937308250206	0.39957118836164357
mean_skew	[-0.2,-0.05)	dELS	3	173055	173036	51904.108000000015	56792.11191199999	172969	-621.8120718636769	767937.0870752494	14196	35711	77320	trained	-0.0035949336115932737	4.439751004244323	0.005066349776009039	-0.01352497917257099	0.006335111949384442	0.08207251010296643	6.599619678660893e-4	0.08077898464594889	0.08336603555998397	0.29996132596685093	0.23823438525843532	0.0011733673216863887	0.2976615260163456	0.30226112591735627
mean_skew	[-0.2,-0.05)	non-cCRE	0	43081688	43048644	21153993.457	41709995.77638901	42528544	-8231279.698026929	59172960.31490233	612380	1279466	357094	trained	-0.19354717852619005	1.3539099929590652	1.7842456210896167e-4	-0.19389689066792362	-0.19319746638445648	0.014399270287738982	1.8267557913546203e-5	0.014363465874228432	0.014435074701249533	0.4913974399983423	0.7274323965537666	1.2999198672065913e-4	0.4911426557043698	0.49165222429231475
mean_skew	[-0.2,-0.05)	pELS	0	1156491	1154880	553406.0250000003	971707.5515629998	1154773	-84510.63597952863	2744544.4635805995	51499	197732	139415	trained	-0.07318376510320958	2.371342271070264	0.0014330086470162235	-0.07599246205136137	-0.07037506815505779	0.044596643669361856	1.9208619702501097e-4	0.04422015472319284	0.044973132615530875	0.47918920147547817	0.6117708957834814	7.278233355647293e-4	0.4777626677377713	0.480615735213185
mean_skew	[-0.2,-0.05)	pELS	1	392238	392085	133797.71399999992	179527.30411199993	391818	63673.50800698034	1224384.0920149577	31329	118610	101402	trained	0.16250786846694215	3.098478743778168	0.0028121084722566	0.15699613586131922	0.16801960107256508	0.07995804174387088	4.333040015259844e-4	0.07910876590087995	0.0808073175868618	0.34124670415853686	0.341430089433778	9.33170029153967e-4	0.33941769090139506	0.34307571741567866
mean_skew	[-0.2,-0.05)	pELS	2	194518	194469	45309.20700000001	37419.30646500001	194397	74890.06799085753	727273.1861471288	21649	76626	81334	trained	0.38524292036840857	3.5927813208488972	0.004299031356745308	0.3768168189091878	0.39366902182762936	0.11136488731821993	7.134952669596392e-4	0.10996643659497904	0.11276333804146083	0.23298935562994622	0.13813451838845547	8.428027003731643e-4	0.2313374623372148	0.23464124892267763
mean_skew	[-0.2,-0.05)	pELS	3	156862	156827	29749.382999999994	16009.592548999994	156820	71360.68102565767	843356.3601812841	21371	65186	79861	trained	0.4550483422118204	5.170826242875239	0.005742212329886013	0.4437936060452438	0.46630307837839696	0.13627726055350084	8.663595148009868e-4	0.1345791959044909	0.13797532520251077	0.18969554349697434	0.06610043724966107	6.492197884113462e-4	0.1884230727116881	0.1909680142822606
mean_skew	[-0.5,-0.2)	Other cCREs	0	758589	757932	439465.46900000004	880633.8497749995	753401	-173359.12476853805	1303464.792230506	15284	29246	61089	trained	-0.23010206353394547	1.6771628615460932	0.001492019579485798	-0.23302642190973763	-0.2271777051581533	0.02028667336518003	1.6242086908925792e-4	0.019968328461765085	0.020605018268594975	0.5798217636938406	0.825698126157762	0.0010437476911236481	0.5777760182192383	0.581867509168443
mean_skew	[-0.5,-0.2)	Other cCREs	1	35986	35967	17256.090999999993	30824.721789000003	35858	-5434.873991218397	82165.59766180969	1253	2451	8430	trained	-0.1515665678849461	2.26850691536028	0.007953843147806507	-0.16715610045464685	-0.13597703531524535	0.03494338780746277	9.697635756225131e-4	0.03304265119924264	0.0368441244156829	0.47977565546195106	0.6268606300051139	0.004174778036247449	0.47159309051090603	0.4879582204129961
mean_skew	[-0.5,-0.2)	Other cCREs	2	6321	6315	2394.9030000000007	3671.7348810000003	6289	1085.1200001989494	24505.39012462937	543	556	2984	trained	0.17254253461582914	3.8673919798716154	0.024798093820432774	0.12393827072778091	0.22114679850387736	0.08634123072030529	0.003541688273594792	0.0793995217040595	0.09328293973655108	0.37924038004750604	0.437676743285253	0.008325111478050729	0.3629231615505266	0.39555759854448547
mean_skew	[-0.5,-0.2)	Other cCREs	3	4645	4645	1305.8600000000001	1327.9169259999996	4640	2032.0880060326313	25683.664167595114	658	513	2703	trained	0.43795000130013606	5.344624104917252	0.03393904305223015	0.37142947691776496	0.5044705256825072	0.1418103448275862	0.005121375314666784	0.1317724492108393	0.1518482404443331	0.28113240043057053	0.2068900451278499	0.006673857632605794	0.2680516394706632	0.2942131613904779
mean_skew	[-0.5,-0.2)	PLS	0	29241	29133	14015.434	23826.76056	29192	12943.799990760861	150200.28626972815	3947	6428	8105	trained	0.44340230168405254	4.9488190045317655	0.01302023611631741	0.4178826388960704	0.46892196447203466	0.13520827624006576	0.0020013611964552758	0.13128560829501343	0.1391309441851181	0.48108447465073967	0.586439408798156	0.004486616706952169	0.4722907059051134	0.48987824339636593
mean_skew	[-0.5,-0.2)	PLS	1	27218	27195	8380.967999999997	9933.343732000001	27218	31111.64098756388	214037.42464067877	6632	9113	13169	trained	1.1430538976987243	6.557487678511242	0.015521748303074068	1.1126312710246993	1.1734765243727494	0.2436622823131751	0.002602099674543229	0.23856216695107038	0.24876239767527983	0.3081804743519028	0.27029833927454155	0.0031526601489655663	0.3020012604599303	0.31435968824387533
mean_skew	[-0.5,-0.2)	PLS	2	23099	23090	5262.496	3882.3779799999993	23075	30116.906978992163	188361.33133604756	6208	9232	13927	trained	1.305174733650798	6.459803471065078	0.016731651027070252	1.2723806976377403	1.3379687696638556	0.26903575297941495	0.0029193234244759532	0.2633138790674421	0.27475762689138783	0.22791234300563015	0.11620209565517098	0.0022433395538920932	0.22351539748000165	0.23230928853125865
mean_skew	[-0.5,-0.2)	PLS	3	74697	74679	12970.037999999999	5256.175146	74673	94837.54799827562	701119.4790855501	20771	32414	46673	trained	1.2700380056817808	7.776304220619107	0.010204807611311206	1.2500365827636108	1.2900394285999508	0.2781594418330588	0.0016397805977052566	0.2749454718615565	0.2813734118045611	0.17367717832322338	0.04022035329568302	7.338777041374059e-4	0.17223877802311408	0.17511557862333268
mean_skew	[-0.5,-0.2)	dELS	0	1934722	1934032	1126428.2250000003	2209444.582023001	1931023	-244352.2220600885	4948133.540635246	87001	150340	384580	trained	-0.1265402960296633	2.5464304073802664	0.0011483444678214894	-0.12879105118659342	-0.12428954087273318	0.0450543571982312	1.4926706771480256e-4	0.04476179374551018	0.045346920650952215	0.5824248125160288	0.8031850752467837	6.444303521524394e-4	0.5811617290258101	0.5836878960062476
mean_skew	[-0.5,-0.2)	dELS	1	373318	373227	186779.73999999993	327150.8966719999	372801	18539.87497573172	1239732.315908431	27354	51534	131544	trained	0.04973129089174042	3.322989012856535	0.0029855607894818145	0.043879591744356065	0.05558299003912478	0.07337426669992839	4.2705669140490987e-4	0.07253723558477476	0.07421129781508201	0.5004454125773321	0.626102770510664	0.0012951983598794197	0.49790682379196843	0.5029840013626957
mean_skew	[-0.5,-0.2)	dELS	2	88615	88581	36649.23700000001	54699.499976999985	88494	24974.90199342638	401645.02322532015	9903	18134	43816	trained	0.2822214160669241	4.459071011476644	0.0070984786639951515	0.2683083978854936	0.29613443424835456	0.11190589192487627	0.0010597393430836605	0.10982880281243229	0.11398298103732024	0.4137369977760469	0.4463350044009614	0.002244709707668493	0.40933736674901666	0.4181366288030771
mean_skew	[-0.5,-0.2)	dELS	3	52703	52697	16162.701999999996	17754.38643599999	52674	24930.435960565697	336067.36082485295	8128	11379	31116	trained	0.473296806025092	6.156244472726143	0.010810848448655073	0.45210754306572803	0.49448606898445596	0.15430762805179027	0.0015739892239927601	0.15122260917276445	0.1573926469308161	0.3067100973489951	0.242848082058547	0.002146715010461233	0.30250253592849113	0.3109176587694991
mean_skew	[-0.5,-0.2)	non-cCRE	0	5383911	5379211	3520804.8880000003	7159648.814744	5330181	-1671147.2095568338	8426497.55763766	64992	208949	87573	trained	-0.31352541490745506	1.4826047967216711	5.274019388262282e-4	-0.3145591227075545	-0.31249170710735563	0.012193206947381336	4.753614927138002e-5	0.012100036094809431	0.012286377799953242	0.6545206886288715	0.9025877730972287	4.096240367244818e-4	0.6537178255168915	0.6553235517408514
mean_skew	[-0.5,-0.2)	pELS	0	220549	220137	120826.982	219406.543304	220112	-19581.868002226816	591905.878771165	11146	39831	41823	trained	-0.08896320056256277	2.6812099945967867	0.0034901456791087398	-0.0958038860936159	-0.08212251503150964	0.050637857090935524	4.673387087234304e-4	0.049721873221837604	0.051553840960033445	0.548871757133058	0.6954247618952629	0.0017773728971821926	0.5453881062545809	0.5523554080115352
mean_skew	[-0.5,-0.2)	pELS	1	97763	97692	35248.57700000001	48696.48565700001	97646	30585.54902951863	380159.55680607783	10415	29688	35619	trained	0.3132288985674644	3.795169020139081	0.006234309120153682	0.30100965269196317	0.3254481444429656	0.10666079511705549	9.878326503845332e-4	0.10472464312230181	0.10859694711180917	0.3608133419317857	0.36828703556407577	0.001941617667516123	0.3570077713034541	0.3646189125601173
