skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	total	prop
HepG2_skew	[1.0,1.5)	dELS	CpG ti (non-CGI)	5240	5240	10408.501	22400.621291	5238	-4661.151001737336	18981.823771654857	99	576	1362	77274	0.06781064782462407
HepG2_skew	[1.0,1.5)	dELS	non-CpG ti	42092	42092	5947.605	1077.512037	42030	-3551.5969944593953	96812.5956043377	1879	3667	6974	77274	0.5447110282889458
HepG2_skew	[1.0,1.5)	dELS	non-CpG tv	29743	29743	1785.152	172.720362	29676	1821.0840113967415	70851.18481373107	1595	2862	5337	77274	0.38490307218469344
HepG2_skew	[1.0,1.5)	non-cCRE	CpG ti (CGI)	137	137	142.62	246.940392	136	-8.679999724263249	548.2351003090491	13	42	31	168840	8.114190950011845e-4
HepG2_skew	[1.0,1.5)	non-cCRE	CpG ti (non-CGI)	5713	5713	12419.087	28689.754719	5681	-5642.472997456789	18428.914287758587	37	312	176	168840	0.03383676853826108
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG ti	100785	100785	14136.006	2443.364964	100041	-22774.512979675783	131540.59184525703	922	4046	1066	168840	0.5969260838663824
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG tv	62205	62205	3874.413	378.884745	61560	-8607.505972209037	74371.6989272701	764	2769	843	168840	0.3684257285003554
HepG2_skew	[1.0,1.5)	pELS	CpG ti (CGI)	238	238	104.779	82.48051099999999	238	167.64600194338715	1529.2425273301724	37	96	125	14189	0.016773556980759743
HepG2_skew	[1.0,1.5)	pELS	CpG ti (non-CGI)	643	643	1065.061	2143.695863	643	-438.55200104112726	2371.8911489607194	23	152	177	14189	0.04531679470011981
HepG2_skew	[1.0,1.5)	pELS	non-CpG ti	7336	7336	1044.082	185.311524	7332	1024.4289945691128	21997.931283496007	550	1920	1678	14189	0.5170202269363592
HepG2_skew	[1.0,1.5)	pELS	non-CpG tv	5972	5972	458.799	61.920457	5961	1217.9020020011817	18234.703684480293	501	1650	1550	14189	0.4208894213827613
HepG2_skew	[1.5,Inf)	PLS	CpG ti (CGI)	6	6	3.199	2.765331	6	1.128999918699266	12.039656735604298	1	1	3	635	0.009448818897637795
HepG2_skew	[1.5,Inf)	PLS	CpG ti (non-CGI)	12	12	20.839	41.300087	12	3.185999780893325	97.28474420260574	1	3	6	635	0.01889763779527559
HepG2_skew	[1.5,Inf)	PLS	non-CpG ti	372	372	54.851	9.140487	372	184.7360011453276	1977.8437986284775	58	133	142	635	0.5858267716535434
HepG2_skew	[1.5,Inf)	PLS	non-CpG tv	245	245	27.307	5.002905	245	129.011000697501	1262.8911128942273	37	84	90	635	0.3858267716535433
HepG2_skew	[1.5,Inf)	dELS	CpG ti (CGI)	28	28	30.863	51.635679	28	-18.824000209569924	154.81420250718608	2	9	9	21606	0.0012959363139868555
HepG2_skew	[1.5,Inf)	dELS	CpG ti (non-CGI)	809	809	1620.979	3496.216749	809	-736.9090001792647	3580.338424762879	20	99	259	21606	0.03744330278626307
HepG2_skew	[1.5,Inf)	dELS	non-CpG ti	13630	13630	1815.669	286.194331	13615	-1253.2869954894995	29611.076077483045	575	1182	2069	21606	0.6308432842728872
HepG2_skew	[1.5,Inf)	dELS	non-CpG tv	7139	7139	462.128	48.733238	7125	-207.95499750529427	16915.516413790032	321	651	1214	21606	0.3304174766268629
HepG2_skew	[1.5,Inf)	non-cCRE	CpG ti (CGI)	13	13	7.982	7.90583	13	4.682000197470188	19.47192464506128	1	5	3	46261	2.810142452605867e-4
HepG2_skew	[1.5,Inf)	non-cCRE	CpG ti (non-CGI)	535	535	1183.405	2764.2306830000002	532	-622.6349982861428	1939.025759812525	3	28	17	46261	0.011564817016493374
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG ti	31123	31123	4257.832	690.303494	30819	-8268.59899462527	42727.01683191073	260	1096	326	46261	0.6727697196342491
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG tv	14590	14590	918.823	89.150967	14490	-1904.6979937339197	17044.77482175499	179	618	199	46261	0.3153844491039969
HepG2_skew	[1.5,Inf)	pELS	CpG ti (CGI)	22	22	10.769	9.666341	22	20.785999812185764	112.16260889798352	4	11	12	3887	0.005659891947517366
HepG2_skew	[1.5,Inf)	pELS	CpG ti (non-CGI)	104	104	175.139	362.47303900000003	104	-74.94899970013643	318.61162325942445	2	23	32	3887	0.026755852842809364
HepG2_skew	[1.5,Inf)	pELS	non-CpG ti	2261	2261	306.919	48.253289	2259	269.692003693199	6539.11159603349	182	573	500	3887	0.5816825315153075
HepG2_skew	[1.5,Inf)	pELS	non-CpG tv	1500	1500	139.811	23.037503	1499	209.51399944990416	4473.680144827994	101	431	404	3887	0.3859017236943658
K562_skew	(-Inf,-1.5)	PLS	CpG ti (CGI)	923	923	438.895	380.418671	923	3414.490002125037	23161.359119442863	556	411	712	7487	0.12328035261119273
K562_skew	(-Inf,-1.5)	PLS	CpG ti (non-CGI)	810	810	1178.972	2273.9178	810	854.3860008041378	8692.900770606551	199	249	533	7487	0.10818752504340858
K562_skew	(-Inf,-1.5)	PLS	non-CpG ti	2695	2695	462.325	94.929587	2694	8967.249996751083	58541.426279891435	1444	1036	1951	7487	0.35995725924936556
K562_skew	(-Inf,-1.5)	PLS	non-CpG tv	3059	3059	229.519	26.467973	3055	9387.038989009685	61718.69110430852	1539	1182	2248	7487	0.40857486309603314
K562_skew	(-Inf,-1.5)	dELS	CpG ti (CGI)	433	433	496.794	913.46697	433	167.23800031270366	3335.4329865366326	73	98	258	77506	0.005586664258250974
K562_skew	(-Inf,-1.5)	dELS	CpG ti (non-CGI)	17978	17978	37517.685	86167.361599	17955	-13860.227002957488	67753.12303009995	541	2091	8221	77506	0.23195623564627255
K562_skew	(-Inf,-1.5)	dELS	non-CpG ti	32766	32766	5120.15	989.204828	32669	19543.573997444124	140398.14505031786	3719	3392	15957	77506	0.4227543674038139
K562_skew	(-Inf,-1.5)	dELS	non-CpG tv	26329	26329	1668.882	183.80123	26241	9145.884992476436	101676.08979664602	2468	2765	13019	77506	0.33970273269166257
K562_skew	(-Inf,-1.5)	non-cCRE	CpG ti (CGI)	215	215	234.309	419.826657	212	229.53200020780776	2257.6262990610817	48	62	84	127157	0.001690823155626509
K562_skew	(-Inf,-1.5)	non-cCRE	CpG ti (non-CGI)	45122	45122	101609.083	244110.594547	45036	-40527.52793158755	113378.95607779032	66	2270	791	127157	0.3548526624566481
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG ti	42837	42837	7433.959	1524.635971	42163	1713.834023897071	31078.412908783903	466	2061	1215	127157	0.3368827512445245
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG tv	38983	38983	2355.413	231.516957	38343	-6618.434972208458	43103.83715057229	340	1985	1107	127157	0.30657376314320095
K562_skew	(-Inf,-1.5)	pELS	CpG ti (CGI)	483	483	248.51	230.099246	483	1117.1039971800058	8394.655805855005	189	205	359	12992	0.037176724137931036
K562_skew	(-Inf,-1.5)	pELS	CpG ti (non-CGI)	2471	2471	4401.513	9440.986733	2470	-1191.486999869347	10223.70848527987	145	615	1224	12992	0.19019396551724138
K562_skew	(-Inf,-1.5)	pELS	non-CpG ti	5303	5303	864.426	169.237798	5296	7122.743008899734	45763.57437806405	1242	1542	3054	12992	0.40817426108374383
K562_skew	(-Inf,-1.5)	pELS	non-CpG tv	4735	4735	314.396	33.711936	4729	5105.162004673273	35623.96429452467	981	1410	2779	12992	0.36445504926108374
K562_skew	[-0.05,0.05)	PLS	CpG ti (CGI)	48734	48734	24612.117	21620.423353	48723	-4283.108993728765	234756.8139280828	4767	19555	26250	769945	0.06329543019306574
K562_skew	[-0.05,0.05)	PLS	CpG ti (non-CGI)	46286	46286	68662.395	129180.879315	46218	-28981.394988844753	201679.39882250072	2121	12573	11993	769945	0.06011598231042477
K562_skew	[-0.05,0.05)	PLS	non-CpG ti	371332	371332	53063.21	9795.56745	371081	130383.62094052271	1634459.4359454855	42487	112375	102848	769945	0.48228379949217154
K562_skew	[-0.05,0.05)	PLS	non-CpG tv	303593	303593	22080.595	3119.923373	303282	64413.26696037046	1419096.8456993187	32755	97679	96513	769945	0.394304788004338
K562_skew	[-0.05,0.05)	dELS	CpG ti (CGI)	65830	65830	87190.313	161604.730997	65726	-49285.8400107776	263405.6818193036	2247	13921	14413	46592399	0.0014128914031664263
K562_skew	[-0.05,0.05)	dELS	CpG ti (non-CGI)	3875256	3875256	7682959.237	16408543.742611006	3869291	-3107884.9788565845	13413978.722592285	77845	328502	478720	46592399	0.08317356657252184
K562_skew	[-0.05,0.05)	dELS	non-CpG ti	25956891	25956891	3770016.108999991	752783.556809	25926479	3126159.743216494	55942972.999465495	1364706	1734179	2343516	46592399	0.5571056987213729
K562_skew	[-0.05,0.05)	dELS	non-CpG tv	16694422	16694422	975956.6240000008	129723.194196	16668334	2188926.3482054668	37112313.2093014	910888	1128435	1568907	46592399	0.35830784330293874
K562_skew	[-0.05,0.05)	non-cCRE	CpG ti (CGI)	70110	70110	74514.948	127863.540964	69948	-34679.184997984084	216779.74973664133	2405	20793	14634	304842950	2.299872770552837e-4
K562_skew	[-0.05,0.05)	non-cCRE	CpG ti (non-CGI)	18388711	18388711	39969216.51100001	91786164.18691292	18210371	-14760744.466664638	44567569.643441856	97354	570610	99842	304842950	0.060321916580324396
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG ti	172871317	172871317	26334167.67700023	5591245.061036883	171089862	-10269732.32751141	182007112.32451472	2489905	3588867	543514	304842950	0.5670832046468518
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG tv	113512812	113512812	6956828.354999995	1137492.0344050054	111846417	-5555526.08094475	120833538.1978696	1739705	2361590	383880	304842950	0.37236489149576857
K562_skew	[-0.05,0.05)	pELS	CpG ti (CGI)	84461	84461	45747.173	44507.195795	84417	-16451.109996698327	273147.4969015621	5251	32826	33208	6472736	0.013048732406203497
K562_skew	[-0.05,0.05)	pELS	CpG ti (non-CGI)	522187	522187	875550.39	1724494.82823	521639	-395174.4738895566	1700029.2338856757	10178	107832	68296	6472736	0.08067484909009111
K562_skew	[-0.05,0.05)	pELS	non-CpG ti	3486553	3486553	499016.763	96288.671573	3483959	471434.8249236938	7779378.37398455	190100	704548	397217	6472736	0.5386521248510676
K562_skew	[-0.05,0.05)	pELS	non-CpG tv	2379535	2379535	145780.608	19712.247256	2376962	257564.550014706	5542459.481387813	130044	504022	301404	6472736	0.36762429365263777
K562_skew	[-0.2,-0.05)	PLS	CpG ti (CGI)	48186	48186	22505.541	18593.365249	48164	13091.012015601384	256529.2495988914	6654	19359	28292	379857	0.12685299994471605
K562_skew	[-0.2,-0.05)	PLS	CpG ti (non-CGI)	30753	30753	43594.474	83208.63803	30688	-14185.632993809064	143235.15129274837	1974	8730	10292	379857	0.08095941367409315
K562_skew	[-0.2,-0.05)	PLS	non-CpG ti	142321	142321	21333.967	3991.957401	142230	103833.35895810112	826518.4430241513	24686	49313	56889	379857	0.37466994158328004
K562_skew	[-0.2,-0.05)	PLS	non-CpG tv	158597	158597	12941.186	1849.743178	158424	73937.08096455563	896081.9456816746	23908	57005	70781	379857	0.4175176447979108
K562_skew	[-0.2,-0.05)	dELS	CpG ti (CGI)	44539	44539	55182.377	102493.950233	44454	-24526.99801756373	182129.0396200974	2254	9519	12767	10357149	0.0043003146908478385
K562_skew	[-0.2,-0.05)	dELS	CpG ti (non-CGI)	1816597	1816597	3708450.83	8228039.851106	1813437	-1588665.8478655382	6669349.819467573	34775	171341	310258	10357149	0.17539546838613598
K562_skew	[-0.2,-0.05)	dELS	non-CpG ti	4751422	4751422	675696.496	126590.260446	4745415	789862.105625334	10294757.636784395	265075	364275	660031	10357149	0.4587577141161144
K562_skew	[-0.2,-0.05)	dELS	non-CpG tv	3744591	3744591	230408.288	30258.221648	3738172	343817.0038206175	8735409.044394206	202511	297102	563433	10357149	0.36154650280690176
K562_skew	[-0.2,-0.05)	non-cCRE	CpG ti (CGI)	42507	42507	42728.74	74150.32143	42352	-12664.56299293775	138544.13695230652	2306	12533	10880	39443915	0.0010776567184063752
K562_skew	[-0.2,-0.05)	non-cCRE	CpG ti (non-CGI)	5882001	5882001	13056125.634	30722363.021526005	5839982	-5397203.651164972	15845310.217134072	23129	227105	53561	39443915	0.14912315372345772
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG ti	18335070	18335070	2615858.397999996	518443.440776	18151879	-602919.8241629122	18813186.102073777	278488	476922	123664	39443915	0.46483899988122374
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG tv	15184337	15184337	918658.7260000008	130490.44104599992	14973427	-1029478.7950189828	16881981.66099642	228607	413214	118266	39443915	0.38496018967691215
K562_skew	[-0.2,-0.05)	pELS	CpG ti (CGI)	61662	61662	31124.319	29503.717799	61616	6250.109015408786	228296.7433658322	5724	24059	28768	1649307	0.03738661146772554
K562_skew	[-0.2,-0.05)	pELS	CpG ti (non-CGI)	255296	255296	431195.775	875461.793919	254917	-195645.86394911027	876406.6033248554	5726	56837	47167	1649307	0.15478986022614347
K562_skew	[-0.2,-0.05)	pELS	non-CpG ti	703872	703872	101236.943	18858.399121	703203	191417.670960598	1857579.1081562787	51753	162305	136046	1649307	0.4267683336092068
K562_skew	[-0.2,-0.05)	pELS	non-CpG tv	628477	628477	43157.913	6090.128967	627574	104403.27098030895	1782668.036645237	44340	155102	139653	1649307	0.3810551946969242
K562_skew	[-0.5,-0.2)	PLS	CpG ti (CGI)	22566	22566	10310.869	8293.300213	22557	19800.46599485168	163731.54881397722	4967	9078	14126	169474	0.1331531680375751
K562_skew	[-0.5,-0.2)	PLS	CpG ti (non-CGI)	12544	12544	17210.012	32572.565416	12528	-2333.6500000495	63202.18599165576	1150	3756	5319	169474	0.0740172533839999
K562_skew	[-0.5,-0.2)	PLS	non-CpG ti	58987	58987	9658.41	2019.648998	58964	76145.412983774	499132.5400394071	15562	21378	29486	169474	0.3480592893305168
K562_skew	[-0.5,-0.2)	PLS	non-CpG tv	75377	75377	6296.718	940.039544	75327	73877.2759930558	557469.8915249313	16913	28044	40372	169474	0.44477028924790823
K562_skew	[-0.5,-0.2)	dELS	CpG ti (CGI)	16374	16374	20010.96	37438.16516	16348	-6599.531997203711	67461.5578897452	1038	3713	5525	2715064	0.0060307970640839405
K562_skew	[-0.5,-0.2)	dELS	CpG ti (non-CGI)	537010	537010	1092557.857	2432102.493265	535992	-471871.5568865401	1957010.2098111385	10462	54885	129433	2715064	0.19778907605861223
K562_skew	[-0.5,-0.2)	dELS	non-CpG ti	1166212	1166212	177942.566	36352.564014	1164660	199870.6168748357	2739147.7079258803	69767	99863	239710	2715064	0.42953388944054355
K562_skew	[-0.5,-0.2)	dELS	non-CpG tv	995468	995468	64620.06	8932.976936	993623	88566.93299631604	2474506.1550748553	56500	89593	220114	2715064	0.3666462374367602
K562_skew	[-0.5,-0.2)	non-cCRE	CpG ti (CGI)	13445	13445	13986.371	24840.239597	13390	-1472.4879963813576	49865.9740700142	1040	4128	3822	6810573	0.0019741363905797647
K562_skew	[-0.5,-0.2)	non-cCRE	CpG ti (non-CGI)	1400117	1400117	2998804.438	6859086.768932	1392035	-1303608.7867544445	3711324.9412619	4196	61778	17784	6810573	0.205579912292255
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG ti	2817693	2817693	437567.951	92631.051623	2793922	-164809.29226478992	2918958.361816181	38693	93436	35405	6810573	0.41372333869705236
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG tv	2579318	2579318	171483.675	24703.120203	2546649	-305942.2060375804	2983914.5313268285	34520	90531	37324	6810573	0.37872261262011286
K562_skew	[-0.5,-0.2)	pELS	CpG ti (CGI)	22389	22389	11267.796	10775.468918	22375	9431.178998770774	104176.54456100696	2992	8637	11616	478318	0.04680777223520754
K562_skew	[-0.5,-0.2)	pELS	CpG ti (non-CGI)	77420	77420	128436.523	260102.387217	77297	-55511.72697718304	275010.82600748603	2183	18079	20355	478318	0.1618588470431805
K562_skew	[-0.5,-0.2)	pELS	non-CpG ti	189315	189315	29688.264	6073.13382	189113	82645.18299481063	671226.8651928472	19738	48003	54488	478318	0.39579317525161084
K562_skew	[-0.5,-0.2)	pELS	non-CpG tv	189194	189194	14054.921	2145.488569	188873	62416.078003254624	687132.5502001961	18734	51337	61349	478318	0.3955402054700011
K562_skew	[-1.0,-0.5)	PLS	CpG ti (CGI)	8988	8988	4131.931	3397.632743	8987	15541.86999426142	105767.76532457692	3081	3868	6068	66401	0.13535940723784282
K562_skew	[-1.0,-0.5)	PLS	CpG ti (non-CGI)	5543	5543	7399.76	13776.072096	5538	1638.3980010411472	39681.284763486925	861	1758	3000	66401	0.08347765846899896
K562_skew	[-1.0,-0.5)	PLS	non-CpG ti	22360	22360	3852.104	859.16677	22350	46617.24300052202	288197.6412270523	8471	8371	13148	66401	0.33674191653740154
K562_skew	[-1.0,-0.5)	PLS	non-CpG tv	29510	29510	2428.694	341.14799	29489	51196.16797755764	324407.7005773508	9836	11261	18323	66401	0.4444210177557567
K562_skew	[-1.0,-0.5)	dELS	CpG ti (CGI)	5299	5299	6348.595	11635.876345	5280	-1132.833998291171	24605.37092663571	450	1215	2113	786114	0.006740752613488629
K562_skew	[-1.0,-0.5)	dELS	CpG ti (non-CGI)	169583	169583	342782.73099999997	762191.177615	169260	-144183.3179939345	627977.923515294	3972	18647	56098	786114	0.21572316483359918
K562_skew	[-1.0,-0.5)	dELS	non-CpG ti	327588	327588	51488.515	10785.940535	327118	94844.74591346648	954440.2886681408	25388	29993	94573	786114	0.41671818591196697
K562_skew	[-1.0,-0.5)	dELS	non-CpG tv	283644	283644	19117.352	2562.812372	283119	42205.22999517782	826965.8449480957	19530	27811	89245	786114	0.3608178966409452
K562_skew	[-1.0,-0.5)	non-cCRE	CpG ti (CGI)	3777	3777	4155.415	7661.815931	3770	200.82900111458696	18212.0871714052	398	1177	1134	1379709	0.002737533784297993
K562_skew	[-1.0,-0.5)	non-cCRE	CpG ti (non-CGI)	363700	363700	775117.808	1773167.737204	361710	-323580.32955236477	917976.6117401224	994	18106	6325	1379709	0.2636063111859095
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG ti	525294	525294	85629.19499999999	18887.027317	521152	-23065.258827743928	563804.4707426757	7777	20529	10830	1379709	0.3807281100579905
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG tv	486938	486938	37967.491	5954.405595	482114	-93669.65475335032	643935.5839383542	6442	20566	11572	1379709	0.352928044971802
K562_skew	[-1.0,-0.5)	pELS	CpG ti (CGI)	7051	7051	3565.639	3375.795289	7048	6077.503007104507	48549.45497925152	1425	2774	4041	143291	0.04920755665045257
K562_skew	[-1.0,-0.5)	pELS	CpG ti (non-CGI)	24593	24593	40555.426	82068.354978	24559	-14718.327989366837	91188.08640455554	985	6067	8762	143291	0.17162976041761172
K562_skew	[-1.0,-0.5)	pELS	non-CpG ti	55060	55060	9020.357	1929.398121	54989	39231.63999214072	278951.8253000628	8109	14623	20890	143291	0.38425302356742574
K562_skew	[-1.0,-0.5)	pELS	non-CpG tv	56587	56587	4329.58	633.573972	56485	33692.07099272521	279684.2584911612	8043	16305	24016	143291	0.39490965936451
K562_skew	[-1.5,-1.0)	PLS	CpG ti (CGI)	2312	2312	1061.242	880.03234	2312	6583.5710021376135	44658.38909386391	1145	1013	1678	17759	0.1301875105580269
K562_skew	[-1.5,-1.0)	PLS	CpG ti (non-CGI)	1642	1642	2278.09	4356.076698	1640	1265.440996480175	14968.48799596612	345	496	996	17759	0.09246016104510389
K562_skew	[-1.5,-1.0)	PLS	non-CpG ti	6255	6255	1099.527	248.748697	6244	18124.121985691832	112349.2494617767	3090	2401	4235	17759	0.3522157779154232
K562_skew	[-1.5,-1.0)	PLS	non-CpG tv	7550	7550	585.95	70.638836	7542	18257.860991220692	116154.17849071824	3275	3074	5252	17759	0.42513655048144605
K562_skew	[-1.5,-1.0)	dELS	CpG ti (CGI)	1188	1188	1435.502	2682.12717	1188	70.68899929802879	7018.641984531218	142	310	582	184781	0.0064292324427295015
K562_skew	[-1.5,-1.0)	dELS	CpG ti (non-CGI)	39527	39527	80739.472	182519.97123	39450	-30331.991003439427	153154.25962818915	1248	4539	16327	184781	0.2139126858280884
K562_skew	[-1.5,-1.0)	dELS	non-CpG ti	78796	78796	12568.294	2626.221274	78670	41467.10296523302	329747.4836870103	8862	7619	31330	184781	0.4264291242064931
K562_skew	[-1.5,-1.0)	dELS	non-CpG tv	65270	65270	4190.327	480.492993	65110	19397.225992193344	232289.02450210424	5708	6644	26886	184781	0.353228957522689
K562_skew	[-1.5,-1.0)	non-cCRE	CpG ti (CGI)	652	652	754.302	1394.48915	643	364.1330006523059	4763.88170728374	113	201	223	239546	0.002721815434196355
K562_skew	[-1.5,-1.0)	non-cCRE	CpG ti (non-CGI)	66630	66630	148251.473	354193.837851	66348	-62960.12090017661	181924.54086337695	241	3391	1511	239546	0.2781511692952502
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG ti	90031	90031	15599.4	3517.214888	89179	42.89904599578553	94078.41928854372	1459	3880	2666	239546	0.3758401309143129
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG tv	82233	82233	5328.2880000000005	602.379958	81272	-9306.122958085269	98685.8585793698	1156	3856	2646	239546	0.34328688435624055
K562_skew	[-1.5,-1.0)	pELS	CpG ti (CGI)	1469	1469	754.595	719.290625	1469	2042.0029986121233	16663.008512109514	422	615	938	31992	0.04591772943235809
K562_skew	[-1.5,-1.0)	pELS	CpG ti (non-CGI)	5467	5467	9094.986	18616.274274	5461	-2566.5399979371573	24199.300497379743	332	1362	2332	31992	0.1708864716179045
K562_skew	[-1.5,-1.0)	pELS	non-CpG ti	12836	12836	2139.188	454.085786	12816	14124.766994865266	92254.7507294654	2577	3540	6159	31992	0.40122530632658165
K562_skew	[-1.5,-1.0)	pELS	non-CpG tv	12220	12220	865.703	101.879177	12193	10859.754007262649	80090.00533335017	2244	3528	6261	31992	0.3819704926231558
K562_skew	[0.05,0.2)	PLS	CpG ti (CGI)	14822	14822	7224.965999999999	5974.68409	14814	1527.7389887971813	79869.78808822096	1833	6049	8366	294298	0.05036391684618992
K562_skew	[0.05,0.2)	PLS	CpG ti (non-CGI)	8035	8035	10523.735	18423.634187	8021	-4542.392001685104	38641.13353435035	472	2299	2724	294298	0.02730225825523789
K562_skew	[0.05,0.2)	PLS	non-CpG ti	142785	142785	21536.871	4303.521643	142686	48813.19101400475	755329.4095842037	19026	48220	49235	294298	0.48517149284059014
K562_skew	[0.05,0.2)	PLS	non-CpG tv	128656	128656	9444.465	1234.279177	128536	37767.502987731954	671259.8486434601	16593	45712	49658	294298	0.43716233205798205
K562_skew	[0.05,0.2)	dELS	CpG ti (CGI)	13291	13291	15917.349	27624.395159	13270	-8687.586003829148	53553.24315120584	589	2909	3663	9955022	0.0013351050354283495
K562_skew	[0.05,0.2)	dELS	CpG ti (non-CGI)	422093	422093	797162.312	1637504.306098	421344	-356239.71292569593	1499373.6102288046	7989	41357	71171	9955022	0.04240000675036178
K562_skew	[0.05,0.2)	dELS	non-CpG ti	5743187	5743187	924549.692	212203.915208	5736233	-271770.59244155744	13598149.38783187	263828	434157	692533	9955022	0.5769135417279841
K562_skew	[0.05,0.2)	dELS	non-CpG tv	3776451	3776451	217275.211	22733.259247	3770586	379054.36179319787	8378491.210420002	196884	291539	472441	9955022	0.37935134648622576
K562_skew	[0.05,0.2)	non-cCRE	CpG ti (CGI)	12273	12273	12276.755	20039.191625	12247	-4821.809997997597	39910.36486843093	573	3721	2935	41976488	2.923779616817872e-4
K562_skew	[0.05,0.2)	non-cCRE	CpG ti (non-CGI)	1397463	1397463	2942813.603	6579345.193495	1386211	-1128710.3170690243	3408524.884647162	7207	52962	11178	41976488	0.03329156550686184
K562_skew	[0.05,0.2)	non-cCRE	non-CpG ti	23631558	23631558	3877066.987999993	888740.413488	23390673	-3321537.002121809	28629592.454932634	304125	622709	133820	41976488	0.5629712995522637
K562_skew	[0.05,0.2)	non-cCRE	non-CpG tv	16935194	16935194	1061823.155000001	132411.00072899996	16717714	-1283665.7852978455	18291532.048283108	237629	443664	99542	41976488	0.40344475697919274
K562_skew	[0.05,0.2)	pELS	CpG ti (CGI)	19108	19108	10010.16	9255.54497	19096	-645.2170042098742	73710.53373151163	1673	7407	8611	1535282	0.012445921986970471
K562_skew	[0.05,0.2)	pELS	CpG ti (non-CGI)	59299	59299	92769.236	174612.879952	59224	-45594.26198138463	201279.89085493132	1282	13352	11166	1535282	0.03862417458160781
K562_skew	[0.05,0.2)	pELS	non-CpG ti	842328	842328	131229.929	28400.611101	841570	39665.20497679711	2253483.9091365985	49620	190631	135847	1535282	0.5486470889387096
K562_skew	[0.05,0.2)	pELS	non-CpG tv	614547	614547	38098.698	4344.274708	613781	91541.13202397832	1602273.5624468392	39379	148440	111677	1535282	0.4002828144927121
K562_skew	[0.2,0.5)	PLS	CpG ti (CGI)	5230	5230	2546.4	2170.589488	5228	2092.6850027743494	31945.77773460058	849	2160	3029	104296	0.05014573905039503
K562_skew	[0.2,0.5)	PLS	CpG ti (non-CGI)	2457	2457	3170.887	5560.340065	2455	-920.2779972916468	12151.786576848725	191	762	964	104296	0.023557950448722866
K562_skew	[0.2,0.5)	PLS	non-CpG ti	47514	47514	7129.468	1374.563382	47492	27423.99297585174	294367.3438724155	8029	16646	18472	104296	0.45556876582035744
K562_skew	[0.2,0.5)	PLS	non-CpG tv	49095	49095	3736.753	499.481405	49057	25752.23196428467	295926.1547746181	7983	18135	21188	104296	0.47072754468052463
K562_skew	[0.2,0.5)	dELS	CpG ti (CGI)	4321	4321	5068.957	8892.937993	4315	-2048.742992825574	18832.884124362256	268	995	1330	2311771	0.0018691297710716156
K562_skew	[0.2,0.5)	dELS	CpG ti (non-CGI)	107474	107474	206168.295	431884.200623	107271	-94591.93500894438	395042.2159917656	2064	11101	22950	2311771	0.04648989886974099
K562_skew	[0.2,0.5)	dELS	non-CpG ti	1296374	1296374	201342.144	43461.236176	1294589	-60626.4420442693	3078143.6013782974	60251	109166	201248	2311771	0.5607709414124495
K562_skew	[0.2,0.5)	dELS	non-CpG tv	903602	903602	52231.638	5265.98113	901957	77265.06988566564	2059654.9328182023	47443	78661	145082	2311771	0.3908700299467378
K562_skew	[0.2,0.5)	non-cCRE	CpG ti (CGI)	3745	3745	3702.057	6149.718825	3728	-758.2800024164609	13519.909467781914	261	1190	1066	6501311	5.76037663788119e-4
K562_skew	[0.2,0.5)	non-cCRE	CpG ti (non-CGI)	279490	279490	599368.164	1359345.605152	277595	-248703.71776390757	733931.0425269076	1154	12334	3184	6501311	0.04298979082834216
K562_skew	[0.2,0.5)	non-cCRE	non-CpG ti	3566909	3566909	559433.767	122340.78976100001	3533971	-569404.9382960969	4455216.594739844	44360	117125	32479	6501311	0.5486445733791231
K562_skew	[0.2,0.5)	non-cCRE	non-CpG tv	2651167	2651167	163457.689	18540.909033	2619144	-223662.50422452012	2972725.676999087	37620	89878	27202	6501311	0.40778959812874666
K562_skew	[0.2,0.5)	pELS	CpG ti (CGI)	6451	6451	3299.122	3040.817524	6449	1374.944000659395	26860.17285816453	732	2526	3182	396440	0.016272323680758753
K562_skew	[0.2,0.5)	pELS	CpG ti (non-CGI)	15513	15513	24307.597	46324.600871	15485	-11232.876997196005	52991.07856677118	386	3627	3686	396440	0.03913076379780042
K562_skew	[0.2,0.5)	pELS	non-CpG ti	206158	206158	31149.216	6304.614244	205959	29142.301983885347	616847.5946487958	15215	50878	44039	396440	0.5200232065381899
