skew_type	skew_bin	ccre_class	n_COMMON	n_SINGLETON	n_MR_COMMON	n_MR_SINGLETON	sum_MR_COMMON	sum_MR_SINGLETON	sum_MR_sq_COMMON	sum_MR_sq_SINGLETON	n_phyloP_COMMON	n_phyloP_SINGLETON	sum_phyloP_COMMON	sum_phyloP_SINGLETON	sum_phyloP_sq_COMMON	sum_phyloP_sq_SINGLETON	n_conserved_COMMON	n_conserved_SINGLETON	n_tf_chip_peak_COMMON	n_tf_chip_peak_SINGLETON	n_tf_footprint_COMMON	n_tf_footprint_SINGLETON	gw_SINGLETON	gw_COMMON	odds	lci	uci	log2odds	log2lci	log2uci
K562_skew	[-0.2,-0.05)	pELS	33828	831556	33792	831046	17078.141	171031.329	29326.110193	167690.319205	33760	830727	-11015.964993725878	157427.7969789327	90349.87231697248	2294893.3880824796	1192	59473	8801	202785	6298	178507	271223115	11777645	1.0676260957537211	1.05606098093209	1.07934188126545	0.0944064745063091	0.07869314373823	0.11015191050033767
K562_skew	[-0.5,-0.2)	Other cCREs	23523	442830	23495	442488	18082.76	94005.836	37523.208832	112388.583898	23350	440725	-11595.67899136944	-23682.348876323555	48667.13601664083	650290.0717959529	316	11045	1202	16359	1776	36003	271223115	11777645	0.8171479161185699	0.8064953683689401	0.8280003693058893	-0.29133084327840453	-0.31026184675176177	-0.2722966836897471
K562_skew	[-0.5,-0.2)	PLS	2454	88319	2451	88264	805.023	16759.472999999998	995.946787	10761.105803	2452	88267	194.2429989653173	99337.20097334738	11239.5989948388	696402.2894969714	267	21456	1058	32552	1130	46813	271223115	11777645	1.562402986625868	1.5009447334517434	1.6270221516749668	0.6437666121370161	0.5858708562104294	0.7022338932317489
K562_skew	[-0.5,-0.2)	dELS	61861	1293612	61837	1293155	44362.669	287729.913	87881.698719000007	352394.851603	61719	1291689	-27394.826983754974	131719.58592641467	161232.26234243397	3240283.8178737424	1669	75477	6803	114937	12489	276879	271223115	11777645	0.907618980521311	0.9003219203928406	0.914995253229557	-0.1398413152979547	-0.15148714909754038	-0.12816383581848723
K562_skew	[-0.5,-0.2)	non-cCRE	175655	3162420	175504	3160550	137570.847	700596.542	285165.064975	867732.876586	174058	3133574	-99416.16392392688	-340484.479861581	336880.7078435486	3633195.0217028502	1131	43558	7911	111066	1963	44510	271223115	11777645	0.7792139044518386	0.775478192979467	0.7830239257812496	-0.3599086734928562	-0.36684188270752693	-0.3528717042566155
K562_skew	[-0.5,-0.2)	pELS	9375	239085	9365	238888	5038.221	51745.025	8691.466705	50430.378393	9360	238831	-2481.4480009500403	83327.96701450761	26923.89577177493	869439.6096755048	435	24206	2723	64059	2494	74752	271223115	11777645	1.107403239090585	1.0847731338463995	1.1306141721132643	0.1471806467868792	0.11739335336331778	0.17710668622889383
K562_skew	[-1.0,-0.5)	Other cCREs	6613	123351	6610	123280	5507.102	28918.08	11566.173572	36201.84236	6568	122796	-3361.682995871178	-3422.1529802602035	13886.144721739862	215310.21641958028	99	3813	384	4773	752	16812	271223115	11777645	0.8097819768599607	0.7899825509579345	0.830213670211586	-0.30439456126310427	-0.34010730732479955	-0.26844540748439577
K562_skew	[-1.0,-0.5)	PLS	836	35431	834	35416	330.974	7060.077	489.032646	4710.646001	836	35413	384.7189990261104	67441.80698220234	5755.739417489029	430371.9996641573	158	12666	353	13504	428	21929	271223115	11777645	1.8383647634466693	1.7164836249817577	1.9711914050504662	0.8784230507424773	0.7794560942480983	0.9790678706025834
K562_skew	[-1.0,-0.5)	dELS	17631	369059	17619	368943	13681.294	87648.148	27473.663374	110178.884412	17599	368495	-8092.382997963346	69406.50697217496	48730.42722097093	1108152.1949423177	521	26800	2148	35402	4901	112393	271223115	11777645	0.9088036779681908	0.8951363763693385	0.9226856558914704	-0.1379594213830901	-0.15982059740060633	-0.11608886622352776
K562_skew	[-1.0,-0.5)	non-cCRE	37355	603387	37320	602964	34167.735	165622.9	71970.602903	226943.22536	37063	598719	-22679.58497084771	-88108.68071063155	74422.96206553973	762417.47878065845	217	8488	1922	25332	661	14106	271223115	11777645	0.7007480433854575	0.6934165690308065	0.7081487290352529	-0.5130322838879425	-0.5282057850657051	-0.4978757005290846
K562_skew	[-1.0,-0.5)	pELS	2619	71273	2617	71203	1511.177	16045.207	2623.091137	15648.926973	2609	71184	-438.23699673905503	45108.52000061923	7523.088043498576	365815.1424676758	151	10376	780	20173	879	29278	271223115	11777645	1.1813534023077905	1.136116344512261	1.228804495599878	0.24044061205777256	0.18411058225123964	0.2972553993030428
K562_skew	[-1.5,-1.0)	Other cCREs	1476	29239	1476	29230	1264.244	7042.766	2667.09775	9122.971244	1468	29083	-758.6740010313225	2569.556993904757	3234.5872810866294	66572.2452829463	19	1321	107	1199	240	5947	271223115	11777645	0.859649750489869	0.8158397739623695	0.9064088215544912	-0.21817911664927694	-0.29364225152316437	-0.14176619274152663
K562_skew	[-1.5,-1.0)	PLS	168	9660	168	9656	81.457	2024.224	136.480445	1455.918964	167	9652	102.4259997420012	25980.191982874418	1027.4294397776775	166299.013991087	34	4520	81	3780	92	6695	271223115	11777645	2.4824267749566253	2.1322470034128878	2.90772205585395	1.311751162682148	1.0923745722236857	1.5398893711125807
K562_skew	[-1.5,-1.0)	dELS	3888	87437	3888	87424	3083.087	20827.65	6371.249111	26578.222946	3881	87269	-1545.1210029176436	33800.1119761906	11205.62897614852	352437.441568025	134	8843	474	8815	1357	35930	271223115	11777645	0.9763109224599363	0.9454606850123664	1.00845575888524	-0.034587423680381466	-0.08091062689419386	0.0121477940779096
K562_skew	[-1.5,-1.0)	non-cCRE	6426	103200	6424	103146	6534.926	28949.811	14435.627782	41788.974163	6363	102240	-3769.63699572091	-9958.495944812894	11910.179620663375	130028.29319624628	37	1615	325	4793	118	3400	271223115	11777645	0.6971755244306714	0.6797834656814079	0.7150858335450554	-0.5204061728740075	-0.5568528231365422	-0.4838116723004115
K562_skew	[-1.5,-1.0)	pELS	564	16191	564	16185	317.45	3710.717	538.068114	3766.774883	563	16167	-140.15900103829338	15731.96001051728	1695.8838551899214	116668.72094430498	25	3160	158	4636	217	8118	271223115	11777645	1.2444858674440065	1.1442647829064032	1.3557764126446576	0.31554984696481736	0.19442093042491299	0.43911927658235694
K562_skew	[0.05,0.2)	Other cCREs	85130	2017485	85065	2016523	22326.883	270365.364	29018.293297	127386.670842	84667	2009106	-33409.53798681815	-82637.29181540644	162831.53624209054	3044757.878410577	1374	54474	3860	64549	3975	93993	271223115	11777645	1.0293111147062564	1.0222522244482126	1.0364201934790522	0.04167911032162935	0.031751202210733416	0.05160903019092375
K562_skew	[0.05,0.2)	PLS	5494	156985	5482	156882	1006.167	21753.677	761.779739	8873.215053	5484	156884	-1525.085003668094	56409.19002803439	23431.198323141252	812201.358921241	367	21035	2109	54076	1987	58319	271223115	11777645	1.2407229911400655	1.2078079153233838	1.274811996308879	0.3111810494588106	0.2723910327712834	0.3502845004238045
K562_skew	[0.05,0.2)	dELS	212448	5358150	212351	5357118	52969.994	721383.992	62999.666588	355106.686908	212118	5351352	-74858.22302759068	221106.60061376716	519414.4439341234	12234377.13983808	6016	267825	20660	408524	27231	659924	271223115	11777645	1.0971165346436305	1.092301119637375	1.101896617040298	0.13371677553432415	0.12737062541733934	0.13998887265690135
K562_skew	[0.05,0.2)	non-cCRE	943564	22409451	942853	22402595	239203.397	2912731.9339999952	309166.916419	1251574.738714001	933954	22181536	-406925.3567929877	-1934071.422641685	1600908.5265662223	24953043.860199112	8044	312724	32775	585342	5409	131663	271223115	11777645	1.0341366439590143	1.0319353124287949	1.0363736350924817	0.04842682640465673	0.0453525372697167	0.05154421954501916
K562_skew	[0.05,0.2)	pELS	30531	831021	30508	830608	6434.7029999999995	111358.149	6367.372179	49876.710021	30479	830310	-9420.192996382482	97196.7250253387	80460.64331226076	2168362.7290743673	1002	52387	7996	194468	5204	143690	271223115	11777645	1.1824838995435916	1.1690212374997138	1.1961187272407177	0.24182054026086505	0.2253011394138004	0.25836059915148724
K562_skew	[0.2,0.5)	Other cCREs	19063	424665	19048	424394	5377.494	56774.315	7756.235232	29165.025859	18918	422459	-8630.976998665372	-28331.62793958734	38190.340456684	620573.0764847684	295	10130	920	15244	1217	25361	271223115	11777645	0.9672474735832601	0.9533197805448047	0.9814539425888099	-0.04804303948318899	-0.06896786352145998	-0.027007528018936494
K562_skew	[0.2,0.5)	PLS	1881	55753	1876	55721	310.576	7529.235	201.6541	2933.389873	1877	55725	-338.91399842605466	33578.03797827801	7383.560394800717	338841.57579692133	140	9535	770	20137	740	23201	271223115	11777645	1.2864987731643072	1.2286864816902252	1.3476759094482014	0.36345008128421663	0.2971168367740925	0.4304735973747423
K562_skew	[0.2,0.5)	dELS	51028	1240695	51001	1240368	13144.783	164720.974	16857.619909	85512.320896	50940	1238904	-20915.3469871052	43038.312917963034	131902.37454516275	2882988.316980568	1380	62624	5570	105547	8550	196429	271223115	11777645	1.0560530089392879	1.0467196842718431	1.065478737557065	0.07868225308125142	0.06587513447752145	0.09150180332516697
K562_skew	[0.2,0.5)	non-cCRE	155011	3428063	154884	3426519	43229.703	446105.699	62882.024623	224706.435679	153546	3395761	-82113.98196669282	-340172.1221489516	296479.9955318521	3954509.925826916	1134	47494	6765	113730	1444	34028	271223115	11777645	0.9597965799519932	0.9548953144732152	0.9647387337166138	-0.059199422586631134	-0.0665855162612182	-0.051789803911531505
K562_skew	[0.2,0.5)	pELS	7808	214236	7801	214124	1646.235	28550.225	1664.266861	13191.113277	7788	214046	-2180.198002743768	43713.793037262854	21393.49113282318	642446.39015768	316	16849	2360	54951	1811	49171	271223115	11777645	1.1914799451991136	1.164833668422642	1.2188466432116436	0.2527546685191357	0.22012396099642317	0.2855166157068905
K562_skew	[0.5,1.0)	Other cCREs	4820	98227	4814	98156	1341.214	12987.745	1969.935652	6938.130423	4776	97644	-2582.6400003924505	-10146.128992033891	10676.051887689173	139650.93397937113	58	2014	244	3788	352	6491	271223115	11777645	0.8847281583513326	0.8594904378207027	0.9108691801801602	-0.17669385420427644	-0.21844650566150273	-0.13468422709240743
K562_skew	[0.5,1.0)	PLS	484	15383	483	15370	76.387	2055.607	56.545047	784.294415	484	15374	-68.53099929797466	12481.02500056406	1933.0735265875016	106690.64828223236	42	3033	219	5600	182	6603	271223115	11777645	1.377424753407645	1.2582787497148882	1.5108727117469565	0.461973508741438	0.3314515615520803	0.5953821212130003
K562_skew	[0.5,1.0)	dELS	13124	309039	13119	308949	3526.176	40388.029	4771.947596	21049.958611	13103	308537	-5913.208999042049	5532.901022586044	33514.99501628104	731644.9968042363	345	15574	1563	28170	2675	55926	271223115	11777645	1.0224877481403152	1.004787886569194	1.0405814334289676	0.032083556318019534	0.006890976734798685	0.05738987137504526
K562_skew	[0.5,1.0)	non-cCRE	31449	665155	31420	664756	8573.872	85369.194	12334.548374	42554.613744	31201	659733	-18716.731997250125	-79458.51880034432	64324.49617944374	788855.9345372187	244	8698	1599	25937	353	9012	271223115	11777645	0.9182182421293283	0.9078573683963628	0.9286654516806658	-0.12309100070673157	-0.13946243841825648	-0.10676913027885833
K562_skew	[0.5,1.0)	pELS	2044	57179	2041	57145	422.701	7487.234	429.696975	3276.467974	2037	57117	-666.2640012470075	15268.773990425518	6159.584326317473	195585.60802059257	85	5207	604	15520	522	14725	271223115	11777645	1.2142263449955149	1.1618021859667513	1.2695937301416083	0.28003738070787043	0.2163644494490279	0.3443669085882339
K562_skew	[1.0,1.5)	Other cCREs	982	17929	978	17924	289.757	2377.375	459.91438900000003	1357.702835	978	17823	-569.8369996827096	-2176.440993656404	2290.4873556901953	25490.629971108196	11	356	45	721	111	1264	271223115	11777645	0.7920484493426599	0.7427424866449424	0.8454252052065673	-0.33633941270300916	-0.4290659886131504	-0.24225096988031897
K562_skew	[1.0,1.5)	PLS	86	2915	86	2912	18.425	397.889	21.685423	164.22763700000002	86	2914	7.077000705525283	2570.253002987242	291.48137559349027	20394.92460742695	9	610	38	1022	35	1212	271223115	11777645	1.4554716488833357	1.17585444059644	1.822837617925392	0.5414867374931228	0.23370947953908658	0.8661860488987244
K562_skew	[1.0,1.5)	dELS	2762	60260	2758	60246	798.826	7920.596	1170.488386	4594.594654	2756	60172	-1237.98399733915	452.05999985220893	7017.040954477135	142838.63952531276	76	3066	322	5636	669	11369	271223115	11777645	0.9470451944475364	0.9116114995760666	0.9842377778808559	-0.07849481993335701	-0.13350897120920385	-0.02292120256543728
K562_skew	[1.0,1.5)	non-cCRE	5327	113097	5318	113032	1181.901	13810.859	1505.142447	6053.299487	5289	112237	-3762.5960026307735	-15570.051974988077	11968.80178173186	138005.27282309413	27	1446	280	4857	85	1740	271223115	11777645	0.9217527774767379	0.8967448513811097	0.9476249499988715	-0.11754823635277824	-0.1572305378473156	-0.07761191111949786
K562_skew	[1.0,1.5)	pELS	436	11545	435	11537	107.962	1444.525	141.48631600000002	534.905291	435	11533	-124.31299988436504	3022.1610008555012	1341.0619071124004	38781.98492516885	21	1072	132	3135	130	3114	271223115	11777645	1.1473205665277635	1.042709430034473	1.2651899250783387	0.198268543162283	0.06033718062636108	0.33935397258872324
K562_skew	[1.5,Inf)	Other cCREs	376	5989	376	5986	77.01	765.999	93.741144	395.595557	374	5962	-303.5339990586508	-1005.7359972933774	1195.6261311497017	8296.633470779194	4	95	29	217	51	345	271223115	11777645	0.6899534224909905	0.6216331231987681	0.7676420796173771	-0.535429123444951	-0.6858647163002946	-0.3814942973830245
K562_skew	[1.5,Inf)	PLS	22	849	22	848	2.257	101.248	0.291821	25.071928	22	849	-16.367999926209453	731.7210003091027	52.15765177960203	5865.861076584125	1	174	9	294	7	366	271223115	11777645	1.6048200378796673	1.062336150662354	2.5455823648696287	0.68241152475238	0.08724034444533209	1.3479957462014365
K562_skew	[1.5,Inf)	dELS	1013	20340	1012	20331	268.989	2629.155	387.001457	1493.927591	1012	20308	-513.8210002199048	-683.8099919233937	2850.836758507402	46549.04156226066	31	931	148	2024	285	3829	271223115	11777645	0.8710874868214283	0.8178191423199339	0.92872514488983	-0.19911047311836036	-0.29014626312257813	-0.1066763990062605
K562_skew	[1.5,Inf)	non-cCRE	2167	34807	2163	34788	332.14300000000003	4060.495	303.969753	1487.399735	2155	34591	-1899.517002612119	-6585.304993263913	5666.28890792916	46477.72499011623	11	445	130	1639	28	619	271223115	11777645	0.6971623134195415	0.6675078012400162	0.7283879023499165	-0.5204335112416906	-0.5831433970466977	-0.457221133809184
K562_skew	[1.5,Inf)	pELS	153	4113	153	4097	37.653	510.269	50.318267	217.440671	152	4109	-68.68899975530806	1040.1790054403243	497.06249970601704	12176.323343016087	9	352	54	1121	43	1199	271223115	11777645	1.160050321823016	0.9875023420929105	1.3715156113243818	0.21418738937858361	-0.018143925017276755	0.4557710438063769
SKNSH_skew	(-Inf,-1.5)	Other cCREs	458	7292	458	7289	544.863	2637.535	1230.400375	4432.285423	457	7240	-332.74999853176985	-1000.009002930136	1038.454138485598	11496.50148658054	1	154	27	267	73	1094	271223115	11777645	0.6899647303140193	0.6277351471536546	0.7598501371415286	-0.5354054789408561	-0.6717721066056713	-0.3962131864919074
SKNSH_skew	(-Inf,-1.5)	PLS	47	3422	47	3421	28.405	837.639	55.583819	728.489483	47	3418	35.36899949749938	11891.332995610896	336.8546830670493	83154.30187724126	11	1910	23	1374	24	2274	271223115	11777645	3.096714755858983	2.330281225472338	4.208069157186931	1.6307384998159162	1.220504074240674	2.073158414685056
SKNSH_skew	(-Inf,-1.5)	dELS	1292	22491	1292	22489	1415.367	7493.375	3105.873783	12361.888373	1290	22448	-620.7300012472555	5858.987996725484	3467.857328591006	80344.3156514433	41	1991	142	2188	436	9613	271223115	11777645	0.7553536615392362	0.7141389245731099	0.7995201301368731	-0.4047758129865439	-0.48572333954536084	-0.32279373687527085
SKNSH_skew	(-Inf,-1.5)	non-cCRE	2386	29860	2384	29850	3188.329	11295.034	7351.004195	19374.76967	2363	29513	-1800.7889990640113	-5478.874993009492	5489.017476375854	43899.37529446344	8	402	98	1182	37	895	271223115	11777645	0.5432072119642244	0.5209782680760314	0.566567268294119	-0.8804254610411834	-0.9407049012566006	-0.8196808380950683
SKNSH_skew	(-Inf,-1.5)	pELS	141	3521	141	3521	124.461	1063.126	243.312363	1470.570174	141	3518	-49.448000345379135	4244.284000241432	447.5154836033072	32772.26763118648	6	783	35	957	59	1792	271223115	11777645	1.0770438654574788	0.9105575100809874	1.2829429923701414	0.1070770086465027	-0.13517795534758517	0.35945706563247887
SKNSH_skew	[-0.05,0.05)	Other cCREs	389359	9403570	388922	9398663	129683.985	1278886.808	205148.814451	759501.374836	387440	9371358	-106496.95997155111	462825.8936035117	671319.121816834	13817486.27283452	8042	304319	15322	266319	13935	338519	271223115	11777645	1.0505049749009912	1.0471177194422021	1.0539620425651892	0.07108299423180045	0.06642364256346443	0.07582291062879255
SKNSH_skew	[-0.05,0.05)	PLS	13173	381946	13145	381540	3190.688	58346.592	3514.562658	31064.20778	13151	381675	-2844.1560087180715	129204.74191940976	53708.61251666444	1698649.221800506	858	44734	4658	120527	3955	123356	271223115	11777645	1.259344047711656	1.2376577757575313	1.281534868467602	0.332672475368321	0.3076124506821701	0.35787273253579877
SKNSH_skew	[-0.05,0.05)	dELS	849700	21861054	849301	21856229	273779.219	3043500.010999997	411267.308783	1953536.6558550023	848446	21835326	-183410.9879766788	3205162.35413906	1855132.828409003	46990322.78344342	27788	1179943	72156	1464342	80884	2022029	271223115	11777645	1.1275082280240192	1.1249283106507098	1.130054133489557	0.17313796162800518	0.1698330644074735	0.17639188436286618
SKNSH_skew	[-0.05,0.05)	non-cCRE	6124800	145622289	6118923	145572816	1992887.394	19242352.82299994	3151139.781984	10316111.188649036	6061424	144165947	-2078878.4784271023	-5007060.449127633	8890386.042590102	147758712.23646778	58516	2189547	167340	3017114	19739	478386	271223115	11777645	1.0700445860458403	1.068840718111447	1.0713472056640665	0.09767091132464431	0.09604687428173672	0.09942610913800595
SKNSH_skew	[-0.05,0.05)	pELS	113507	3084939	113399	3083119	31652.564	443324.66	41818.824694	269011.817088	113338	3082522	-26049.45498009583	436994.84792549943	263852.5162388525	6887495.621963127	3700	171509	26839	643539	13889	390172	271223115	11777645	1.182266431570801	1.1752678350614143	1.1893165013481406	0.24155519303781692	0.23298957405168405	0.2501326967174966
SKNSH_skew	[-0.2,-0.05)	Other cCREs	125079	2295155	124953	2293574	100759.608	493383.99	210858.07345	632041.154734	124116	2283482	-56835.58295786046	38381.12532463871	258357.69115420716	3491669.863640665	2033	71126	5672	74194	6155	119913	271223115	11777645	0.7950796240342832	0.7905687736806234	0.7996764500447759	-0.3308287471354524	-0.3390371229651052	-0.32251169280459585
SKNSH_skew	[-0.2,-0.05)	PLS	7377	218836	7374	218656	2943.416	44363.84	4279.580234	34345.559592	7362	218683	-1573.753991333884	121386.7899659138	31567.70161585264	1213572.075637813	545	34403	2771	76510	2721	93021	271223115	11777645	1.2882306806348585	1.2586684532035648	1.3186194806395148	0.3653909568136455	0.3318983117217872	0.39902830030101705
SKNSH_skew	[-0.2,-0.05)	dELS	318958	6389511	318830	6388161	246585.271	1486770.1	490810.523731	1941674.352418	318377	6379879	-133783.70597044664	834698.0965889073	851426.9150765114	15083102.31746796	9196	370418	31178	504126	44068	907034	271223115	11777645	0.8667522911284657	0.8636442436790168	0.8698544955601603	-0.20630834990827943	-0.21149094172923508	-0.20115399977635248
SKNSH_skew	[-0.2,-0.05)	non-cCRE	1406341	25317651	1404995	25304629	1127784.746	5069796.556999993	2413522.692518	6448375.5227869935	1387584	24997307	-694372.8984441165	-580257.1071136165	2582311.049893834	28673108.685370658	12698	456227	49317	677054	8856	184532	271223115	11777645	0.7592742348085151	0.7579081376448636	0.760621737378751	-0.397307042261743	-0.3999050979362389	-0.39474892536349915
SKNSH_skew	[-0.2,-0.05)	pELS	44078	1039396	44040	1038814	26351.41	240438.196	46651.30254	263762.540598	44000	1038436	-15131.492988422862	202748.25499761305	118507.44291776104	2864481.774286138	1524	74814	11289	251523	7808	212939	271223115	11777645	1.0240488244683335	1.0143316236357727	1.0339013387761453	0.03428450160659026	0.020529401411729598	0.048098521388288976
SKNSH_skew	[-0.5,-0.2)	Other cCREs	22764	408678	22739	408353	19334.508	96581.225	40520.638616	125806.254983	22585	406154	-11853.737995718491	-18220.26093681843	48273.51160273035	635936.6023741683	303	11043	1180	14969	1831	36478	271223115	11777645	0.7792230574255058	0.7688910518504655	0.7897465180317469	-0.35989172709073375	-0.3791489051401449	-0.34053842369951953
SKNSH_skew	[-0.5,-0.2)	PLS	2251	80324	2245	80290	771.105	15249.011	994.175559	10284.349773	2249	80275	227.95800080185305	92075.43298034497	10664.734521017648	659496.820576132	251	19871	982	29680	986	41807	271223115	11777645	1.5490393820207768	1.4854728145875324	1.6160289566136619	0.6313738229679169	0.5709222028719936	0.6924530490727854
SKNSH_skew	[-0.5,-0.2)	dELS	60931	1249211	60900	1248809	48481.612	305609.403	96969.348174	401000.047065	60768	1246786	-27365.48898117094	163793.71390097187	160550.6837737851	3324717.8011077065	1698	79347	6734	112785	12522	281528	271223115	11777645	0.8897645419353752	0.8825428413224488	0.8970652146989793	-0.16850448816201313	-0.18026178198426013	-0.15671522512427236
SKNSH_skew	[-0.5,-0.2)	non-cCRE	178692	2892329	178330	2888198	167483.469	762760.9990000001	354522.752109	1072243.659611	176282	2855318	-108952.60193714478	-348016.66904292605	362813.3917130889	3578290.5111469426	1218	43420	7840	102096	1975	42863	271223115	11777645	0.6996716368757934	0.6962881862685099	0.7030226470063418	-0.5152500856814782	-0.522243549088897	-0.5083569302019574
SKNSH_skew	[-0.5,-0.2)	pELS	8813	223396	8809	223264	5329.278	51678.957	9457.014768	54347.493801	8787	223174	-2404.661003718734	86359.8530292234	24962.793044589016	859856.0898966974	405	23852	2543	59208	2237	69603	271223115	11777645	1.1007003343680002	1.0775004752660597	1.124540648172622	0.1384217486786147	0.10768850566132127	0.16933581038845796
SKNSH_skew	[-1.0,-0.5)	Other cCREs	6160	101517	6156	101456	6094.556	26988.641	13159.341444	37905.863351	6113	100900	-3495.966997664074	-5535.023977410979	13476.503764188976	171363.33206367656	78	2783	346	3768	637	12974	271223115	11777645	0.7154258736643849	0.6972503864791426	0.7341912026473646	-0.4831257999644811	-0.5202512659616517	-0.44577226725603014
SKNSH_skew	[-1.0,-0.5)	PLS	638	28142	638	28134	279.322	5510.832	439.611604	4001.909674	638	28120	293.6160014676861	55791.74298196741	3972.5947563023087	367241.8588390396	113	10353	301	10805	312	16396	271223115	11777645	1.9126118492820332	1.7682320723043177	2.0719366284239062	0.9355441188830097	0.8223076342262337	1.050979877900572
SKNSH_skew	[-1.0,-0.5)	dELS	16065	317965	16060	317910	14361.852	86846.477	29341.039646	122599.232661	16039	317385	-7913.144000522441	63155.62394039088	43888.62722668635	1030682.0315430956	457	24511	1852	30080	4291	98372	271223115	11777645	0.8592545523050436	0.8457194153434247	0.8730531080829167	-0.2188425049141559	-0.24174899564990981	-0.19585867879045177
SKNSH_skew	[-1.0,-0.5)	non-cCRE	35702	504786	35653	504168	38547.745	156626.66	84640.609939	240560.470266	35286	498930	-23657.78897465791	-79550.71882876196	75762.51368230888	674040.801408891	204	7223	1750	21050	532	11278	271223115	11777645	0.6132387290897874	0.6066808338384632	0.6198711461117732	-0.7054792816131642	-0.72099036018205	-0.6899597442033125
SKNSH_skew	[-1.0,-0.5)	pELS	2140	56154	2140	56122	1523.109	14146.569	2798.518365	15946.709261	2138	56080	-702.1639983017233	35465.14799742891	7526.841216581691	308861.7676519326	108	8362	611	15618	664	21865	271223115	11777645	1.138977083493156	1.0908376818704253	1.189768567701677	0.18773871994911595	0.12543644264910905	0.250680969583174
SKNSH_skew	[-1.5,-1.0)	Other cCREs	1202	20841	1201	20836	1253.846	6096.026	2724.277796	9301.732338	1191	20678	-666.4330001970519	-1798.3849976856732	2414.519760847156	29664.51608229339	12	449	69	823	137	2923	271223115	11777645	0.7523072025934578	0.7097685624163179	0.7979853266883213	-0.41060619208534765	-0.49457941996794363	-0.3255658763954045
SKNSH_skew	[-1.5,-1.0)	PLS	142	7741	142	7739	70.592	1658.476	119.757798	1374.51664	141	7738	25.10200003907086	20808.607985842867	929.9950078287768	135354.4933892707	23	3622	58	3116	62	4961	271223115	11777645	2.3510187072524507	1.9926317094224961	2.7939003177151505	1.2332860186816883	0.9946750869513342	1.4822805484125614
SKNSH_skew	[-1.5,-1.0)	dELS	3329	64585	3327	64575	3203.744	18966.156	6784.730906	28737.003672	3321	64464	-1683.8560027487122	14657.264009871878	9496.131680413346	212363.43952076745	93	5300	385	6271	1104	24488	271223115	11777645	0.8421843603802761	0.8133139175447962	0.872277919497034	-0.24779201041730445	-0.2981157931742008	-0.1971402245654062
SKNSH_skew	[-1.5,-1.0)	non-cCRE	6771	91236	6769	91194	8101.402	32465.099	18341.272228	53816.933127	6703	90255	-4222.124994674115	-12852.732952299755	13474.262381243992	115246.56091520908	35	1219	320	4016	120	2290	271223115	11777645	0.5849030529965322	0.5706204052364614	0.5996254257912704	-0.7737305754079343	-0.8093967566479127	-0.7378665360090897
SKNSH_skew	[-1.5,-1.0)	pELS	447	10950	446	10942	299.81	3057.932	540.096118	3854.79708	446	10939	-141.27199832745836	9985.246998010203	1482.7992140791785	77567.5838839039	24	2111	140	3051	163	4983	271223115	11777645	1.0614724113665148	0.9656627259389318	1.1692472515221273	0.08606687477418618	-0.050408703527366275	0.225580037506003
SKNSH_skew	[0.05,0.2)	Other cCREs	110711	2647716	110619	2646171	24455.29	344274.191	26638.373292	128624.819043	110039	2636110	-44500.04698144356	-154433.19384140687	217771.4901039438	4162329.656135195	1803	72363	4720	81739	4973	115706	271223115	11777645	1.0388850111940522	1.0326537197618562	1.0452112164847904	0.05503597863026528	0.046356555718344274	0.06379451186027307
SKNSH_skew	[0.05,0.2)	PLS	6346	181717	6328	181573	1068.385	25237.68	671.808661	9533.001554	6337	181607	-1839.306007876527	64206.62898320554	27111.249408262247	935247.229072291	403	24281	2427	61945	2208	67720	271223115	11777645	1.243424061583464	1.2126724341371682	1.2751693787768228	0.3143184019478363	0.27818990374265573	0.3506888907637626
SKNSH_skew	[0.05,0.2)	dELS	274482	6964363	274379	6963184	58107.514	902963.961	57952.812854	353377.662305	274039	6955646	-103769.80499132632	4983.498495562324	695540.0044983387	16259098.725771064	7848	336949	26100	515956	32966	796291	271223115	11777645	1.104472046633237	1.1002530689179586	1.1087713512926027	0.14335690561583225	0.1378353958238428	0.1489618863593642
SKNSH_skew	[0.05,0.2)	non-cCRE	1310014	31853486	1308920	31842672	270743.345	4070790.364999989	271434.684991	1364595.3735670012	1294382	31493680	-572493.8127471107	-3466618.321160783	2270897.329674357	36539990.37117048	11269	428678	43014	782950	6639	164006	271223115	11777645	1.0633211294661724	1.0613913488270716	1.065303630770212	0.08857736537588372	0.08595669481265844	0.09126468319751567
SKNSH_skew	[0.05,0.2)	pELS	38317	1045045	38287	1044559	7268.102	135913.704	6221.265748	51137.467182	38272	1044243	-13226.051997588836	67441.53798682547	100235.70606109814	2713600.906740579	1217	62141	9817	237211	5984	169144	271223115	11777645	1.185022331083524	1.172991942698996	1.197209421946402	0.24491424616142524	0.2301931035044225	0.2596755378927391
SKNSH_skew	[0.2,0.5)	Other cCREs	18382	401459	18362	401186	5510.956	53918.098	8351.372174	28312.229256	18231	399116	-8794.477000075627	-30884.72193266544	37939.858984752704	602226.4092537303	289	9561	909	14543	1094	21549	271223115	11777645	0.9482262118335153	0.9343241944937669	0.9624327531724868	-0.07669682082795747	-0.09800486761332766	-0.05524235424840934
