skew_type	skew_bin	ccre_class	n_COMMON	n_SINGLETON	n_MR_COMMON	n_MR_SINGLETON	sum_MR_COMMON	sum_MR_SINGLETON	sum_MR_sq_COMMON	sum_MR_sq_SINGLETON	n_phyloP_COMMON	n_phyloP_SINGLETON	sum_phyloP_COMMON	sum_phyloP_SINGLETON	sum_phyloP_sq_COMMON	sum_phyloP_sq_SINGLETON	n_conserved_COMMON	n_conserved_SINGLETON	n_tf_chip_peak_COMMON	n_tf_chip_peak_SINGLETON	n_tf_footprint_COMMON	n_tf_footprint_SINGLETON	gw_SINGLETON	gw_COMMON	odds	lci	uci	log2odds	log2lci	log2uci
SKNSH_skew	[0.2,0.5)	PLS	1688	52523	1685	52499	304.71999999999997	7272.824	232.738286	2735.75804	1684	52500	-253.4629976648139	33572.64000776026	6809.733944254497	330207.4304144367	135	9259	699	19097	659	22148	271223115	11777645	1.3504652925394367	1.286561668547222	1.4183162071211652	0.43345656252391135	0.36352061119138346	0.5041792107079164
SKNSH_skew	[0.2,0.5)	dELS	48770	1170501	48743	1170224	12629.27	155582.653	16585.417668	81299.965893	48668	1168672	-20764.512006569646	24266.01398950955	122679.26411595734	2742347.154947153	1252	58549	5342	98575	7953	174919	271223115	11777645	1.042361994014394	1.0329331407228879	1.0518840637131606	0.059856387285613065	0.04674687504596162	0.07297570280199057
SKNSH_skew	[0.2,0.5)	non-cCRE	157321	3597790	157059	3595242	41857.706	460413.033	59578.27212	219156.590773	155466	3561479	-82553.98195024372	-376114.85312102945	300998.5445813332	4156656.765580343	1150	48340	6898	116906	1391	31448	271223115	11777645	0.9929727039039783	0.9879588381671653	0.9980344470053584	-0.010174035223969102	-0.017477159564413067	-0.002838484068152967
SKNSH_skew	[0.2,0.5)	pELS	7417	201343	7409	201243	1589.374	27315.676	1701.15594	12801.662444	7396	201141	-2225.724998494377	40232.72702902531	19646.2166696481	620892.5396831366	270	16057	2177	51300	1602	43542	271223115	11777645	1.178781299582525	1.1517647355952987	1.2065984905769258	0.23729607855932128	0.2038460557969262	0.27094568270451946
SKNSH_skew	[0.5,1.0)	Other cCREs	4482	90414	4477	90338	1469.385	12356.59	2445.911459	7100.328372	4438	89812	-2585.7440012807506	-9174.299976408598	10743.24248766367	131929.86225450237	56	1926	235	3380	339	5428	271223115	11777645	0.8757566265245855	0.8498704391730524	0.9026406640749893	-0.19139809548207484	-0.23468517247152385	-0.14777632128061657
SKNSH_skew	[0.5,1.0)	PLS	423	13838	420	13832	63.058	2009.492	42.74989	894.456214	423	13833	-30.401997790904716	11704.672996711452	1623.3593095003528	100598.2639999678	40	2823	183	5063	154	5834	271223115	11777645	1.417356827283342	1.2867049698789468	1.5648139171556197	0.503203010299496	0.36368129420631745	0.6459911065135395
SKNSH_skew	[0.5,1.0)	dELS	12034	278572	12031	278496	3657.136	38189.891	5507.08087	22344.871951	12009	278121	-5634.691994420487	1989.9330101291432	31432.310813847344	667439.1381354985	319	14140	1360	24763	2328	46795	271223115	11777645	1.0051411189292108	0.9869521905351246	1.0237388855460643	0.007398065868723555	-0.018947894854595755	0.03384778900463073
SKNSH_skew	[0.5,1.0)	non-cCRE	30869	682214	30813	681609	9232.464	88599.447	14506.407764	45669.343203	30507	675947	-17842.37998407974	-79871.27882030445	62118.83273841544	792151.9864546068	198	8642	1516	25345	309	7548	271223115	11777645	0.9595410837142699	0.9486627613015359	0.9705991488354205	-0.05958351670856094	-0.07603277799502953	-0.043052499952628484
SKNSH_skew	[0.5,1.0)	pELS	1774	49692	1773	49663	432.492	6836.586	508.565466	3396.78202	1769	49648	-585.2649989605417	14002.994003979848	5676.843326951852	177084.31193362453	79	4617	553	12977	437	11650	271223115	11777645	1.2157482306127645	1.1594948965597882	1.2754185067651882	0.2818444918948935	0.21349647007094694	0.35097072046784117
SKNSH_skew	[1.0,1.5)	Other cCREs	826	16189	823	16174	291.733	2219.4700000000003	495.661625	1386.072612	821	16087	-500.6810014744989	-2028.2399985402576	2031.101841236528	22753.114978107627	8	303	44	627	78	993	271223115	11777645	0.8500982631014369	0.7926615651695956	0.9127192865126721	-0.23429848246575594	-0.3352230706605596	-0.13175687786251206
SKNSH_skew	[1.0,1.5)	PLS	95	2867	95	2862	24.84	392.075	33.987982	132.064187	95	2867	-14.669998867437249	2821.2660002746843	403.8112328934559	24055.89989837985	7	643	48	1023	29	1163	271223115	11777645	1.2973050290428758	1.0584633004206119	1.606957814267526	0.37551773336631594	0.08197124835441498	0.6843320559912951
SKNSH_skew	[1.0,1.5)	dELS	2347	52446	2347	52437	810.917	7194.17	1331.018099	4423.895994	2344	52352	-1026.5619998937475	271.661009767909	5699.470324980376	126826.95696893233	57	2669	270	4682	521	9332	271223115	11777645	0.969946502480898	0.9306350132176316	1.0113385658691751	-0.04402291741638272	-0.1037126283539907	0.016266049201939452
SKNSH_skew	[1.0,1.5)	non-cCRE	5341	109054	5336	108997	1483.401	14415.52	2247.173469	7825.269216	5296	108154	-3640.388003663975	-15498.923970356347	12218.496850559835	132757.91027352845	36	1331	286	4395	65	1440	271223115	11777645	0.8864443815638956	0.8624333326061705	0.9112959422478955	-0.17389798035580878	-0.2135151562956607	-0.13400845131068448
SKNSH_skew	[1.0,1.5)	pELS	348	9869	348	9861	81.273	1363.071	98.424465	689.6720829999999	345	9862	-144.21799918822944	3117.3189960649484	1124.6920614407031	37667.11647819306	16	993	105	2666	95	2569	271223115	11777645	1.2280820758397983	1.1035977016261955	1.3703579939112769	0.2964069828987534	0.14221435722250547	0.45455283374944605
SKNSH_skew	[1.5,Inf)	Other cCREs	292	5521	292	5520	71.353	737.4830000000001	98.598217	385.541029	292	5494	-194.3379988172091	-846.1769994617209	708.2773235735788	7563.958073183694	4	90	19	198	32	338	271223115	11777645	0.8183880893897806	0.7275359075177159	0.9235839445806951	-0.2891429462647001	-0.45890964092920966	-0.11468500111177929
SKNSH_skew	[1.5,Inf)	PLS	27	907	27	906	5.926	132.771	6.927434	48.558049	27	907	-7.616999831050648	884.8710022979654	97.83064334757556	7393.959913505987	3	209	11	335	11	374	271223115	11777645	1.4081924330704363	0.9677076479620148	2.1312564643337724	0.4938444953861944	-0.04735683100290164	1.0917042099951715
SKNSH_skew	[1.5,Inf)	dELS	801	17803	801	17799	239.71	2342.956	351.121118	1255.160946	800	17780	-472.5460008449153	-554.8869976454877	2201.0753210812863	41669.6691458296	20	850	90	1644	181	3106	271223115	11777645	0.9639807840913935	0.8980851137029877	1.0359759977455074	-0.052923706702210256	-0.15507591573572008	0.05099057799100523
SKNSH_skew	[1.5,Inf)	non-cCRE	1679	35780	1679	35767	372.605	4305.564	497.256107	1591.259882	1666	35436	-1290.529002715834	-5550.511985272636	4221.067501183499	42410.14646763009	6	398	82	1318	30	456	271223115	11777645	0.9248661323625588	0.8806566726250495	0.9718220877816319	-0.11268353374824067	-0.18334840631971433	-0.041235872176047274
SKNSH_skew	[1.5,Inf)	pELS	116	3218	116	3216	25.066	429.908	27.675588	179.111838	116	3215	-39.79900064482355	690.4570022447733	347.4278794655427	10662.982185142204	5	287	38	875	35	877	271223115	11777645	1.1947264986936748	0.9933105944423128	1.44933907279986	0.25668038880090105	-0.009683195866736839	0.5353951528111545
mean_skew	(-Inf,-1.5)	Other cCREs	353	5555	353	5554	445.274	2214.526	1023.702532	3755.650172	352	5515	-234.2969988146797	-881.6870024808447	695.489118961075	8402.7082192216	2	92	24	228	48	882	271223115	11777645	0.681543696018691	0.6119950174312145	0.760957794961545	-0.5531219389448062	-0.7084081876500554	-0.39411165520347335
mean_skew	(-Inf,-1.5)	PLS	29	2243	29	2243	15.942	559.442	22.165076	514.489644	29	2240	9.544999695848666	8037.928998733987	133.8870632247309	56251.958801931025	4	1261	13	872	15	1588	271223115	11777645	3.2481487925977093	2.2688350072541255	4.825334304085645	1.6996177216321067	1.1819516980930485	2.2706288972281885
mean_skew	(-Inf,-1.5)	dELS	919	16186	919	16185	1051.126	5894.013	2331.740744	10010.919199	917	16149	-477.1810007130263	4076.143002013211	2552.618540133949	57855.92090339721	29	1408	99	1639	331	7587	271223115	11777645	0.7640169823372399	0.7148590792909516	0.8173864258812905	-0.3883233884831136	-0.48426922452875476	-0.29090980978222003
mean_skew	(-Inf,-1.5)	non-cCRE	2191	26299	2190	26288	3109.447	11760.333	7180.890799	21276.997981	2170	26003	-1612.8919985534171	-5409.295984567028	4822.079865427334	33915.84257844594	3	250	107	1215	35	742	271223115	11777645	0.5209565016193112	0.4987237583225763	0.5444121193035696	-0.9407651782721795	-1.003687162793252	-0.8772289114684079
mean_skew	(-Inf,-1.5)	pELS	99	2731	99	2731	101.257	886.278	210.521523	1271.870876	99	2729	-39.74200042709708	3346.723999000157	294.35186485656345	26225.340716436855	3	630	24	780	39	1559	271223115	11777645	1.1863528474571845	0.9715959774698123	1.4632879121291427	0.24653316297635786	-0.041571577841092375	0.5492136577435416
mean_skew	[-0.05,0.05)	Other cCREs	428221	10199653	427751	10194190	153671.532	1428450.866	251217.449838	913134.3241180002	425970	10163027	-122249.10096022068	488072.35262938065	755610.0190210906	15178620.19173444	8851	333422	16734	287098	15113	363343	271223115	11777645	1.0356450883667385	1.032393704975724	1.0388907207914884	0.05052968161666896	0.04599324973321335	0.055043907501297756
mean_skew	[-0.05,0.05)	PLS	14398	410874	14373	410459	3695.203	64281.244	4282.883263	36164.319818	14374	410601	-3368.7640061657853	126643.11489157286	59711.29288405781	1821204.2884519496	916	46898	5032	129768	4237	130923	271223115	11777645	1.2394738851048122	1.2190108387793746	1.2603145625401129	0.30972787511428385	0.28571095367242744	0.33378386164396184
mean_skew	[-0.05,0.05)	dELS	938981	23788997	938586	23784062	330472.096	3446476.451999995	515974.981236	2401815.342230002	937525	23760337	-218549.5009614687	3335872.399961265	2098424.092600526	51672228.37692633	30578	1287782	79547	1587506	88180	2178885	271223115	11777645	1.109790905098645	1.1074278872025067	1.1121887859422661	0.15028788504991877	0.14721275732426153	0.15340169581841687
mean_skew	[-0.05,0.05)	non-cCRE	6756585	158920606	6750031	158864337	2358808.747	21492458.530999996	3866124.131883	12361508.164721144	6681957	157262336	-2354442.452265195	-5664589.250048489	9994150.251554454	163127293.59466228	64855	2418887	184983	3286622	21676	522025	271223115	11777645	1.0515944262222843	1.0503547890833662	1.0528990056332648	0.0725784003561772	0.07087672407671164	0.07436705928878572
mean_skew	[-0.05,0.05)	pELS	124469	3347989	124362	3346094	37615.538	499844.03	51894.260666	326058.865952	124304	3345446	-30890.98495918396	441544.9258854584	290726.89168623614	7528685.858261446	3993	185040	29319	695977	14918	415839	271223115	11777645	1.1701254419309939	1.1635109555653143	1.176768577210529	0.22666320053589384	0.2184847951569587	0.2348306285002509
mean_skew	[-0.2,-0.05)	Other cCREs	107794	2035676	107677	2034298	81534.988	415403.054	169868.66656800002	503030.749632	107021	2025641	-49480.51297033185	-12008.142694102691	217919.721809083	3021232.563313817	1627	58311	5007	67420	5662	110358	271223115	11777645	0.8186936448086409	0.813660900473359	0.8237319568236549	-0.288604398575337	-0.29750042955288786	-0.2797531354782052
mean_skew	[-0.2,-0.05)	PLS	6917	213568	6907	213392	2529.386	41876.333	3484.332968	30385.454925	6904	213415	-1221.4529924193637	126865.7909916769	28056.68232209679	1206382.0645009954	519	34653	2675	75327	2630	92998	271223115	11777645	1.3408433429838775	1.3091008740142591	1.373530818074129	0.42314069026060386	0.38857626980644544	0.45788928069693086
mean_skew	[-0.2,-0.05)	dELS	278394	5761379	278255	5759965	200195.509	1258390.195	396465.810935	1560286.611137	277893	5752658	-115124.62499263734	699841.893647804	731500.1694475929	13586777.71186468	8024	329040	27702	463008	40768	856505	271223115	11777645	0.8964642660624714	0.8930406077775873	0.8999084554645922	-0.15768201787506203	-0.16320231673306493	-0.152149846294581
mean_skew	[-0.2,-0.05)	non-cCRE	1119489	20536190	1118287	20524380	844285.768	3996342.163999994	1791535.19825	4864444.433794003	1106032	20295664	-563317.6295593904	-947674.6430034908	2061066.389948441	23133162.049249187	9538	341725	41204	579865	7992	168473	271223115	11777645	0.7799207205056109	0.7783430539658227	0.78151190993448	-0.3586006144335147	-0.3615219330294118	-0.3556602353892499
mean_skew	[-0.2,-0.05)	pELS	39070	944733	39029	944198	21627.108	207303.569	37748.288628	215843.005703	38998	943845	-12949.404999810858	193854.82797306209	105167.41037425004	2661781.9883588688	1360	69810	10058	231039	7181	202571	271223115	11777645	1.050169020611798	1.0395905648468369	1.0608846433343864	0.0706215427241873	0.05601544531901067	0.08526779146730779
mean_skew	[-0.5,-0.2)	Other cCREs	20905	370795	20886	370521	18042.04	87358.183	38318.44221	114349.835015	20735	368770	-10995.35799643886	-21636.113916496983	44402.69852553967	575074.5179577521	258	9678	1095	13942	1744	35566	271223115	11777645	0.7698730863845884	0.7592151040247205	0.780710194171006	-0.37730745782602343	-0.39741940088870975	-0.3571409870117818
mean_skew	[-0.5,-0.2)	PLS	2236	80382	2233	80336	785.682	15381.302	1047.743572	10253.372736	2233	80333	234.3319994235644	99534.7879764672	11704.513565526526	683670.3927708939	261	20925	971	29724	1003	43161	271223115	11777645	1.5605548505433458	1.4962919077833696	1.6282885574598471	0.642059066142851	0.5813916543898683	0.7033563897311722
mean_skew	[-0.5,-0.2)	dELS	56575	1138936	56551	1138587	45088.092	276363.733	90977.320402	363083.588017	56450	1137073	-26604.031973134388	139793.07191256774	150426.44345485122	3047025.4072405617	1554	71961	6372	105095	12254	273694	271223115	11777645	0.873647031124731	0.8663031167533137	0.881082965346576	-0.19487757179803333	-0.20705618711543305	-0.18265022096467
mean_skew	[-0.5,-0.2)	non-cCRE	147341	2367818	147195	2366028	137517.216	619926.064	293676.633498	869162.489114	145937	2345550	-91724.2239142574	-304229.7751032854	303510.6404650874	2965660.578231813	936	35345	6781	88222	1876	40985	271223115	11777645	0.6951849885172563	0.6914829191268382	0.6988577049468305	-0.5245311652458867	-0.5322344802366239	-0.516929357835446
mean_skew	[-0.5,-0.2)	pELS	8357	210782	8352	210623	5071.6449999999995	48439.39	9081.071877	50274.093202	8334	210540	-2157.6990022753585	84806.91601660755	24092.89250252668	831435.1443933662	418	23337	2446	57277	2300	70313	271223115	11777645	1.0952029664626681	1.0714997918608669	1.1195558135489956	0.13119825939214658	0.09963156977057404	0.1629264530883891
mean_skew	[-1.0,-0.5)	Other cCREs	5304	90257	5300	90220	5164.9800000000005	23415.774	11176.914886	32065.367558	5263	89779	-2912.1569992599525	-1055.430996089941	11846.656141332656	175877.56875594624	75	3119	316	3542	695	14901	271223115	11777645	0.7387229533914137	0.7185244505313303	0.7596295548865002	-0.4368946895259701	-0.47689084417536554	-0.39663205741113416
mean_skew	[-1.0,-0.5)	PLS	610	28328	609	28320	259.16	5713.887	397.14648999999997	4091.886287	610	28313	394.8199995053	60556.276976860034	3853.0475814273705	386748.92650123575	121	11119	273	10927	321	17752	271223115	11777645	2.0134873952500256	1.8583260690732508	2.1850008157734893	1.0096964408124978	0.8940036647786129	1.1276338183584356
mean_skew	[-1.0,-0.5)	dELS	13964	280013	13959	279970	12448.218	74961.476	25673.13157	103627.597956	13939	279568	-6818.431004464046	68242.06093044484	40827.488843483865	978082.544609855	431	23512	1704	27672	4298	99758	271223115	11777645	0.8705714100185851	0.8558916859907213	0.8855450808272693	-0.19996545277863864	-0.22449986131154956	-0.17536234213890614
mean_skew	[-1.0,-0.5)	non-cCRE	26728	383870	26713	383680	28427.747	114348.225	63284.011093	172003.348867	26495	380585	-17244.740979244823	-55174.05086683085	56265.31627747584	523529.2047661839	169	5934	1340	17025	490	10793	271223115	11777645	0.6231140324154877	0.6154374009859158	0.6309297291234234	-0.6824318883860162	-0.7003159739697006	-0.6644487633571939
mean_skew	[-1.0,-0.5)	pELS	1977	52577	1976	52550	1277.84	12823.514	2289.18997	13832.447568	1974	52508	-429.05499725206744	39867.394012418	6140.456842722478	317458.1641759424	110	8821	612	15018	703	23397	271223115	11777645	1.154307073776874	1.1035986058213536	1.2079015547228518	0.20702706703679952	0.1422155392450253	0.272502878255177
mean_skew	[-1.5,-1.0)	Other cCREs	1031	18583	1031	18577	997.566	5262.83	2138.262552	7813.12649	1021	18432	-589.2400005188538	-107.937989045633	2373.7045419915967	31906.779761769973	12	559	76	773	156	3419	271223115	11777645	0.7819585120731679	0.7343916727306996	0.8333446696930423	-0.35483602957225446	-0.44537839476613617	-0.26301478007536366
mean_skew	[-1.5,-1.0)	PLS	122	6821	122	6819	78.955	1460.81	157.150267	1151.693084	121	6815	51.381000341847574	20653.23398633349	998.9672198473362	134750.4517745264	26	3480	58	2734	57	4719	271223115	11777645	2.4084898654611564	2.015182173748279	2.902510381753065	1.2681288533084514	1.01091026519655	1.5373012273584994
mean_skew	[-1.5,-1.0)	dELS	2729	55680	2729	55670	2588.224	15601.847	5528.700372	22975.163707	2725	55553	-1238.6130028106274	18703.95800256915	7914.192254135177	217374.06330654785	89	5289	321	5634	1012	24346	271223115	11777645	0.8856559323532922	0.8522521689842624	0.9207086888431634	-0.1751817585169605	-0.23064772885437052	-0.11918333340384832
mean_skew	[-1.5,-1.0)	non-cCRE	5463	78209	5461	78176	6691.209	25662.358	15330.480945	41840.832004	5405	77306	-3366.11399800761	-9307.807951393772	10576.845356747064	93621.1551064357	25	987	280	3644	96	2135	271223115	11777645	0.6214580059123412	0.6046027979434031	0.6388632621078832	-0.6862711882579117	-0.7259404394914871	-0.6464209151839876
mean_skew	[-1.5,-1.0)	pELS	379	10128	379	10122	262.248	2636.301	490.152114	3106.148641	378	10115	-87.12499873258648	10599.947000801094	1679.1168056054444	78904.7054690506	25	2072	113	2939	167	5201	271223115	11777645	1.1574907310935516	1.044711902269144	1.285681878183015	0.21100064077803168	0.06310514855307729	0.3625337145605629
mean_skew	[0.05,0.2)	Other cCREs	94996	2237730	94922	2236402	23108.132	296227.934	27822.957666	127443.96005	94429	2227731	-38818.71397919687	-131442.83083944395	185124.10950520687	3447803.1414905763	1501	59372	4205	71379	4404	101551	271223115	11777645	1.0230825821787743	1.0164117073773438	1.02977136505688	0.03292260265038573	0.02348489805404501	0.042324058657595844
mean_skew	[0.05,0.2)	PLS	5858	167572	5841	167447	1029.981	23122.276	706.262349	9120.133602	5849	167461	-1691.526003718494	59600.68599740172	24688.76991321939	863091.8120798592	396	22401	2273	57533	2077	61697	271223115	11777645	1.2421261176732301	1.2101292057420863	1.2751619087789454	0.312811663175487	0.2751610925674613	0.3506804393684903
mean_skew	[0.05,0.2)	dELS	240218	6015778	240104	6014688	55594.943	798209.247	61268.017929	360360.197775	239824	6007997	-91422.49300916935	52552.06861979168	601642.9489989917	13883375.567851758	6616	290724	23398	458403	29994	716954	271223115	11777645	1.0894530181655904	1.0849617507885625	1.093943362735399	0.12360398266677616	0.11764418283534098	0.1295380467082148
mean_skew	[0.05,0.2)	non-cCRE	1044025	24914884	1043050	24905531	238935.216	3202999.718999992	276380.00769	1236353.968051001	1032322	24647585	-469229.35578818	-2583077.8220000765	1833057.4160756203	28513963.84296717	8682	336562	36476	653614	5916	143207	271223115	11777645	1.0399583732577478	1.0378138207529335	1.0420728978715752	0.056525782312027324	0.05354765374604568	0.059456204410261455
mean_skew	[0.05,0.2)	pELS	33986	921517	33959	921081	6799.976	121571.258	6280.618864	50851.36303	33920	920769	-11373.232007624703	77465.28204393876	90492.18215026028	2391846.7157661836	1085	56275	8908	213856	5591	154592	271223115	11777645	1.1780034635803163	1.1652686404505603	1.1908821602177109	0.2363437810043669	0.22066259141836042	0.2520306631764328
mean_skew	[0.2,0.5)	Other cCREs	16556	352505	16532	352264	5062.254	47776.529	7788.418492	26108.550889	16414	350518	-8110.5600010020435	-31634.56794050674	34892.944834511996	518582.29819364345	256	7918	834	13056	1043	20332	271223115	11777645	0.9244405868641487	0.9101409203957237	0.938984598616945	-0.11334749325769589	-0.1358381546133651	-0.09082660014055872
mean_skew	[0.2,0.5)	PLS	1610	48107	1606	48081	277.468	6577.568	220.752354	2596.968946	1607	48080	-304.9529990844895	30323.251001483753	6520.60125259968	300048.26227043837	112	8457	672	17390	622	20107	271223115	11777645	1.2967986055713951	1.2339438045506654	1.3636208359405686	0.3749544446600148	0.30327669372385313	0.44744254894256036
mean_skew	[0.2,0.5)	dELS	44386	1052828	44372	1052550	11965.03	141339.214	15991.386608	77361.565104	44306	1051250	-19973.10797892674	9037.982971042744	115340.48337641722	2459262.563357267	1133	51793	4993	90754	7636	165702	271223115	11777645	1.0301090092225347	1.0203703713469185	1.0399652035044242	0.042797015799981394	0.02909291290106185	0.05653525762459969
mean_skew	[0.2,0.5)	non-cCRE	129310	2891549	129176	2890006	35777.737	371291.488	52037.356667	183873.647154	128091	2864835	-70617.26796295238	-321195.4743445406	255622.83078259852	3378763.2180889603	940	38367	5804	98614	1251	28606	271223115	11777645	0.9706970768745786	0.9653122501594571	0.976166308444425	-0.0429069474143748	-0.05093240754301723	-0.03480113569719833
mean_skew	[0.2,0.5)	pELS	6851	184344	6843	184248	1470.749	24930.797	1546.056569	11947.428975	6838	184161	-2015.330999001977	36418.69103063503	19472.64726814456	572315.6110044982	277	14697	2072	47691	1568	42063	271223115	11777645	1.1683930575752985	1.1405314255041181	1.1971025765017254	0.22452569101728093	0.18970619833294658	0.25954677823787475
mean_skew	[0.5,1.0)	Other cCREs	3697	72160	3694	72103	1215.852	9963.887	1975.294454	6019.556249	3662	71683	-2230.7759991339412	-9362.583989439068	8729.792696270375	105752.55730251604	36	1406	202	2786	323	4623	271223115	11777645	0.8473194760198663	0.8197584291465435	0.8760342144226841	-0.23902206444700327	-0.28672926371532564	-0.1909408780129699
mean_skew	[0.5,1.0)	PLS	350	11902	349	11891	59.331	1705.617	47.036339	757.493377	350	11899	-60.553998860297845	9976.90699544642	1291.4912296725188	84533.966477215	29	2398	158	4325	133	5087	271223115	11777645	1.472616114384505	1.3242071739723553	1.642178309798606	0.5583813936769405	0.40512885136002413	0.7156107852738184
mean_skew	[0.5,1.0)	dELS	10151	227454	10145	227396	3121.521	31393.435	4628.197307	19021.411225	10133	227114	-4958.60400226503	-6751.922968783175	26431.4379255825	537888.6032604321	257	10876	1180	20908	2199	40842	271223115	11777645	0.97288670521137	0.9537287619796252	0.9925529921677221	-0.039656285098232526	-0.0683490691030486	-0.010783965431084194
mean_skew	[0.5,1.0)	non-cCRE	23406	515326	23386	515026	7088.964	66732.553	11009.040476	34026.775317	23212	511248	-13927.263991204083	-68162.5248424091	48279.330215073445	611071.1456888177	167	6245	1187	20291	289	6693	271223115	11777645	0.9559230294957843	0.9435090735566332	0.968621507260313	-0.0650336371784647	-0.08389170285685757	-0.045995058008823524
mean_skew	[0.5,1.0)	pELS	1540	42483	1539	42456	361.555	5791.636	416.042051	2833.96903	1535	42434	-641.9269997869851	11237.71399824496	4529.901921872066	149460.6548043248	62	3973	469	11492	399	10788	271223115	11777645	1.1971994996932194	1.137858145739946	1.2604290347178617	0.25966358105000287	0.186320711252788	0.33391489317247686
mean_skew	[1.0,1.5)	Other cCREs	646	11890	644	11884	191.89	1564.143	306.193662	919.015995	644	11804	-465.9340009983862	-1924.868999991916	1808.1970049781828	16253.449367887688	8	188	36	469	77	770	271223115	11777645	0.798071483840028	0.7372932041289486	0.8651106288872887	-0.325410119413817	-0.4396896356453592	-0.209043460933715
mean_skew	[1.0,1.5)	PLS	61	2006	61	2005	17.424	269.925	25.722794	86.175527	61	2006	-23.902999091893435	1783.3320013671184	223.29462289352983	15563.837594608847	3	433	30	715	21	825	271223115	11777645	1.405692620076801	1.0917604236356202	1.840369599922183	0.491281157730444	0.1266563053848302	0.8799955306454381
mean_skew	[1.0,1.5)	dELS	1828	39852	1827	39844	617.479	5406.381	1008.911301	3437.596195	1825	39780	-903.7929998016916	-1957.6080011943145	4684.504817576171	93961.35357236666	47	1824	220	3656	446	7314	271223115	11777645	0.9461587288347247	0.9028214496401754	0.992147573235434	-0.07984586259839518	-0.14748739974939346	-0.011373370101416438
mean_skew	[1.0,1.5)	non-cCRE	4049	79793	4043	79770	859.39	9719.025	1101.374926	4155.442885	4018	79122	-2983.684006025665	-13257.043979481676	9610.554796238108	97901.89715277412	19	897	228	3402	55	1158	271223115	11777645	0.8555117281120161	0.8288776218649083	0.8831634569804588	-0.22514046229650023	-0.2707689815396667	-0.17924761652555307
mean_skew	[1.0,1.5)	pELS	288	7911	288	7898	71.59	1033.057	90.03681	455.183707	286	7906	-65.1219991573598	1637.9720032333869	860.4335176488872	25825.150046981333	16	679	100	2216	85	2169	271223115	11777645	1.188838763497579	1.057036695975588	1.3415578657855707	0.2495530625385935	0.0800254620404084	0.4239092841037738
mean_skew	[1.5,Inf)	Other cCREs	212	3548	212	3547	35.574999999999996	442.331	35.160039	157.519809	212	3531	-170.06799869844696	-731.4809969606578	670.4397794977377	4914.313079063647	3	52	14	134	19	170	271223115	11777645	0.7235378996733092	0.6299362632464275	0.8347519839571647	-0.46685950627317846	-0.6667222303224545	-0.2605804777379215
mean_skew	[1.5,Inf)	PLS	16	460	16	459	1.925	62.828	0.288453	20.88304	16	460	-0.24799990281463452	373.41800199635327	43.92998442528132	2725.5941949299736	2	83	6	160	5	197	271223115	11777645	1.1775641131157906	0.7274165241763905	2.0391181453286964	0.2358056102891606	-0.45914639609883534	1.0279453666943323
mean_skew	[1.5,Inf)	dELS	564	11399	564	11396	129.374	1423.16	158.077228	630.744588	564	11380	-375.6490004790248	-1127.787994269747	1770.7883099048945	25082.220809669292	11	458	73	1137	136	1920	271223115	11777645	0.8761652926280236	0.8051069597540518	0.9550685190509797	-0.19072502830361476	-0.31274763457177845	-0.06632385540492439
mean_skew	[1.5,Inf)	non-cCRE	1329	21931	1329	21920	181.165	2580.641	122.781197	674.280863	1320	21732	-1240.1490015641325	-4792.752991423475	3728.893745636863	28382.822058672104	4	228	71	912	17	325	271223115	11777645	0.7160611517059282	0.6774613468125424	0.7573758139199659	-0.4818452958117429	-0.561789460380535	-0.4009187440305667
mean_skew	[1.5,Inf)	pELS	82	2328	82	2323	17.433	308.555	19.916983	124.246885	82	2325	-49.929000835865736	502.27600275713496	354.50917994797396	7003.629336563182	5	192	26	640	22	644	271223115	11777645	1.2184977750781305	0.9787492998076728	1.5356492529463421	0.285103616767714	-0.03098872458009219	0.6188487376613435
