skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	total	prop
K562_skew	[-0.05,0.05)	dELS	non-CpG transversion	16694422	16694422	975956.6240000008	129723.194196	16668334	2188926.3482054668	37112313.2093014	910888	1128435	1568907	46592399	0.35830784330293874
K562_skew	[-0.05,0.05)	non-cCRE	CpG transition	18458821	18458821	40043731.45900001	91914027.72787693	18280319	-14795423.651662622	44784349.3931785	99759	591403	114476	304842950	0.06055190385737968
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG transition	172871317	172871317	26334167.67700023	5591245.061036883	171089862	-10269732.32751141	182007112.32451472	2489905	3588867	543514	304842950	0.5670832046468518
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG transversion	113512812	113512812	6956828.354999995	1137492.0344050054	111846417	-5555526.08094475	120833538.1978696	1739705	2361590	383880	304842950	0.37236489149576857
K562_skew	[-0.05,0.05)	pELS	CpG transition	606648	606648	921297.563	1769002.0240250002	606056	-411625.5838862549	1973176.7307872376	15429	140658	101504	6472736	0.09372358149629462
K562_skew	[-0.05,0.05)	pELS	non-CpG transition	3486553	3486553	499016.763	96288.671573	3483959	471434.8249236938	7779378.37398455	190100	704548	397217	6472736	0.5386521248510676
K562_skew	[-0.05,0.05)	pELS	non-CpG transversion	2379535	2379535	145780.608	19712.247256	2376962	257564.550014706	5542459.481387813	130044	504022	301404	6472736	0.36762429365263777
K562_skew	[-0.2,-0.05)	PLS	CpG transition	78939	78939	66100.015	101802.003279	78852	-1094.6209782076803	399764.40089163976	8628	28089	38584	379857	0.20781241361880917
K562_skew	[-0.2,-0.05)	PLS	non-CpG transition	142321	142321	21333.967	3991.957401	142230	103833.35895810112	826518.4430241513	24686	49313	56889	379857	0.37466994158328004
K562_skew	[-0.2,-0.05)	PLS	non-CpG transversion	158597	158597	12941.186	1849.743178	158424	73937.08096455563	896081.9456816746	23908	57005	70781	379857	0.4175176447979108
K562_skew	[-0.2,-0.05)	dELS	CpG transition	1861136	1861136	3763633.207	8330533.801339	1857891	-1613192.845883102	6851478.859087671	37029	180860	323025	10357149	0.17969578307698383
K562_skew	[-0.2,-0.05)	dELS	non-CpG transition	4751422	4751422	675696.496	126590.260446	4745415	789862.105625334	10294757.636784395	265075	364275	660031	10357149	0.4587577141161144
K562_skew	[-0.2,-0.05)	dELS	non-CpG transversion	3744591	3744591	230408.288	30258.221648	3738172	343817.0038206175	8735409.044394206	202511	297102	563433	10357149	0.36154650280690176
K562_skew	[-0.2,-0.05)	non-cCRE	CpG transition	5924508	5924508	13098854.374	30796513.342956007	5882334	-5409868.21415791	15983854.354086379	25435	239638	64441	39443915	0.1502008104418641
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG transition	18335070	18335070	2615858.397999996	518443.440776	18151879	-602919.8241629122	18813186.102073777	278488	476922	123664	39443915	0.46483899988122374
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG transversion	15184337	15184337	918658.7260000008	130490.44104599992	14973427	-1029478.7950189828	16881981.66099642	228607	413214	118266	39443915	0.38496018967691215
K562_skew	[-0.2,-0.05)	pELS	CpG transition	316958	316958	462320.09400000004	904965.5117179999	316533	-189395.75493370148	1104703.3466906876	11450	80896	75935	1649307	0.192176471693869
K562_skew	[-0.2,-0.05)	pELS	non-CpG transition	703872	703872	101236.943	18858.399121	703203	191417.670960598	1857579.1081562787	51753	162305	136046	1649307	0.4267683336092068
K562_skew	[-0.2,-0.05)	pELS	non-CpG transversion	628477	628477	43157.913	6090.128967	627574	104403.27098030895	1782668.036645237	44340	155102	139653	1649307	0.3810551946969242
K562_skew	[-0.5,-0.2)	PLS	CpG transition	35110	35110	27520.881	40865.865629	35085	17466.81599480218	226933.73480563296	6117	12834	19445	169474	0.207170421421575
K562_skew	[-0.5,-0.2)	PLS	non-CpG transition	58987	58987	9658.41	2019.648998	58964	76145.412983774	499132.5400394071	15562	21378	29486	169474	0.3480592893305168
K562_skew	[-0.5,-0.2)	PLS	non-CpG transversion	75377	75377	6296.718	940.039544	75327	73877.2759930558	557469.8915249313	16913	28044	40372	169474	0.44477028924790823
K562_skew	[-0.5,-0.2)	dELS	CpG transition	553384	553384	1112568.817	2469540.658425	552340	-478471.0888837438	2024471.7677008836	11500	58598	134958	2715064	0.2038198731226962
K562_skew	[-0.5,-0.2)	dELS	non-CpG transition	1166212	1166212	177942.566	36352.564014	1164660	199870.6168748357	2739147.7079258803	69767	99863	239710	2715064	0.42953388944054355
K562_skew	[-0.5,-0.2)	dELS	non-CpG transversion	995468	995468	64620.06	8932.976936	993623	88566.93299631604	2474506.1550748553	56500	89593	220114	2715064	0.3666462374367602
K562_skew	[-0.5,-0.2)	non-cCRE	CpG transition	1413562	1413562	3012790.809	6883927.008529	1405425	-1305081.2747508257	3761190.915331914	5236	65906	21606	6810573	0.20755404868283475
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG transition	2817693	2817693	437567.951	92631.051623	2793922	-164809.29226478992	2918958.361816181	38693	93436	35405	6810573	0.41372333869705236
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG transversion	2579318	2579318	171483.675	24703.120203	2546649	-305942.2060375804	2983914.5313268285	34520	90531	37324	6810573	0.37872261262011286
K562_skew	[-0.5,-0.2)	pELS	CpG transition	99809	99809	139704.319	270877.856135	99672	-46080.547978412265	379187.370568493	5175	26716	31971	478318	0.208666619278388
K562_skew	[-0.5,-0.2)	pELS	non-CpG transition	189315	189315	29688.264	6073.13382	189113	82645.18299481063	671226.8651928472	19738	48003	54488	478318	0.39579317525161084
K562_skew	[-0.5,-0.2)	pELS	non-CpG transversion	189194	189194	14054.921	2145.488569	188873	62416.078003254624	687132.5502001961	18734	51337	61349	478318	0.3955402054700011
K562_skew	[-1.0,-0.5)	PLS	CpG transition	14531	14531	11531.690999999999	17173.704838999998	14525	17180.26799530257	145449.05008806384	3942	5626	9068	66401	0.21883706570684178
K562_skew	[-1.0,-0.5)	PLS	non-CpG transition	22360	22360	3852.104	859.16677	22350	46617.24300052202	288197.6412270523	8471	8371	13148	66401	0.33674191653740154
K562_skew	[-1.0,-0.5)	PLS	non-CpG transversion	29510	29510	2428.694	341.14799	29489	51196.16797755764	324407.7005773508	9836	11261	18323	66401	0.4444210177557567
K562_skew	[-1.0,-0.5)	dELS	CpG transition	174882	174882	349131.32599999994	773827.05396	174540	-145316.15199222567	652583.2944419297	4422	19862	58211	786114	0.22246391744708782
K562_skew	[-1.0,-0.5)	dELS	non-CpG transition	327588	327588	51488.515	10785.940535	327118	94844.74591346648	954440.2886681408	25388	29993	94573	786114	0.41671818591196697
K562_skew	[-1.0,-0.5)	dELS	non-CpG transversion	283644	283644	19117.352	2562.812372	283119	42205.22999517782	826965.8449480957	19530	27811	89245	786114	0.3608178966409452
K562_skew	[-1.0,-0.5)	non-cCRE	CpG transition	367477	367477	779273.223	1780829.553135	365480	-323379.5005512502	936188.6989115276	1392	19283	7459	1379709	0.26634384497020747
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG transition	525294	525294	85629.19499999999	18887.027317	521152	-23065.258827743928	563804.4707426757	7777	20529	10830	1379709	0.3807281100579905
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG transversion	486938	486938	37967.491	5954.405595	482114	-93669.65475335032	643935.5839383542	6442	20566	11572	1379709	0.352928044971802
K562_skew	[-1.0,-0.5)	pELS	CpG transition	31644	31644	44121.065	85444.150267	31607	-8640.82498226233	139737.54138380705	2410	8841	12803	143291	0.22083731706806428
K562_skew	[-1.0,-0.5)	pELS	non-CpG transition	55060	55060	9020.357	1929.398121	54989	39231.63999214072	278951.8253000628	8109	14623	20890	143291	0.38425302356742574
K562_skew	[-1.0,-0.5)	pELS	non-CpG transversion	56587	56587	4329.58	633.573972	56485	33692.07099272521	279684.2584911612	8043	16305	24016	143291	0.39490965936451
K562_skew	[-1.5,-1.0)	PLS	CpG transition	3954	3954	3339.3320000000003	5236.109038	3952	7849.011998617789	59626.87708983003	1490	1509	2674	17759	0.22264767160313081
K562_skew	[-1.5,-1.0)	PLS	non-CpG transition	6255	6255	1099.527	248.748697	6244	18124.121985691832	112349.2494617767	3090	2401	4235	17759	0.3522157779154232
K562_skew	[-1.5,-1.0)	PLS	non-CpG transversion	7550	7550	585.95	70.638836	7542	18257.860991220692	116154.17849071824	3275	3074	5252	17759	0.42513655048144605
K562_skew	[-1.5,-1.0)	dELS	CpG transition	40715	40715	82174.97399999999	185202.0984	40638	-30261.3020041414	160172.90161272036	1390	4849	16909	184781	0.2203419182708179
K562_skew	[-1.5,-1.0)	dELS	non-CpG transition	78796	78796	12568.294	2626.221274	78670	41467.10296523302	329747.4836870103	8862	7619	31330	184781	0.4264291242064931
K562_skew	[-1.5,-1.0)	dELS	non-CpG transversion	65270	65270	4190.327	480.492993	65110	19397.225992193344	232289.02450210424	5708	6644	26886	184781	0.353228957522689
K562_skew	[-1.5,-1.0)	non-cCRE	CpG transition	67282	67282	149005.775	355588.327001	66991	-62595.987899524305	186688.42257066068	354	3592	1734	239546	0.28087298472944655
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG transition	90031	90031	15599.4	3517.214888	89179	42.89904599578553	94078.41928854372	1459	3880	2666	239546	0.3758401309143129
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG transversion	82233	82233	5328.2880000000005	602.379958	81272	-9306.122958085269	98685.8585793698	1156	3856	2646	239546	0.34328688435624055
K562_skew	[-1.5,-1.0)	pELS	CpG transition	6936	6936	9849.581	19335.564899	6930	-524.536999325034	40862.309009489254	754	1977	3270	31992	0.21680420105026257
K562_skew	[-1.5,-1.0)	pELS	non-CpG transition	12836	12836	2139.188	454.085786	12816	14124.766994865266	92254.7507294654	2577	3540	6159	31992	0.40122530632658165
K562_skew	[-1.5,-1.0)	pELS	non-CpG transversion	12220	12220	865.703	101.879177	12193	10859.754007262649	80090.00533335017	2244	3528	6261	31992	0.3819704926231558
K562_skew	[0.05,0.2)	PLS	CpG transition	22857	22857	17748.701	24398.318277	22835	-3014.653012887923	118510.9216225713	2305	8348	11090	294298	0.0776661751014278
K562_skew	[0.05,0.2)	PLS	non-CpG transition	142785	142785	21536.871	4303.521643	142686	48813.19101400475	755329.4095842037	19026	48220	49235	294298	0.48517149284059014
K562_skew	[0.05,0.2)	PLS	non-CpG transversion	128656	128656	9444.465	1234.279177	128536	37767.502987731954	671259.8486434601	16593	45712	49658	294298	0.43716233205798205
K562_skew	[0.05,0.2)	dELS	CpG transition	435384	435384	813079.6610000001	1665128.701257	434614	-364927.2989295251	1552926.8533800105	8578	44266	74834	9955022	0.04373511178579013
K562_skew	[0.05,0.2)	dELS	non-CpG transition	5743187	5743187	924549.692	212203.915208	5736233	-271770.59244155744	13598149.38783187	263828	434157	692533	9955022	0.5769135417279841
K562_skew	[0.05,0.2)	dELS	non-CpG transversion	3776451	3776451	217275.211	22733.259247	3770586	379054.36179319787	8378491.210420002	196884	291539	472441	9955022	0.37935134648622576
K562_skew	[0.05,0.2)	non-cCRE	CpG transition	1409736	1409736	2955090.358	6599384.38512	1398458	-1133532.127067022	3448435.249515593	7780	56683	14113	41976488	0.033583943468543626
K562_skew	[0.05,0.2)	non-cCRE	non-CpG transition	23631558	23631558	3877066.987999993	888740.413488	23390673	-3321537.002121809	28629592.454932634	304125	622709	133820	41976488	0.5629712995522637
K562_skew	[0.05,0.2)	non-cCRE	non-CpG transversion	16935194	16935194	1061823.155000001	132411.00072899996	16717714	-1283665.7852978455	18291532.048283108	237629	443664	99542	41976488	0.40344475697919274
K562_skew	[0.05,0.2)	pELS	CpG transition	78407	78407	102779.39600000001	183868.42492199998	78320	-46239.478985594506	274990.42458644294	2955	20759	19777	1535282	0.051070096568578284
K562_skew	[0.05,0.2)	pELS	non-CpG transition	842328	842328	131229.929	28400.611101	841570	39665.20497679711	2253483.9091365985	49620	190631	135847	1535282	0.5486470889387096
K562_skew	[0.05,0.2)	pELS	non-CpG transversion	614547	614547	38098.698	4344.274708	613781	91541.13202397832	1602273.5624468392	39379	148440	111677	1535282	0.4002828144927121
K562_skew	[0.2,0.5)	PLS	CpG transition	7687	7687	5717.287	7730.929553	7683	1172.4070054827025	44097.5643114493	1040	2922	3993	104296	0.07370368949911789
K562_skew	[0.2,0.5)	PLS	non-CpG transition	47514	47514	7129.468	1374.563382	47492	27423.99297585174	294367.3438724155	8029	16646	18472	104296	0.45556876582035744
K562_skew	[0.2,0.5)	PLS	non-CpG transversion	49095	49095	3736.753	499.481405	49057	25752.23196428467	295926.1547746181	7983	18135	21188	104296	0.47072754468052463
K562_skew	[0.2,0.5)	dELS	CpG transition	111795	111795	211237.252	440777.13861599995	111586	-96640.67800176995	413875.10011612787	2332	12096	24280	2311771	0.04835902864081261
K562_skew	[0.2,0.5)	dELS	non-CpG transition	1296374	1296374	201342.144	43461.236176	1294589	-60626.4420442693	3078143.6013782974	60251	109166	201248	2311771	0.5607709414124495
K562_skew	[0.2,0.5)	dELS	non-CpG transversion	903602	903602	52231.638	5265.98113	901957	77265.06988566564	2059654.9328182023	47443	78661	145082	2311771	0.3908700299467378
K562_skew	[0.2,0.5)	non-cCRE	CpG transition	283235	283235	603070.221	1365495.323977	281323	-249461.99776632403	747450.9519946895	1415	13524	4250	6501311	0.04356582849213028
K562_skew	[0.2,0.5)	non-cCRE	non-CpG transition	3566909	3566909	559433.767	122340.78976100001	3533971	-569404.9382960969	4455216.594739844	44360	117125	32479	6501311	0.5486445733791231
K562_skew	[0.2,0.5)	non-cCRE	non-CpG transversion	2651167	2651167	163457.689	18540.909033	2619144	-223662.50422452012	2972725.676999087	37620	89878	27202	6501311	0.40778959812874666
K562_skew	[0.2,0.5)	pELS	CpG transition	21964	21964	27606.719	49365.418395	21934	-9857.932996536609	79851.2514249357	1118	6153	6868	396440	0.055403087478559175
K562_skew	[0.2,0.5)	pELS	non-CpG transition	206158	206158	31149.216	6304.614244	205959	29142.301983885347	616847.5946487958	15215	50878	44039	396440	0.5200232065381899
K562_skew	[0.2,0.5)	pELS	non-CpG transversion	168318	168318	11047.941	1316.054775	168074	38251.753041991265	509912.6363252487	13495	45133	40531	396440	0.42457370598325095
K562_skew	[0.5,1.0)	PLS	CpG transition	2041	2041	1526.9180000000001	2132.08845	2041	809.4440012953715	12725.591681598211	337	770	1125	28597	0.07137112284505367
K562_skew	[0.5,1.0)	PLS	non-CpG transition	12912	12912	1896.628	349.51051	12904	9325.471997237068	89058.81308334108	2435	4685	5029	28597	0.4515158932755184
K562_skew	[0.5,1.0)	PLS	non-CpG transversion	13644	13644	1079.025	156.014963	13632	9854.47100237804	91825.74841637096	2561	5066	6163	28597	0.4771129838794279
K562_skew	[0.5,1.0)	dELS	CpG transition	29387	29387	56250.295000000006	119114.46820500001	29340	-25662.598980224	110450.81042649671	634	3251	7068	576675	0.05095937919972255
K562_skew	[0.5,1.0)	dELS	non-CpG transition	323591	323591	48280.76	9691.009166	323119	-16564.560985602322	774118.9133000225	15229	28791	56967	576675	0.5611323535787055
K562_skew	[0.5,1.0)	dELS	non-CpG transversion	223697	223697	13130.476	1373.873572	223284	12914.74301653414	524719.7183459242	11524	21333	41710	576675	0.38790826722157196
K562_skew	[0.5,1.0)	non-cCRE	CpG transition	54852	54852	115252.2	259671.357284	54456	-46767.30497390068	144937.00936047433	349	2970	1199	1270070	0.04318817073074713
K562_skew	[0.5,1.0)	non-cCRE	non-CpG transition	706489	706489	105684.506	21178.873466	701042	-129462.11186882285	910360.6121453831	8421	26939	8466	1270070	0.5562598911871
K562_skew	[0.5,1.0)	non-cCRE	non-CpG transversion	508729	508729	32627.655	4025.483339	503436	-55191.328813168	588361.7528389717	6737	20948	7274	1270070	0.40055193808215295
K562_skew	[0.5,1.0)	pELS	CpG transition	5857	5857	7166.793	12832.881867	5846	-1929.8190052999435	22427.002141525943	377	1743	1966	105369	0.05558560867048183
K562_skew	[0.5,1.0)	pELS	non-CpG transition	53951	53951	7896.459	1506.875573	53895	10808.001013020994	179625.06283164982	4503	13888	12687	105369	0.5120196642276191
K562_skew	[0.5,1.0)	pELS	non-CpG transversion	45561	45561	3169.165	412.216569	45489	12713.43197918544	157880.49409515757	4266	12987	12666	105369	0.432394727101899
K562_skew	[1.0,1.5)	PLS	CpG transition	359	359	312.006	475.40891799999997	359	59.18399992678326	2276.229342351795	51	134	190	5370	0.06685288640595903
K562_skew	[1.0,1.5)	PLS	non-CpG transition	2342	2342	334.257	58.613969	2341	1742.7230004644953	16600.214672509774	455	803	866	5370	0.4361266294227188
K562_skew	[1.0,1.5)	PLS	non-CpG transversion	2669	2669	235.619	37.616145	2666	2284.75100384152	17771.471875220384	535	968	1162	5370	0.49702048417132216
K562_skew	[1.0,1.5)	dELS	CpG transition	6603	6603	12751.099	27123.801331	6599	-5764.6469940011175	25446.754522836753	159	751	1736	113447	0.058203390129311486
K562_skew	[1.0,1.5)	dELS	non-CpG transition	62908	62908	8895.202	1616.914116	62822	-3467.7279993678667	145657.91298763122	2956	5768	11282	113447	0.5545144428675945
K562_skew	[1.0,1.5)	dELS	non-CpG transversion	43936	43936	2614.134	272.682312	43842	2329.0940017529065	104391.53586130126	2356	4298	8902	113447	0.387282167003094
K562_skew	[1.0,1.5)	non-cCRE	CpG transition	7545	7545	15862.278	35863.102096	7502	-6716.114000180506	22406.78668009545	63	501	250	214525	0.03517072602260809
K562_skew	[1.0,1.5)	non-cCRE	non-CpG transition	121589	121589	17391.4	3224.50216	120692	-26474.725992268777	163053.26769585782	1315	4958	1537	214525	0.5667824262906421
K562_skew	[1.0,1.5)	non-cCRE	non-CpG transversion	85391	85391	5355.014	562.2386300000001	84596	-10312.075957515744	99315.78676327328	1099	3967	1521	214525	0.3980468476867498
K562_skew	[1.0,1.5)	pELS	CpG transition	1250	1250	1510.735	2755.919613	1250	-275.49399813008523	5532.233377723029	92	370	475	21431	0.05832672297139657
K562_skew	[1.0,1.5)	pELS	non-CpG transition	10583	10583	1488.609	265.522385	10572	1607.5179993769834	33327.17362868142	854	2761	2509	21431	0.49381736736503196
K562_skew	[1.0,1.5)	pELS	non-CpG transversion	9598	9598	726.698	99.431494	9586	2790.525998775616	33266.56241100844	925	2728	2879	21431	0.44785590966357147
K562_skew	[1.5,Inf)	PLS	CpG transition	67	67	52.342	80.767448	67	47.41999967023726	457.08743574986755	14	24	40	1515	0.04422442244224423
K562_skew	[1.5,Inf)	PLS	non-CpG transition	680	680	92.172	14.848384	680	449.0360025217529	4025.0665521171886	128	224	250	1515	0.44884488448844884
K562_skew	[1.5,Inf)	PLS	non-CpG transversion	768	768	68.495	10.692011	768	618.7419964484873	5018.733714763726	151	274	347	1515	0.5069306930693069
K562_skew	[1.5,Inf)	dELS	CpG transition	2160	2160	4274.281	9190.991103	2159	-1952.2190002597642	8396.141618775013	39	266	583	38064	0.05674653215636822
K562_skew	[1.5,Inf)	dELS	non-CpG transition	21590	21590	2940.85	499.250964	21557	-2053.967994526029	48307.31227772153	901	2043	3792	38064	0.5672026061370323
K562_skew	[1.5,Inf)	dELS	non-CpG transversion	14314	14314	842.856	82.362104	14290	144.33900581300298	34366.9576513404	716	1493	2912	38064	0.3760508617065994
K562_skew	[1.5,Inf)	non-cCRE	CpG transition	1560	1560	3365.077	7771.8546049999995	1555	-1514.4119991781195	5740.049367466437	23	109	64	68367	0.022818026240730177
K562_skew	[1.5,Inf)	non-cCRE	non-CpG transition	42415	42415	5678.297	950.766097	42173	-14335.775992879524	65923.23409285511	383	1854	558	68367	0.6204016557695965
K562_skew	[1.5,Inf)	non-cCRE	non-CpG transversion	24392	24392	1455.001	139.113151	24185	-4013.533988223761	32560.658072315284	346	1316	513	68367	0.35678031798967336
K562_skew	[1.5,Inf)	pELS	CpG transition	383	383	489.44899999999996	935.054441	383	-131.34699895232922	1793.9136407726753	34	108	158	7545	0.05076209410205434
K562_skew	[1.5,Inf)	pELS	non-CpG transition	3743	3743	502.865	83.811029	3739	538.4530035227075	10268.701956012294	292	993	920	7545	0.49609012591119944
K562_skew	[1.5,Inf)	pELS	non-CpG transversion	3419	3419	266.356	36.803916	3412	1209.1830039698405	11367.029266746596	333	1003	1086	7545	0.4531477799867462
SKNSH_skew	(-Inf,-1.5)	PLS	CpG transition	2103	2103	1709.598	2614.3192440000003	2103	5660.6280011651115	43685.84762559585	970	830	1336	6181	0.3402362077333765
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG transition	1539	1539	213.036	36.187756	1534	5473.335000091932	36624.894176307134	860	601	971	6181	0.24898883675780617
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG transversion	2539	2539	185.961	21.177857	2537	8272.028993583637	56996.886635303	1376	1025	1682	6181	0.4107749555088173
SKNSH_skew	(-Inf,-1.5)	dELS	CpG transition	18426	18426	38582.378	88504.62757000001	18407	-13832.974996192263	67135.10087046253	538	1912	6490	53041	0.34739164042910203
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG transition	17066	17066	2404.723	429.773083	17041	9456.629988869883	62586.53516949582	1803	1558	7588	53041	0.3217510982070474
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG transversion	17549	17549	1058.734	108.361498	17513	2934.0390037260936	57747.28380450855	1347	1725	7386	53041	0.33085726136385063
SKNSH_skew	(-Inf,-1.5)	non-cCRE	CpG transition	32029	32029	72575.65800000001	174560.302086	31922	-31478.53197855026	95791.90876628853	156	1204	673	78356	0.40876257083056816
SKNSH_skew	(-Inf,-1.5)	non-cCRE	non-CpG transition	23356	23356	3652.227	701.522051	22978	1390.7770093441936	20055.210183822863	302	864	576	78356	0.29807545050793816
SKNSH_skew	(-Inf,-1.5)	non-cCRE	non-CpG transversion	22971	22971	1540.511	175.015385	22691	-6702.868997523212	39085.50974845644	291	912	651	78356	0.2931619786614937
SKNSH_skew	(-Inf,-1.5)	pELS	CpG transition	2554	2554	4110.307	8582.216803000001	2553	177.0729979387254	15828.19363030791	277	661	1105	7526	0.33935689609354236
SKNSH_skew	(-Inf,-1.5)	pELS	non-CpG transition	2312	2312	333.593	60.900937	2311	3195.8419999865587	21198.121972892113	537	585	1204	7526	0.3072017007706617
SKNSH_skew	(-Inf,-1.5)	pELS	non-CpG transversion	2660	2660	162.165	15.191765	2658	3034.629001355615	23146.073789438244	580	731	1334	7526	0.3534414031357959
SKNSH_skew	[-0.05,0.05)	PLS	CpG transition	81305	81305	71822.307	110245.598171	81236	-20153.88198899722	376520.6266197794	6717	28231	36371	718791	0.11311354760980591
SKNSH_skew	[-0.05,0.05)	PLS	non-CpG transition	343940	343940	49360.019	9030.182093	343703	135835.2299435852	1543670.485393284	40925	104799	98808	718791	0.47849792220548115
SKNSH_skew	[-0.05,0.05)	PLS	non-CpG transversion	293546	293546	21765.259	3167.804761	293218	71632.96291340106	1379606.7696432583	33123	95165	99638	718791	0.40838853018471294
SKNSH_skew	[-0.05,0.05)	dELS	CpG transition	2677656	2677656	5242496.32	11137539.171974005	2673598	-2145066.47188606	9158312.973265843	52775	236446	347441	40879118	0.06550180461329914
SKNSH_skew	[-0.05,0.05)	dELS	non-CpG transition	23193704	23193704	3356030.627999994	657083.364638	23167881	3193862.7823065897	48873048.1559771	1218787	1542540	2090769	40879118	0.5673729066268015
SKNSH_skew	[-0.05,0.05)	dELS	non-CpG transversion	15007758	15007758	872928.8550000004	119868.39891699998	14986105	1959555.4603652037	32883479.861419138	805510	1012960	1428703	40879118	0.36712528875989936
SKNSH_skew	[-0.05,0.05)	non-cCRE	CpG transition	13569495	13569495	29313188.751	67062498.51821898	13459314	-10740311.73062317	32110745.57075124	71175	431588	81866	273753758	0.04956825104114187
SKNSH_skew	[-0.05,0.05)	non-cCRE	non-CpG transition	156907607	156907607	23883449.7060002	5020777.063379931	155381788	-8739804.014671717	161226862.14764246	2224167	3244999	484873	273753758	0.5731706046570509
SKNSH_skew	[-0.05,0.05)	non-cCRE	non-CpG transversion	103276656	103276656	6341587.329999997	1085863.779704005	101883252	-5158357.506710383	108692300.23378272	1543976	2146061	349503	273753758	0.3772611443018072
SKNSH_skew	[-0.05,0.05)	pELS	CpG transition	437963	437963	641474.247	1219141.507137	437504	-284687.8169102641	1425563.3540803334	12134	105006	81579	5735965	0.07635384804474922
SKNSH_skew	[-0.05,0.05)	pELS	non-CpG transition	3130222	3130222	446917.056	84868.77459	3127839	475717.3518698923	6841666.731922147	170634	633540	363456	5735965	0.5457184623685813
SKNSH_skew	[-0.05,0.05)	pELS	non-CpG transversion	2167780	2167780	133180.405	18733.750299	2165359	239756.3500150369	5038630.861066184	118349	462787	288882	5735965	0.3779276895866694
SKNSH_skew	[-0.2,-0.05)	PLS	CpG transition	97279	97279	90831.049	145793.377399	97177	-12266.177994661042	476262.2094893779	9496	33593	43485	428537	0.22700256920639292
SKNSH_skew	[-0.2,-0.05)	PLS	non-CpG transition	156464	156464	22646.355	4111.055017	156360	114761.53096136912	900065.1451056376	26980	53429	60922	428537	0.3651119973304522
SKNSH_skew	[-0.2,-0.05)	PLS	non-CpG transversion	174794	174794	13982.907	1979.204137	174626	83130.81599674412	978336.9182633816	26202	61723	75690	428537	0.40788543346315487
SKNSH_skew	[-0.2,-0.05)	dELS	CpG transition	3115087	3115087	6243325.751	13629238.859025	3109814	-2628274.794793449	11339541.929828538	63202	288394	476587	13573527	0.22949724121077741
SKNSH_skew	[-0.2,-0.05)	dELS	non-CpG transition	5774512	5774512	781989.62	139047.757008	5766458	1258926.7775752037	12604847.749068132	346489	446274	804318	13573527	0.42542457829862496
SKNSH_skew	[-0.2,-0.05)	dELS	non-CpG transversion	4683928	4683928	291164.129	37516.261321	4675304	597252.7208007649	10977041.739606308	268595	367466	678649	13573527	0.34507818049059763
SKNSH_skew	[-0.2,-0.05)	non-cCRE	CpG transition	10706861	10706861	23497562.988	54736816.500494	10598379	-9254358.063071443	28108067.216765884	54574	395727	98634	53504032	0.20011316156509476
SKNSH_skew	[-0.2,-0.05)	non-cCRE	non-CpG transition	23107652	23107652	3044777.568999992	558132.076211	22827553	471753.2467040493	23578410.449621934	412857	590286	151697	53504032	0.43188618009199753
SKNSH_skew	[-0.2,-0.05)	non-cCRE	non-CpG transversion	19689519	19689519	1180083.173000001	155903.19899499978	19347134	-635860.5120737643	22483469.27319592	352091	518892	143168	53504032	0.3680006583429077
SKNSH_skew	[-0.2,-0.05)	pELS	CpG transition	493822	493822	742746.7509999999	1447945.044661	493256	-317957.074893311	1685063.9085388132	15292	120065	102113	2110033	0.2340352022930447
SKNSH_skew	[-0.2,-0.05)	pELS	non-CpG transition	847672	847672	116509.845	20633.434655	846889	273091.7230029689	2223466.975377146	65081	194687	160794	2110033	0.4017340013165671
SKNSH_skew	[-0.2,-0.05)	pELS	non-CpG transversion	768539	768539	52500.529	7154.885303	767464	143340.18699530463	2139916.764926124	54761	187422	161708	2110033	0.3642307963903882
SKNSH_skew	[-0.5,-0.2)	PLS	CpG transition	31093	31093	26256.425000000003	40417.384744999996	31073	14206.123014094312	208975.7269586937	5348	11364	16600	154039	0.20185147917085933
SKNSH_skew	[-0.5,-0.2)	PLS	non-CpG transition	55314	55314	8737.804	1794.242136	55279	72678.4619784509	483176.97327955	14775	20240	27130	154039	0.3590908795824434
SKNSH_skew	[-0.5,-0.2)	PLS	non-CpG transversion	67632	67632	5494.475	786.905807	67582	68492.84098632552	526537.9419696585	15601	25466	35492	154039	0.43905764124669727
SKNSH_skew	[-0.5,-0.2)	dELS	CpG transition	627839	627839	1259840.4239999999	2764960.0692419996	626798	-520500.5579454545	2259383.2904796493	14080	63897	145209	2675486	0.23466353402708892
