skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci	skew_cell	matched
SKNSH_skew	[0.2,0.5)	PLS	SK-N-SH	63701	63678	9215.344	2799.858858	63666	43668.303975503426	458222.5502385633	12578	26806	32826	0.6858967734034402	6.7269394713227815	0.010279097311410277	0.6657497426730761	0.7060438041338044	0.1975622781390381	0.0015779887345956306	0.19446942021923067	0.20065513605884552	SK-N-SH	Matched
SKNSH_skew	[0.2,0.5)	dELS	HepG2	57629	57623	10864.929	9819.934009	57606	8634.171010428345	210961.19809610973	4862	11561	18327	0.14988318943214846	3.6397375402649796	0.007948792754715696	0.1343035556329057	0.16546282323139122	0.08440093045863278	0.001158223649664694	0.08213081210528998	0.08667104881197558	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	dELS	K562	74374	74365	14224.522	13103.536734	74306	4404.863006076079	235558.30946822616	4948	13647	22977	0.05928004476187763	3.166640051033659	0.006528109170159353	0.0464849507883653	0.07207513873538995	0.06658950824967028	9.145917958590851e-4	0.06479690832978648	0.06838210816955408	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	dELS	SK-N-SH	27183	27181	5171.996	4254.631164	27159	11272.936983218411	152983.26034215587	3878	6039	11742	0.41507187242602495	5.460791710758923	0.01417982654299359	0.3872794124017575	0.4428643324502924	0.1427887624728451	0.0021229220853588534	0.13862783518554175	0.14694968976014847	SK-N-SH	Matched
SKNSH_skew	[0.2,0.5)	non-cCRE	HepG2	6763308	6756065	1315407.609	1431204.601783	6684153	-1068605.6812593325	8426674.723340318	84831	226574	59592	-0.15987151719287881	1.235135752717242	4.2986704841152924e-4	-0.16071405660776542	-0.15902897777799221	0.012691361194155789	4.3296957515766694e-5	0.012606499157424886	0.012776223230886691	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	non-cCRE	K562	6763308	6756065	1315407.609	1431204.601783	6684153	-1068605.6812593325	8426674.723340318	84831	226574	59592	-0.15987151719287881	1.235135752717242	4.2986704841152924e-4	-0.16071405660776542	-0.15902897777799221	0.012691361194155789	4.3296957515766694e-5	0.012606499157424886	0.012776223230886691	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	non-cCRE	SK-N-SH	6763308	6756065	1315407.609	1431204.601783	6684153	-1068605.6812593325	8426674.723340318	84831	226574	59592	-0.15987151719287881	1.235135752717242	4.2986704841152924e-4	-0.16071405660776542	-0.15902897777799221	0.012691361194155789	4.3296957515766694e-5	0.012606499157424886	0.012776223230886691	SK-N-SH	Matched
SKNSH_skew	[0.2,0.5)	pELS	HepG2	47802	47793	7015.662	2980.697742	47775	23066.507010716123	242398.7823720268	6600	19940	20687	0.4828154267025876	4.840748460399164	0.010065976453130608	0.4630861128544516	0.5025447405507236	0.13814756671899528	0.00157865681255907	0.1350533993663795	0.14124173407161106	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	pELS	K562	83817	83810	12474.406	5617.441374	83725	35300.82602077932	370414.045222032	10236	33934	33158	0.4216282594300307	4.246455250471173	0.007121733167851622	0.4076696624210415	0.43558685643901984	0.12225739026575097	0.0011321228947971872	0.12003842939194849	0.12447635113955345	SK-N-SH	Mismatched
SKNSH_skew	[0.2,0.5)	pELS	SK-N-SH	53431	53423	7649.934	2503.710942	53428	34527.036028077244	296266.7815561772	8769	22594	25290	0.6462348586523404	5.127635976358179	0.009796571992092567	0.627033577547839	0.6654361397568419	0.16412742382271467	0.0016024192597262536	0.16098668207365122	0.16726816557177812	SK-N-SH	Matched
SKNSH_skew	[0.5,1.0)	Inactive cCRE	HepG2	746135	745687	168451.205	207981.197847	743825	-46579.18493816876	1743662.7127946597	33300	69043	105397	-0.06262116080821263	2.340265802346161	0.0017737696014212328	-0.06609774922699825	-0.05914457238942702	0.04476859476355326	2.3977596195231564e-4	0.04429863387812672	0.04523855564897979	SK-N-SH	Mismatched
