Term	Rank	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Acyl Chain Remodelling of PC	51	0.0540355812448263	0.251878371871499	0	0	19.2372685185185	56.1365144504465	PLA2G10
Adrenaline,noradrenaline Inhibits Insulin Secretion	52	0.0582335495761615	0.251878371871499	0	0	17.7553418803419	50.483650593469	GNG4
EGFR Downregulation	53	0.0582335495761615	0.251878371871499	0	0	17.7553418803419	50.483650593469	STAM2
Endosomal Sorting Complex Required For Transport (ESCRT)	54	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	STAM2
Activation of G Protein Gated Potassium Channels	55	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	GNG4
Activation of Kainate Receptors Upon Glutamate Binding	56	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	GNG4
Acyl Chain Remodelling of PE	57	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	PLA2G10
G Protein Gated Potassium Channels	58	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	GNG4
Inhibition of Voltage Gated Ca2+ Channels via Gbeta Gamma Subunits	59	0.0603257310232136	0.251878371871499	0	0	17.09670781893	48.007496562747	GNG4
G-protein Beta Gamma Signalling	60	0.0624133900198005	0.251878371871499	0	0	16.485119047619	45.7293154126293	GNG4
GPCR Ligand Binding	61	0.0637475202541623	0.251878371871499	0	0	3.47651342090234	9.57023303590332	WNT10A;PLPPR3;GNG4
Impaired BRCA2 Binding to RAD51	62	0.0644965360727084	0.251878371871499	0	0	15.9157088122605	43.6272459113734	RMI2
Glucagon Signaling in Metabolic Regulation	63	0.0665751786449556	0.251878371871499	0	0	15.3842592592593	41.682473012093	GNG4
Glucagon-type Ligand Receptors	64	0.0665751786449556	0.251878371871499	0	0	15.3842592592593	41.682473012093	GNG4
HDR Through Single Strand Annealing (SSA)	65	0.0665751786449556	0.251878371871499	0	0	15.3842592592593	41.682473012093	RMI2
Thrombin Signalling Through Proteinase Activated Receptors (PARs)	66	0.0665751786449556	0.251878371871499	0	0	15.3842592592593	41.682473012093	GNG4
Resolution of D-Loop Structures	67	0.0686493272178436	0.251878371871499	0	0	14.8870967741935	39.8787203721738	RMI2
Resolution of D-loop Structures Through Holliday Junction Intermediates	68	0.0686493272178436	0.251878371871499	0	0	14.8870967741935	39.8787203721738	RMI2
Signal Amplification	69	0.0686493272178436	0.251878371871499	0	0	14.8870967741935	39.8787203721738	GNG4
Chromatin Modifications During the Maternal to Zygotic Transition (MZT)	70	0.0686493272178436	0.251878371871499	0	0	14.8870967741935	39.8787203721738	TET3
Regulation of MITF-M-dependent Genes Involved in Pigmentation	71	0.0686493272178436	0.251878371871499	0	0	14.8870967741935	39.8787203721738	SS18L1
Inwardly Rectifying K+ Channels	72	0.0707189912236751	0.251878371871499	0	0	14.4210069444444	38.2018404615551	GNG4
Molecules Associated With Elastic Fibres	73	0.0727841800773353	0.251878371871499	0	0	13.983164983165	36.6394810914536	EMILIN2
RHOU GTPase Cycle	74	0.0727841800773353	0.251878371871499	0	0	13.983164983165	36.6394810914536	STAM2
Presynaptic Phase of Homologous DNA Pairing and Strand Exchange	75	0.0748449031989624	0.251878371871499	0	0	13.5710784313725	35.1808123298958	RMI2
Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding	76	0.0748449031989624	0.251878371871499	0	0	13.5710784313725	35.1808123298958	GNG4
Cross-presentation of Soluble Exogenous Antigens (Endosomes)	77	0.0748449031989624	0.251878371871499	0	0	13.5710784313725	35.1808123298958	PSMD12
Regulation of Activated PAK-2p34 by Proteasome Mediated Degradation	78	0.0748449031989624	0.251878371871499	0	0	13.5710784313725	35.1808123298958	PSMD12
Autodegradation of the E3 Ubiquitin Ligase COP1	79	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	PSMD12
Defective Homologous Recombination Repair (HRR) Due to BRCA2 Loss of Function	80	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	RMI2
Diseases of DNA Double-Strand Break Repair	81	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	RMI2
Ubiquitin-dependent Degradation of Cyclin D	82	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	PSMD12
Regulation of Ornithine Decarboxylase (ODC)	83	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	PSMD12
Vpu Mediated Degradation of CD4	84	0.0769011699558615	0.251878371871499	0	0	13.1825396825397	33.8163014861726	PSMD12
p53-Independent DNA Damage Response	85	0.0789529897422353	0.251878371871499	0	0	12.8155864197531	32.5375265811807	PSMD12
p53-Independent G1 S DNA Damage Checkpoint	86	0.0789529897422353	0.251878371871499	0	0	12.8155864197531	32.5375265811807	PSMD12
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	87	0.0789529897422353	0.251878371871499	0	0	12.8155864197531	32.5375265811807	PSMD12
AUF1 (hnRNP D0) Binds and Destabilizes mRNA	88	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PSMD12
FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis	89	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PSMD12
SCF-beta-TrCP Mediated Degradation of Emi1	90	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PSMD12
GSK3B and BTRC CUL1-mediated-degradation of NFE2L2	91	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PSMD12
Homologous DNA Pairing and Strand Exchange	92	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	RMI2
Synthesis of PA	93	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PLA2G10
Regulation of Apoptosis	94	0.0810003718810383	0.251878371871499	0	0	12.4684684684685	31.3370209184116	PSMD12
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion	95	0.083043325711006	0.251878371871499	0	0	12.1396198830409	30.2081428435344	GNG4
Vif-mediated Degradation of APOBEC3G	96	0.083043325711006	0.251878371871499	0	0	12.1396198830409	30.2081428435344	PSMD12
ADORA2B Mediated Anti-Inflammatory Cytokines Production	97	0.0850818605254734	0.251878371871499	0	0	11.8276353276353	29.14496612255	GNG4
Hh Mutants Are Degraded by ERAD	98	0.0850818605254734	0.251878371871499	0	0	11.8276353276353	29.14496612255	PSMD12
Degradation of AXIN	99	0.0850818605254734	0.251878371871499	0	0	11.8276353276353	29.14496612255	PSMD12
Deubiquitination	100	0.0860304613268065	0.251878371871499	0	0	4.28597521200261	10.5137279689574	PSMD12;STAM2
Elastic Fibre Formation	101	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	EMILIN2
NIK-->noncanonical NF-kB Signaling	102	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	PSMD12
Negative Regulation of NOTCH4 Signaling	103	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	PSMD12
Stabilization of P53	104	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	PSMD12
Metabolism of Polyamines	105	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	PSMD12
Vasopressin Regulates Renal Water Homeostasis via Aquaporins	106	0.0871159856496243	0.251878371871499	0	0	11.53125	28.1421872079359	GNG4
Activation of GABAB Receptors	107	0.0891457103316723	0.251878371871499	0	0	11.2493224932249	27.1950464879651	GNG4
GABA B Receptor Activation	108	0.0891457103316723	0.251878371871499	0	0	11.2493224932249	27.1950464879651	GNG4
Degradation of DVL	109	0.0891457103316723	0.251878371871499	0	0	11.2493224932249	27.1950464879651	PSMD12
GLI3 Is Processed to GLI3R by the Proteasome	110	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Somitogenesis	111	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Hh Mutants Abrogate Ligand Secretion	112	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Dectin-1 Mediated Noncanonical NF-kB Signaling	113	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Degradation of GLI1 by the Proteasome	114	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Degradation of GLI2 by the Proteasome	115	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
Regulation of RUNX3 Expression and Activity	116	0.091171043818831607	0.251878371871499	0	0	10.9808201058201	26.2992610867916	PSMD12
