Term	Rank	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Mammary Gland Epithelial Cell Differentiation (GO:0060644)	162	0.068127205857913	0.415246432947362	0	0	16.9917525773196	45.646281298092	AKT2
Mitotic DNA Replication (GO:1902969)	163	0.068127205857913	0.415246432947362	0	0	16.9917525773196	45.646281298092	MCM6
Regulation of Aldosterone Biosynthetic Process (GO:0032347)	164	0.068127205857913	0.415246432947362	0	0	16.9917525773196	45.646281298092	WNT4
Negative Regulation of Actin Nucleation (GO:0051126)	165	0.068127205857913	0.415246432947362	0	0	16.9917525773196	45.646281298092	GMFG
Supramolecular Fiber Organization (GO:0097435)	166	0.068402772826989	0.415246432947362	0	0	2.01586849782964	5.40724857042265	CNN2;EFEMP2;HCLS1;SLAIN2;DSG3;MYOZ1;NCKAP5
Regulation of Apoptotic Signaling Pathway (GO:2001233)	167	0.0693473369271781	0.415246432947362	0	0	4.87105847520355	12.999040763885	NR4A2;SGMS1
Negative Regulation of Signal Transduction (GO:0009968)	168	0.0703548010674012	0.415246432947362	0	0	2.14002502799183	5.6800635293253	NR4A2;ENTREP1;PTGIR;CTNND1;SPRY1;HIC1
Regulation of Epithelial Cell Migration (GO:0010632)	169	0.072654196695469	0.415246432947362	0	0	4.73546344271733	12.416594097686	MACF1;RAB25
Neutrophil Chemotaxis (GO:0030593)	170	0.072654196695469	0.415246432947362	0	0	4.73546344271733	12.416594097686	FCER1G;PIK3CG
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	171	0.072654196695469	0.415246432947362	0	0	4.73546344271733	12.416594097686	PHF2;EGR1
