skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
HepG2_skew	[0.2,0.5)	PLS	non-CpG-tv	38494	38494	2871.426	376.575134	38469	21589.762980733656	238703.94204124855	6388	14078	15785
HepG2_skew	[0.2,0.5)	PLS	unknown	165	0	0	0	165	-32.92700086394326	392.9058303392799	3	84	18
HepG2_skew	[0.2,0.5)	dELS	CpG-CGI	5105	5105	6382.85	11519.11564	5102	-2710.7769910783973	20993.584426866797	264	1120	1406
HepG2_skew	[0.2,0.5)	dELS	CpG-nonCGI	131825	131825	250472.551	519038.099789	131526	-114312.92000119192	485958.7306834704	2565	13743	24451
HepG2_skew	[0.2,0.5)	dELS	non-CpG-ti	1091432	1091432	166465.895	35509.107037	1089953	-83359.373005484	2561725.557545686	48648	92453	162925
HepG2_skew	[0.2,0.5)	dELS	non-CpG-tv	833405	833405	47360.852	4592.917942	831959	65207.969962333824	1905426.6343671584	43746	73067	127396
HepG2_skew	[0.2,0.5)	dELS	unknown	504	0	0	0	487	-121.03900058928411	472.08669379667396	1	44	51
HepG2_skew	[0.2,0.5)	non-cCRE	CpG-CGI	4421	4421	4630.144	7982.67871	4398	-970.9760025391588	16064.794730167792	312	1339	1113
HepG2_skew	[0.2,0.5)	non-cCRE	CpG-nonCGI	299826	299826	624554.814	1383776.825902	297250	-260171.09679345708	795597.5024489663	1492	13802	3346
HepG2_skew	[0.2,0.5)	non-cCRE	non-CpG-ti	2944662	2944662	454346.93799999997	97396.540464	2919354	-493232.9983782113	3736793.920818042	35521	96764	25822
HepG2_skew	[0.2,0.5)	non-cCRE	non-CpG-tv	2343839	2343839	142727.174	15628.314006	2315516	-190121.2954326799	2663481.1931765904	34086	80609	22745
HepG2_skew	[0.2,0.5)	non-cCRE	unknown	3027	0	0	0	2129	-547.410998633015	2170.485373309	5	179	48
HepG2_skew	[0.2,0.5)	pELS	CpG-CGI	6993	6993	3719.502	3692.58194	6987	1409.7779997441683	29931.34571588428	794	2678	3255
HepG2_skew	[0.2,0.5)	pELS	CpG-nonCGI	18389	18389	28871.948	54763.328964	18355	-13404.16899134754	64833.37769846338	484	4303	3819
HepG2_skew	[0.2,0.5)	pELS	non-CpG-ti	168702	168702	24935.06	4980.695082	168530	17525.09001356502	502927.0077588445	11955	41176	33957
HepG2_skew	[0.2,0.5)	pELS	non-CpG-tv	149493	149493	9614.333	1090.703493	149284	32054.69301908649	453643.8690485455	11784	39566	33665
HepG2_skew	[0.2,0.5)	pELS	unknown	306	0	0	0	282	-73.62999988952649	580.8765496681434	3	98	36
HepG2_skew	[0.5,1.0)	Other cCREs	CpG-CGI	342	342	570.341	1158.129989	331	-212.87199916527612	1443.7645293523185	11	61	8
HepG2_skew	[0.5,1.0)	Other cCREs	CpG-nonCGI	9376	9376	19704.666	44239.276584	9294	-8419.436998559047	27855.691407058286	59	448	657
HepG2_skew	[0.5,1.0)	Other cCREs	non-CpG-ti	76539	76539	11773.646999999999	2410.821773	76144	-13861.479989845302	118601.10973036721	1446	2781	4813
HepG2_skew	[0.5,1.0)	Other cCREs	non-CpG-tv	54948	54948	3298.476	343.737154	54440	-3262.2529909363952	78015.18132757259	1229	2197	3361
HepG2_skew	[0.5,1.0)	Other cCREs	unknown	117	0	0	0	74	-7.5789999812841335	28.653058479979947	0	4	1
HepG2_skew	[0.5,1.0)	PLS	CpG-CGI	1056	1056	512.083	461.54621299999997	1056	965.0609994479457	8236.486992014186	237	392	617
HepG2_skew	[0.5,1.0)	PLS	CpG-nonCGI	685	685	914.732	1635.057144	685	-96.66399986681064	3494.4153818430514	60	223	280
HepG2_skew	[0.5,1.0)	PLS	non-CpG-ti	7859	7859	1171.711	220.978423	7858	5091.728992925144	49535.18505779878	1381	2724	2890
HepG2_skew	[0.5,1.0)	PLS	non-CpG-tv	8216	8216	656.219	93.914423	8211	5981.388000073147	55068.24724218843	1547	2976	3453
HepG2_skew	[0.5,1.0)	PLS	unknown	42	0	0	0	42	-3.772999760694786	132.70757697166502	3	21	5
HepG2_skew	[0.5,1.0)	dELS	CpG-CGI	1255	1255	1553.927	2836.937881	1252	-528.0559989046305	5305.220794721266	79	248	403
HepG2_skew	[0.5,1.0)	dELS	CpG-nonCGI	32281	32281	62715.574	132742.914228	32237	-28301.31498448692	121440.23456901404	649	3304	6844
HepG2_skew	[0.5,1.0)	dELS	non-CpG-ti	236578	236578	36088.695	7475.404871	236265	-29106.115958430815	560489.9251808267	10083	20609	39233
HepG2_skew	[0.5,1.0)	dELS	non-CpG-tv	172093	172093	9930.759	982.807831	171796	14368.965993807422	405191.22653079557	9263	15825	29670
HepG2_skew	[0.5,1.0)	dELS	unknown	95	0	0	0	91	-24.89100011438132	72.82213141990934	0	4	13
HepG2_skew	[0.5,1.0)	non-cCRE	CpG-CGI	1023	1023	1083.326	1876.454898	1013	0.42499968840276947	3678.461138590675	89	289	268
HepG2_skew	[0.5,1.0)	non-cCRE	CpG-nonCGI	52984	52984	112704.508	255155.845418	52550	-47334.73498347587	148190.8415226169	294	2605	868
HepG2_skew	[0.5,1.0)	non-cCRE	non-CpG-ti	577087	577087	86675.909	17232.670159	572983	-109007.78686006297	732931.59235877	6074	20874	5736
HepG2_skew	[0.5,1.0)	non-cCRE	non-CpG-tv	401042	401042	25327.647	2927.477523	396936	-32832.95882649464	451051.1332954647	5601	15971	4942
HepG2_skew	[0.5,1.0)	non-cCRE	unknown	543	0	0	0	374	-98.75300003401927	389.2205457739741	0	24	4
HepG2_skew	[0.5,1.0)	pELS	CpG-CGI	1637	1637	815.217	754.539819	1636	918.193002220476	8854.330293843697	260	656	776
HepG2_skew	[0.5,1.0)	pELS	CpG-nonCGI	4337	4337	6912.818	13376.948602	4326	-3125.391004106612	15993.424969655362	111	1025	1012
HepG2_skew	[0.5,1.0)	pELS	non-CpG-ti	37614	37614	5561.022	1076.3898179999999	37578	4161.5260119678	116110.45188361515	2810	9307	8230
HepG2_skew	[0.5,1.0)	pELS	non-CpG-tv	32886	32886	2256.73	278.626304	32824	8626.750994901871	110229.91970035496	2932	9092	8176
HepG2_skew	[0.5,1.0)	pELS	unknown	79	0	0	0	73	-19.60000018030402	255.86986745220653	5	27	11
HepG2_skew	[1.0,1.5)	Other cCREs	CpG-CGI	41	41	67.171	132.950089	41	-31.595999776385728	144.45574391695064	1	7	2
HepG2_skew	[1.0,1.5)	Other cCREs	CpG-nonCGI	1345	1345	2924.491	6747.907221	1337	-1267.817999119405	4102.364549816112	5	59	147
HepG2_skew	[1.0,1.5)	Other cCREs	non-CpG-ti	13411	13411	1918.756	346.160042	13360	-2467.8199993426674	20566.870842040054	230	512	853
HepG2_skew	[1.0,1.5)	Other cCREs	non-CpG-tv	9165	9165	567.198	54.875056	9050	-920.879995111958	12456.409782322178	187	374	540
HepG2_skew	[1.0,1.5)	Other cCREs	unknown	18	0	0	0	6	-4.22699993848801	10.52032472877503	0	1	0
HepG2_skew	[1.0,1.5)	PLS	CpG-CGI	90	90	39.757	30.722061	90	82.6809997670352	636.2510598410781	23	33	57
HepG2_skew	[1.0,1.5)	PLS	CpG-nonCGI	91	91	135.424	261.25486	91	-30.039999843575032	625.9214705343276	6	35	39
HepG2_skew	[1.0,1.5)	PLS	non-CpG-ti	1332	1332	203.224	37.229608	1331	1045.776002232917	8625.372772112249	256	471	496
HepG2_skew	[1.0,1.5)	PLS	non-CpG-tv	1175	1175	110.464	18.557746	1173	799.05300150637	7416.07465233557	200	409	459
HepG2_skew	[1.0,1.5)	PLS	unknown	4	0	0	0	4	-2.87899994850159	7.03728095783615	0	4	0
HepG2_skew	[1.0,1.5)	dELS	CpG-CGI	199	199	256.587	483.727959	198	-20.591000045533253	800.4377973173656	20	34	55
HepG2_skew	[1.0,1.5)	dELS	CpG-nonCGI	5240	5240	10408.501	22400.621291	5238	-4661.151001737336	18981.823771654854	99	576	1362
HepG2_skew	[1.0,1.5)	dELS	non-CpG-ti	42092	42092	5947.605	1077.512037	42030	-3551.5969944593953	96812.5956043377	1879	3667	6974
HepG2_skew	[1.0,1.5)	dELS	non-CpG-tv	29743	29743	1785.152	172.720362	29676	1821.0840113967417	70851.18481373107	1595	2862	5337
HepG2_skew	[1.0,1.5)	dELS	unknown	13	0	0	0	12	-2.099000029265883	10.27685920555628	0	1	2
HepG2_skew	[1.0,1.5)	non-cCRE	CpG-CGI	137	137	142.62	246.940392	136	-8.679999724263249	548.2351003090491	13	42	31
HepG2_skew	[1.0,1.5)	non-cCRE	CpG-nonCGI	5713	5713	12419.087	28689.754719	5681	-5642.472997456789	18428.914287758587	37	312	176
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG-ti	100785	100785	14136.006	2443.364964	100041	-22774.512979675783	131540.59184525703	922	4046	1066
HepG2_skew	[1.0,1.5)	non-cCRE	non-CpG-tv	62205	62205	3874.413	378.884745	61560	-8607.505972209037	74371.6989272701	764	2769	843
HepG2_skew	[1.0,1.5)	non-cCRE	unknown	81	0	0	0	55	-30.45100009441374	107.54074142954501	0	8	0
HepG2_skew	[1.0,1.5)	pELS	CpG-CGI	238	238	104.779	82.48051099999999	238	167.64600194338715	1529.2425273301724	37	96	125
HepG2_skew	[1.0,1.5)	pELS	CpG-nonCGI	643	643	1065.061	2143.695863	643	-438.55200104112726	2371.8911489607194	23	152	177
HepG2_skew	[1.0,1.5)	pELS	non-CpG-ti	7336	7336	1044.0819999999999	185.311524	7332	1024.4289945691128	21997.931283496007	550	1920	1678
HepG2_skew	[1.0,1.5)	pELS	non-CpG-tv	5972	5972	458.799	61.920457	5961	1217.9020020011815	18234.703684480293	501	1650	1550
HepG2_skew	[1.0,1.5)	pELS	unknown	24	0	0	0	24	-17.04399972781539	88.639260855513	0	16	4
HepG2_skew	[1.5,Inf)	Other cCREs	CpG-CGI	5	5	8.725	15.644365	5	-0.722000025212765	1.2989919945584545	0	1	0
HepG2_skew	[1.5,Inf)	Other cCREs	CpG-nonCGI	165	165	362.273	835.463909	165	-155.03800009097915	506.76944706542486	0	7	21
HepG2_skew	[1.5,Inf)	Other cCREs	non-CpG-ti	4488	4488	627.278	104.565358	4473	-932.7879978879356	6619.91994845912	73	145	239
HepG2_skew	[1.5,Inf)	Other cCREs	non-CpG-tv	2103	2103	134.41	13.173954	2087	-245.38399866304846	3254.196199940861	47	89	131
HepG2_skew	[1.5,Inf)	Other cCREs	unknown	1	0	0	0	0	0	0	0	0	0
HepG2_skew	[1.5,Inf)	PLS	CpG-CGI	6	6	3.199	2.7653309999999998	6	1.128999918699266	12.039656735604298	1	1	3
HepG2_skew	[1.5,Inf)	PLS	CpG-nonCGI	12	12	20.839	41.300087	12	3.185999780893325	97.28474420260574	1	3	6
HepG2_skew	[1.5,Inf)	PLS	non-CpG-ti	372	372	54.851	9.140487	372	184.73600114532758	1977.8437986284778	58	133	142
HepG2_skew	[1.5,Inf)	PLS	non-CpG-tv	245	245	27.307	5.002905	245	129.011000697501	1262.8911128942273	37	84	90
HepG2_skew	[1.5,Inf)	PLS	unknown	4	0	0	0	4	-0.6949999332427981	1.608114888081554	0	2	1
HepG2_skew	[1.5,Inf)	dELS	CpG-CGI	28	28	30.863	51.635678999999996	28	-18.824000209569924	154.81420250718608	2	9	9
HepG2_skew	[1.5,Inf)	dELS	CpG-nonCGI	809	809	1620.979	3496.216749	809	-736.9090001792647	3580.338424762879	20	99	259
HepG2_skew	[1.5,Inf)	dELS	non-CpG-ti	13630	13630	1815.669	286.194331	13615	-1253.2869954894995	29611.076077483045	575	1182	2069
HepG2_skew	[1.5,Inf)	dELS	non-CpG-tv	7139	7139	462.128	48.733238	7125	-207.95499750529427	16915.516413790032	321	651	1214
HepG2_skew	[1.5,Inf)	dELS	unknown	5	0	0	0	5	-3.51299991458654	10.348064386484637	0	1	1
HepG2_skew	[1.5,Inf)	non-cCRE	CpG-CGI	13	13	7.982	7.90583	13	4.682000197470188	19.471924645061282	1	5	3
HepG2_skew	[1.5,Inf)	non-cCRE	CpG-nonCGI	535	535	1183.405	2764.2306830000002	532	-622.6349982861428	1939.025759812525	3	28	17
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG-ti	31123	31123	4257.832	690.303494	30819	-8268.59899462527	42727.01683191073	260	1096	326
HepG2_skew	[1.5,Inf)	non-cCRE	non-CpG-tv	14590	14590	918.823	89.150967	14490	-1904.6979937339197	17044.77482175499	179	618	199
HepG2_skew	[1.5,Inf)	non-cCRE	unknown	17	0	0	0	12	-7.744000039994711	25.872310071843224	0	0	0
HepG2_skew	[1.5,Inf)	pELS	CpG-CGI	22	22	10.769	9.666341000000001	22	20.785999812185764	112.16260889798353	4	11	12
HepG2_skew	[1.5,Inf)	pELS	CpG-nonCGI	104	104	175.139	362.47303900000003	104	-74.94899970013643	318.61162325942445	2	23	32
HepG2_skew	[1.5,Inf)	pELS	non-CpG-ti	2261	2261	306.919	48.253289	2259	269.692003693199	6539.11159603349	182	573	500
HepG2_skew	[1.5,Inf)	pELS	non-CpG-tv	1500	1500	139.811	23.037503	1499	209.51399944990416	4473.680144827994	101	431	404
HepG2_skew	[1.5,Inf)	pELS	unknown	5	0	0	0	5	0.8189998120069502	11.69657518349888	1	2	1
K562_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	81	81	129.447	257.808873	81	7.646000412292829	550.7903363314797	8	11	18
K562_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	6474	6474	14068.868	33147.06553	6454	-5815.173994765616	18779.74986325134	48	279	1209
K562_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	11303	11303	1915.248	396.077814	11208	1764.5380060923044	18446.017549600452	413	475	2445
K562_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	9860	9860	671.57	77.9116	9753	-68.25800124381206	17952.047544960635	315	449	2124
K562_skew	(-Inf,-1.5)	Other cCREs	unknown	2	0	0	0	2	-3.22899997234345	5.21650090830231	0	0	1
K562_skew	(-Inf,-1.5)	PLS	CpG-CGI	923	923	438.895	380.418671	923	3414.490002125037	23161.359119442863	556	411	712
K562_skew	(-Inf,-1.5)	PLS	CpG-nonCGI	810	810	1178.972	2273.9178	810	854.3860008041378	8692.900770606551	199	249	533
K562_skew	(-Inf,-1.5)	PLS	non-CpG-ti	2695	2695	462.325	94.929587	2694	8967.249996751083	58541.426279891435	1444	1036	1951
K562_skew	(-Inf,-1.5)	PLS	non-CpG-tv	3059	3059	229.519	26.467973	3055	9387.038989009685	61718.69110430852	1539	1182	2248
K562_skew	(-Inf,-1.5)	PLS	unknown	1	0	0	0	1	-1.91999995708466	3.68639983520508	0	1	1
K562_skew	(-Inf,-1.5)	dELS	CpG-CGI	433	433	496.794	913.46697	433	167.23800031270366	3335.4329865366326	73	98	258
K562_skew	(-Inf,-1.5)	dELS	CpG-nonCGI	17978	17978	37517.685	86167.361599	17955	-13860.227002957488	67753.12303009995	541	2091	8221
K562_skew	(-Inf,-1.5)	dELS	non-CpG-ti	32766	32766	5120.15	989.204828	32669	19543.573997444124	140398.14505031786	3719	3392	15957
K562_skew	(-Inf,-1.5)	dELS	non-CpG-tv	26329	26329	1668.882	183.80123	26241	9145.884992476436	101676.08979664602	2468	2765	13019
K562_skew	(-Inf,-1.5)	dELS	unknown	10	0	0	0	10	3.5329999029636396	6.181556511800774	0	0	3
K562_skew	(-Inf,-1.5)	non-cCRE	CpG-CGI	215	215	234.309	419.826657	212	229.53200020780778	2257.6262990610817	48	62	84
K562_skew	(-Inf,-1.5)	non-cCRE	CpG-nonCGI	45122	45122	101609.083	244110.59454700002	45036	-40527.52793158755	113378.95607779032	66	2270	791
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG-ti	42837	42837	7433.959	1524.635971	42163	1713.8340238970707	31078.412908783903	466	2061	1215
K562_skew	(-Inf,-1.5)	non-cCRE	non-CpG-tv	38983	38983	2355.413	231.516957	38343	-6618.434972208458	43103.83715057229	340	1985	1107
K562_skew	(-Inf,-1.5)	non-cCRE	unknown	75	0	0	0	73	-37.55700011551379	198.41726857962598	0	4	0
K562_skew	(-Inf,-1.5)	pELS	CpG-CGI	483	483	248.51	230.099246	483	1117.1039971800058	8394.655805855005	189	205	359
K562_skew	(-Inf,-1.5)	pELS	CpG-nonCGI	2471	2471	4401.513	9440.986733	2470	-1191.486999869347	10223.70848527987	145	615	1224
K562_skew	(-Inf,-1.5)	pELS	non-CpG-ti	5303	5303	864.426	169.237798	5296	7122.743008899734	45763.57437806405	1242	1542	3054
K562_skew	(-Inf,-1.5)	pELS	non-CpG-tv	4735	4735	314.396	33.711936	4729	5105.162004673273	35623.96429452467	981	1410	2779
K562_skew	(-Inf,-1.5)	pELS	unknown	1	0	0	0	1	-0.745000004768372	0.555025007104874	0	0	0
K562_skew	[-0.05,0.05)	Other cCREs	CpG-CGI	19005	19005	32661.924	65875.02950799999	18891	-13481.456997126574	64546.80693370919	419	2699	588
K562_skew	[-0.05,0.05)	Other cCREs	CpG-nonCGI	1404405	1404405	2957250.607	6623045.872411	1394414	-1089261.596590769	3822479.646440408	15606	57889	57041
K562_skew	[-0.05,0.05)	Other cCREs	non-CpG-ti	11009637	11009637	1639636.9949999999	333528.822337	10972532	315474.982564185	16314342.354234265	345017	309349	388226
K562_skew	[-0.05,0.05)	Other cCREs	non-CpG-tv	7242939	7242939	436790.065	61199.388365	7205418	232703.35550670762	11092386.269570915	237273	208676	261655
K562_skew	[-0.05,0.05)	Other cCREs	unknown	15552	0	0	0	9158	-2315.5600010157805	7268.86313117247	5	589	363
K562_skew	[-0.05,0.05)	PLS	CpG-CGI	48734	48734	24612.117	21620.423353	48723	-4283.108993728765	234756.81392808282	4767	19555	26250
K562_skew	[-0.05,0.05)	PLS	CpG-nonCGI	46286	46286	68662.395	129180.879315	46218	-28981.394988844753	201679.39882250072	2121	12573	11993
K562_skew	[-0.05,0.05)	PLS	non-CpG-ti	371332	371332	53063.21	9795.56745	371081	130383.62094052271	1634459.4359454855	42487	112375	102848
K562_skew	[-0.05,0.05)	PLS	non-CpG-tv	303593	303593	22080.595	3119.923373	303282	64413.26696037046	1419096.8456993187	32755	97679	96513
K562_skew	[-0.05,0.05)	PLS	unknown	5333	0	0	0	5333	-366.04399796784554	13840.514892648609	252	2721	302
K562_skew	[-0.05,0.05)	dELS	CpG-CGI	65830	65830	87190.313	161604.730997	65726	-49285.8400107776	263405.6818193036	2247	13921	14413
K562_skew	[-0.05,0.05)	dELS	CpG-nonCGI	3875256	3875256	7682959.237	16408543.742611006	3869291	-3107884.9788565845	13413978.722592283	77845	328502	478720
K562_skew	[-0.05,0.05)	dELS	non-CpG-ti	25956891	25956891	3770016.108999991	752783.556809	25926479	3126159.743216494	55942972.999465495	1364706	1734179	2343516
K562_skew	[-0.05,0.05)	dELS	non-CpG-tv	16694422	16694422	975956.6240000007	129723.194196	16668334	2188926.3482054668	37112313.2093014	910888	1128435	1568907
K562_skew	[-0.05,0.05)	dELS	unknown	11617	0	0	0	10111	-2590.7980036381637	10322.769237922164	42	927	1139
K562_skew	[-0.05,0.05)	non-cCRE	CpG-CGI	70110	70110	74514.948	127863.540964	69948	-34679.184997984084	216779.74973664133	2405	20793	14634
K562_skew	[-0.05,0.05)	non-cCRE	CpG-nonCGI	18388711	18388711	39969216.51100001	91786164.18691292	18210371	-14760744.466664638	44567569.643441856	97354	570610	99842
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG-ti	172871317	172871317	26334167.67700023	5591245.061036883	171089862	-10269732.32751141	182007112.32451472	2489905	3588867	543514
K562_skew	[-0.05,0.05)	non-cCRE	non-CpG-tv	113512812	113512812	6956828.354999995	1137492.0344050054	111846417	-5555526.08094475	120833538.1978696	1739705	2361590	383880
K562_skew	[-0.05,0.05)	non-cCRE	unknown	172918	0	0	0	91516	-25918.630985404383	96360.58295817144	320	5465	3733
K562_skew	[-0.05,0.05)	pELS	CpG-CGI	84461	84461	45747.173	44507.195795	84417	-16451.109996698327	273147.4969015621	5251	32826	33208
K562_skew	[-0.05,0.05)	pELS	CpG-nonCGI	522187	522187	875550.39	1724494.82823	521639	-395174.4738895566	1700029.2338856757	10178	107832	68296
K562_skew	[-0.05,0.05)	pELS	non-CpG-ti	3486553	3486553	499016.763	96288.671573	3483959	471434.8249236938	7779378.37398455	190100	704548	397217
K562_skew	[-0.05,0.05)	pELS	non-CpG-tv	2379535	2379535	145780.608	19712.247256	2376962	257564.55001470598	5542459.481387813	130044	504022	301404
K562_skew	[-0.05,0.05)	pELS	unknown	6163	0	0	0	5920	-1499.0169929835229	11142.713441338155	120	2450	434
K562_skew	[-0.2,-0.05)	Other cCREs	CpG-CGI	12102	12102	19975.446	40471.045512	11991	-7717.928997983575	40366.11831740751	337	1822	470
K562_skew	[-0.2,-0.05)	Other cCREs	CpG-nonCGI	605031	605031	1310077.476	3038368.988732	599646	-523893.03570769564	1733871.095797156	4927	27803	33675
K562_skew	[-0.2,-0.05)	Other cCREs	non-CpG-ti	1756617	1756617	253052.297	48238.996487000004	1750059	48764.1081654043	2380139.073219824	49026	55289	90039
K562_skew	[-0.2,-0.05)	Other cCREs	non-CpG-tv	1417810	1417810	88846.154	11970.86022	1408840	-41176.67676313375	2110469.6641339967	38889	48257	76138
K562_skew	[-0.2,-0.05)	Other cCREs	unknown	2848	0	0	0	2078	-437.16500036232185	1277.5749315468988	3	257	35
K562_skew	[-0.2,-0.05)	PLS	CpG-CGI	48186	48186	22505.541	18593.365249	48164	13091.012015601385	256529.2495988914	6654	19359	28292
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	30753	30753	43594.474	83208.63803	30688	-14185.632993809064	143235.15129274837	1974	8730	10292
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	142321	142321	21333.967	3991.957401	142230	103833.35895810112	826518.4430241513	24686	49313	56889
K562_skew	[-0.2,-0.05)	PLS	non-CpG-tv	158597	158597	12941.186	1849.743178	158424	73937.08096455563	896081.9456816746	23908	57005	70781
K562_skew	[-0.2,-0.05)	PLS	unknown	690	0	0	0	687	-274.98900270683265	2141.8933178984526	28	335	90
K562_skew	[-0.2,-0.05)	dELS	CpG-CGI	44539	44539	55182.377	102493.950233	44454	-24526.99801756373	182129.0396200974	2254	9519	12767
K562_skew	[-0.2,-0.05)	dELS	CpG-nonCGI	1816597	1816597	3708450.83	8228039.851106	1813437	-1588665.8478655382	6669349.819467573	34775	171341	310258
K562_skew	[-0.2,-0.05)	dELS	non-CpG-ti	4751422	4751422	675696.496	126590.260446	4745415	789862.105625334	10294757.636784395	265075	364275	660031
K562_skew	[-0.2,-0.05)	dELS	non-CpG-tv	3744591	3744591	230408.288	30258.221648	3738172	343817.0038206175	8735409.044394206	202511	297102	563433
K562_skew	[-0.2,-0.05)	dELS	unknown	3144	0	0	0	3094	-907.3010019948708	3428.255656360414	9	278	432
K562_skew	[-0.2,-0.05)	non-cCRE	CpG-CGI	42507	42507	42728.74	74150.32143	42352	-12664.56299293775	138544.13695230652	2306	12533	10880
K562_skew	[-0.2,-0.05)	non-cCRE	CpG-nonCGI	5882001	5882001	13056125.634	30722363.021526005	5839982	-5397203.651164972	15845310.217134073	23129	227105	53561
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG-ti	18335070	18335070	2615858.397999996	518443.440776	18151879	-602919.8241629122	18813186.102073774	278488	476922	123664
K562_skew	[-0.2,-0.05)	non-cCRE	non-CpG-tv	15184337	15184337	918658.7260000007	130490.44104599993	14973427	-1029478.7950189827	16881981.66099642	228607	413214	118266
K562_skew	[-0.2,-0.05)	non-cCRE	unknown	18566	0	0	0	14360	-4174.537000679179	14890.386095598049	45	924	218
K562_skew	[-0.2,-0.05)	pELS	CpG-CGI	61662	61662	31124.319	29503.717799	61616	6250.109015408786	228296.7433658322	5724	24059	28768
K562_skew	[-0.2,-0.05)	pELS	CpG-nonCGI	255296	255296	431195.775	875461.793919	254917	-195645.86394911027	876406.6033248554	5726	56837	47167
K562_skew	[-0.2,-0.05)	pELS	non-CpG-ti	703872	703872	101236.943	18858.399121	703203	191417.670960598	1857579.1081562787	51753	162305	136046
K562_skew	[-0.2,-0.05)	pELS	non-CpG-tv	628477	628477	43157.913	6090.128967	627574	104403.27098030895	1782668.036645237	44340	155102	139653
K562_skew	[-0.2,-0.05)	pELS	unknown	1739	0	0	0	1642	-605.0030005431037	3076.147551140582	7	738	322
K562_skew	[-0.5,-0.2)	Other cCREs	CpG-CGI	4084	4084	6915.594	14317.918026	4042	-2310.002994848183	14155.30872111055	133	660	210
K562_skew	[-0.5,-0.2)	Other cCREs	CpG-nonCGI	175615	175615	377267.743	872955.189689	174151	-154775.01890972335	493975.49930820643	1154	8937	13993
K562_skew	[-0.5,-0.2)	Other cCREs	non-CpG-ti	403253	403253	62479.437	12884.482051	401671	-677.478888056705	547900.921632842	10295	14223	32315
K562_skew	[-0.5,-0.2)	Other cCREs	non-CpG-tv	350603	350603	23146.261	3227.188421	348148	-24924.9329012799	524087.305138831	8501	13260	28832
K562_skew	[-0.5,-0.2)	Other cCREs	unknown	804	0	0	0	698	-209.4239995852114	633.2151756305581	1	63	29
K562_skew	[-0.5,-0.2)	PLS	CpG-CGI	22566	22566	10310.869	8293.300213	22557	19800.465994851682	163731.54881397722	4967	9078	14126
K562_skew	[-0.5,-0.2)	PLS	CpG-nonCGI	12544	12544	17210.012	32572.565416	12528	-2333.6500000495	63202.18599165576	1150	3756	5319
K562_skew	[-0.5,-0.2)	PLS	non-CpG-ti	58987	58987	9658.41	2019.648998	58964	76145.412983774	499132.5400394071	15562	21378	29486
K562_skew	[-0.5,-0.2)	PLS	non-CpG-tv	75377	75377	6296.718	940.039544	75327	73877.2759930558	557469.8915249313	16913	28044	40372
K562_skew	[-0.5,-0.2)	PLS	unknown	207	0	0	0	207	-2.901999667286941	526.4703193696032	9	66	58
K562_skew	[-0.5,-0.2)	dELS	CpG-CGI	16374	16374	20010.96	37438.165160000004	16348	-6599.531997203711	67461.5578897452	1038	3713	5525
K562_skew	[-0.5,-0.2)	dELS	CpG-nonCGI	537010	537010	1092557.857	2432102.493265	535992	-471871.5568865401	1957010.2098111382	10462	54885	129433
K562_skew	[-0.5,-0.2)	dELS	non-CpG-ti	1166212	1166212	177942.566	36352.564014	1164660	199870.61687483566	2739147.7079258803	69767	99863	239710
K562_skew	[-0.5,-0.2)	dELS	non-CpG-tv	995468	995468	64620.06	8932.976936	993623	88566.93299631604	2474506.1550748553	56500	89593	220114
K562_skew	[-0.5,-0.2)	dELS	unknown	1088	0	0	0	1048	-390.3540009316057	1330.5822040800542	3	99	207
K562_skew	[-0.5,-0.2)	non-cCRE	CpG-CGI	13445	13445	13986.371	24840.239597	13390	-1472.4879963813576	49865.9740700142	1040	4128	3822
K562_skew	[-0.5,-0.2)	non-cCRE	CpG-nonCGI	1400117	1400117	2998804.438	6859086.768932	1392035	-1303608.7867544445	3711324.9412619	4196	61778	17784
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG-ti	2817693	2817693	437567.951	92631.051623	2793922	-164809.29226478992	2918958.361816181	38693	93436	35405
K562_skew	[-0.5,-0.2)	non-cCRE	non-CpG-tv	2579318	2579318	171483.675	24703.120203	2546649	-305942.2060375804	2983914.5313268285	34520	90531	37324
K562_skew	[-0.5,-0.2)	non-cCRE	unknown	4588	0	0	0	3798	-1214.380003304686	3795.815289581456	13	231	109
K562_skew	[-0.5,-0.2)	pELS	CpG-CGI	22389	22389	11267.796	10775.468918	22375	9431.178998770774	104176.54456100697	2992	8637	11616
K562_skew	[-0.5,-0.2)	pELS	CpG-nonCGI	77420	77420	128436.523	260102.387217	77297	-55511.72697718304	275010.82600748603	2183	18079	20355
