skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
K562_skew	[-0.5,-0.2)	pELS	non-CpG-ti	189315	189315	29688.264	6073.13382	189113	82645.18299481063	671226.8651928472	19738	48003	54488
K562_skew	[-0.5,-0.2)	pELS	non-CpG-tv	189194	189194	14054.921	2145.488569	188873	62416.078003254624	687132.5502001961	18734	51337	61349
K562_skew	[-0.5,-0.2)	pELS	unknown	582	0	0	0	545	-159.0119994212871	891.3923135394896	6	224	123
K562_skew	[-1.0,-0.5)	Other cCREs	CpG-CGI	1220	1220	2056.96	4224.049742	1211	-779.5259989775949	4086.9908011759967	44	272	85
K562_skew	[-1.0,-0.5)	Other cCREs	CpG-nonCGI	55999	55999	119451.518	275635.120054	55609	-48879.41496062281	154644.91241125483	410	2809	6924
K562_skew	[-1.0,-0.5)	Other cCREs	non-CpG-ti	110722	110722	17794.493	3786.201175	110257	6530.38602183282	180141.2571086378	3629	4115	14608
K562_skew	[-1.0,-0.5)	Other cCREs	non-CpG-tv	97400	97400	6726.341	881.263805	96765	-6478.324980099804	165504.6591929184	2744	3884	13624
K562_skew	[-1.0,-0.5)	Other cCREs	unknown	178	0	0	0	162	-48.735000099986806	187.82633454588154	0	7	16
K562_skew	[-1.0,-0.5)	PLS	CpG-CGI	8988	8988	4131.931	3397.632743	8987	15541.86999426142	105767.76532457693	3081	3868	6068
K562_skew	[-1.0,-0.5)	PLS	CpG-nonCGI	5543	5543	7399.76	13776.072096	5538	1638.3980010411472	39681.284763486925	861	1758	3000
K562_skew	[-1.0,-0.5)	PLS	non-CpG-ti	22360	22360	3852.104	859.16677	22350	46617.24300052202	288197.6412270523	8471	8371	13148
K562_skew	[-1.0,-0.5)	PLS	non-CpG-tv	29510	29510	2428.694	341.14799	29489	51196.16797755764	324407.7005773508	9836	11261	18323
K562_skew	[-1.0,-0.5)	PLS	unknown	33	0	0	0	33	-4.209999933838849	145.35736379186878	1	7	19
K562_skew	[-1.0,-0.5)	dELS	CpG-CGI	5299	5299	6348.595	11635.876345	5280	-1132.833998291171	24605.37092663571	450	1215	2113
K562_skew	[-1.0,-0.5)	dELS	CpG-nonCGI	169583	169583	342782.73099999997	762191.177615	169260	-144183.3179939345	627977.923515294	3972	18647	56098
K562_skew	[-1.0,-0.5)	dELS	non-CpG-ti	327588	327588	51488.515	10785.940535	327118	94844.74591346648	954440.2886681407	25388	29993	94573
K562_skew	[-1.0,-0.5)	dELS	non-CpG-tv	283644	283644	19117.352	2562.812372	283119	42205.22999517782	826965.8449480957	19530	27811	89245
K562_skew	[-1.0,-0.5)	dELS	unknown	277	0	0	0	264	-76.59399982914334	254.91723727072673	0	30	85
K562_skew	[-1.0,-0.5)	non-cCRE	CpG-CGI	3777	3777	4155.415	7661.815931	3770	200.82900111458696	18212.0871714052	398	1177	1134
K562_skew	[-1.0,-0.5)	non-cCRE	CpG-nonCGI	363700	363700	775117.808	1773167.737204	361710	-323580.32955236477	917976.6117401225	994	18106	6325
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG-ti	525294	525294	85629.19499999999	18887.027317	521152	-23065.258827743928	563804.4707426757	7777	20529	10830
K562_skew	[-1.0,-0.5)	non-cCRE	non-CpG-tv	486938	486938	37967.491	5954.405595	482114	-93669.65475335033	643935.5839383542	6442	20566	11572
K562_skew	[-1.0,-0.5)	non-cCRE	unknown	1011	0	0	0	897	-279.15999905951327	788.2781215013247	1	45	19
K562_skew	[-1.0,-0.5)	pELS	CpG-CGI	7051	7051	3565.639	3375.795289	7048	6077.503007104507	48549.454979251524	1425	2774	4041
K562_skew	[-1.0,-0.5)	pELS	CpG-nonCGI	24593	24593	40555.426	82068.354978	24559	-14718.327989366835	91188.08640455554	985	6067	8762
K562_skew	[-1.0,-0.5)	pELS	non-CpG-ti	55060	55060	9020.357	1929.398121	54989	39231.63999214072	278951.8253000628	8109	14623	20890
K562_skew	[-1.0,-0.5)	pELS	non-CpG-tv	56587	56587	4329.58	633.573972	56485	33692.07099272521	279684.2584911612	8043	16305	24016
K562_skew	[-1.0,-0.5)	pELS	unknown	207	0	0	0	202	-39.68999902531503	401.83863102306765	6	105	42
K562_skew	[-1.5,-1.0)	Other cCREs	CpG-CGI	240	240	408.868	867.940702	234	-97.16800092160712	1037.7545354554554	15	55	32
K562_skew	[-1.5,-1.0)	Other cCREs	CpG-nonCGI	12990	12990	28045.754	65815.993568	12896	-11205.222996460974	39070.139214437826	159	661	2259
K562_skew	[-1.5,-1.0)	Other cCREs	non-CpG-ti	26153	26153	4363.846	955.917458	26036	5563.104003567015	62017.73424777329	1391	1030	5319
K562_skew	[-1.5,-1.0)	Other cCREs	non-CpG-tv	22807	22807	1536.139	183.249839	22638	419.96200117317545	47243.294955371945	869	937	4648
K562_skew	[-1.5,-1.0)	Other cCREs	unknown	20	0	0	0	18	-5.433000065386289	12.244363239234206	0	3	3
K562_skew	[-1.5,-1.0)	PLS	CpG-CGI	2312	2312	1061.242	880.03234	2312	6583.5710021376135	44658.38909386391	1145	1013	1678
K562_skew	[-1.5,-1.0)	PLS	CpG-nonCGI	1642	1642	2278.09	4356.076698	1640	1265.440996480175	14968.48799596612	345	496	996
K562_skew	[-1.5,-1.0)	PLS	non-CpG-ti	6255	6255	1099.527	248.748697	6244	18124.121985691832	112349.2494617767	3090	2401	4235
K562_skew	[-1.5,-1.0)	PLS	non-CpG-tv	7550	7550	585.95	70.638836	7542	18257.860991220692	116154.17849071823	3275	3074	5252
K562_skew	[-1.5,-1.0)	PLS	unknown	4	0	0	0	4	4.825000002980229	12.710457089024024	1	1	2
K562_skew	[-1.5,-1.0)	dELS	CpG-CGI	1188	1188	1435.502	2682.12717	1188	70.68899929802879	7018.641984531218	142	310	582
K562_skew	[-1.5,-1.0)	dELS	CpG-nonCGI	39527	39527	80739.472	182519.97123	39450	-30331.991003439427	153154.25962818915	1248	4539	16327
K562_skew	[-1.5,-1.0)	dELS	non-CpG-ti	78796	78796	12568.294	2626.221274	78670	41467.10296523302	329747.4836870103	8862	7619	31330
K562_skew	[-1.5,-1.0)	dELS	non-CpG-tv	65270	65270	4190.327	480.492993	65110	19397.225992193344	232289.02450210424	5708	6644	26886
K562_skew	[-1.5,-1.0)	dELS	unknown	34	0	0	0	34	-18.22399999946355	41.94402392138938	0	9	5
K562_skew	[-1.5,-1.0)	non-cCRE	CpG-CGI	652	652	754.302	1394.48915	643	364.13300065230595	4763.88170728374	113	201	223
K562_skew	[-1.5,-1.0)	non-cCRE	CpG-nonCGI	66630	66630	148251.473	354193.837851	66348	-62960.120900176604	181924.54086337698	241	3391	1511
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG-ti	90031	90031	15599.4	3517.214888	89179	42.89904599578553	94078.41928854372	1459	3880	2666
K562_skew	[-1.5,-1.0)	non-cCRE	non-CpG-tv	82233	82233	5328.2880000000005	602.379958	81272	-9306.122958085269	98685.85857936979	1156	3856	2646
K562_skew	[-1.5,-1.0)	non-cCRE	unknown	127	0	0	0	108	-58.526000212878024	218.90476055018323	0	12	1
K562_skew	[-1.5,-1.0)	pELS	CpG-CGI	1469	1469	754.595	719.290625	1469	2042.0029986121233	16663.008512109514	422	615	938
K562_skew	[-1.5,-1.0)	pELS	CpG-nonCGI	5467	5467	9094.986	18616.274274	5461	-2566.5399979371573	24199.300497379743	332	1362	2332
K562_skew	[-1.5,-1.0)	pELS	non-CpG-ti	12836	12836	2139.188	454.085786	12816	14124.766994865266	92254.7507294654	2577	3540	6159
K562_skew	[-1.5,-1.0)	pELS	non-CpG-tv	12220	12220	865.703	101.879177	12193	10859.754007262647	80090.00533335017	2244	3528	6261
K562_skew	[-1.5,-1.0)	pELS	unknown	24	0	0	0	23	-7.240000179037456	14.183642587547226	0	5	1
K562_skew	[0.05,0.2)	Other cCREs	CpG-CGI	3460	3460	5588.671	10750.042097	3441	-2566.3919986287356	12758.648721933283	96	582	142
K562_skew	[0.05,0.2)	Other cCREs	CpG-nonCGI	144377	144377	292641.152	634628.15143	142698	-112835.08793258204	388099.98923776625	1350	7039	7629
K562_skew	[0.05,0.2)	Other cCREs	non-CpG-ti	2160193	2160193	353805.333	81172.248411	2152065	-227400.7657580054	3441603.3612135486	53943	68918	100728
K562_skew	[0.05,0.2)	Other cCREs	non-CpG-tv	1463907	1463907	88070.187	9796.165457	1455713	-18083.64387071994	2145319.14490923	40468	48442	67774
K562_skew	[0.05,0.2)	Other cCREs	unknown	2360	0	0	0	1659	-376.6859998973088	1129.8430145590607	1	173	31
K562_skew	[0.05,0.2)	PLS	CpG-CGI	14822	14822	7224.965999999999	5974.68409	14814	1527.7389887971813	79869.78808822096	1833	6049	8366
K562_skew	[0.05,0.2)	PLS	CpG-nonCGI	8035	8035	10523.735	18423.634187	8021	-4542.392001685104	38641.13353435035	472	2299	2724
K562_skew	[0.05,0.2)	PLS	non-CpG-ti	142785	142785	21536.871	4303.521643	142686	48813.19101400475	755329.4095842037	19026	48220	49235
K562_skew	[0.05,0.2)	PLS	non-CpG-tv	128656	128656	9444.465	1234.279177	128536	37767.502987731954	671259.8486434601	16593	45712	49658
K562_skew	[0.05,0.2)	PLS	unknown	762	0	0	0	761	-64.28700075962153	2317.4604905502433	48	359	76
K562_skew	[0.05,0.2)	dELS	CpG-CGI	13291	13291	15917.349	27624.395159	13270	-8687.586003829148	53553.24315120584	589	2909	3663
K562_skew	[0.05,0.2)	dELS	CpG-nonCGI	422093	422093	797162.312	1637504.306098	421344	-356239.71292569593	1499373.6102288046	7989	41357	71171
K562_skew	[0.05,0.2)	dELS	non-CpG-ti	5743187	5743187	924549.692	212203.915208	5736233	-271770.59244155744	13598149.38783187	263828	434157	692533
K562_skew	[0.05,0.2)	dELS	non-CpG-tv	3776451	3776451	217275.211	22733.259246999998	3770586	379054.36179319787	8378491.210420002	196884	291539	472441
K562_skew	[0.05,0.2)	dELS	unknown	2303	0	0	0	2259	-707.199001110974	2662.251411508284	8	182	262
K562_skew	[0.05,0.2)	non-cCRE	CpG-CGI	12273	12273	12276.755	20039.191625	12247	-4821.809997997597	39910.36486843093	573	3721	2935
K562_skew	[0.05,0.2)	non-cCRE	CpG-nonCGI	1397463	1397463	2942813.603	6579345.193495	1386211	-1128710.3170690243	3408524.884647162	7207	52962	11178
K562_skew	[0.05,0.2)	non-cCRE	non-CpG-ti	23631558	23631558	3877066.987999993	888740.413488	23390673	-3321537.002121809	28629592.454932634	304125	622709	133820
K562_skew	[0.05,0.2)	non-cCRE	non-CpG-tv	16935194	16935194	1061823.155000001	132411.00072899996	16717714	-1283665.7852978455	18291532.048283108	237629	443664	99542
K562_skew	[0.05,0.2)	non-cCRE	unknown	16874	0	0	0	12503	-3458.9999922579136	13153.053992981304	36	960	147
K562_skew	[0.05,0.2)	pELS	CpG-CGI	19108	19108	10010.16	9255.54497	19096	-645.2170042098742	73710.53373151163	1673	7407	8611
K562_skew	[0.05,0.2)	pELS	CpG-nonCGI	59299	59299	92769.236	174612.879952	59224	-45594.26198138463	201279.89085493132	1282	13352	11166
K562_skew	[0.05,0.2)	pELS	non-CpG-ti	842328	842328	131229.929	28400.611101	841570	39665.20497679711	2253483.9091365985	49620	190631	135847
K562_skew	[0.05,0.2)	pELS	non-CpG-tv	614547	614547	38098.698000000004	4344.274708	613781	91541.13202397831	1602273.5624468392	39379	148440	111677
K562_skew	[0.05,0.2)	pELS	unknown	1335	0	0	0	1256	-490.5950027300275	2428.222505316855	15	554	141
K562_skew	[0.2,0.5)	Other cCREs	CpG-CGI	1092	1092	1726.753	3325.089361	1077	-823.6100021358579	3885.177161458605	24	195	60
K562_skew	[0.2,0.5)	Other cCREs	CpG-nonCGI	35377	35377	73173.066	161901.789216	34966	-29915.239974827044	100304.51687534638	299	1810	2367
K562_skew	[0.2,0.5)	Other cCREs	non-CpG-ti	445401	445401	70576.954	15437.101364	443313	-58053.35592627992	686784.2693677855	9783	15703	26480
K562_skew	[0.2,0.5)	Other cCREs	non-CpG-tv	317504	317504	19105.925	2013.120663	315202	-12741.45094553184	452865.902633631	7863	12326	18711
K562_skew	[0.2,0.5)	Other cCREs	unknown	632	0	0	0	487	-141.2919997125864	395.820056127238	0	42	8
K562_skew	[0.2,0.5)	PLS	CpG-CGI	5230	5230	2546.4	2170.589488	5228	2092.6850027743494	31945.77773460058	849	2160	3029
K562_skew	[0.2,0.5)	PLS	CpG-nonCGI	2457	2457	3170.887	5560.340065	2455	-920.2779972916469	12151.786576848725	191	762	964
K562_skew	[0.2,0.5)	PLS	non-CpG-ti	47514	47514	7129.468	1374.563382	47492	27423.99297585174	294367.3438724155	8029	16646	18472
K562_skew	[0.2,0.5)	PLS	non-CpG-tv	49095	49095	3736.753	499.481405	49057	25752.231964284674	295926.1547746181	7983	18135	21188
K562_skew	[0.2,0.5)	PLS	unknown	175	0	0	0	175	-52.29400001419714	366.9019944815953	1	61	17
K562_skew	[0.2,0.5)	dELS	CpG-CGI	4321	4321	5068.957	8892.937993	4315	-2048.742992825574	18832.884124362256	268	995	1330
K562_skew	[0.2,0.5)	dELS	CpG-nonCGI	107474	107474	206168.295	431884.200623	107271	-94591.93500894438	395042.2159917656	2064	11101	22950
K562_skew	[0.2,0.5)	dELS	non-CpG-ti	1296374	1296374	201342.144	43461.236176	1294589	-60626.4420442693	3078143.6013782974	60251	109166	201248
K562_skew	[0.2,0.5)	dELS	non-CpG-tv	903602	903602	52231.638	5265.98113	901957	77265.06988566564	2059654.9328182023	47443	78661	145082
K562_skew	[0.2,0.5)	dELS	unknown	727	0	0	0	708	-216.43800071976156	624.6995526027266	0	68	88
K562_skew	[0.2,0.5)	non-cCRE	CpG-CGI	3745	3745	3702.0570000000002	6149.718825	3728	-758.2800024164609	13519.909467781914	261	1190	1066
K562_skew	[0.2,0.5)	non-cCRE	CpG-nonCGI	279490	279490	599368.164	1359345.605152	277595	-248703.71776390757	733931.0425269076	1154	12334	3184
K562_skew	[0.2,0.5)	non-cCRE	non-CpG-ti	3566909	3566909	559433.767	122340.78976099999	3533971	-569404.9382960969	4455216.594739844	44360	117125	32479
K562_skew	[0.2,0.5)	non-cCRE	non-CpG-tv	2651167	2651167	163457.689	18540.909033	2619144	-223662.50422452012	2972725.6769990874	37620	89878	27202
K562_skew	[0.2,0.5)	non-cCRE	unknown	3780	0	0	0	3022	-881.7469974010019	3069.6898391685017	6	213	40
K562_skew	[0.2,0.5)	pELS	CpG-CGI	6451	6451	3299.122	3040.817524	6449	1374.944000659395	26860.17285816453	732	2526	3182
K562_skew	[0.2,0.5)	pELS	CpG-nonCGI	15513	15513	24307.597	46324.600871	15485	-11232.876997196005	52991.07856677118	386	3627	3686
K562_skew	[0.2,0.5)	pELS	non-CpG-ti	206158	206158	31149.216	6304.614244	205959	29142.301983885347	616847.5946487958	15215	50878	44039
K562_skew	[0.2,0.5)	pELS	non-CpG-tv	168318	168318	11047.941	1316.054775	168074	38251.753041991265	509912.63632524875	13495	45133	40531
K562_skew	[0.2,0.5)	pELS	unknown	342	0	0	0	324	-133.9590009367091	814.4324703299405	5	112	53
K562_skew	[0.5,1.0)	Other cCREs	CpG-CGI	331	331	556.303	1136.394293	325	-212.70399963110677	1181.1016033187404	9	55	8
K562_skew	[0.5,1.0)	Other cCREs	CpG-nonCGI	8555	8555	18057.472999999998	40672.159989	8453	-7654.425996939886	24936.39368620616	49	423	658
K562_skew	[0.5,1.0)	Other cCREs	non-CpG-ti	104145	104145	15811.896	3211.022004	103662	-16090.088990688564	157759.6166306267	2046	3915	6896
K562_skew	[0.5,1.0)	Other cCREs	non-CpG-tv	72653	72653	4417.1050000000005	480.016009	71983	-6224.8549874470355	101053.9108129032	1491	2934	4770
K562_skew	[0.5,1.0)	Other cCREs	unknown	167	0	0	0	128	-33.88200011104347	84.30981579849085	0	11	4
K562_skew	[0.5,1.0)	PLS	CpG-CGI	1336	1336	632.815	552.659571	1336	942.1429996924713	8899.861504019356	275	532	820
K562_skew	[0.5,1.0)	PLS	CpG-nonCGI	705	705	894.103	1579.428879	705	-132.6989983970997	3825.7301775788555	62	238	305
K562_skew	[0.5,1.0)	PLS	non-CpG-ti	12912	12912	1896.6280000000002	349.51051	12904	9325.471997237068	89058.81308334108	2435	4685	5029
K562_skew	[0.5,1.0)	PLS	non-CpG-tv	13644	13644	1079.025	156.014963	13632	9854.471002378039	91825.74841637096	2561	5066	6163
K562_skew	[0.5,1.0)	PLS	unknown	44	0	0	0	44	0.22800033725801705	122.56394083273243	3	16	10
K562_skew	[0.5,1.0)	dELS	CpG-CGI	1243	1243	1436.372	2551.610316	1241	-534.4099965295754	4923.217244202161	75	255	451
K562_skew	[0.5,1.0)	dELS	CpG-nonCGI	28144	28144	54813.923	116562.85788899999	28099	-25128.188983694425	105527.59318229457	559	2996	6617
K562_skew	[0.5,1.0)	dELS	non-CpG-ti	323591	323591	48280.76	9691.009166	323119	-16564.560985602322	774118.9133000225	15229	28791	56967
K562_skew	[0.5,1.0)	dELS	non-CpG-tv	223697	223697	13130.476	1373.873572	223284	12914.743016534141	524719.7183459242	11524	21333	41710
K562_skew	[0.5,1.0)	dELS	unknown	183	0	0	0	174	-36.23900006513573	121.70807738504125	0	6	20
K562_skew	[0.5,1.0)	non-cCRE	CpG-CGI	1050	1050	1000.09	1670.3365000000001	1044	55.76700156170401	3438.6434275060806	88	305	333
K562_skew	[0.5,1.0)	non-cCRE	CpG-nonCGI	53802	53802	114252.11	258001.020784	53412	-46823.071975462386	141498.36593296824	261	2665	866
K562_skew	[0.5,1.0)	non-cCRE	non-CpG-ti	706489	706489	105684.506	21178.873466	701042	-129462.11186882285	910360.6121453833	8421	26939	8466
K562_skew	[0.5,1.0)	non-cCRE	non-CpG-tv	508729	508729	32627.655	4025.483339	503436	-55191.328813168	588361.7528389717	6737	20948	7274
K562_skew	[0.5,1.0)	non-cCRE	unknown	906	0	0	0	735	-226.35399948607662	864.9720871170292	1	49	6
K562_skew	[0.5,1.0)	pELS	CpG-CGI	1840	1840	919.895	850.236619	1838	935.2449996456273	8513.893202787636	269	743	928
K562_skew	[0.5,1.0)	pELS	CpG-nonCGI	4017	4017	6246.898	11982.645248	4008	-2865.0640049455706	13913.108938738307	108	1000	1038
K562_skew	[0.5,1.0)	pELS	non-CpG-ti	53951	53951	7896.459	1506.875573	53895	10808.001013020994	179625.06283164982	4503	13888	12687
K562_skew	[0.5,1.0)	pELS	non-CpG-tv	45561	45561	3169.165	412.216569	45489	12713.431979185441	157880.49409515757	4266	12987	12666
K562_skew	[0.5,1.0)	pELS	unknown	109	0	0	0	103	-28.795000610873057	376.7913251949735	4	34	14
K562_skew	[1.0,1.5)	Other cCREs	CpG-CGI	73	73	126.66199999999999	259.615048	73	-47.90799995698033	392.2199035164657	3	8	3
K562_skew	[1.0,1.5)	Other cCREs	CpG-nonCGI	1800	1800	3861.101	8809.459823	1791	-1641.7550022316864	5253.842809423057	11	96	139
K562_skew	[1.0,1.5)	Other cCREs	non-CpG-ti	19286	19286	2803.0480000000002	527.97396	19195	-3132.606998641277	28092.413808332378	341	766	1379
K562_skew	[1.0,1.5)	Other cCREs	non-CpG-tv	13347	13347	812.783	83.823263	13224	-1736.7609905243148	18573.04803618973	238	563	992
K562_skew	[1.0,1.5)	Other cCREs	unknown	21	0	0	0	15	-0.13400002941488826	2.244262060107767	0	2	2
K562_skew	[1.0,1.5)	PLS	CpG-CGI	215	215	109.535	106.446203	215	134.1660003820436	1304.4797395821581	43	85	133
K562_skew	[1.0,1.5)	PLS	CpG-nonCGI	144	144	202.471	368.962715	144	-74.98200045526033	971.7496027696368	8	49	57
K562_skew	[1.0,1.5)	PLS	non-CpG-ti	2342	2342	334.257	58.613969	2341	1742.7230004644953	16600.214672509774	455	803	866
K562_skew	[1.0,1.5)	PLS	non-CpG-tv	2669	2669	235.619	37.616145	2666	2284.75100384152	17771.471875220384	535	968	1162
K562_skew	[1.0,1.5)	PLS	unknown	11	0	0	0	11	-4.527999922633171	18.815799545449014	0	7	1
K562_skew	[1.0,1.5)	dELS	CpG-CGI	321	321	388.963	707.414209	321	-73.35799907718315	1548.0866417325606	32	61	109
K562_skew	[1.0,1.5)	dELS	CpG-nonCGI	6282	6282	12362.136	26416.387122	6278	-5691.288994923934	23898.667881104193	127	690	1627
K562_skew	[1.0,1.5)	dELS	non-CpG-ti	62908	62908	8895.202	1616.914116	62822	-3467.7279993678667	145657.91298763122	2956	5768	11282
K562_skew	[1.0,1.5)	dELS	non-CpG-tv	43936	43936	2614.134	272.682312	43842	2329.0940017529065	104391.53586130126	2356	4298	8902
K562_skew	[1.0,1.5)	dELS	unknown	29	0	0	0	29	-9.798000112175929	22.249402282873874	0	4	5
K562_skew	[1.0,1.5)	non-cCRE	CpG-CGI	225	225	206.706	338.876844	225	-1.7800006568431932	1173.8691056485923	24	72	68
K562_skew	[1.0,1.5)	non-cCRE	CpG-nonCGI	7320	7320	15655.572	35524.225252000004	7277	-6714.333999523663	21232.91757444686	39	429	182
K562_skew	[1.0,1.5)	non-cCRE	non-CpG-ti	121589	121589	17391.4	3224.50216	120692	-26474.725992268774	163053.26769585782	1315	4958	1537
K562_skew	[1.0,1.5)	non-cCRE	non-CpG-tv	85391	85391	5355.014	562.2386300000001	84596	-10312.075957515743	99315.78676327328	1099	3967	1521
K562_skew	[1.0,1.5)	non-cCRE	unknown	143	0	0	0	111	-38.55999976769092	177.2621168998482	1	13	1
K562_skew	[1.0,1.5)	pELS	CpG-CGI	427	427	181.762	143.031832	427	282.63300020340824	2137.0322717810764	64	181	240
K562_skew	[1.0,1.5)	pELS	CpG-nonCGI	823	823	1328.973	2612.887781	823	-558.1269983334935	3395.201105941953	28	189	235
K562_skew	[1.0,1.5)	pELS	non-CpG-ti	10583	10583	1488.609	265.522385	10572	1607.5179993769834	33327.17362868142	854	2761	2509
K562_skew	[1.0,1.5)	pELS	non-CpG-tv	9598	9598	726.698	99.431494	9586	2790.5259987756162	33266.56241100844	925	2728	2879
K562_skew	[1.0,1.5)	pELS	unknown	28	0	0	0	26	-19.766000024974346	85.4461342119758	0	15	4
K562_skew	[1.5,Inf)	Other cCREs	CpG-CGI	12	12	13.332	20.124599999999997	12	5.937999957241117	65.99683732102366	1	4	1
K562_skew	[1.5,Inf)	Other cCREs	CpG-nonCGI	501	501	1110.575	2587.807877	499	-486.24600049830053	1615.9763687363718	3	18	43
K562_skew	[1.5,Inf)	Other cCREs	non-CpG-ti	6663	6663	933.506	162.8669	6645	-1560.5319965068486	10258.156129942874	109	233	415
K562_skew	[1.5,Inf)	Other cCREs	non-CpG-tv	4154	4154	247.838	23.94536	4112	-513.8399968720041	5788.25414553278	77	198	238
K562_skew	[1.5,Inf)	Other cCREs	unknown	5	0	0	0	2	0.246999993920326	0.030616998507261302	0	1	0
K562_skew	[1.5,Inf)	PLS	CpG-CGI	38	38	12.111	5.1986490000000005	38	41.584999628365	242.13889512189564	9	13	25
K562_skew	[1.5,Inf)	PLS	CpG-nonCGI	29	29	40.231	75.568799	29	5.835000041872263	214.9485406279719	5	11	15
K562_skew	[1.5,Inf)	PLS	non-CpG-ti	680	680	92.172	14.848384	680	449.0360025217529	4025.0665521171886	128	224	250
K562_skew	[1.5,Inf)	PLS	non-CpG-tv	768	768	68.495	10.692011	768	618.7419964484873	5018.733714763726	151	274	347
K562_skew	[1.5,Inf)	PLS	unknown	5	0	0	0	5	-1.718999892473217	2.678338767097959	0	3	1
K562_skew	[1.5,Inf)	dELS	CpG-CGI	65	65	70.193	122.440091	64	-60.881999837234616	227.73717038012495	0	15	25
K562_skew	[1.5,Inf)	dELS	CpG-nonCGI	2095	2095	4204.088	9068.551012	2095	-1891.3370004225294	8168.404448394888	39	251	558
K562_skew	[1.5,Inf)	dELS	non-CpG-ti	21590	21590	2940.85	499.250964	21557	-2053.967994526029	48307.31227772153	901	2043	3792
K562_skew	[1.5,Inf)	dELS	non-CpG-tv	14314	14314	842.856	82.362104	14290	144.33900581300298	34366.9576513404	716	1493	2912
K562_skew	[1.5,Inf)	dELS	unknown	14	0	0	0	14	-3.364999882876868	12.3232644173062	0	1	1
K562_skew	[1.5,Inf)	non-cCRE	CpG-CGI	62	62	61.673	101.815677	62	-9.130999535089355	230.44403120220628	5	17	13
K562_skew	[1.5,Inf)	non-cCRE	CpG-nonCGI	1498	1498	3303.404	7670.038928	1493	-1505.2809996430299	5509.605336264231	18	92	51
K562_skew	[1.5,Inf)	non-cCRE	non-CpG-ti	42415	42415	5678.297	950.766097	42173	-14335.775992879524	65923.23409285511	383	1854	558
K562_skew	[1.5,Inf)	non-cCRE	non-CpG-tv	24392	24392	1455.001	139.113151	24185	-4013.533988223761	32560.658072315284	346	1316	513
K562_skew	[1.5,Inf)	non-cCRE	unknown	35	0	0	0	27	-12.923000000417249	36.752854966406304	0	1	0
K562_skew	[1.5,Inf)	pELS	CpG-CGI	120	120	54.686	53.297724	120	67.55100122559821	776.9584741519385	24	45	67
K562_skew	[1.5,Inf)	pELS	CpG-nonCGI	263	263	434.76300000000003	881.756717	263	-198.89800017792743	1016.9551666207369	10	63	91
K562_skew	[1.5,Inf)	pELS	non-CpG-ti	3743	3743	502.865	83.811029	3739	538.4530035227075	10268.701956012294	292	993	920
K562_skew	[1.5,Inf)	pELS	non-CpG-tv	3419	3419	266.356	36.803916	3412	1209.1830039698405	11367.029266746595	333	1003	1086
K562_skew	[1.5,Inf)	pELS	unknown	39	0	0	0	39	-21.815999891609	88.50326770148018	1	21	8
SKNSH_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	76	76	144.074	312.169742	74	-4.147000230848793	448.3515940307815	6	14	10
SKNSH_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	6114	6114	13506.722	31986.0985	6096	-5755.503002177341	17640.745667087056	28	211	762
SKNSH_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	5413	5413	819.63	157.271476	5367	616.5150044818876	6151.9350445341515	144	228	856
SKNSH_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	5828	5828	396.253	45.549717	5775	-1420.4800005614525	10616.403195369232	113	196	875
SKNSH_skew	(-Inf,-1.5)	Other cCREs	unknown	7	0	0	0	7	-5.659000001847742	10.328653048303847	0	0	1
SKNSH_skew	(-Inf,-1.5)	PLS	CpG-CGI	1344	1344	608.054	485.215564	1344	5000.84900051402	35988.13387293581	804	621	940
SKNSH_skew	(-Inf,-1.5)	PLS	CpG-nonCGI	759	759	1101.5439999999999	2129.10368	759	659.7790006510913	7697.71375266004	166	209	396
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG-ti	1539	1539	213.036	36.187756	1534	5473.335000091932	36624.894176307134	860	601	971
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG-tv	2539	2539	185.961	21.177857	2537	8272.028993583637	56996.886635303	1376	1025	1682
SKNSH_skew	(-Inf,-1.5)	PLS	unknown	1	0	0	0	1	3.45700001716614	11.9508491186867	1	0	0
SKNSH_skew	(-Inf,-1.5)	dELS	CpG-CGI	408	408	497.003	921.536053	407	82.93199926509992	2575.2493341319964	59	95	196
SKNSH_skew	(-Inf,-1.5)	dELS	CpG-nonCGI	18018	18018	38085.375	87583.09151700001	18000	-13915.906995457362	64559.85153633053	479	1817	6294
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG-ti	17066	17066	2404.723	429.773083	17041	9456.629988869885	62586.53516949582	1803	1558	7588
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG-tv	17549	17549	1058.734	108.361498	17513	2934.0390037260936	57747.28380450855	1347	1725	7386
