skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
K562_skew	(-Inf,-1.5)	Other cCREs	H1	12999	12999	4714.585	6634.121905	12968	18445.97599856334	134781.8207585768	3424	2271	10475
K562_skew	(-Inf,-1.5)	Other cCREs	HCT116	10111	10110	3378.86	4861.044084	10097	16398.710010300038	116378.21436716025	2851	1266	8320
K562_skew	(-Inf,-1.5)	Other cCREs	HepG2	9849	9848	3490.48	5019.846188	9835	15951.876005013479	114125.7762335987	2827	1633	7946
K562_skew	(-Inf,-1.5)	Other cCREs	K562	18542	18539	7502.32	11975.56532	18495	18849.92900451064	152323.81371918655	3727	2808	12957
K562_skew	(-Inf,-1.5)	Other cCREs	MCF-7	9760	9758	4350.036	7023.046386	9734	12998.462014284682	104368.95599862497	2521	1633	7410
K562_skew	(-Inf,-1.5)	Other cCREs	SK-N-SH	10704	10703	4329.37	6265.846592	10696	16244.743012887195	123963.81249080505	3038	2299	7929
K562_skew	(-Inf,-1.5)	PLS	H1	4565	4564	843.896	362.35713	4563	17835.21899620258	118438.3520889676	2885	2035	3772
K562_skew	(-Inf,-1.5)	PLS	HCT116	4325	4324	868.171	490.742745	4325	16656.939997510643	110844.94789130295	2702	1951	3555
K562_skew	(-Inf,-1.5)	PLS	HepG2	3975	3975	819.497	503.891043	3973	15223.570001324648	101749.21312215534	2462	1782	3268
K562_skew	(-Inf,-1.5)	PLS	K562	4513	4513	922.518	564.371388	4512	16801.84399765485	111445.64060885011	2732	1992	3670
K562_skew	(-Inf,-1.5)	PLS	MCF-7	4406	4406	834.799	396.782867	4404	17422.96099583537	115512.25850126462	2819	1985	3622
K562_skew	(-Inf,-1.5)	PLS	SK-N-SH	4682	4681	865.835	358.609787	4680	18463.301997721785	122378.78040176346	2979	2070	3824
K562_skew	(-Inf,-1.5)	dELS	H1	1974	1974	716.261	1005.922375	1971	2233.744999093934	15197.594387381885	439	381	1490
K562_skew	(-Inf,-1.5)	dELS	HCT116	6343	6343	2382.201	3800.099767	6342	6834.872991780633	48393.28704263904	1401	1190	4879
K562_skew	(-Inf,-1.5)	dELS	HepG2	3535	3535	1428.536	2274.700696	3535	3529.8539857694423	26970.495822546236	739	750	2493
K562_skew	(-Inf,-1.5)	dELS	K562	9503	9503	3546.479	5698.636343	9490	6146.140993956127	52406.57754510727	1399	1562	6256
K562_skew	(-Inf,-1.5)	dELS	MCF-7	3937	3937	1618.657	2577.253481	3935	4317.787990606505	32801.817977878076	900	866	3087
K562_skew	(-Inf,-1.5)	dELS	SK-N-SH	1916	1916	652.007	839.644901	1916	3584.8249922859263	24189.343733378708	657	438	1505
K562_skew	(-Inf,-1.5)	non-cCRE	H1	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	non-cCRE	HCT116	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	non-cCRE	HepG2	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	non-cCRE	K562	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	non-cCRE	MCF-7	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	non-cCRE	SK-N-SH	127232	127157	111632.764	246286.574132	125827	-45240.15387980665	190017.24970478722	920	6382	3197
K562_skew	(-Inf,-1.5)	pELS	H1	2017	2017	410.458	270.96897	2017	5179.011010990246	34208.85257789678	870	859	1601
K562_skew	(-Inf,-1.5)	pELS	HCT116	3445	3445	801.78	731.701728	3445	7586.984002441753	50003.45627706137	1306	1511	2706
K562_skew	(-Inf,-1.5)	pELS	HepG2	2670	2670	604.755	509.78533500000003	2668	6069.453007506788	40240.43317678121	1055	1222	2064
K562_skew	(-Inf,-1.5)	pELS	K562	4592	4592	1242.997	1358.410067	4589	8533.814007271663	56771.39129829832	1512	1860	3341
K562_skew	(-Inf,-1.5)	pELS	MCF-7	3162	3162	758.405	687.736321	3162	7479.9220062271925	48295.87486754835	1297	1412	2503
K562_skew	(-Inf,-1.5)	pELS	SK-N-SH	2555	2555	493.541	270.188467	2555	7060.263006521972	45226.72260664086	1188	1156	2056
K562_skew	[-0.05,0.05)	Inactive cCRE	H1	70782173	70744454	18713213.068999987	25975931.51529508	70625109	1833316.4212311513	146605237.23685047	3154644	4806700	5334143
K562_skew	[-0.05,0.05)	Inactive cCRE	HCT116	70323931	70286869	18629615.579999987	25875927.332040083	70167512	1952622.8491774562	147004985.3846938	3171928	4714569	5236387
K562_skew	[-0.05,0.05)	Inactive cCRE	HepG2	70328473	70290471	18596210.667999987	25806508.384176083	70170285	1883546.8993122904	146610830.82307243	3159240	4702884	5308547
K562_skew	[-0.05,0.05)	Inactive cCRE	K562	69453243	69415400	18415269.09599999	25648206.08325608	69295987	1992284.8191107374	145198458.8054687	3140490	4462597	5150103
K562_skew	[-0.05,0.05)	Inactive cCRE	MCF-7	70461476	70423758	18532225.252999976	25649820.829115078	70301299	2181508.8321276833	146873594.706716	3176541	4684690	5344083
K562_skew	[-0.05,0.05)	Inactive cCRE	SK-N-SH	70030871	69993324	18416523.809999987	25557800.44624008	69871049	1663580.827772897	143014307.38659704	3058347	4529543	5199961
K562_skew	[-0.05,0.05)	Other cCREs	H1	1865862	1865085	432006.129	474465.166629	1861422	51501.41373972828	5918752.412797582	120073	288114	474491
K562_skew	[-0.05,0.05)	Other cCREs	HCT116	1511021	1510071	328917.72000000003	358128.345224	1506436	-31949.950066475187	3529733.9733387735	68759	180637	358210
K562_skew	[-0.05,0.05)	Other cCREs	HepG2	1555302	1554856	361829.953	412708.170705	1552534	-28981.602195243166	4035668.1335558468	76223	220004	357043
K562_skew	[-0.05,0.05)	Other cCREs	K562	1928045	1927590	459155.267	527642.435669	1925246	-78197.26507374141	4535121.351958165	84740	277941	413571
K562_skew	[-0.05,0.05)	Other cCREs	MCF-7	1724197	1723493	487777.188	650636.6780600001	1723108	-269669.33604783	4514657.562217129	73006	247645	318248
K562_skew	[-0.05,0.05)	Other cCREs	SK-N-SH	2382195	2381286	686323.84	877534.293676	2380595	104846.5983894757	8199498.0457288455	180044	445413	497608
K562_skew	[-0.05,0.05)	PLS	H1	322186	322107	51223.119	20009.221093	322071	54645.44499909553	1879843.4677352547	40570	133543	154757
K562_skew	[-0.05,0.05)	PLS	HCT116	301483	301393	48851.463	20883.884531	301409	36247.678015354	1693211.4652649637	35551	129738	146039
K562_skew	[-0.05,0.05)	PLS	HepG2	283324	283261	46240.081	21270.525335	283209	26950.509999164053	1648650.2294005193	33148	122828	135376
K562_skew	[-0.05,0.05)	PLS	K562	317710	317625	51773.051	22405.857389	317547	36127.94498193556	1717285.812833915	36096	136016	150191
K562_skew	[-0.05,0.05)	PLS	MCF-7	321387	321286	52773.98	22297.552794	321272	56008.91301709263	1742822.8372721944	39556	136536	155866
K562_skew	[-0.05,0.05)	PLS	SK-N-SH	360210	360082	58719.962	23625.932682	360028	79634.75700473679	2034219.913169905	46306	149759	169841
K562_skew	[-0.05,0.05)	dELS	H1	321066	321043	78699.925	92965.780841	320921	75017.61499156644	1289306.1789384757	30097	51472	89258
K562_skew	[-0.05,0.05)	dELS	HCT116	872340	872027	217493.712	271073.725178	871670	42267.997868820465	2648907.814246327	52655	142820	229768
K562_skew	[-0.05,0.05)	dELS	HepG2	902250	902182	227695.307	284489.443755	901776	111625.79388953611	2785358.61383881	63172	150278	197513
K562_skew	[-0.05,0.05)	dELS	K562	902137	902068	227827.482	281245.057464	901415	3301.023928836318	2525615.727705289	45267	143983	180833
K562_skew	[-0.05,0.05)	dELS	MCF-7	552471	552434	157250.346	207350.192116	552010	5808.97191382409	1903906.692629305	38207	110853	155682
K562_skew	[-0.05,0.05)	dELS	SK-N-SH	310568	310566	81190.627	93211.883825	310379	94500.28081160312	1649995.606422628	37975	60882	103754
K562_skew	[-0.05,0.05)	non-cCRE	H1	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	non-cCRE	HCT116	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	non-cCRE	HepG2	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	non-cCRE	K562	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	non-cCRE	MCF-7	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	non-cCRE	SK-N-SH	305015868	304842950	73334727.49099976	98642764.82331797	301308114	-30646600.691104185	347721360.498521	4329689	6547325	1045603
K562_skew	[-0.05,0.05)	pELS	H1	258444	258377	41832.883	21652.389721	258365	61004.418050911634	1160868.3352942094	26739	101918	100384
K562_skew	[-0.05,0.05)	pELS	HCT116	540956	540706	92096.65000000001	59010.786606	540861	76296.73801729889	1977168.9940721742	43230	213983	182629
K562_skew	[-0.05,0.05)	pELS	HepG2	480382	480296	84999.116	60047.549608	480084	82343.71200670685	1773499.8317483221	40340	185753	154554
K562_skew	[-0.05,0.05)	pELS	K562	948596	948383	162950.229	105524.639801	947693	121968.79006468476	2877525.933649884	65530	361210	258335
K562_skew	[-0.05,0.05)	pELS	MCF-7	490200	490095	86948.358	54918.821494	490199	101827.932001684	1819025.8327813186	44813	202023	179154
K562_skew	[-0.05,0.05)	pELS	SK-N-SH	465887	465808	74216.886	32851.517156	465837	132922.8490337399	1955986.679697557	49451	196150	181869
K562_skew	[-0.2,-0.05)	Inactive cCRE	H1	15065458	15057250	6721931.125	12265388.877683	15026632	-951004.5207789004	34017873.83106207	645570	1232885	1803182
K562_skew	[-0.2,-0.05)	Inactive cCRE	HCT116	14994008	14985976	6695406.584	12206069.492704	14955362	-914613.9527621776	34307601.82592684	653648	1218058	1782638
K562_skew	[-0.2,-0.05)	Inactive cCRE	HepG2	15042290	15034145	6688611.232	12179804.758888002	15003360	-907239.1216684455	34380363.99478222	656409	1222264	1828135
K562_skew	[-0.2,-0.05)	Inactive cCRE	K562	14543633	14535617	6539345.899	11994613.772209002	14505625	-919714.2588237209	33199925.64162018	631056	1110857	1690191
K562_skew	[-0.2,-0.05)	Inactive cCRE	MCF-7	14987159	14979135	6645360.046	12107027.116304	14947931	-860403.9737404138	34103851.532803506	650099	1192934	1805970
K562_skew	[-0.2,-0.05)	Inactive cCRE	SK-N-SH	14813642	14805660	6595365.938	12074978.423926	14774569	-1047742.3635879604	32647217.0949633	606376	1132340	1737817
K562_skew	[-0.2,-0.05)	Other cCREs	H1	672715	672606	223772.56100000002	307679.635893	671808	24997.90298875574	2433182.8206375027	50699	118237	239342
K562_skew	[-0.2,-0.05)	Other cCREs	HCT116	486912	486762	159653.637	229601.842041	485989	-4590.598024561156	1395909.7298379964	28759	63897	164612
K562_skew	[-0.2,-0.05)	Other cCREs	HepG2	506599	506434	179532.629	264671.266659	505897	-7127.683065552506	1583854.9292821155	31344	80959	167330
K562_skew	[-0.2,-0.05)	Other cCREs	K562	742850	742636	262953.904	384360.184386	741723	-19789.306972551043	2058297.397783437	41191	114268	222381
K562_skew	[-0.2,-0.05)	Other cCREs	MCF-7	564131	563874	232824.908	371044.441198	563686	-83367.5050180262	1755570.7496288044	30635	91536	158392
K562_skew	[-0.2,-0.05)	Other cCREs	SK-N-SH	818179	817859	329985.034	492824.00299999997	817524	36565.966852423844	3139229.8803527653	69455	169063	246059
K562_skew	[-0.2,-0.05)	PLS	H1	213863	213799	38357.471	16396.468066999998	213762	116322.29600353478	1400049.762951231	37279	89148	118798
K562_skew	[-0.2,-0.05)	PLS	HCT116	199053	198985	36282.968	16682.575648000002	198995	99217.44898235856	1263643.6728233062	33372	85248	111330
K562_skew	[-0.2,-0.05)	PLS	HepG2	185018	184967	34234.487	17177.143631	184917	87095.40897219561	1191760.9846990649	30651	80182	102640
K562_skew	[-0.2,-0.05)	PLS	K562	207090	207023	38349.838	18528.517098	206993	99920.73299537461	1270347.635211299	33694	88557	114008
K562_skew	[-0.2,-0.05)	PLS	MCF-7	215242	215175	39678.016	18103.524678	215141	118273.54300894373	1359220.294111615	37308	91077	120310
K562_skew	[-0.2,-0.05)	PLS	SK-N-SH	237685	237604	43599.97	19062.294964	237566	139999.82900235886	1514023.0640215317	42167	98827	130417
K562_skew	[-0.2,-0.05)	dELS	H1	113737	113723	41214.091	59874.360571	113638	28345.202959403858	528071.3607377028	12018	20893	44469
K562_skew	[-0.2,-0.05)	dELS	HCT116	290575	290456	111694.104	175634.94892	290283	20770.6689760025	1052891.4503998556	21761	53906	108147
K562_skew	[-0.2,-0.05)	dELS	HepG2	265448	265427	104811.18	166283.63342	265329	34585.18496764102	988892.4738823982	21878	50141	84847
K562_skew	[-0.2,-0.05)	dELS	K562	347917	347854	131266.045	201749.742317	347560	12593.066981001284	1138367.2610371485	21951	60366	103131
K562_skew	[-0.2,-0.05)	dELS	MCF-7	203879	203848	85009.7	134007.249924	203693	10138.63095392637	826363.5358406847	17119	44484	78260
K562_skew	[-0.2,-0.05)	dELS	SK-N-SH	114406	114400	41789.932	56865.279358	114310	40284.632938668845	682919.6515116042	15526	24748	50573
K562_skew	[-0.2,-0.05)	non-cCRE	H1	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	non-cCRE	HCT116	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	non-cCRE	HepG2	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	non-cCRE	K562	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	non-cCRE	MCF-7	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	non-cCRE	SK-N-SH	39462481	39443915	16633371.497999985	31445447.22477799	39022000	-7046441.370340482	51693912.50325221	532575	1130698	306589
K562_skew	[-0.2,-0.05)	pELS	H1	120521	120495	23504.234	14650.575834	120491	58678.397032693036	644552.8688927661	17040	48563	59787
K562_skew	[-0.2,-0.05)	pELS	HCT116	215746	215694	45742.189	36001.058735	215702	76555.71103386524	1003683.96529328	25066	88617	98851
K562_skew	[-0.2,-0.05)	pELS	HepG2	186939	186900	41589.954	36053.11545	186828	70025.48899964917	878858.2616354935	22324	76180	82626
K562_skew	[-0.2,-0.05)	pELS	K562	344804	344743	76863.796	64737.702038	344430	104329.04402538377	1356792.7086292026	34714	135678	135867
K562_skew	[-0.2,-0.05)	pELS	MCF-7	215883	215841	45906.812	33807.585944	215880	92698.58300105715	978724.5318966545	27445	89695	102646
K562_skew	[-0.2,-0.05)	pELS	SK-N-SH	202382	202350	38038.608	20259.9168	202362	108231.21299999664	1040340.9534320717	29082	84748	100712
K562_skew	[-0.5,-0.2)	Inactive cCRE	H1	3859938	3857367	1924708.079	3590851.175939	3849440	-344379.2826942495	9342144.274862878	172462	355862	678887
K562_skew	[-0.5,-0.2)	Inactive cCRE	HCT116	3844726	3842219	1914588.511	3563453.4030110002	3834322	-334917.9396436148	9416908.367730513	174425	353925	673477
K562_skew	[-0.5,-0.2)	Inactive cCRE	HepG2	3883387	3880822	1921157.611	3570137.201999	3872802	-312512.4686993161	9575334.787864286	179662	358748	701471
K562_skew	[-0.5,-0.2)	Inactive cCRE	K562	3645510	3643040	1840505.956	3457852.844342	3635350	-346841.831737542	8871739.248662721	162502	310501	617548
K562_skew	[-0.5,-0.2)	Inactive cCRE	MCF-7	3836725	3834217	1898404.524	3534989.824032	3826113	-320382.049663714	9344851.303665228	172693	342564	681492
K562_skew	[-0.5,-0.2)	Inactive cCRE	SK-N-SH	3782940	3780462	1886527.645	3535226.0206110002	3772359	-407993.4406435635	8773059.103585672	154817	322306	657083
K562_skew	[-0.5,-0.2)	Other cCREs	H1	242125	242077	83113.988	114530.097134	241781	49960.03096454578	1006712.7749651336	24225	45489	113491
K562_skew	[-0.5,-0.2)	Other cCREs	HCT116	166825	166765	57575.39	85007.56504	166483	34721.80594364356	631849.5393757538	15547	22709	76392
K562_skew	[-0.5,-0.2)	Other cCREs	HepG2	170487	170435	62880.289	93566.993247	170246	30841.867999039587	675665.4761833966	15949	29394	76436
K562_skew	[-0.5,-0.2)	Other cCREs	K562	289103	289007	109014.683	164416.893525	288623	31672.969995318217	973893.6063299346	22400	45752	112704
K562_skew	[-0.5,-0.2)	Other cCREs	MCF-7	194373	194273	82574.018	131758.15926000001	194182	4927.290960281514	731091.6070207113	15758	33643	75394
K562_skew	[-0.5,-0.2)	Other cCREs	SK-N-SH	280182	280038	113623.192	168098.944854	279929	62557.8029592673	1259090.364176038	31228	60886	111324
K562_skew	[-0.5,-0.2)	PLS	H1	104913	104878	18764.416	7865.924086	104872	125256.03100842818	923935.0344732509	27838	43776	64745
K562_skew	[-0.5,-0.2)	PLS	HCT116	97177	97141	17724.154	8161.4023	97155	113072.92301956005	840896.7170407214	25458	41388	60379
K562_skew	[-0.5,-0.2)	PLS	HepG2	89698	89668	16636.411	8302.579529	89657	101519.80299639753	780848.0772635994	23159	38692	55403
K562_skew	[-0.5,-0.2)	PLS	K562	100490	100457	18700.745	9191.370031	100458	112760.36100057057	841407.5932428046	25437	42677	61783
K562_skew	[-0.5,-0.2)	PLS	MCF-7	105454	105419	19327.961	8713.523759	105413	126192.7720042808	905730.3683799984	27959	44482	65381
K562_skew	[-0.5,-0.2)	PLS	SK-N-SH	115727	115683	21145.851	9134.127409	115681	141458.67300731855	999743.1808473427	30946	47953	70952
K562_skew	[-0.5,-0.2)	dELS	H1	41979	41960	15317.069	21748.676911	41940	15821.015006495294	216063.5372971527	5303	8303	21249
K562_skew	[-0.5,-0.2)	dELS	HCT116	106582	106522	43546.202	69861.780046	106435	20430.276963535467	443501.80756065476	10267	21070	50678
K562_skew	[-0.5,-0.2)	dELS	HepG2	84482	84467	35309.695	56124.786383	84452	19056.706995259054	371420.220968458	8663	17382	35811
K562_skew	[-0.5,-0.2)	dELS	K562	139232	139172	54635.823	84998.436493	139104	18918.777038721608	502037.4992400262	11069	25350	54184
K562_skew	[-0.5,-0.2)	dELS	MCF-7	76488	76461	32915.701	51967.982091	76409	14118.590973477585	343721.0255941162	8009	17510	36823
K562_skew	[-0.5,-0.2)	dELS	SK-N-SH	41708	41702	15522.603000000001	20869.137977	41667	23193.82896728254	279791.5973001468	6959	9721	22390
K562_skew	[-0.5,-0.2)	non-cCRE	H1	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	non-cCRE	HCT116	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	non-cCRE	HepG2	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	non-cCRE	K562	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	non-cCRE	MCF-7	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	non-cCRE	SK-N-SH	6815161	6810573	3621842.435	7001261.180355	6749794	-1777047.1530565007	9667859.623764502	78462	250104	94444
K562_skew	[-0.5,-0.2)	pELS	H1	50137	50129	9960.439	6137.136187	50134	46329.758999959115	353853.65624832374	10280	20468	29288
K562_skew	[-0.5,-0.2)	pELS	HCT116	83782	83764	18429.734	14648.85986	83772	59680.48700205482	509552.8461390948	14411	34806	46734
K562_skew	[-0.5,-0.2)	pELS	HepG2	71038	71019	15879.985	13001.449099	71010	54081.64399379924	439440.7155669957	12675	29682	38539
K562_skew	[-0.5,-0.2)	pELS	K562	124757	124735	29006.784	24673.465866	124632	76477.27698811084	653631.3303712498	18700	49618	61441
K562_skew	[-0.5,-0.2)	pELS	MCF-7	86052	86041	18641.787	13703.521115	86050	68130.94901085332	517314.9731866844	15689	35699	48570
K562_skew	[-0.5,-0.2)	pELS	SK-N-SH	78535	78526	15044.7	7804.779406	78531	73770.68899487423	531025.0319375374	16158	33032	45911
K562_skew	[-1.0,-0.5)	Inactive cCRE	H1	1093013	1092355	589773.877	1116828.718419	1090106	-58139.607998991516	3014905.8216051813	58149	107369	269336
K562_skew	[-1.0,-0.5)	Inactive cCRE	HCT116	1083142	1082510	585780.095	1107043.251981	1080207	-70271.279940109	2958889.465976001	56390	106845	262411
K562_skew	[-1.0,-0.5)	Inactive cCRE	HepG2	1105419	1104767	590360.687	1112292.475759	1102471	-43767.945968402324	3126049.9983775383	61386	109224	278787
K562_skew	[-1.0,-0.5)	Inactive cCRE	K562	1003481	1002870	552962.069	1057271.868497	1000701	-75491.86294228667	2725246.7790919254	51156	90434	236179
K562_skew	[-1.0,-0.5)	Inactive cCRE	MCF-7	1086263	1085636	581365.8369999999	1098472.700351	1083267	-51854.19195837712	2999615.6638400517	57796	103246	270764
K562_skew	[-1.0,-0.5)	Inactive cCRE	SK-N-SH	1077526	1076897	581889.677	1106030.971923	1074540	-87707.2199403624	2806108.643960969	51819	97942	266788
K562_skew	[-1.0,-0.5)	Other cCREs	H1	92552	92530	33730.95	46972.913332000004	92399	53416.57998525749	541471.3398534338	14382	17434	55735
K562_skew	[-1.0,-0.5)	Other cCREs	HCT116	68729	68703	23873.965	34435.533505	68587	54575.60393183621	463436.66200627247	12318	9078	43173
K562_skew	[-1.0,-0.5)	Other cCREs	HepG2	66400	66372	25259.266	37123.072902	66282	46273.09295482283	425779.4568467768	11298	11611	40523
K562_skew	[-1.0,-0.5)	Other cCREs	K562	120326	120274	47594.394	72363.949954	120100	53838.39191473557	612967.1215441575	15507	18863	61286
K562_skew	[-1.0,-0.5)	Other cCREs	MCF-7	73891	73860	31786.755	49933.157771	73814	31993.622942028553	418161.09759715095	10389	12781	39196
K562_skew	[-1.0,-0.5)	Other cCREs	SK-N-SH	96810	96762	39677.018000000004	57858.38017	96728	57969.406969058204	604481.2443149993	16070	21342	50501
K562_skew	[-1.0,-0.5)	PLS	H1	42456	42448	7760.854	3329.1177860000003	42433	90031.99799823381	574703.9438448516	16879	18273	29356
K562_skew	[-1.0,-0.5)	PLS	HCT116	39318	39311	7412.103	3616.913321	39311	81997.57600541378	523118.8840548681	15486	17185	27324
K562_skew	[-1.0,-0.5)	PLS	HepG2	36268	36263	6923.786	3577.710658	36245	75214.95501196197	484056.8965249335	14235	16039	25225
K562_skew	[-1.0,-0.5)	PLS	K562	40581	40576	7835.9310000000005	4093.254579	40573	82550.73499964621	524097.18804543494	15622	17719	27986
K562_skew	[-1.0,-0.5)	PLS	MCF-7	42383	42377	7980.699	3781.996001	42360	89516.85499569858	562905.1293886153	16861	18345	29360
K562_skew	[-1.0,-0.5)	PLS	SK-N-SH	45717	45709	8476.122	3664.486366	45694	97616.84698046336	610970.4649358857	18305	19489	31387
K562_skew	[-1.0,-0.5)	dELS	H1	15352	15346	5886.235	8363.123125	15321	9208.55599630962	88778.12923479525	2353	3068	9118
K562_skew	[-1.0,-0.5)	dELS	HCT116	40312	40292	16914.818	27031.22734	40282	18702.058982094757	204174.27716023155	5449	8066	23233
K562_skew	[-1.0,-0.5)	dELS	HepG2	28276	28271	12699.83	20399.211808	28267	11966.743982722393	145102.88137138844	3703	6141	15057
K562_skew	[-1.0,-0.5)	dELS	K562	54371	54355	22089.933	34828.904755	54322	16119.142000172174	223911.58025485557	5540	9674	25439
K562_skew	[-1.0,-0.5)	dELS	MCF-7	28525	28499	13009.604	20684.70453	28507	12118.480996590693	154473.6466875895	3989	6617	16551
K562_skew	[-1.0,-0.5)	dELS	SK-N-SH	14908	14903	5703.02	7600.68034	14883	13956.017980838435	119878.34946091301	3143	3654	9377
K562_skew	[-1.0,-0.5)	non-cCRE	H1	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	non-cCRE	HCT116	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	non-cCRE	HepG2	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	non-cCRE	K562	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	non-cCRE	MCF-7	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	non-cCRE	SK-N-SH	1380720	1379709	902869.909	1805670.986047	1369643	-440393.5741314038	2144717.03171406	15612	60423	29880
K562_skew	[-1.0,-0.5)	pELS	H1	18469	18468	3898.08	2589.71094	18466	26716.75399483939	175925.9696680196	5222	7778	12135
K562_skew	[-1.0,-0.5)	pELS	HCT116	30341	30331	7069.015	5956.657455	30338	36230.32099641301	246165.91500890916	7342	12748	19539
K562_skew	[-1.0,-0.5)	pELS	HepG2	25479	25474	5806.427	4691.112475	25460	31547.433994543848	214795.97108564412	6363	10907	16088
K562_skew	[-1.0,-0.5)	pELS	K562	43083	43072	10567.669	9525.605817	43029	44217.8740033815	309562.5352699093	9160	17232	24790
K562_skew	[-1.0,-0.5)	pELS	MCF-7	30780	30775	6907.101	5211.024949	30777	39459.512999708066	260629.66669287533	7950	12933	19809
K562_skew	[-1.0,-0.5)	pELS	SK-N-SH	26881	26876	5304.159	2929.064803	26880	39399.22798565111	254346.50153351578	7648	11495	17627
K562_skew	[-1.5,-1.0)	Inactive cCRE	H1	246618	246539	135608.161	263002.847963	245857	10750.78800281324	786982.9875289866	16224	24766	78130
K562_skew	[-1.5,-1.0)	Inactive cCRE	HCT116	240907	240830	134222.089	260305.779301	240137	-879.1359913853254	717397.9347665842	14364	24114	73717
K562_skew	[-1.5,-1.0)	Inactive cCRE	HepG2	250094	250015	136489.353	263092.726837	249305	12086.636999838185	798987.4985013398	16763	25224	81045
K562_skew	[-1.5,-1.0)	Inactive cCRE	K562	218002	217924	123794.885	243213.52375300002	217296	-2327.19900357991	649170.9968315649	12812	19668	64791
K562_skew	[-1.5,-1.0)	Inactive cCRE	MCF-7	246393	246317	134308.041	259346.392833	245621	10942.957970513955	778576.9916478142	15962	23812	79467
K562_skew	[-1.5,-1.0)	Inactive cCRE	SK-N-SH	247158	247086	135698.045	263362.07387100003	246363	2132.2389994897017	731490.0794967334	14604	23008	80611
K562_skew	[-1.5,-1.0)	Other cCREs	H1	30334	30333	10998.22	14861.662928	30287	35736.78395534935	276489.69838102895	7170	5236	22470
K562_skew	[-1.5,-1.0)	Other cCREs	HCT116	25197	25196	8250.88	11034.265158	25152	39529.32794960088	282691.746045993	7115	3212	19532
