skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
mean_skew	[-0.05,0.05)	Inactive cCRE	H1	68405358	68369393	16907731.14099996	22379362.723063085	68259717	2648137.634185688	139382250.73352882	3054840	4600690	5099244
mean_skew	[-0.05,0.05)	Inactive cCRE	HCT116	67942143	67906918	16826547.100999974	22286402.731927086	67797170	2760239.937095091	139765397.0678954	3071075	4511626	5006439
mean_skew	[-0.05,0.05)	Inactive cCRE	HepG2	68049589	68013575	16822104.957999963	22256304.741426084	67903455	2716350.641206303	139694587.03995794	3067333	4515198	5101464
mean_skew	[-0.05,0.05)	Inactive cCRE	K562	66924341	66888590	16590363.294999965	22041286.572033085	66779679	2765608.048135075	137596176.4157352	3029989	4243396	4880374
mean_skew	[-0.05,0.05)	Inactive cCRE	MCF-7	68113444	68077766	16752579.75699996	22104327.37452308	67965804	2952934.628054323	139724723.91064838	3074573	4486241	5107063
mean_skew	[-0.05,0.05)	Inactive cCRE	SK-N-SH	67691644	67656165	16649099.233999962	22031001.259406082	67544387	2429885.16768715	135896808.54347923	2956707	4333505	4962971
mean_skew	[-0.05,0.05)	Other cCREs	H1	1811896	1811384	395708.446	410408.959204	1808637	64296.43879576241	5766410.428403489	117239	281827	469426
mean_skew	[-0.05,0.05)	Other cCREs	HCT116	1482544	1481830	305288.104	314121.152752	1479100	-18432.35405995813	3427360.2749078	67624	176765	353346
mean_skew	[-0.05,0.05)	Other cCREs	HepG2	1481049	1480638	323569.517	347719.153547	1478764	-20798.43508646259	3839753.7376945703	72564	210724	344592
mean_skew	[-0.05,0.05)	Other cCREs	K562	1982094	1981612	445965.308	489598.885864	1979349	-48990.98203221548	4618024.102173725	88316	281214	429519
mean_skew	[-0.05,0.05)	Other cCREs	MCF-7	1657397	1656701	438116.647	558051.017335	1656340	-227865.98602125281	4319149.550089418	71956	238172	316035
mean_skew	[-0.05,0.05)	Other cCREs	SK-N-SH	2287433	2286499	613098.375	744843.771945	2285849	155548.68444314567	7907629.898510564	177602	430211	492230
mean_skew	[-0.05,0.05)	PLS	H1	338721	338628	53758.134	20781.912986	338601	65880.54000430262	1981076.4959649986	43778	140091	166628
mean_skew	[-0.05,0.05)	PLS	HCT116	316426	316320	50915.9	21132.640074	316357	45475.60600757389	1788015.2969140818	38407	135706	156860
mean_skew	[-0.05,0.05)	PLS	HepG2	294877	294799	47569.634	20856.658056	294757	33337.53100712203	1719053.3881118894	35273	127659	144411
mean_skew	[-0.05,0.05)	PLS	K562	334152	334049	54199.741	23070.944085	333990	46306.311961743624	1816404.56718992	39092	142731	161461
mean_skew	[-0.05,0.05)	PLS	MCF-7	338553	338433	55370.713	22965.181587	338433	67995.04502310908	1855987.643841861	42922	143357	168111
mean_skew	[-0.05,0.05)	PLS	SK-N-SH	379118	378973	61600.772000000004	24483.40832	378929	93823.83699154062	2147349.4155198894	50085	157096	183165
mean_skew	[-0.05,0.05)	dELS	H1	305279	305256	70439.475	79065.819881	305138	71684.62096452527	1221251.9006414672	28310	49182	85749
mean_skew	[-0.05,0.05)	dELS	HCT116	842063	841729	197560.309	235050.311309	841405	45287.816931794296	2553662.0182421734	50461	137631	222008
mean_skew	[-0.05,0.05)	dELS	HepG2	827747	827680	196229.375	233321.068927	827337	100211.34585899195	2518269.8683011928	56210	139092	179556
mean_skew	[-0.05,0.05)	dELS	K562	929360	929275	219425.791	257537.637435	928605	19277.357888915045	2594018.426461935	47388	146117	189350
mean_skew	[-0.05,0.05)	dELS	MCF-7	523660	523616	139074.132	175441.790294	523237	11676.0219295394	1806935.1568549073	36324	105784	149845
mean_skew	[-0.05,0.05)	dELS	SK-N-SH	297377	297373	72381.265	78906.768267	297218	95715.01783551599	1605649.042974201	36807	58147	100289
mean_skew	[-0.05,0.05)	non-cCRE	H1	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	non-cCRE	HCT116	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	non-cCRE	HepG2	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	non-cCRE	K562	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	non-cCRE	MCF-7	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	non-cCRE	SK-N-SH	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962
mean_skew	[-0.05,0.05)	pELS	H1	257770	257703	40751.845	19865.585669	257690	62246.42804859417	1180627.0070023343	26948	101782	102523
mean_skew	[-0.05,0.05)	pELS	HCT116	535848	535567	88077.627	52778.164741	535751	79674.65602437107	1997181.907581786	43548	211844	184917
mean_skew	[-0.05,0.05)	pELS	HepG2	465762	465672	78915.557	51283.378847	465470	83144.57901292095	1759952.5314755398	39735	180899	153547
mean_skew	[-0.05,0.05)	pELS	K562	949077	948838	158434.906	97990.961386	948160	130044.92604535374	2906993.05398042	66330	360114	262866
mean_skew	[-0.05,0.05)	pELS	MCF-7	485970	485848	83247.792	48699.637064	485969	107505.95301315343	1824820.304106675	45340	200018	182516
mean_skew	[-0.05,0.05)	pELS	SK-N-SH	463452	463354	72209.395	30249.792865	463400	137272.95504152184	1974179.6650573188	49914	194613	184915
mean_skew	[-0.2,-0.05)	Inactive cCRE	H1	17342122	17332247	8573779.056999998	16030927.194713019	17294561	-1189469.6555380833	40176074.98970096	761169	1442473	2117753
mean_skew	[-0.2,-0.05)	Inactive cCRE	HCT116	17280691	17270961	8546923.424999997	15965172.486599017	17233299	-1143090.601470924	40549863.56297321	771919	1427621	2096876
mean_skew	[-0.2,-0.05)	Inactive cCRE	HepG2	17275177	17265220	8523902.223999998	15916790.65437402	17227089	-1152049.4974253408	40449451.57419275	769859	1423411	2135758
mean_skew	[-0.2,-0.05)	Inactive cCRE	K562	16799131	16789282	8360315.912999998	15701044.885201018	16751746	-1140488.042605252	39346308.44199172	747711	1309293	1995374
mean_skew	[-0.2,-0.05)	Inactive cCRE	MCF-7	17239319	17229478	8471417.341999998	15820420.380170017	17190630	-1072495.3975085327	40230425.49302656	766946	1393824	2121092
mean_skew	[-0.2,-0.05)	Inactive cCRE	SK-N-SH	17032795	17022981	8405516.047999999	15769348.947106019	16984240	-1286252.394354036	38540088.163958006	716313	1324564	2043619
mean_skew	[-0.2,-0.05)	Other cCREs	H1	771046	770749	273640.527	388067.348375	769320	43032.89893758647	2774780.774218136	59568	134493	274360
mean_skew	[-0.2,-0.05)	Other cCREs	HCT116	544754	544447	191617.804	284397.9044	543042	4223.902930266466	1598523.4404344412	33487	71803	187264
mean_skew	[-0.2,-0.05)	Other cCREs	HepG2	593522	593320	221450.307	332975.085453	592470	6898.57691745318	1859168.2544101777	37917	94023	194538
mean_skew	[-0.2,-0.05)	Other cCREs	K562	820363	820122	315840.332	476930.87384	819092	-18055.35301949061	2325443.2400199044	46884	128068	251461
mean_skew	[-0.2,-0.05)	Other cCREs	MCF-7	657920	657618	292904.171	478233.641317	657417	-93358.89003313155	2062160.2506185856	36321	106887	182032
mean_skew	[-0.2,-0.05)	Other cCREs	SK-N-SH	962929	962570	418376.828	643052.935574	962221	45871.231818809916	3698026.1068917485	81907	196761	283601
mean_skew	[-0.2,-0.05)	PLS	H1	226700	226634	41073.683	18048.400789	226591	128435.42701936227	1499331.385961602	40245	94359	125734
mean_skew	[-0.2,-0.05)	PLS	HCT116	210352	210284	38915.542	18650.48623	210287	109144.50000074237	1341136.37202096	35813	90029	117485
mean_skew	[-0.2,-0.05)	PLS	HepG2	195940	195887	36931.146	19474.41086	195831	95419.82998299645	1270615.192048134	32968	84651	108323
mean_skew	[-0.2,-0.05)	PLS	K562	218707	218641	41161.488	20624.129932	218601	109226.80601207218	1349130.251323289	36148	93326	120399
mean_skew	[-0.2,-0.05)	PLS	MCF-7	228160	228094	42607.405	20160.968405	228051	130237.93702329062	1444054.729428706	40169	96390	127356
mean_skew	[-0.2,-0.05)	PLS	SK-N-SH	252395	252312	46864.784999999996	21149.425785	252268	154439.0510260662	1621808.6902366385	45601	104763	138263
mean_skew	[-0.2,-0.05)	dELS	H1	133998	133971	50844.674	75127.311574	133894	35939.53797475561	625347.8830325688	14573	24657	52125
mean_skew	[-0.2,-0.05)	dELS	HCT116	331880	331739	135543.546	217525.339576	331555	27070.217927757312	1200948.2475644946	25413	61792	124728
mean_skew	[-0.2,-0.05)	dELS	HepG2	329578	329543	134315.743	215341.989135	329404	52884.80095174048	1232770.534725445	28490	61217	104312
mean_skew	[-0.2,-0.05)	dELS	K562	387584	387504	159542.414	252527.278582	387196	13704.578010097144	1271105.0041109365	24930	68503	117915
mean_skew	[-0.2,-0.05)	dELS	MCF-7	240383	240341	105713.52	169030.288976	240153	14815.454925929545	962920.6266352483	20436	52419	91546
mean_skew	[-0.2,-0.05)	dELS	SK-N-SH	133836	133827	51886.603	72104.107401	133711	47507.654938315965	782207.388452339	18231	29099	58854
mean_skew	[-0.2,-0.05)	non-cCRE	H1	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	non-cCRE	HCT116	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	non-cCRE	HepG2	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	non-cCRE	K562	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	non-cCRE	MCF-7	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	non-cCRE	SK-N-SH	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094
mean_skew	[-0.2,-0.05)	pELS	H1	134167	134139	26983.118	17739.627042	134134	68996.14203530445	711685.192583565	19205	53938	66289
mean_skew	[-0.2,-0.05)	pELS	HCT116	240356	240309	53320.742	44163.665688	240317	89586.3310410819	1096748.6025037628	28128	98675	109908
mean_skew	[-0.2,-0.05)	pELS	HepG2	213816	213770	49721.639	45327.742671	213706	83780.6400020755	975214.6701203582	25526	86618	93330
mean_skew	[-0.2,-0.05)	pELS	K562	382248	382191	89460.912	78782.714938	381865	122546.36203149812	1495233.2880510031	39087	150730	151112
mean_skew	[-0.2,-0.05)	pELS	MCF-7	242251	242209	53678.621	42064.603624999996	242249	107735.24602136832	1087659.1257877364	30888	100400	114235
mean_skew	[-0.2,-0.05)	pELS	SK-N-SH	226078	226050	43676.795	24254.466627	226060	125368.80699976924	1145089.8759581218	32708	94733	111924
mean_skew	[-0.5,-0.2)	Inactive cCRE	H1	3428904	3426846	1923418.438	3701949.929518	3418967	-332529.0018647931	8812607.665025296	162484	326194	669191
mean_skew	[-0.5,-0.2)	Inactive cCRE	HCT116	3413793	3411780	1912489.552	3672968.455494	3403948	-328641.98180784704	8844852.474495158	163242	324145	661107
mean_skew	[-0.5,-0.2)	Inactive cCRE	HepG2	3435917	3433851	1914701.388	3672782.53553	3425883	-310129.81784554245	8968828.897524435	167135	326221	682461
mean_skew	[-0.5,-0.2)	Inactive cCRE	K562	3271209	3269209	1853389.335	3587123.794125	3261481	-333497.0958947206	8444994.640055778	154643	290150	618239
mean_skew	[-0.5,-0.2)	Inactive cCRE	MCF-7	3406772	3404765	1895917.997	3642738.528413	3396627	-306320.4368198956	8805025.522287844	162817	313869	672952
mean_skew	[-0.5,-0.2)	Inactive cCRE	SK-N-SH	3364579	3362577	1887230.443	3646931.424817	3354463	-385230.1608129738	8304736.166078757	147334	296493	653457
mean_skew	[-0.5,-0.2)	Other cCREs	H1	227384	227316	82109.359	116004.510665	226970	62920.59794686001	1013751.0757989067	25093	42678	111697
mean_skew	[-0.5,-0.2)	Other cCREs	HCT116	157606	157534	57570.325	87222.673499	157169	49679.52390701825	691589.7425106121	17376	21575	77798
mean_skew	[-0.5,-0.2)	Other cCREs	HepG2	166984	166926	64559.944	98798.080476	166698	44904.45495193988	723939.8523666995	17831	28482	79234
mean_skew	[-0.5,-0.2)	Other cCREs	K562	249800	249718	100967.671	155329.33001499998	249349	44775.342950906015	956512.9987033496	22727	40808	107851
mean_skew	[-0.5,-0.2)	Other cCREs	MCF-7	183748	183642	82994.502	135448.907554	183577	15107.093928010883	748496.8752205581	16568	31854	74469
mean_skew	[-0.5,-0.2)	Other cCREs	SK-N-SH	258880	258756	111585.139	169078.666077	258651	68133.54994774889	1229248.9156046922	30551	56462	106652
mean_skew	[-0.5,-0.2)	PLS	H1	94708	94682	16716.346	6965.955096	94663	125455.19398900928	895654.2285667318	26865	39952	58550
mean_skew	[-0.5,-0.2)	PLS	HCT116	87872	87846	15839.751	7290.374215	87853	113112.92301230623	814021.9392682267	24575	37798	54665
mean_skew	[-0.5,-0.2)	PLS	HepG2	81891	81870	15025.367	7592.355121	81846	102879.80098518895	757386.4086248137	22536	35647	50543
mean_skew	[-0.5,-0.2)	PLS	K562	90453	90430	16627.651	8178.903993	90426	113309.72599367854	812915.3175308531	24580	38761	55824
mean_skew	[-0.5,-0.2)	PLS	MCF-7	94786	94762	17108.526	7629.34406	94741	125795.35598513194	877074.0373266622	26946	40359	58834
mean_skew	[-0.5,-0.2)	PLS	SK-N-SH	103622	103593	18615.739999999998	7877.251838	103574	140472.86099057097	966783.7733788753	29718	43400	63755
mean_skew	[-0.5,-0.2)	dELS	H1	40164	40156	15439.417	22610.720103	40124	17679.381012309463	215852.03374358432	5423	7793	20813
mean_skew	[-0.5,-0.2)	dELS	HCT116	101390	101350	43658.737	71427.096295	101262	24787.991969768893	437439.8983234008	10598	19985	50227
mean_skew	[-0.5,-0.2)	dELS	HepG2	86377	86371	37495.033	61130.319637	86343	26701.889996118392	397434.13788623386	9819	17531	38691
mean_skew	[-0.5,-0.2)	dELS	K562	116732	116691	49704.268000000004	79534.197124	116623	18958.57803084725	449992.2127479549	10057	21879	49537
mean_skew	[-0.5,-0.2)	dELS	MCF-7	73476	73455	33517.2	54153.909638	73400	16312.792988524316	345608.7567939477	8217	16684	36352
mean_skew	[-0.5,-0.2)	dELS	SK-N-SH	39552	39548	15812.683	22057.268197	39509	24215.984967072276	272361.5675824697	6893	9278	21797
mean_skew	[-0.5,-0.2)	non-cCRE	H1	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	non-cCRE	HCT116	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	non-cCRE	HepG2	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	non-cCRE	K562	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	non-cCRE	MCF-7	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	non-cCRE	SK-N-SH	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573
mean_skew	[-0.5,-0.2)	pELS	H1	45920	45914	9225.832	5888.933552	45917	46203.16098818438	338900.97471448604	10031	18804	26924
mean_skew	[-0.5,-0.2)	pELS	HCT116	76419	76404	17351.027	14511.449431000001	76409	60790.87499032371	488861.9232516063	14105	31918	43378
mean_skew	[-0.5,-0.2)	pELS	HepG2	65911	65896	15127.66	13116.758170000001	65871	55373.00398386549	429176.68144682195	12575	27540	36246
mean_skew	[-0.5,-0.2)	pELS	K562	108886	108866	26220.467	23253.823677	108762	76182.78099085913	612350.8088110695	17889	43823	55724
mean_skew	[-0.5,-0.2)	pELS	MCF-7	78298	78290	17371.167	13449.359269	78296	68834.52598979861	500560.78621999314	15348	32655	44568
mean_skew	[-0.5,-0.2)	pELS	SK-N-SH	70447	70440	13665.387	7475.438005	70444	72137.09697915206	503635.5552042111	15400	29788	41514
mean_skew	[-1.0,-0.5)	Inactive cCRE	H1	837233	836932	527843.445	1047060.254921	834857	-49623.03206140562	2529495.044548925	47923	82589	234786
mean_skew	[-1.0,-0.5)	Inactive cCRE	HCT116	824221	823936	523787.284	1038473.980322	821829	-70124.97000609581	2416680.010392518	44705	81460	225054
mean_skew	[-1.0,-0.5)	Inactive cCRE	HepG2	843847	843554	526973.47	1040853.143976	841428	-44246.75202911418	2573419.94163144	49381	83594	239515
mean_skew	[-1.0,-0.5)	Inactive cCRE	K562	784777	784503	501521.889	1001881.360811	782517	-67439.59802383861	2296883.044754094	42377	71778	210562
mean_skew	[-1.0,-0.5)	Inactive cCRE	MCF-7	833760	833480	521158.029	1031568.589381	831323	-44975.4650750208	2511713.388692327	47564	79621	236998
mean_skew	[-1.0,-0.5)	Inactive cCRE	SK-N-SH	830947	830669	523136.332	1039865.030846	828500	-72337.84703750246	2368696.9656754336	43311	76215	236743
mean_skew	[-1.0,-0.5)	Other cCREs	H1	78883	78875	30780.014	44108.387048	78752	60880.82295880688	562358.3400897845	14522	14499	51111
mean_skew	[-1.0,-0.5)	Other cCREs	HCT116	62265	62250	22594.702	32817.61508	62150	67165.20392414347	534255.7306592332	13630	8135	42620
mean_skew	[-1.0,-0.5)	Other cCREs	HepG2	59337	59322	23884.268	35915.9775	59242	59216.64492960265	496058.6525749709	12638	10045	39719
mean_skew	[-1.0,-0.5)	Other cCREs	K562	91243	91214	40070.362	62548.366214	91052	65502.73692548076	632484.8371996892	15720	14749	54796
mean_skew	[-1.0,-0.5)	Other cCREs	MCF-7	62291	62281	28625.394	45694.705444	62213	42296.216974602445	452105.04045509	11013	10683	36400
mean_skew	[-1.0,-0.5)	Other cCREs	SK-N-SH	77500	77477	34354.076	51800.747584	77429	62409.80498404066	594885.2467816229	15325	16963	43600
mean_skew	[-1.0,-0.5)	PLS	H1	33861	33859	6059.894	2564.964176	33843	80910.78300604169	514582.67219903786	14808	14737	23456
mean_skew	[-1.0,-0.5)	PLS	HCT116	31791	31789	5898.707	2915.885173	31782	74336.27900865079	471156.24737110233	13717	13997	22122
mean_skew	[-1.0,-0.5)	PLS	HepG2	29712	29711	5619.264	3007.26564	29694	68995.83801469368	441898.03024398524	12728	13154	20686
mean_skew	[-1.0,-0.5)	PLS	K562	32502	32502	6165.729	3293.102439	32492	74087.4350161329	469072.5754133097	13687	14254	22489
mean_skew	[-1.0,-0.5)	PLS	MCF-7	33729	33728	6186.228	2885.678394	33711	80124.42899877961	503970.31025769113	14712	14747	23402
mean_skew	[-1.0,-0.5)	PLS	SK-N-SH	35996	35990	6489.822	2741.322592	35978	86491.14198917885	543968.3671692173	15821	15566	24781
mean_skew	[-1.0,-0.5)	dELS	H1	12616	12613	5274.96	7867.1253560000005	12592	9207.252990670962	81199.38302674353	2187	2532	7733
mean_skew	[-1.0,-0.5)	dELS	HCT116	35079	35074	15124.619	24558.647783	35046	21025.511975335656	200501.8592359471	5494	6933	21336
mean_skew	[-1.0,-0.5)	dELS	HepG2	24059	24056	11706.153	19650.533435	24055	12925.991988132948	139819.59570129903	3644	5077	13678
mean_skew	[-1.0,-0.5)	dELS	K562	37519	37514	17412.917	28711.951313	37477	14358.422990251096	180696.05508096033	4499	7049	19933
mean_skew	[-1.0,-0.5)	dELS	MCF-7	23861	23842	11671.788	19217.208756	23844	13038.759989646389	147686.67703336876	3884	5403	14522
mean_skew	[-1.0,-0.5)	dELS	SK-N-SH	12131	12128	4948.127	6862.651645	12116	13854.451966341936	113874.64318385994	2934	2902	7903
mean_skew	[-1.0,-0.5)	non-cCRE	H1	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	non-cCRE	HCT116	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	non-cCRE	HepG2	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	non-cCRE	K562	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	non-cCRE	MCF-7	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	non-cCRE	SK-N-SH	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240
mean_skew	[-1.0,-0.5)	pELS	H1	14225	14225	3016.884	2063.029322	14223	23404.99001070009	154633.57051446917	4425	6032	9322
mean_skew	[-1.0,-0.5)	pELS	HCT116	23462	23455	5569.885	4897.632465	23460	32378.7920027799	219675.16272015902	6319	9864	15276
mean_skew	[-1.0,-0.5)	pELS	HepG2	19863	19861	4792.042	4236.840272	19848	27889.094001498885	191072.79022726452	5474	8519	12810
mean_skew	[-1.0,-0.5)	pELS	K562	30777	30771	7804.3	7228.980046	30729	38271.81999678782	263132.49793090584	7582	12559	18628
mean_skew	[-1.0,-0.5)	pELS	MCF-7	23177	23173	5333.758	4297.578848	23176	34296.87601680633	226793.5939404822	6692	9935	15086
mean_skew	[-1.0,-0.5)	pELS	SK-N-SH	20244	20240	4046.84	2394.008156	20244	34363.26500275497	220843.78756882693	6474	8743	13381
mean_skew	[-1.5,-1.0)	Inactive cCRE	H1	167439	167389	113699.248	235009.289946	166789	-4685.711985825326	514453.61722526123	9853	16809	55545
mean_skew	[-1.5,-1.0)	Inactive cCRE	HCT116	162791	162741	112245.756	232176.601326	162121	-8949.02397843508	489053.89125505026	9078	16239	52119
mean_skew	[-1.5,-1.0)	Inactive cCRE	HepG2	168358	168306	113260.115	233327.365075	167681	-1226.2719860774243	536606.0030909033	10464	16831	56343
mean_skew	[-1.5,-1.0)	Inactive cCRE	K562	154230	154182	106191.164	221146.183208	153601	-9190.355983203748	455495.81418558996	8488	14227	48153
mean_skew	[-1.5,-1.0)	Inactive cCRE	MCF-7	167517	167468	112425.178	231661.147364	166862	-2491.4859879266005	517378.29906329175	9982	16373	56398
mean_skew	[-1.5,-1.0)	Inactive cCRE	SK-N-SH	168428	168381	113400.485	234523.334239	167743	-7314.037979494669	491408.1665672033	9322	15882	57359
mean_skew	[-1.5,-1.0)	Other cCREs	H1	16805	16805	6634.197	9889.882471	16769	20221.706001678474	158619.61373976586	4002	2925	12097
mean_skew	[-1.5,-1.0)	Other cCREs	HCT116	13407	13407	4787.302	7130.661514	13386	17831.717005630144	134289.49522041486	3261	1648	9931
mean_skew	[-1.5,-1.0)	Other cCREs	HepG2	13097	13097	5378.89	8452.462592	13089	17369.013012756706	133726.04155018253	3273	2136	9558
mean_skew	[-1.5,-1.0)	Other cCREs	K562	20470	20466	9547.72	15836.447744	20434	19707.538005228977	169684.7796927476	4056	3172	13700
mean_skew	[-1.5,-1.0)	Other cCREs	MCF-7	12384	12381	5872.257	9786.772297	12361	13166.860018947156	117919.47519547734	2759	2024	8208
mean_skew	[-1.5,-1.0)	Other cCREs	SK-N-SH	14430	14426	6641.626	10350.583854	14426	17344.363007460022	147076.21779806179	3532	3080	9180
mean_skew	[-1.5,-1.0)	PLS	H1	8051	8049	1452.611	584.396847	8042	27920.4229826606	181569.61970048095	4717	3708	6136
mean_skew	[-1.5,-1.0)	PLS	HCT116	7682	7681	1467.998	760.931412	7675	26165.48298907384	168917.6030480576	4475	3597	5826
mean_skew	[-1.5,-1.0)	PLS	HepG2	7231	7231	1435.301	835.852441	7222	24706.43198937457	160877.19342398836	4203	3401	5484
mean_skew	[-1.5,-1.0)	PLS	K562	7859	7859	1572.016	968.909238	7851	26228.0459867036	169958.4776773114	4475	3618	5921
mean_skew	[-1.5,-1.0)	PLS	MCF-7	7914	7914	1498.433	746.545933	7905	27508.488985176187	177265.55796289598	4686	3679	6008
mean_skew	[-1.5,-1.0)	PLS	SK-N-SH	8333	8332	1526.31	649.896176	8324	29008.459980498057	187120.56756598895	4929	3825	6291
mean_skew	[-1.5,-1.0)	dELS	H1	2706	2706	1142.997	1801.165163	2705	2612.936003057053	19986.968630682117	560	517	1826
mean_skew	[-1.5,-1.0)	dELS	HCT116	8962	8961	3749.5299999999997	6299.57682	8962	7871.890993249486	60673.987079546845	1739	1640	6205
mean_skew	[-1.5,-1.0)	dELS	HepG2	5140	5140	2434.242	4102.973572	5140	3979.3519898279346	34094.6335310015	932	1063	3462
mean_skew	[-1.5,-1.0)	dELS	K562	9141	9141	4454.396	7790.567056	9122	5103.615995369735	50324.089337345555	1300	1659	5783
mean_skew	[-1.5,-1.0)	dELS	MCF-7	5459	5459	2591.8379999999997	4420.495598	5452	4647.524990684935	41375.982089236066	1106	1171	3807
mean_skew	[-1.5,-1.0)	dELS	SK-N-SH	2739	2739	1150.974	1642.875434	2739	4023.7379934503692	30044.968738709093	829	659	1996
mean_skew	[-1.5,-1.0)	non-cCRE	H1	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	non-cCRE	HCT116	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	non-cCRE	HepG2	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	non-cCRE	K562	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	non-cCRE	MCF-7	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	non-cCRE	SK-N-SH	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682
mean_skew	[-1.5,-1.0)	pELS	H1	3071	3071	669.471	489.338163	3069	7063.838005827278	46053.54716713662	1235	1346	2231
mean_skew	[-1.5,-1.0)	pELS	HCT116	5230	5230	1347.938	1406.301518	5230	10213.12399787968	67748.38986025703	1814	2181	3754
mean_skew	[-1.5,-1.0)	pELS	HepG2	4246	4246	1089.976	1055.4189099999999	4242	8304.66600151628	55379.49486725124	1495	1874	2988
mean_skew	[-1.5,-1.0)	pELS	K562	6372	6372	1833.228	2031.965344	6366	11284.34700329952	75220.20557033218	2048	2629	4278
mean_skew	[-1.5,-1.0)	pELS	MCF-7	4798	4798	1210.818	1159.111398	4794	10301.803000516375	66744.05215242557	1834	2058	3414
mean_skew	[-1.5,-1.0)	pELS	SK-N-SH	4142	4142	879.129	607.382887	4142	10070.668005484275	65033.445793363506	1755	1859	3009
mean_skew	[0.05,0.2)	Inactive cCRE	H1	16311898	16303911	3028345.675999998	2688435.1663260018	16272945	-1058812.0032163216	35424621.38161765	661755	1263545	1578595
mean_skew	[0.05,0.2)	Inactive cCRE	HCT116	16200987	16193113	3008953.444999998	2670733.4233870017	16162209	-992285.3222968223	35614396.10776494	670499	1242374	1546986
