skew_type	skew_bin	ccre_class	af_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
K562_skew	[0.05,0.2)	pELS	RARE	non-CpG-ti	47865	47865	7932.582	1925.897912	47796	-1633.9050033615208	136463.36421900406	2597	10855	7660
K562_skew	[0.05,0.2)	pELS	RARE	non-CpG-tv	31844	31844	2184.179	355.658275	31776	2387.954003491674	85128.11954492294	1839	7695	6051
K562_skew	[0.05,0.2)	pELS	RARE	unknown	148	0	0	0	124	-72.7000004174188	299.801454649005	1	82	20
K562_skew	[0.05,0.2)	pELS	SINGLETON	CpG	23857	23857	22843.01	34286.73137	23842	-8638.44599463942	82790.69019510364	1299	7355	7348
K562_skew	[0.05,0.2)	pELS	SINGLETON	non-CpG-ti	453038	453038	67566.64	13495.726516	452688	43361.56498561008	1173785.7157117105	27790	101877	73162
K562_skew	[0.05,0.2)	pELS	SINGLETON	non-CpG-tv	353713	353713	20948.499	2094.252135	353379	62578.88003524239	911192.8023327425	23295	85097	63135
K562_skew	[0.05,0.2)	pELS	SINGLETON	unknown	413	0	0	0	401	-105.27400087437131	593.5208348082069	3	139	45
K562_skew	[0.05,0.2)	pELS	ULTRARARE	CpG	40947	40947	58752.5	108584.497922	40904	-27101.90599662719	144921.2143214067	1337	10118	9559
K562_skew	[0.05,0.2)	pELS	ULTRARARE	non-CpG-ti	304567	304567	49901.181	11630.263891	304278	5526.383992777203	843104.5760275917	17750	69023	49189
K562_skew	[0.05,0.2)	pELS	ULTRARARE	non-CpG-tv	205429	205429	13386.823	1610.902589	205128	28108.466983078175	547556.8623450665	13173	49752	38120
K562_skew	[0.05,0.2)	pELS	ULTRARARE	unknown	712	0	0	0	688	-289.26800163928425	1457.6761231285745	11	320	70
K562_skew	[0.2,0.5)	Other cCREs	COMMON	CpG	1682	1682	3323.911	7349.323911	1649	-1595.4199982674331	4984.931002552371	14	99	99
K562_skew	[0.2,0.5)	Other cCREs	COMMON	non-CpG-ti	11023	11023	1669.914	362.229052	10960	-5347.856996921008	23133.29697039495	163	547	713
K562_skew	[0.2,0.5)	Other cCREs	COMMON	non-CpG-tv	6343	6343	383.669	44.682269	6299	-1678.990003446234	10056.986321637152	118	274	404
K562_skew	[0.2,0.5)	Other cCREs	COMMON	unknown	15	0	0	0	10	-8.710000030696381	15.126162099510875	0	0	1
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	CpG	2100	2100	4558.408	10534.65118	2046	-1788.7310011003874	5750.390058805437	19	121	127
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	non-CpG-ti	10882	10882	1799.84	429.685252	10811	-2367.257001919671	18336.83731693618	237	396	630
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	non-CpG-tv	7049	7049	485.686	67.440944	6990	-964.7039999797705	10181.446423140505	127	282	427
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	unknown	38	0	0	0	26	-17.419000104069703	34.62734149520662	0	2	0
K562_skew	[0.2,0.5)	Other cCREs	RARE	CpG	6160	6160	13346.669	30785.263487	6047	-5285.151997962619	16897.254385037224	36	360	374
K562_skew	[0.2,0.5)	Other cCREs	RARE	non-CpG-ti	25864	25864	4326.489	1038.926391	25690	-5056.440995747108	41749.53014869963	495	991	1509
K562_skew	[0.2,0.5)	Other cCREs	RARE	non-CpG-tv	17031	17031	1126.999	144.286737	16870	-1608.1079934437296	24143.642628119294	392	685	991
K562_skew	[0.2,0.5)	Other cCREs	RARE	unknown	71	0	0	0	56	-21.351999796926957	60.35884652504824	0	2	0
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	CpG	5449	5449	10183.75	20775.383414	5419	-4278.925996853156	14801.526435268814	57	305	396
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	non-CpG-ti	237308	237308	36126.413	7387.009925	236334	-20920.210963711706	350580.98344804294	5431	8018	14219
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	non-CpG-tv	181637	181637	10464.152	1002.63252	180494	-3094.66397942521	255055.65695363237	4642	6905	10741
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	unknown	271	0	0	0	212	-37.82699959725145	134.9096478245042	0	16	5
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	CpG	21078	21078	43487.081	95782.256585	20882	-17790.620982779317	61755.59215514116	197	1120	1431
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	non-CpG-ti	160324	160324	26654.298	6219.250744	159518	-24361.589967980402	252983.62148371185	3457	5751	9409
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	non-CpG-tv	105444	105444	6645.419	754.078193	104549	-5394.984969236887	153428.17030710177	2584	4180	6148
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	unknown	237	0	0	0	183	-55.98400018364193	150.79805818296816	0	22	2
K562_skew	[0.2,0.5)	PLS	COMMON	CpG	140	140	121.497	168.422483	140	-77.44200085848573	598.9893050998423	9	55	65
K562_skew	[0.2,0.5)	PLS	COMMON	non-CpG-ti	937	937	129.505	24.710266999999998	935	-218.22199933382203	3575.9525765736294	65	387	323
K562_skew	[0.2,0.5)	PLS	COMMON	non-CpG-tv	799	799	59.574	8.52135	797	-42.71199806733062	3187.212063788259	66	328	351
K562_skew	[0.2,0.5)	PLS	COMMON	unknown	5	0	0	0	5	-0.5380001664161711	21.40644933898638	0	0	1
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	CpG	214	214	217.558	359.524574	214	-47.74600049213033	1111.7941259158422	19	84	96
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	non-CpG-ti	1010	1010	153.948	32.233194	1010	275.7879998456921	6141.163829388348	138	375	354
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	non-CpG-tv	1007	1007	86.158	14.577066	1006	184.19900246779437	5506.16722040104	119	391	410
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	unknown	5	0	0	0	5	-6.248000118881467	31.839158933058236	0	2	1
K562_skew	[0.2,0.5)	PLS	RARE	CpG	665	665	646.539	1044.319729	664	-1.1489987411768994	3211.0310444046672	70	244	339
K562_skew	[0.2,0.5)	PLS	RARE	non-CpG-ti	2673	2673	415.945	84.619853	2670	902.3439988584721	17644.271479580548	409	906	1034
K562_skew	[0.2,0.5)	PLS	RARE	non-CpG-tv	2704	2704	230.089	37.205751	2702	842.4589945636687	15054.594595415467	357	979	1180
K562_skew	[0.2,0.5)	PLS	RARE	unknown	36	0	0	0	36	-14.771999881602818	132.964147544993	1	12	1
K562_skew	[0.2,0.5)	PLS	SINGLETON	CpG	3284	3284	1895.203	2017.688679	3282	1188.2979999545498	19810.0221079195	520	1291	1761
K562_skew	[0.2,0.5)	PLS	SINGLETON	non-CpG-ti	25132	25132	3664.7690000000002	674.931521	25126	16251.159987470726	155364.84618322298	4374	8751	9724
K562_skew	[0.2,0.5)	PLS	SINGLETON	non-CpG-tv	27305	27305	1969.263	240.769673	27285	16140.650990689279	163619.5664023556	4641	10084	11710
K562_skew	[0.2,0.5)	PLS	SINGLETON	unknown	32	0	0	0	32	-2.0709998365491633	47.14110342290677	0	11	6
K562_skew	[0.2,0.5)	PLS	ULTRARARE	CpG	3384	3384	2836.49	4140.974088	3383	110.44600561994602	19365.727728109472	422	1248	1732
K562_skew	[0.2,0.5)	PLS	ULTRARARE	non-CpG-ti	17762	17762	2765.301	558.068547	17751	10212.9229890107	111641.10980364995	3043	6227	7037
K562_skew	[0.2,0.5)	PLS	ULTRARARE	non-CpG-tv	17280	17280	1391.669	198.407565	17267	8627.634974631252	108558.61449265764	2800	6353	7537
K562_skew	[0.2,0.5)	PLS	ULTRARARE	unknown	97	0	0	0	97	-28.665000010747455	133.55113524165085	0	36	8
K562_skew	[0.2,0.5)	dELS	COMMON	CpG	4166	4166	7599.071	15737.012893000001	4157	-4139.856995264306	14986.591450801352	41	517	862
K562_skew	[0.2,0.5)	dELS	COMMON	non-CpG-ti	29912	29912	4541.122	1007.6682920000001	29860	-13346.228992491146	80552.82630435617	794	3218	4839
K562_skew	[0.2,0.5)	dELS	COMMON	non-CpG-tv	16923	16923	1004.59	112.93872400000001	16896	-3419.195999139806	36336.32818794859	545	1833	2844
K562_skew	[0.2,0.5)	dELS	COMMON	unknown	27	0	0	0	27	-10.065000209957367	26.62860205661114	0	2	5
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	CpG	5652	5652	11249.982	24393.330966	5641	-5127.782996134716	20463.30937579869	98	572	1141
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	non-CpG-ti	29923	29923	4851.387	1131.760891	29878	-4393.400998608791	70505.26748977472	1168	2530	4694
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	non-CpG-tv	18937	18937	1232.307	166.864955	18895	-267.89300972176784	42762.819871070154	825	1661	2983
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	unknown	25	0	0	0	24	-11.89400006830693	40.77737492048538	0	3	2
K562_skew	[0.2,0.5)	dELS	RARE	CpG	16417	16417	32825.526	71404.109722	16369	-15066.122013593793	61571.11849198513	269	1705	3423
K562_skew	[0.2,0.5)	dELS	RARE	non-CpG-ti	73675	73675	12195.573	2953.818181	73554	-8417.969009682769	178493.34814286215	3160	6176	11318
K562_skew	[0.2,0.5)	dELS	RARE	non-CpG-tv	46744	46744	2930.13	361.167378	46640	2390.6009974536723	106488.58740446185	2269	4153	7588
K562_skew	[0.2,0.5)	dELS	RARE	unknown	82	0	0	0	81	-20.632999844849085	49.57943715249647	0	9	8
K562_skew	[0.2,0.5)	dELS	SINGLETON	CpG	18809	18809	31862.831	62118.946235	18783	-14020.692996440464	68907.4228345399	550	2246	4488
K562_skew	[0.2,0.5)	dELS	SINGLETON	non-CpG-ti	698779	698779	103848.902	20747.066948	697883	1318.0449933592613	1619143.076081477	33916	58246	108776
K562_skew	[0.2,0.5)	dELS	SINGLETON	non-CpG-tv	522780	522780	29009.240999999998	2646.307713	521922	55825.37692154061	1194696.3915822064	28158	45023	83132
K562_skew	[0.2,0.5)	dELS	SINGLETON	unknown	327	0	0	0	316	-84.41600049636327	241.4264823450289	0	32	33
K562_skew	[0.2,0.5)	dELS	ULTRARARE	CpG	66751	66751	127699.842	267123.7388	66636	-58286.22300033669	247946.65796300303	1374	7056	14366
K562_skew	[0.2,0.5)	dELS	ULTRARARE	non-CpG-ti	464085	464085	75905.16	17620.921864	463414	-35786.88803684584	1129449.0833598282	21213	38996	71621
K562_skew	[0.2,0.5)	dELS	ULTRARARE	non-CpG-tv	298218	298218	18055.37	1978.70236	297604	22736.18097553297	679370.8057725143	15646	25991	48535
K562_skew	[0.2,0.5)	dELS	ULTRARARE	unknown	266	0	0	0	260	-89.4300001002849	266.2876561281045	0	22	40
K562_skew	[0.2,0.5)	non-cCRE	COMMON	CpG	12953	12953	26395.499	59468.637213	12827	-12273.023993911573	35494.23044800797	42	705	150
K562_skew	[0.2,0.5)	non-cCRE	COMMON	non-CpG-ti	89667	89667	13419.528	2944.190114	88922	-52511.45297538476	187012.31675648925	642	3901	788
K562_skew	[0.2,0.5)	non-cCRE	COMMON	non-CpG-tv	52264	52264	3414.676	469.197296	51678	-17240.51199695618	73728.80605711564	450	2148	506
K562_skew	[0.2,0.5)	non-cCRE	COMMON	unknown	127	0	0	0	119	-88.99300044029951	244.64227023924965	0	11	0
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	CpG	16731	16731	37333.139	88091.148675	16547	-15751.734978198429	46648.53725093121	53	763	191
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	non-CpG-ti	89587	89587	14552.101	3420.453909	88637	-22558.637980892447	122975.53345154467	959	2960	741
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	non-CpG-tv	61029	61029	4815.199	888.853759	60193	-10171.645980073486	71482.74186269994	734	2006	580
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	unknown	182	0	0	0	135	-70.74999922141431	166.65359081367103	0	10	2
K562_skew	[0.2,0.5)	non-cCRE	RARE	CpG	49430	49430	110800.235	262126.815419	48900	-45574.19395746849	133363.02538844076	180	2131	484
K562_skew	[0.2,0.5)	non-cCRE	RARE	non-CpG-ti	213213	213213	35191.274	8454.100482	210831	-47455.61396939667	290220.567467914	2382	7243	1866
K562_skew	[0.2,0.5)	non-cCRE	RARE	non-CpG-tv	146219	146219	10233.922	1513.193278	144041	-20360.802948631586	173433.16628742975	1910	5165	1590
K562_skew	[0.2,0.5)	non-cCRE	RARE	unknown	409	0	0	0	291	-91.92899975879118	249.9277643060284	0	21	6
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	CpG	38883	38883	75231.469	158326.201993	38705	-30095.571968139826	96159.52171312689	337	2417	1158
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	non-CpG-ti	1880842	1880842	282959.378	57603.125098000004	1865389	-217479.35059953708	2203810.526511457	24833	60800	17471
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	non-CpG-tv	1506794	1506794	87914.852	8777.108588	1490369	-92332.19658083237	1653510.6161826525	22321	50425	15383
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	unknown	1544	0	0	0	1298	-265.00300044240413	1029.2614196790523	3	88	16
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	CpG	165238	165238	353309.879	797482.520677	164344	-145767.47286860555	435785.63719418267	803	7508	2267
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	non-CpG-ti	1293600	1293600	213311.486	49918.920158	1280192	-229399.88277088568	1651197.6505524374	15544	42221	11613
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	non-CpG-tv	884861	884861	57079.04	6892.556112	872863	-83557.34671802633	1000570.3466091882	12205	30134	9143
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	unknown	1518	0	0	0	1179	-365.0719975380927	1379.2047941305	3	83	16
K562_skew	[0.2,0.5)	pELS	COMMON	CpG	561	561	807.487	1502.116917	559	-447.95299992943166	1947.3430346765927	11	156	166
K562_skew	[0.2,0.5)	pELS	COMMON	non-CpG-ti	4439	4439	652.342	136.901502	4430	-1322.6700008799098	13087.775707040026	184	1361	954
K562_skew	[0.2,0.5)	pELS	COMMON	non-CpG-tv	2801	2801	186.406	25.248442	2792	-407.93400191690336	6353.839856060442	121	842	691
K562_skew	[0.2,0.5)	pELS	COMMON	unknown	7	0	0	0	7	-1.641000017523762	4.5325350460970375	0	1	0
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	CpG	805	805	1233.775	2443.359305	802	-543.2109996190993	3005.582354189199	25	175	210
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	non-CpG-ti	4653	4653	716.628	150.675516	4647	31.971999959088997	12463.533643319657	282	1132	1009
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	non-CpG-tv	3411	3411	251.178	39.011946	3402	391.55600077775307	9562.544869154273	231	892	789
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	unknown	10	0	0	0	9	-12.003000333905181	96.5777697406567	0	5	2
K562_skew	[0.2,0.5)	pELS	RARE	CpG	2233	2233	3432.4139999999998	6732.7185119999995	2230	-1542.717999942717	8595.42084940367	78	548	587
K562_skew	[0.2,0.5)	pELS	RARE	non-CpG-ti	11686	11686	1854.68	414.771844	11670	495.59199546207685	37718.98231591969	787	2847	2518
K562_skew	[0.2,0.5)	pELS	RARE	non-CpG-tv	8812	8812	642.706	96.148444	8784	1087.6780048875369	26482.493247000162	632	2397	2179
K562_skew	[0.2,0.5)	pELS	RARE	unknown	51	0	0	0	44	-23.179999969899615	89.75768188057481	0	15	7
K562_skew	[0.2,0.5)	pELS	SINGLETON	CpG	7015	7015	6361.197	9465.410897	7013	-1245.6169899721856	25844.203909702417	502	2274	2653
K562_skew	[0.2,0.5)	pELS	SINGLETON	non-CpG-ti	111062	111062	16207.129	3090.957505	110978	20040.296001783932	326708.94624396134	8428	27164	23576
K562_skew	[0.2,0.5)	pELS	SINGLETON	non-CpG-tv	96047	96047	5981.899	634.744875	95945	24961.079025850522	289647.38215972704	7917	25478	22922
K562_skew	[0.2,0.5)	pELS	SINGLETON	unknown	112	0	0	0	110	-41.96500039938837	245.85784428946394	2	35	20
K562_skew	[0.2,0.5)	pELS	ULTRARARE	CpG	11350	11350	15771.846	29221.812764	11330	-6078.434007073172	40458.70127696382	502	3000	3252
K562_skew	[0.2,0.5)	pELS	ULTRARARE	non-CpG-ti	74318	74318	11718.437	2511.307877	74234	9897.111987560174	226868.35673855525	5534	18374	15982
K562_skew	[0.2,0.5)	pELS	ULTRARARE	non-CpG-tv	57247	57247	3985.752	520.901068	57151	12219.374012392362	177866.3761933068	4594	15524	13950
K562_skew	[0.2,0.5)	pELS	ULTRARARE	unknown	162	0	0	0	154	-55.170000215992346	377.7066393731488	3	56	24
K562_skew	[0.5,1.0)	Other cCREs	COMMON	CpG	429	429	847.954	1880.510254	415	-383.5420008143409	1233.5240847432142	1	30	30
K562_skew	[0.5,1.0)	Other cCREs	COMMON	non-CpG-ti	2821	2821	398.737	78.623129	2806	-1699.5239977149772	6727.800586062702	30	143	202
K562_skew	[0.5,1.0)	Other cCREs	COMMON	non-CpG-tv	1564	1564	94.523	10.802268999999999	1550	-494.29200181318475	2702.363946673935	27	71	120
K562_skew	[0.5,1.0)	Other cCREs	COMMON	unknown	6	0	0	0	5	-5.282000049948685	12.363270209323176	0	0	0
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	CpG	549	549	1222.562	2889.847864	541	-459.30499957758013	1375.1249691689497	4	32	37
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	non-CpG-ti	2445	2445	381.17199999999997	83.383362	2435	-544.76200056565	3845.443917600207	47	96	147
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	non-CpG-tv	1600	1600	120.892	20.995324	1577	-181.08800044201777	2326.145344058107	24	63	114
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	unknown	12	0	0	0	9	-0.6259999722242404	2.2191698941457325	0	0	0
K562_skew	[0.5,1.0)	Other cCREs	RARE	CpG	1607	1607	3562.963	8374.821645	1578	-1446.6499987500713	4578.582523639501	5	81	121
K562_skew	[0.5,1.0)	Other cCREs	RARE	non-CpG-ti	5965	5965	955.33	212.487088	5930	-1242.8290003862937	10211.631463955857	125	210	369
K562_skew	[0.5,1.0)	Other cCREs	RARE	non-CpG-tv	3957	3957	266.462	36.350644	3904	-508.758001600043	5890.823427467703	77	168	274
K562_skew	[0.5,1.0)	Other cCREs	RARE	unknown	18	0	0	0	12	-8.187999986112107	16.45939777574134	0	3	0
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	CpG	1285	1285	2458.304	5151.0887060000005	1272	-1048.7939996522623	3734.7698714167414	10	75	94
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	non-CpG-ti	55651	55651	8147.247	1558.719801	55413	-6046.879006851465	79172.64595844696	1137	2091	3714
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	non-CpG-tv	41220	41220	2382.194	228.321916	40903	-3036.751985504175	56707.726601482245	867	1619	2682
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	unknown	71	0	0	0	56	-13.704000025987623	35.791548025183815	0	3	1
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	CpG	5016	5016	10521.993	23512.285813	4972	-4528.83899777674	15195.493840556495	38	260	384
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	non-CpG-ti	37263	37263	5929.41	1277.808624	37078	-6556.094985170172	57802.09470456101	707	1375	2464
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	non-CpG-tv	24312	24312	1553.034	183.545856	24049	-2003.9649980876122	33426.85149322114	496	1013	1580
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	unknown	60	0	0	0	46	-6.082000076770782	17.47642989409688	0	5	3
K562_skew	[0.5,1.0)	PLS	COMMON	CpG	30	30	29.819	49.202733	30	-16.60299992561341	55.598583377544415	0	22	16
K562_skew	[0.5,1.0)	PLS	COMMON	non-CpG-ti	236	236	30.3	5.184072	236	-28.748000970343156	1033.8471168989267	23	103	91
K562_skew	[0.5,1.0)	PLS	COMMON	non-CpG-tv	217	217	16.268	2.158242	217	-26.429998402018082	833.0653263110297	18	94	75
K562_skew	[0.5,1.0)	PLS	COMMON	unknown	1	0	0	0	1	3.25	10.5625	1	0	0
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	CpG	52	52	46.195	70.30604699999999	52	-20.371000632643703	244.83158582060355	3	19	29
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	non-CpG-ti	288	288	39.791	6.766873	287	166.10600046976478	1934.5933652794504	54	102	103
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	non-CpG-tv	260	260	21.217	3.067499	260	14.550000657327546	863.3021728770839	24	98	103
K562_skew	[0.5,1.0)	PLS	RARE	CpG	160	160	161.93699999999998	277.878689	160	-13.880999885499506	619.5595983052549	18	58	82
K562_skew	[0.5,1.0)	PLS	RARE	non-CpG-ti	775	775	115.931	21.820941	775	382.63600236189103	6104.085085637984	130	281	307
K562_skew	[0.5,1.0)	PLS	RARE	non-CpG-tv	759	759	69.69200000000001	13.91067	757	351.39900033234153	4883.499997476245	118	301	357
K562_skew	[0.5,1.0)	PLS	RARE	unknown	4	0	0	0	4	3.283999949693679	4.155101869879243	0	0	1
K562_skew	[0.5,1.0)	PLS	SINGLETON	CpG	878	878	503.388	536.677502	878	593.669001322356	6471.930813476244	178	316	506
K562_skew	[0.5,1.0)	PLS	SINGLETON	non-CpG-ti	6856	6856	982.117	174.775561	6851	5492.860998597813	47460.292611859266	1338	2492	2656
K562_skew	[0.5,1.0)	PLS	SINGLETON	non-CpG-tv	7636	7636	570.102	72.841352	7632	6390.300000531832	52716.4675105063	1516	2790	3435
K562_skew	[0.5,1.0)	PLS	SINGLETON	unknown	13	0	0	0	13	4.195000112056727	41.957346390548295	1	2	6
K562_skew	[0.5,1.0)	PLS	ULTRARARE	CpG	921	921	785.579	1198.023479	921	266.63000041677157	5333.671100618562	138	355	492
K562_skew	[0.5,1.0)	PLS	ULTRARARE	non-CpG-ti	4757	4757	728.489	140.963063	4755	3312.6169967779424	32525.994903665418	890	1707	1872
K562_skew	[0.5,1.0)	PLS	ULTRARARE	non-CpG-tv	4772	4772	401.746	64.0372	4766	3124.651999258555	32529.413409200293	885	1783	2193
K562_skew	[0.5,1.0)	PLS	ULTRARARE	unknown	26	0	0	0	26	-10.500999724492436	65.88899257230504	1	14	3
K562_skew	[0.5,1.0)	dELS	COMMON	CpG	1199	1199	2171.112	4519.694842	1199	-1203.1479982723251	3987.6172096530677	10	143	281
K562_skew	[0.5,1.0)	dELS	COMMON	non-CpG-ti	7686	7686	1099.619	220.800753	7675	-3739.3050035681827	20246.4629088749	201	929	1508
K562_skew	[0.5,1.0)	dELS	COMMON	non-CpG-tv	4234	4234	255.445	31.452001	4225	-968.9549971652451	9277.498836593826	134	491	885
K562_skew	[0.5,1.0)	dELS	COMMON	unknown	5	0	0	0	4	-1.8010000362992244	3.4160611592724326	0	0	1
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	CpG	1490	1490	3025.702	6667.124794	1488	-1391.1220006186045	5525.138293218016	19	149	332
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	non-CpG-ti	7404	7404	1146.951	248.694633	7394	-1047.5540002996568	16026.759308217377	282	647	1316
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	non-CpG-tv	4778	4778	329.136	48.740376	4770	-143.00200525566495	11004.460296443967	216	486	904
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	unknown	8	0	0	0	7	-0.21999999880790666	0.4401239787617929	0	0	1
K562_skew	[0.5,1.0)	dELS	RARE	CpG	4445	4445	8941.335	19594.310261	4438	-4126.627000607782	16661.94091893618	77	461	1042
K562_skew	[0.5,1.0)	dELS	RARE	non-CpG-ti	18032	18032	2818.478	618.626248	18007	-1896.7280016692825	42393.056987533426	784	1592	3114
K562_skew	[0.5,1.0)	dELS	RARE	non-CpG-tv	11647	11647	769.555	109.410171	11621	-38.86700426822049	28399.181951320672	576	1075	2211
K562_skew	[0.5,1.0)	dELS	RARE	unknown	14	0	0	0	14	0.8529999256134014	3.3930490944335503	0	0	3
K562_skew	[0.5,1.0)	dELS	SINGLETON	CpG	4682	4682	7929.132	15598.508464	4675	-3479.7339965226097	16821.282529589476	137	528	1265
K562_skew	[0.5,1.0)	dELS	SINGLETON	non-CpG-ti	174944	174944	25225.158	4777.552426	174688	-1743.7439992146094	412969.0067211825	8577	15434	30842
K562_skew	[0.5,1.0)	dELS	SINGLETON	non-CpG-tv	129323	129323	7233.739	673.897721	129088	10773.261018305671	301800.26400734764	6860	12204	23809
K562_skew	[0.5,1.0)	dELS	SINGLETON	unknown	90	0	0	0	86	-16.881999982404533	54.44354611630728	0	4	10
K562_skew	[0.5,1.0)	dELS	ULTRARARE	CpG	17571	17571	34183.014	72734.829844	17540	-15461.967984202669	67454.83147509996	391	1970	4148
K562_skew	[0.5,1.0)	dELS	ULTRARARE	non-CpG-ti	115525	115525	17990.554	3825.335106	115355	-8137.229980850594	282483.62737421424	5385	10189	20187
K562_skew	[0.5,1.0)	dELS	ULTRARARE	non-CpG-tv	73715	73715	4542.601	510.373303	73580	3292.306004917599	174238.3132542182	3738	7077	13901
K562_skew	[0.5,1.0)	dELS	ULTRARARE	unknown	66	0	0	0	63	-18.188999973237504	60.015297036266205	0	2	5
K562_skew	[0.5,1.0)	non-cCRE	COMMON	CpG	2568	2568	5199.266	11692.31099	2544	-2348.084998880631	6630.870772156674	10	145	38
K562_skew	[0.5,1.0)	non-cCRE	COMMON	non-CpG-ti	18732	18732	2674.047	531.236683	18599	-12539.932003711352	42288.57668412308	146	950	196
K562_skew	[0.5,1.0)	non-cCRE	COMMON	non-CpG-tv	10120	10120	700.559	111.000701	10032	-3808.54499507358	15337.59511321273	88	503	119
K562_skew	[0.5,1.0)	non-cCRE	COMMON	unknown	29	0	0	0	26	-20.169999584555626	67.45360995125043	0	1	0
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	CpG	3279	3279	7293.8460000000005	17178.469664	3233	-2954.3199990324215	8818.186005127573	14	155	52
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	non-CpG-ti	17766	17766	2721.577	569.783315	17614	-5539.830993412644	26875.542773760826	175	701	189
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	non-CpG-tv	12855	12855	1407.039	365.237277	12716	-2663.0729987440855	15345.367442096247	117	486	144
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	unknown	38	0	0	0	29	-14.293999828398228	57.92445741028026	0	2	1
K562_skew	[0.5,1.0)	non-cCRE	RARE	CpG	9588	9588	21335.907	50334.164483	9466	-8475.84499273589	25206.64064910968	46	456	142
K562_skew	[0.5,1.0)	non-cCRE	RARE	non-CpG-ti	42776	42776	6603.959	1403.100567	42384	-11122.288992544403	59716.35369447905	453	1692	487
K562_skew	[0.5,1.0)	non-cCRE	RARE	non-CpG-tv	29108	29108	2308.827	418.739977	28708	-4983.63999350893	35893.57934800065	360	1248	427
K562_skew	[0.5,1.0)	non-cCRE	RARE	unknown	102	0	0	0	80	-31.505999982357036	94.46537779670072	0	2	1
K562_skew	[0.5,1.0)	non-cCRE	SINGLETON	CpG	7821	7821	14699.936	30653.662658	7792	-5622.123998793659	19193.017807787855	88	525	343
K562_skew	[0.5,1.0)	non-cCRE	SINGLETON	non-CpG-ti	371166	371166	53746.671	10179.402901	368536	-50228.49992124051	447243.826061433	4682	13844	4575
