skew_type	skew_bin	ccre_class	af_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
HepG2_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	non-CpG-tv	9594	9594	1018.008	257.84607	9479	-1467.8349970637353	10550.25915322915	92	379	100
HepG2_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	unknown	26	0	0	0	16	-11.068999908864491	36.36261037472036	0	0	1
HepG2_skew	[0.5,1.0)	non-cCRE	RARE	CpG	9659	9659	21703.441	51657.665379	9521	-8843.464991531453	26851.056243068382	53	473	150
HepG2_skew	[0.5,1.0)	non-cCRE	RARE	non-CpG-ti	33497	33497	5176.528	1077.6192819999999	33211	-7803.980992004158	44810.7640940892	330	1257	330
HepG2_skew	[0.5,1.0)	non-cCRE	RARE	non-CpG-tv	22252	22252	1699.658	289.907982	21916	-2582.0899824041403	25688.90268287549	287	939	304
HepG2_skew	[0.5,1.0)	non-cCRE	RARE	unknown	41	0	0	0	25	-1.0469999779015724	8.605113083818834	0	2	0
HepG2_skew	[0.5,1.0)	non-cCRE	SINGLETON	CpG	7683	7683	14353.173999999999	29575.949028	7647	-5733.3619976484915	20086.570867717895	85	529	276
HepG2_skew	[0.5,1.0)	non-cCRE	SINGLETON	non-CpG-ti	307779	307779	44984.895	8595.770403	305751	-46898.0519409153	369146.3523494387	3370	11090	3057
HepG2_skew	[0.5,1.0)	non-cCRE	SINGLETON	non-CpG-tv	227618	227618	13383.894	1298.504988	225617	-14427.004904932348	253976.92581370907	3321	8866	2832
HepG2_skew	[0.5,1.0)	non-cCRE	SINGLETON	unknown	247	0	0	0	181	-26.019000250846148	104.4215418587447	0	14	0
HepG2_skew	[0.5,1.0)	non-cCRE	ULTRARARE	CpG	30868	30868	65234.133	146684.859801	30676	-27310.570994504957	88417.03037540003	220	1572	618
HepG2_skew	[0.5,1.0)	non-cCRE	ULTRARARE	non-CpG-ti	207675	207675	32325.996	6715.2947619999995	206103	-41234.67094021573	266324.1652325393	2167	7322	2051
HepG2_skew	[0.5,1.0)	non-cCRE	ULTRARARE	non-CpG-tv	134065	134065	8705.85	1001.097568	132493	-12004.077945588046	150753.96490408987	1835	5425	1628
HepG2_skew	[0.5,1.0)	non-cCRE	ULTRARARE	unknown	212	0	0	0	139	-50.36199985444545	216.1902503650759	0	7	3
HepG2_skew	[0.5,1.0)	pELS	COMMON	CpG	174	174	246.105	457.775647	174	-149.72400140482935	597.3082290162756	3	48	43
HepG2_skew	[0.5,1.0)	pELS	COMMON	non-CpG-ti	821	821	119.945	24.438849	820	-337.500997249619	2449.849574974556	31	252	178
HepG2_skew	[0.5,1.0)	pELS	COMMON	non-CpG-tv	550	550	34.886	3.979766	546	-110.51200210675597	1311.4415124573475	24	188	141
HepG2_skew	[0.5,1.0)	pELS	COMMON	unknown	1	0	0	0	1	-2.10800004005432	4.44366416886902	0	0	0
HepG2_skew	[0.5,1.0)	pELS	LOW_FREQ	CpG	232	232	353.231	697.4440529999999	231	-170.58500024792735	839.8786514386833	5	45	64
HepG2_skew	[0.5,1.0)	pELS	LOW_FREQ	non-CpG-ti	856	856	129.068	25.230166	856	-49.50399713020306	2301.0914063963946	42	198	185
HepG2_skew	[0.5,1.0)	pELS	LOW_FREQ	non-CpG-tv	656	656	49.858	7.487184	650	13.727998509071789	1877.712025050722	49	162	178
HepG2_skew	[0.5,1.0)	pELS	LOW_FREQ	unknown	2	0	0	0	1	0	0	0	0	0
HepG2_skew	[0.5,1.0)	pELS	RARE	CpG	645	645	1046.249	2087.302513	642	-419.8880011925941	2343.9928911399825	24	153	163
HepG2_skew	[0.5,1.0)	pELS	RARE	non-CpG-ti	2078	2078	315.371	63.797507	2075	-29.131001835456104	6639.072211988748	138	496	477
HepG2_skew	[0.5,1.0)	pELS	RARE	non-CpG-tv	1760	1760	133.223	19.593185000000002	1753	250.32100015180174	5331.659886969664	129	525	464
HepG2_skew	[0.5,1.0)	pELS	RARE	unknown	6	0	0	0	5	-4.740999855101112	16.954957789442304	0	4	1
HepG2_skew	[0.5,1.0)	pELS	SINGLETON	CpG	1813	1813	1636.515	2463.986765	1811	-67.94099731021554	8265.921972161266	169	605	667
HepG2_skew	[0.5,1.0)	pELS	SINGLETON	non-CpG-ti	20472	20472	2938.453	546.212203	20451	3330.0320065626865	63742.68194020673	1605	4999	4399
HepG2_skew	[0.5,1.0)	pELS	SINGLETON	non-CpG-tv	18773	18773	1217.712	137.11736	18747	5593.491993959413	62926.85473025111	1707	5068	4584
HepG2_skew	[0.5,1.0)	pELS	SINGLETON	unknown	27	0	0	0	26	-3.069000378251115	120.07079567745251	1	6	7
HepG2_skew	[0.5,1.0)	pELS	ULTRARARE	CpG	3110	3110	4445.935	8424.979443	3104	-1399.0600017305696	12800.653519742853	170	830	851
HepG2_skew	[0.5,1.0)	pELS	ULTRARARE	non-CpG-ti	13387	13387	2058.185	416.711093	13376	1247.6300016203902	40977.75675004877	994	3362	2991
HepG2_skew	[0.5,1.0)	pELS	ULTRARARE	non-CpG-tv	11147	11147	821.051	110.448809	11128	2879.7220043883444	38782.25154562617	1023	3149	2809
HepG2_skew	[0.5,1.0)	pELS	ULTRARARE	unknown	43	0	0	0	40	-9.681999906897582	114.40044981644273	4	17	3
HepG2_skew	[1.0,1.5)	Other cCREs	COMMON	CpG	65	65	132.33	294.555306	65	-71.79299964383247	250.50977477927773	0	3	16
HepG2_skew	[1.0,1.5)	Other cCREs	COMMON	non-CpG-ti	396	396	52.669	8.822195	396	-284.9219993761509	1226.6844213657223	4	17	40
HepG2_skew	[1.0,1.5)	Other cCREs	COMMON	non-CpG-tv	188	188	11.409	1.068439	187	-76.35399995488112	340.6603745312839	4	12	16
HepG2_skew	[1.0,1.5)	Other cCREs	COMMON	unknown	2	0	0	0	1	0	0	0	0	0
HepG2_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	CpG	85	85	189.557	445.332053	84	-78.38199957925828	212.25890392233728	1	5	5
HepG2_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	non-CpG-ti	328	328	46.684	8.787728	327	-114.36200088867905	675.8305063132508	2	11	22
HepG2_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	non-CpG-tv	197	197	12.606	1.261308	194	-29.940999559592424	352.38932785414283	5	4	12
HepG2_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	unknown	2	0	0	0	1	-1.43799996376038	2.06784389577484	0	0	0
HepG2_skew	[1.0,1.5)	Other cCREs	RARE	CpG	265	265	600.222	1433.1543100000001	263	-265.633998999372	738.3310698540156	0	11	33
HepG2_skew	[1.0,1.5)	Other cCREs	RARE	non-CpG-ti	808	808	116.68	20.942312	805	-190.48300068802206	1117.2206742297385	8	24	55
HepG2_skew	[1.0,1.5)	Other cCREs	RARE	non-CpG-tv	529	529	34.102	3.458092	520	-90.14099928759964	770.4430287951452	10	24	22
HepG2_skew	[1.0,1.5)	Other cCREs	RARE	unknown	3	0	0	0	0	0	0	0	0	0
HepG2_skew	[1.0,1.5)	Other cCREs	SINGLETON	CpG	184	184	360.154	771.898612	182	-134.80200095847246	440.0874104148702	1	13	23
HepG2_skew	[1.0,1.5)	Other cCREs	SINGLETON	non-CpG-ti	7058	7058	982.929	169.189609	7032	-996.5459967156643	10317.32405265728	133	287	437
HepG2_skew	[1.0,1.5)	Other cCREs	SINGLETON	non-CpG-tv	5141	5141	309.688	29.388914	5081	-358.6929986259201	6613.125761325673	103	206	303
HepG2_skew	[1.0,1.5)	Other cCREs	SINGLETON	unknown	8	0	0	0	4	-2.78899997472763	8.452480833000186	0	1	0
HepG2_skew	[1.0,1.5)	Other cCREs	ULTRARARE	CpG	787	787	1709.399	3935.917029	784	-748.802999714855	2605.6331347625614	4	34	72
HepG2_skew	[1.0,1.5)	Other cCREs	ULTRARARE	non-CpG-ti	4821	4821	719.794	138.418198	4800	-881.5070016741518	7229.811187474063	83	173	299
HepG2_skew	[1.0,1.5)	Other cCREs	ULTRARARE	non-CpG-tv	3110	3110	199.393	19.698303	3068	-365.75099768396484	4379.7912898159275	65	128	187
HepG2_skew	[1.0,1.5)	Other cCREs	ULTRARARE	unknown	3	0	0	0	0	0	0	0	0	0
HepG2_skew	[1.0,1.5)	PLS	COMMON	CpG	7	7	10.897	22.011039	7	-7.919999983161678	20.539781819751138	0	3	3
HepG2_skew	[1.0,1.5)	PLS	COMMON	non-CpG-ti	21	21	2.799	0.421935	21	-10.731999939307576	29.84722997452738	1	9	8
HepG2_skew	[1.0,1.5)	PLS	COMMON	non-CpG-tv	19	19	1.236	0.139842	19	-5.844999805092804	51.09031617251203	2	10	8
HepG2_skew	[1.0,1.5)	PLS	LOW_FREQ	CpG	4	4	6.896	15.028662	4	-5.74300005286932	13.770289338205817	0	3	2
HepG2_skew	[1.0,1.5)	PLS	LOW_FREQ	non-CpG-ti	25	25	3.555	0.585707	25	28.42500017769635	175.19813242307401	5	9	10
HepG2_skew	[1.0,1.5)	PLS	LOW_FREQ	non-CpG-tv	11	11	0.709	0.060935	11	-2.563000045716767	9.284385379111173	0	4	4
HepG2_skew	[1.0,1.5)	PLS	RARE	CpG	14	14	25.078	52.790616	14	-6.703000009059914	94.264183990323815	0	3	5
HepG2_skew	[1.0,1.5)	PLS	RARE	non-CpG-ti	79	79	12.437999999999999	2.585242	79	27.55700006522236	556.9708809842851	9	31	32
HepG2_skew	[1.0,1.5)	PLS	RARE	non-CpG-tv	60	60	5.777	1.027111	60	13.61099996557459	275.5982118233281	5	26	19
HepG2_skew	[1.0,1.5)	PLS	RARE	unknown	1	0	0	0	1	0.270000010728836	0.0729000057935716	0	1	0
HepG2_skew	[1.0,1.5)	PLS	SINGLETON	CpG	71	71	39.548	43.957876	71	68.12099978514017	614.3735582158946	18	28	39
HepG2_skew	[1.0,1.5)	PLS	SINGLETON	non-CpG-ti	695	695	103.952	18.629602	695	472.0220039254055	4244.416727188686	124	252	261
HepG2_skew	[1.0,1.5)	PLS	SINGLETON	non-CpG-tv	677	677	59.405	9.309029	676	564.5340021519226	4419.29517359501	123	234	266
HepG2_skew	[1.0,1.5)	PLS	SINGLETON	unknown	2	0	0	0	2	-2.11700001358986	5.89935706424046	0	2	0
HepG2_skew	[1.0,1.5)	PLS	ULTRARARE	CpG	85	85	92.762	158.188728	85	4.886000183410927	519.2247170112311	11	31	47
HepG2_skew	[1.0,1.5)	PLS	ULTRARARE	non-CpG-ti	512	512	80.48	15.007121999999999	511	528.5039980039	3618.939801541678	117	170	185
HepG2_skew	[1.0,1.5)	PLS	ULTRARARE	non-CpG-tv	408	408	43.337	8.020829	407	229.3159992396831	2660.8065653656095	70	135	162
HepG2_skew	[1.0,1.5)	PLS	ULTRARARE	unknown	1	0	0	0	1	-1.03199994564056	1.06502388780213	0	1	0
HepG2_skew	[1.0,1.5)	dELS	COMMON	CpG	226	226	428.095	911.692829	226	-202.2869994255015	530.6516038636031	1	28	58
HepG2_skew	[1.0,1.5)	dELS	COMMON	non-CpG-ti	1014	1014	134.54	23.331736	1014	-472.1039996474283	2788.94381495916	26	108	223
HepG2_skew	[1.0,1.5)	dELS	COMMON	non-CpG-tv	553	553	31.169	2.831209	552	-177.03800030297126	1234.521938078341	17	71	116
HepG2_skew	[1.0,1.5)	dELS	LOW_FREQ	CpG	268	268	555.197	1250.225529	267	-260.1279993335485	867.0103330944474	1	25	72
HepG2_skew	[1.0,1.5)	dELS	LOW_FREQ	non-CpG-ti	884	884	127.822	23.61861	882	-171.24699962697943	2016.4032269812888	35	70	135
HepG2_skew	[1.0,1.5)	dELS	LOW_FREQ	non-CpG-tv	618	618	38.934	3.92679	618	-26.379999325145054	1335.783980216596	34	65	104
HepG2_skew	[1.0,1.5)	dELS	RARE	CpG	828	828	1709.4180000000001	3806.772144	827	-786.5870002256706	3364.7559819716666	11	85	220
HepG2_skew	[1.0,1.5)	dELS	RARE	non-CpG-ti	2339	2339	337.574	63.415976	2331	-243.27700091246513	5029.942907953908	92	213	377
HepG2_skew	[1.0,1.5)	dELS	RARE	non-CpG-tv	1507	1507	93.899	9.462149	1503	26.061000338406338	3708.9960300985335	75	138	266
HepG2_skew	[1.0,1.5)	dELS	RARE	unknown	1	0	0	0	1	0.061999998986721	0.00384399987435341	0	0	0
HepG2_skew	[1.0,1.5)	dELS	SINGLETON	CpG	841	841	1507.749	3043.605779	840	-683.2759998107794	3221.17407078086	24	99	214
HepG2_skew	[1.0,1.5)	dELS	SINGLETON	non-CpG-ti	22878	22878	3157.311	550.510733	22844	-1215.536001680303	52634.79238764536	1041	1938	3768
HepG2_skew	[1.0,1.5)	dELS	SINGLETON	non-CpG-tv	17361	17361	1010.485	93.079263	17323	1316.9420087359615	41111.66120655733	943	1667	3145
HepG2_skew	[1.0,1.5)	dELS	SINGLETON	unknown	6	0	0	0	6	-1.5270000621676403	4.915755348305111	0	1	1
HepG2_skew	[1.0,1.5)	dELS	ULTRARARE	CpG	3276	3276	6464.629	13872.052969	3276	-2749.464002987369	11798.66957926165	82	373	853
HepG2_skew	[1.0,1.5)	dELS	ULTRARARE	non-CpG-ti	14977	14977	2190.358	416.634982	14959	-1449.4329925922214	34342.51326679804	685	1338	2471
HepG2_skew	[1.0,1.5)	dELS	ULTRARARE	non-CpG-tv	9704	9704	610.665	63.420951	9680	681.4990019504909	23460.221658780258	526	921	1706
HepG2_skew	[1.0,1.5)	dELS	ULTRARARE	unknown	6	0	0	0	5	-0.6339999660849522	5.357259857376818	0	0	1
HepG2_skew	[1.0,1.5)	non-cCRE	COMMON	CpG	256	256	523.961	1199.674169	254	-224.5390003733337	772.8687272026056	2	14	12
HepG2_skew	[1.0,1.5)	non-cCRE	COMMON	non-CpG-ti	2895	2895	357.015	55.080443	2877	-2315.8690043160464	7264.69532015124	11	154	27
HepG2_skew	[1.0,1.5)	non-cCRE	COMMON	non-CpG-tv	1193	1193	77.33200000000001	8.737194	1185	-466.47299928031873	1844.9503164505254	10	72	19
HepG2_skew	[1.0,1.5)	non-cCRE	COMMON	unknown	4	0	0	0	4	-4.570000022649765	11.294286168409826	0	0	0
HepG2_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	CpG	337	337	761.514	1840.212352	333	-393.44000031985325	1304.6451056051392	0	20	9
HepG2_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	non-CpG-ti	2655	2655	370.378	65.395394	2637	-1013.1730013750496	4063.8537835735096	13	113	28
HepG2_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	non-CpG-tv	1359	1359	86.765	8.408951	1342	-308.6279992719648	1682.6937715897243	14	55	8
HepG2_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	unknown	3	0	0	0	3	2.15600009635091	4.72221842278762	0	0	0
HepG2_skew	[1.0,1.5)	non-cCRE	RARE	CpG	1064	1064	2440.955	5874.391955	1055	-1086.0980006890609	3321.4245243091477	5	46	23
HepG2_skew	[1.0,1.5)	non-cCRE	RARE	non-CpG-ti	6324	6324	878.189	152.521579	6279	-2246.8460012298315	9397.014065300604	40	277	58
HepG2_skew	[1.0,1.5)	non-cCRE	RARE	non-CpG-tv	3371	3371	218.491	24.203589	3319	-731.3769980159124	4359.474545681868	35	155	45
HepG2_skew	[1.0,1.5)	non-cCRE	RARE	unknown	8	0	0	0	3	2.326999932527543	4.7416087020907485	0	0	0
HepG2_skew	[1.0,1.5)	non-cCRE	SINGLETON	CpG	807	807	1502.542	3160.186888	804	-591.8389997237831	2367.4225528322067	15	81	59
HepG2_skew	[1.0,1.5)	non-cCRE	SINGLETON	non-CpG-ti	52520	52520	7315.181	1239.604361	52145	-8696.368989000215	62506.863626992716	538	1997	566
HepG2_skew	[1.0,1.5)	non-cCRE	SINGLETON	non-CpG-tv	35352	35352	2138.27	198.209502	35031	-3877.106984312065	41391.22797417637	472	1518	482
HepG2_skew	[1.0,1.5)	non-cCRE	SINGLETON	unknown	26	0	0	0	18	-8.263999909162525	13.751105803451175	0	1	0
HepG2_skew	[1.0,1.5)	non-cCRE	ULTRARARE	CpG	3386	3386	7332.735	16862.229747	3371	-3355.236996075022	11210.788478118546	28	193	104
HepG2_skew	[1.0,1.5)	non-cCRE	ULTRARARE	non-CpG-ti	36391	36391	5215.2429999999995	930.763187	36103	-8502.255983754645	48308.16504923888	320	1505	387
HepG2_skew	[1.0,1.5)	non-cCRE	ULTRARARE	non-CpG-tv	20930	20930	1353.555	139.325509	20683	-3223.9209913287773	25093.35231937166	233	969	289
HepG2_skew	[1.0,1.5)	non-cCRE	ULTRARARE	unknown	40	0	0	0	27	-22.100000191479914	73.03152233280578	0	7	0
HepG2_skew	[1.0,1.5)	pELS	COMMON	CpG	28	28	39.203	77.839427	28	1.3670004047453461	148.63036065533166	3	8	12
HepG2_skew	[1.0,1.5)	pELS	COMMON	non-CpG-ti	165	165	21.831	3.853261	165	-80.62799989618365	487.60594672631254	7	57	43
HepG2_skew	[1.0,1.5)	pELS	COMMON	non-CpG-tv	99	99	6.846	0.788902	97	8.427999090636156	253.54828666697426	5	33	28
HepG2_skew	[1.0,1.5)	pELS	LOW_FREQ	CpG	27	27	48.943	107.460691	27	-4.86800017952919	29.92316732202245	1	7	6
HepG2_skew	[1.0,1.5)	pELS	LOW_FREQ	non-CpG-ti	147	147	21.469	4.229483	147	18.481999921612434	309.9185102473722	7	42	26
HepG2_skew	[1.0,1.5)	pELS	LOW_FREQ	non-CpG-tv	112	112	7.492	0.940474	111	-25.45499986596404	317.65628690247314	8	32	28
HepG2_skew	[1.0,1.5)	pELS	RARE	CpG	106	106	180.496	376.984602	106	-56.35700042638927	309.49483228383264	5	31	33
HepG2_skew	[1.0,1.5)	pELS	RARE	non-CpG-ti	437	437	63.594	11.408904	437	101.72199865290898	1147.221453212389	32	118	105
HepG2_skew	[1.0,1.5)	pELS	RARE	non-CpG-tv	297	297	24.285	3.534913	295	92.25399976177154	923.3874241524742	28	89	74
HepG2_skew	[1.0,1.5)	pELS	RARE	unknown	3	0	0	0	3	-3.96399985253811	21.3074886343575	0	3	0
HepG2_skew	[1.0,1.5)	pELS	SINGLETON	CpG	258	258	230.117	351.779763	258	-4.446999319130598	992.583693727503	20	84	103
HepG2_skew	[1.0,1.5)	pELS	SINGLETON	non-CpG-ti	3959	3959	555.474	96.119098	3956	678.247997677536	12139.916059604766	307	1006	906
HepG2_skew	[1.0,1.5)	pELS	SINGLETON	non-CpG-tv	3458	3458	254.251	32.027899	3455	752.7190034396477	10273.470315157485	293	917	907
HepG2_skew	[1.0,1.5)	pELS	SINGLETON	unknown	8	0	0	0	8	0.723000016063452	1.15928305426222	0	5	2
HepG2_skew	[1.0,1.5)	pELS	ULTRARARE	CpG	462	462	671.081	1312.111891	462	-206.6009995774367	2420.5016223022035	31	118	148
HepG2_skew	[1.0,1.5)	pELS	ULTRARARE	non-CpG-ti	2628	2628	381.714	69.700778	2627	306.60499821323907	7913.269313705149	197	697	598
HepG2_skew	[1.0,1.5)	pELS	ULTRARARE	non-CpG-tv	2006	2006	165.925	24.628269	2003	389.95599957508983	6466.641371600884	167	579	513
HepG2_skew	[1.0,1.5)	pELS	ULTRARARE	unknown	13	0	0	0	13	-13.80299989134073	66.17248916689327	0	8	2
HepG2_skew	[1.5,Inf)	Other cCREs	COMMON	CpG	2	2	4.606	10.607618	2	-1.226999968290329	1.0055249578714378	0	0	0
HepG2_skew	[1.5,Inf)	Other cCREs	COMMON	non-CpG-ti	146	146	18.356	2.817618	146	-128.49099986627698	416.77087893413943	0	10	12
HepG2_skew	[1.5,Inf)	Other cCREs	COMMON	non-CpG-tv	58	58	3.341	0.367161	58	-24.94200002774598	120.44115990119896	1	4	6
HepG2_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	CpG	14	14	33.531	84.155601	14	-13.826000101864345	41.52303281161717	0	1	0
HepG2_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	non-CpG-ti	106	106	15.965	3.302029	106	-27.779000189155333	97.80969700196458	1	3	7
HepG2_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	non-CpG-tv	53	53	2.895	0.223821	53	2.0259998785331796	47.41338231686248	1	2	6
HepG2_skew	[1.5,Inf)	Other cCREs	RARE	CpG	35	35	78.212	180.9127	35	-33.03799943625927	140.51552046597416	0	1	8
HepG2_skew	[1.5,Inf)	Other cCREs	RARE	non-CpG-ti	253	253	36.943	6.289947	253	-46.738000031211435	361.80622225719935	4	10	15
HepG2_skew	[1.5,Inf)	Other cCREs	RARE	non-CpG-tv	122	122	8.177	0.904521	121	-15.379999978467804	166.57719002413165	2	2	3
HepG2_skew	[1.5,Inf)	Other cCREs	SINGLETON	CpG	24	24	41.979	76.986229	24	-14.749000065028662	43.75547909084182	0	1	4
HepG2_skew	[1.5,Inf)	Other cCREs	SINGLETON	non-CpG-ti	2437	2437	338.687	55.487907	2429	-465.08799887495115	3332.9988039021973	38	74	121
HepG2_skew	[1.5,Inf)	Other cCREs	SINGLETON	non-CpG-tv	1189	1189	74.086	7.04986	1182	-159.5759989040671	1821.1177872738124	29	51	72
HepG2_skew	[1.5,Inf)	Other cCREs	ULTRARARE	CpG	95	95	212.67000000000002	498.446126	95	-92.9200005447492	281.2688817336786	0	5	9
HepG2_skew	[1.5,Inf)	Other cCREs	ULTRARARE	non-CpG-ti	1546	1546	217.327	36.667857	1539	-264.6919989263407	2410.534346363617	30	48	84
HepG2_skew	[1.5,Inf)	Other cCREs	ULTRARARE	non-CpG-tv	681	681	45.911	4.628591	673	-47.51199963130069	1098.6466804248564	14	30	44
HepG2_skew	[1.5,Inf)	Other cCREs	ULTRARARE	unknown	1	0	0	0	0	0	0	0	0	0
HepG2_skew	[1.5,Inf)	PLS	COMMON	non-CpG-ti	9	9	1.411	0.237633	9	-6.065999981015919	28.968316279761183	0	5	3
HepG2_skew	[1.5,Inf)	PLS	COMMON	non-CpG-tv	4	4	0.284	0.029646	4	5.44300007820129	10.072383290545467	1	2	0
HepG2_skew	[1.5,Inf)	PLS	LOW_FREQ	non-CpG-ti	10	10	1.399	0.207859	10	1.065999917685992	13.090570190050006	0	3	2
HepG2_skew	[1.5,Inf)	PLS	LOW_FREQ	non-CpG-tv	3	3	0.45899999999999996	0.105971	3	-1.040000006556511	0.8603380030686856	0	2	0
HepG2_skew	[1.5,Inf)	PLS	RARE	CpG	1	1	2.04	4.1616	1	-3.17600011825562	10.0869767511597	0	0	0
HepG2_skew	[1.5,Inf)	PLS	RARE	non-CpG-ti	22	22	3.185	0.500441	22	7.948000052943809	64.40527747197137	3	7	12
HepG2_skew	[1.5,Inf)	PLS	RARE	non-CpG-tv	14	14	1.272	0.175298	14	0.07399999350309394	13.440641654004345	0	5	4
HepG2_skew	[1.5,Inf)	PLS	SINGLETON	CpG	9	9	9.585	16.540275	9	-0.3050000369548709	13.737764654026043	1	4	6
HepG2_skew	[1.5,Inf)	PLS	SINGLETON	non-CpG-ti	202	202	29.847	4.975687	202	170.4770011845976	1264.797352646456	41	70	81
HepG2_skew	[1.5,Inf)	PLS	SINGLETON	non-CpG-tv	145	145	14.913	2.501285	145	84.67500025685875	531.3855066025367	20	43	62
HepG2_skew	[1.5,Inf)	PLS	SINGLETON	unknown	1	0	0	0	1	-0.460999995470047	0.212520995823383	0	0	1
HepG2_skew	[1.5,Inf)	PLS	ULTRARARE	CpG	8	8	12.413	23.363543	8	7.795999854803088	85.4996595330243	1	0	3
HepG2_skew	[1.5,Inf)	PLS	ULTRARARE	non-CpG-ti	129	129	19.009	3.218867	129	11.310999971116015	606.5822820402401	14	48	44
HepG2_skew	[1.5,Inf)	PLS	ULTRARARE	non-CpG-tv	79	79	10.379	2.190705	79	39.85900037549437	707.132243344072	16	32	24
HepG2_skew	[1.5,Inf)	PLS	ULTRARARE	unknown	3	0	0	0	3	-0.23399993777275102	1.3955938922581739	0	2	0
HepG2_skew	[1.5,Inf)	dELS	COMMON	CpG	47	47	88.457	189.481439	47	-68.8199997209013	380.63574885021643	1	10	18
HepG2_skew	[1.5,Inf)	dELS	COMMON	non-CpG-ti	378	378	48.412	7.29809	378	-221.1630001692102	966.7099698579848	7	38	80
HepG2_skew	[1.5,Inf)	dELS	COMMON	non-CpG-tv	141	141	9.266	1.01901	141	-22.827000033226806	376.85162282193	11	22	38
HepG2_skew	[1.5,Inf)	dELS	LOW_FREQ	CpG	43	43	90.553	206.933137	43	-58.29699975997211	247.79580315994866	1	3	8
HepG2_skew	[1.5,Inf)	dELS	LOW_FREQ	non-CpG-ti	310	310	41.336	6.607562	309	-50.10699929203833	515.920847470102	10	29	61
HepG2_skew	[1.5,Inf)	dELS	LOW_FREQ	non-CpG-tv	152	152	9.888	0.980122	152	-11.151999994646744	280.24086691021864	4	12	19
HepG2_skew	[1.5,Inf)	dELS	RARE	CpG	122	122	247.288	539.351504	122	-127.66500055789952	554.2124365357861	1	10	29
HepG2_skew	[1.5,Inf)	dELS	RARE	non-CpG-ti	730	730	97.723	15.838239	730	-75.15199936903072	1712.3342492910285	35	48	119
HepG2_skew	[1.5,Inf)	dELS	RARE	non-CpG-tv	373	373	25.983999999999998	2.804138	373	-46.346000067773225	775.0160840174311	17	29	73
HepG2_skew	[1.5,Inf)	dELS	SINGLETON	CpG	127	127	225.155	444.590421	127	-87.72899989504366	379.58294114543696	4	18	53
HepG2_skew	[1.5,Inf)	dELS	SINGLETON	non-CpG-ti	7521	7521	988.205	151.764449	7513	-515.9729956866943	16057.833527452247	323	667	1095
HepG2_skew	[1.5,Inf)	dELS	SINGLETON	non-CpG-tv	4154	4154	259.414	26.244932	4144	-36.58899856731307	9839.31450254067	180	393	715
HepG2_skew	[1.5,Inf)	dELS	SINGLETON	unknown	2	0	0	0	2	-0.5920000225305551	0.5049040306649218	0	0	0
HepG2_skew	[1.5,Inf)	dELS	ULTRARARE	CpG	498	498	1000.389	2167.495927	498	-413.22200045501813	2172.9256975786752	15	67	160
HepG2_skew	[1.5,Inf)	dELS	ULTRARARE	non-CpG-ti	4691	4691	639.9929999999999	104.685991	4685	-390.89200097252615	10358.277483411697	200	400	714
HepG2_skew	[1.5,Inf)	dELS	ULTRARARE	non-CpG-tv	2319	2319	157.576	17.685036	2315	-91.04099884233449	5644.093337499801	109	195	369
HepG2_skew	[1.5,Inf)	dELS	ULTRARARE	unknown	3	0	0	0	3	-2.9209998920559843	9.843160355819714	0	1	1
HepG2_skew	[1.5,Inf)	non-cCRE	COMMON	CpG	20	20	47.537	118.467457	20	-19.97500031813978	44.10111254284671	0	3	1
HepG2_skew	[1.5,Inf)	non-cCRE	COMMON	non-CpG-ti	1005	1005	124.424	19.081448	998	-906.163999337703	2698.374794406505	2	45	11
HepG2_skew	[1.5,Inf)	non-cCRE	COMMON	non-CpG-tv	278	278	16.971	1.661461	275	-136.11400060285823	569.7193656794656	2	17	4
HepG2_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	CpG	33	33	72.087	164.647921	32	-67.3340000063181	229.17414855557885	0	0	1
HepG2_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	non-CpG-ti	799	799	102.214	15.586596	792	-368.5229992241366	1290.0123980445767	3	32	8
HepG2_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	non-CpG-tv	283	283	18.887	1.9371530000000001	282	-50.37499957694669	293.51916314836114	2	8	6
HepG2_skew	[1.5,Inf)	non-cCRE	RARE	CpG	89	89	205.947	507.706189	89	-98.88899953104563	322.89370449595083	1	3	4
HepG2_skew	[1.5,Inf)	non-cCRE	RARE	non-CpG-ti	2060	2060	266.95300000000003	41.781353	2041	-753.2700013617288	3182.7466740022987	12	86	19
