skew_type	skew_bin	ccre_class	mut_class	af_class	n_active_trained	n_active_untrained	n_active_all	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	LOW_FREQ	1	0	1	2	2	2.988	4.47305	2	0.267000004649162	0.0356450012433529	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	LOW_FREQ	1	1	2	1	1	1.514	2.292196	1	-0.377999991178513	0.142883993330956	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	RARE	0	0	0	2	2	2.96	7.160882	2	0.2300000190734801	8.50541213005829	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	SINGLETON	0	0	0	7	7	14.006	30.511872	7	2.215000309050086	79.16046185033667	1	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	SINGLETON	0	1	1	1	1	2.207	4.870849	1	-0.0590000003576279	0.00348100004220009	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	SINGLETON	1	0	1	2	2	2.375	2.820857	2	-1.26099997758865	1.96398094767952	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	ULTRARARE	0	0	0	13	13	27.587	65.671245	13	11.88900006283074	164.4693798046769	3	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	ULTRARARE	0	1	1	3	3	6.888	18.053226000000002	3	0.09200000017881389	0.13724000696301425	0	2	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-CGI	ULTRARARE	1	0	1	3	3	4.295	7.293673	3	-0.8190000057220459	0.974531027931214	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	COMMON	0	0	0	173	173	378.226	904.629962	173	-174.45799976773586	497.1959897900254	2	11	18
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	COMMON	0	1	1	2	2	3.322	5.517842	2	-1.9819999337196328	2.022643850856786	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	COMMON	1	0	1	6	6	12.182	27.147538	6	-4.856999993324282	10.931207112150675	0	1	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	LOW_FREQ	0	0	0	233	233	545.994	1349.901364	231	-280.0159991527907	922.0301662985371	0	11	25
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	LOW_FREQ	0	1	1	4	4	7.939	17.530195	4	-2.51999992132187	2.793853812309271	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	LOW_FREQ	1	0	1	11	11	26	62.792812	11	-11.33200008887798	33.57521486284369	0	1	5
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	LOW_FREQ	2	0	2	2	2	4.2	8.902418	2	-1.274999976158142	0.980432967392922	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	0	0	0	738	738	1731.604	4293.079814	736	-716.5960011640566	2005.5979282147791	3	17	77
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	0	1	1	17	17	42.81	115.599408	16	-11.757000040262932	17.332755346911867	0	0	6
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	0	2	2	1	1	1.772	3.139984	1	0.912000000476837	0.831744000869751	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	1	0	1	32	32	74.799	185.574207	32	-30.974999697878967	124.34183970142016	0	1	11
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	1	1	2	1	1	1.427	2.036329	1	-1.27900004386902	1.63584111221695	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	1	2	3	1	1	2.659	7.070281	1	0.519999980926514	0.270399980163575	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	2	2	4	1	1	1.609	2.588881	1	-0.419999986886978	0.176399988985062	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	RARE	3	2	5	2	2	3.313	5.782129	2	0.277999937534332	2.48069193521309	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	0	0	0	687	687	1397.058	3076.737168	685	-490.2440007403494	1659.558486825793	5	27	75
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	0	1	1	15	15	27.532	54.168132	15	-14.368999809026725	42.89646108239848	0	0	5
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	0	2	2	2	2	4.374	9.66362	2	-0.276999989524484	0.0931449940945209	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	1	0	1	31	31	58.321	125.247665	31	-29.90699988231065	64.247624676399	0	2	13
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	1	1	2	5	5	6.962	11.393054	5	-6.055000036954878	13.735791116663458	0	1	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	1	2	3	1	1	0.942	0.887364	1	-1.74699997901917	3.05200892669296	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	1	3	4	2	2	2.8609999999999998	5.298565	2	-0.14600001275539398	0.0922660015251637	0	1	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	2	0	2	1	1	1.609	2.588881	1	-4.88700008392334	23.8827698202667	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	2	1	3	2	2	3.601	6.598321	2	-0.623000010848046	0.2255650072669987	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	3	1	4	1	1	1.833	3.359889	1	-1.11500000953674	1.24322502126694	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	SINGLETON	3	3	6	1	1	0.545	0.297025	1	-1.00899994373322	1.01808088645363	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	0	0	0	2515	2515	5634.2300000000005	13436.073668000001	2511	-2518.077998206604	7873.456394978251	9	82	252
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	0	1	1	55	55	131.962	332.996606	55	-54.6030002147891	136.96637329651446	0	4	12
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	0	2	2	4	4	9.158000000000001	22.764066	4	-6.920000195503233	25.932171281414092	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	0	3	3	2	2	5.655	16.046297	2	-1.67400003969669	2.2357701186645	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	1	0	1	119	119	252.087	574.503773	119	-110.19100042060018	329.48054738081044	0	3	44
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	1	1	2	19	19	35.136	75.653794	19	-17.02599991858005	59.74241296530222	0	6	8
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	1	2	3	1	1	2.813	7.912969	1	-0.712000012397766	0.506944017654419	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	1	3	4	1	1	2.659	7.070281	1	0.0260000005364418	6.7600002789497e-4	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	2	0	2	2	2	4.268	9.659162	2	-1.7620000541210201	2.2297701700139094	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	2	2	4	6	6	9.227	17.399567	6	-3.08800003118813	3.9023081270029847	0	1	3
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	2	3	5	3	3	5.64	10.769753999999999	3	-5.608000192791231	15.664035052897411	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	3	2	5	2	2	4.51	10.174658	2	-2.1690000295639	2.9045810631218	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	CpG-nonCGI	ULTRARARE	3	3	6	1	1	1.273	1.620529	1	2.02900004386902	4.11684117802048	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	COMMON	0	0	0	60	60	8.948	1.6971100000000001	59	-4.2139997137710345	36.57431745172106	0	3	15
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	COMMON	1	0	1	3	3	0.407	0.055811	3	2.1389999985694863	3.1705550167036023	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	COMMON	2	0	2	1	1	0.248	0.061504	1	0.312999993562698	0.0979689959702492	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	LOW_FREQ	0	0	0	78	78	10.685	1.762599	78	20.326999932993225	63.55233927865121	4	0	9
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	LOW_FREQ	0	1	1	3	3	0.535	0.095761	3	2.783000022172923	3.279491109606275	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	LOW_FREQ	1	0	1	5	5	0.46199999999999997	0.044208	5	-0.511000037193299	1.750605155010226	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	0	0	0	179	179	27.058	4.973092	178	11.73700027819721	120.54602870820166	2	3	24
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	0	1	1	6	6	0.7010000000000001	0.088595	6	7.636000066995623	16.90234616775895	1	1	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	1	0	1	4	4	0.67	0.20627600000000001	4	0.4719999134540571	2.9316459175624914	0	1	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	1	1	2	2	2	0.214	0.029169999999999998	2	0.11700001358985901	0.32924900407886504	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	2	0	2	1	1	0.128	0.016384	1	-1.95899999141693	3.83768096637154	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	RARE	2	1	3	1	1	0.062	0.003844	1	0.446999996900558	0.199808997229099	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	0	0	0	1578	1578	226.553	38.594637	1573	183.1879992098547	1181.852409783617	31	64	260
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	0	1	1	48	48	6.492	0.9819	48	15.821000089868889	96.21970721615367	4	0	19
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	0	2	2	5	5	0.7110000000000001	0.107619	5	1.162999957799912	0.5451789770326628	0	0	4
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	0	3	3	1	1	0.105	0.011025	1	0.572000026702881	0.327184030548096	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	1	0	1	93	93	14.023	2.5484430000000002	93	34.64299985487013	201.15800353528275	3	4	51
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	1	1	2	15	15	1.999	0.317715	15	1.249999845400457	6.1269419892	0	4	8
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	1	2	3	12	12	1.856	0.309316	12	23.94699977338314	96.47038401072668	4	0	11
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	2	0	2	3	3	0.34099999999999997	0.043029	3	-0.708999961614609	0.6285649806237225	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	2	1	3	2	2	0.42	0.11024999999999999	2	-2.197999998927114	5.441401981512785	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	2	3	5	2	2	0.28	0.040258	2	3.0169999599456796	4.89145691849518	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	SINGLETON	3	3	6	1	1	0.105	0.011025	1	0.096000000834465	0.00921600016021729	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	0	0	0	1054	1054	161.781	30.196075	1043	137.5180003688438	1208.2876231500122	29	37	176
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	0	1	1	27	27	3.241	0.42823100000000003	27	18.757000153884277	148.57529423110742	3	2	10
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	0	2	2	3	3	0.41900000000000004	0.059579	3	-0.28200000524520896	0.9210020558576599	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	0	3	3	1	1	0.236	0.055696	1	-1.28999996185303	1.66409990158081	0	1	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	1	0	1	52	52	8.563	1.9662549999999999	52	13.704000242054462	81.78964508014708	3	3	22
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	1	1	2	6	6	1.1179999999999999	0.21065	5	4.929999975487592	10.20458578636044	1	1	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	1	2	3	2	2	0.245	0.030073	2	0.954000025987625	0.492596029953004	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	2	0	2	1	1	0.261	0.068121	1	-0.0419999994337559	0.00176399995243549	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	2	1	3	3	3	0.442	0.06736400000000001	3	-0.765000045299526	2.936117133005141	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	2	2	4	2	2	0.234	0.027378	2	3.14600002765655	5.43475602964783	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	2	3	5	2	2	0.302	0.04666	2	8.130000233650211	48.15146083778578	1	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-ti	ULTRARARE	3	3	6	2	2	0.224	0.02813	2	1.26399996876717	0.942495951704026	0	2	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	COMMON	0	0	0	61	61	5.186	0.763378	61	-31.06900022551418	99.14283015478372	0	3	5
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	COMMON	0	1	1	1	1	0.02	4e-4	1	3.3289999961853	11.0822409746017	1	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	COMMON	1	2	3	1	1	0.041	0.001681	1	2.80599999427795	7.87363596788788	1	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	0	0	0	85	85	6.638	0.856524	82	-28.25300034484828	104.65321288698374	3	1	16
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	0	1	1	3	3	0.14400000000000002	0.007206000000000001	3	-1.5400000065565111	1.4225500218093399	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	0	2	2	1	1	0.041	0.001681	1	0.0879999995231628	0.00774399991607666	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	1	0	1	2	2	0.061	0.002081	2	-0.808000013232231	0.40723402070736936	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	1	1	2	1	1	0.041	0.001681	1	0.300999999046326	0.0906009994258881	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	LOW_FREQ	3	2	5	1	1	0.02	4e-4	1	1.48399996757507	2.20225590376282	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	RARE	0	0	0	171	171	11.648	1.1209	167	-42.63699941709638	262.0184606366477	5	3	22
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	RARE	0	1	1	5	5	0.214	0.009464	5	0.9110000580549245	1.203263029318572	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	RARE	1	0	1	9	9	0.754	0.11718400000000001	9	4.695999823510648	23.92746404855108	2	0	3
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	RARE	2	2	4	1	1	0.073	0.005329	1	-2.70900011062622	7.33868159937288	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	0	0	0	1822	1822	120.707	13.147225	1812	-511.78099934163043	3720.9751988357607	35	46	236
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	0	1	1	46	46	2.968	0.37486200000000003	46	-7.724000379443168	132.4903926683413	1	3	16
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	0	2	2	6	6	0.511	0.064955	6	-2.627000028267502	1.854893033723503	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	0	3	3	1	1	0.094	0.008836	1	-1.48300004005432	2.19928911880112	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	1	0	1	101	101	6.993	0.786419	101	-21.62400013022122	203.52170633052393	3	4	36
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	1	1	2	18	18	0.969	0.08744500000000001	17	-0.8980000615119978	9.855354183318378	0	2	10
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	1	2	3	4	4	0.111	0.003381	4	10.86899989843368	44.82075391542432	2	0	4
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	1	3	4	1	1	0.03	9e-4	1	0.934000015258789	0.872356028503418	0	1	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	2	0	2	3	3	0.319	0.040323000000000005	3	-3.1470000743866002	37.352620349842006	1	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	2	1	3	2	2	0.16699999999999998	0.014165	2	-2.725000038743024	6.4811171759800965	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	2	2	4	2	2	0.215	0.031957	2	-1.77799996733666	2.3199699306178094	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	2	3	5	3	3	0.046	7.379999999999999e-4	2	2.33600002527237	3.03421006313801	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	SINGLETON	3	3	6	4	4	0.42600000000000005	0.052126	4	4.860000073909763	6.809340233359343	0	0	3
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	0	0	0	1099	1099	82.138	10.458206	1090	-367.647999613546	2402.4921078904404	21	49	144
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	0	1	1	28	28	2.348	0.371782	27	-10.482999781612307	75.50002151235147	0	2	11
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	0	2	2	3	3	0.312	0.046214000000000005	3	-3.479000091552737	12.678995556716957	0	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	1	0	1	63	63	4.942	0.816324	63	5.164999643340696	98.49337847651208	3	4	25
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	1	1	2	6	6	0.267	0.015599	6	-0.12400001287460376	4.075398065807348	0	1	3
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	1	2	3	1	1	0.03	9e-4	1	2.70799994468689	7.3332637004242	1	0	1
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	1	3	4	2	2	0.124	0.00793	2	1.88800001144409	2.1367540280304	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	2	0	2	1	1	0.051	0.002601	1	-0.0419999994337559	0.00176399995243549	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	2	2	4	2	2	0.11399999999999999	0.007010000000000001	2	-1.0899999812245331	1.3140499562889374	0	0	2
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	3	2	5	1	1	0.02	4e-4	1	0.888000011444092	0.788544020324707	0	0	0
HepG2_skew	(-Inf,-1.5)	Other cCREs	non-CpG-tv	ULTRARARE	3	3	6	1	1	0.094	0.008836	1	0.219999998807907	0.0483999994754791	0	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	COMMON	1	1	2	1	1	0.478	0.228484	1	0.00400000018998981	1.60000015199185e-5	0	1	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	LOW_FREQ	0	0	0	2	2	4.343	9.465409000000001	2	-0.07099997997284002	2.61313292230797	0	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	LOW_FREQ	1	1	2	1	1	2.659	7.070281	1	-0.0719999969005585	0.00518399955368043	0	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	LOW_FREQ	3	2	5	1	1	0.478	0.228484	1	0.0469999983906746	0.00220899984872341	0	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	LOW_FREQ	3	3	6	5	5	2.329	1.124765	5	17.427000403404232	124.84974155564556	2	2	5
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	0	0	0	1	1	2.813	7.912969	1	-0.726999998092651	0.528528997226715	0	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	1	1	2	1	1	0.416	0.173056	1	8.30799961090088	69.0228575347292	1	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	2	2	4	2	2	0.8460000000000001	0.358916	2	5.494999766349788	28.800122542858222	1	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	2	3	5	4	4	3.618	4.56027	4	5.73999997973442	29.318909571137468	2	4	4
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	3	1	4	1	1	0.223	0.049729	1	-0.0160000007599592	2.5600002431869e-4	0	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	RARE	3	3	6	11	11	3.7520000000000002	1.333018	11	32.518000282347195	223.79775730522812	6	7	5
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	0	0	0	12	12	13.787	21.531819	12	7.730999857187274	44.96953375413655	1	2	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	0	1	1	2	2	4.017	8.093009	2	-1.75	2.067898013832096	0	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	0	2	2	1	1	0.494	0.244036	1	1.76199996471405	3.10464387565231	0	1	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	1	0	1	10	10	9.347	11.639947	10	8.407000213861467	124.2620969712507	3	2	5
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	1	1	2	11	11	6.528	6.793344	11	22.45299984794107	153.25392170016525	3	2	5
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	1	2	3	4	4	2.706	3.0165100000000002	4	-0.8250001221895189	13.189839464680922	1	4	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	2	1	3	3	3	0.891	0.268029	3	20.04299974441529	141.6731996401979	3	2	2
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	2	2	4	3	3	0.9490000000000001	0.31106500000000004	3	17.171000480651855	136.78584107035843	2	1	3
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	2	3	5	7	7	2.306	0.799624	7	36.54100029170511	237.14276808596472	6	1	4
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	3	0	3	2	2	0.512	0.135122	2	7.89800012111664	47.67448623248675	1	2	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	3	1	4	3	3	1.078	0.40467800000000004	3	23.08099985122681	179.5626395174334	3	1	2
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	3	2	5	11	11	6.697	6.481179	11	34.401000082492835	202.4232953461239	5	5	6
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	SINGLETON	3	3	6	123	123	47.871	22.502649	123	583.7760002389551	4314.11797428798	85	51	94
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	0	0	0	9	9	13.486	22.621285999999998	9	-3.589000016450885	2.392303018811464	0	0	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	0	1	1	3	3	4.678	10.654116	3	6.2190003991127	78.0654361661875	1	1	3
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	0	2	2	1	1	0.673	0.452929	1	7.04300022125244	49.6038521165619	1	1	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	1	0	1	4	4	2.927	3.780309	4	14.15000000596047	85.6016659149613	2	2	3
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	1	1	2	3	3	0.833	0.249213	3	11.756999850273129	93.2042308361931	2	1	2
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	1	2	3	4	4	4.046	8.422582	4	7.563000231981277	60.40201945241264	2	3	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	1	3	4	1	1	0.223	0.049729	1	7.73099994659424	59.7683601742401	1	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	2	1	3	3	3	1.176	0.49762399999999996	3	8.313999623060225	69.18646753302926	1	3	2
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	2	2	4	4	4	3.886	5.17563	4	2.685999959707264	6.648395771829133	1	3	4
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	2	3	5	2	2	0.694	0.26042	2	7.69799995422363	30.67505979103085	2	0	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	3	0	3	1	1	0.462	0.213444	1	2.20900011062622	4.87968148874666	0	1	0
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	3	1	4	2	2	0.569	0.17684500000000003	2	-2.356000006198878	3.39586603957081	0	1	1
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	3	2	5	3	3	1.174	0.46400600000000003	3	11.703999698162082	84.03675400876057	2	1	2
HepG2_skew	(-Inf,-1.5)	PLS	CpG-CGI	ULTRARARE	3	3	6	77	77	28.82	12.551874	77	385.4159998372198	2592.236569911471	58	37	61
