skew_type	skew_bin	ccre_class	mut_class	af_class	n_active_trained	n_active_untrained	n_active_all	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
K562_skew	[-0.2,-0.05)	PLS	CpG-CGI	ULTRARARE	3	1	4	189	189	85.801	61.092449	189	70.20199871412478	799.4894497379611	25	92	112
K562_skew	[-0.2,-0.05)	PLS	CpG-CGI	ULTRARARE	3	2	5	855	855	396.97499999999997	303.875355	855	276.7020025877283	4738.343656925435	126	360	537
K562_skew	[-0.2,-0.05)	PLS	CpG-CGI	ULTRARARE	3	3	6	10904	10904	4291.622	2557.010736	10895	1728.797001694097	63516.9149963907	1455	4725	7031
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	0	0	0	424	424	753.791	1553.606145	421	-373.55700084287696	1889.276281841383	11	97	78
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	0	1	1	54	54	88.069	175.302863	54	-34.98699971474705	148.25187785023965	1	18	15
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	0	2	2	10	10	15.779	35.237955	10	-11.181000176817177	50.28331205903443	0	4	6
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	0	3	3	6	6	8.5	15.582122	6	-13.359999909996986	39.281633474651414	0	2	4
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	1	0	1	140	140	211.561	405.818939	140	-124.81400055903946	483.7235684667026	4	36	48
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	1	1	2	36	36	42.599	70.445675	36	-23.602000193670378	119.3696610202382	0	10	13
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	1	2	3	19	19	17.031	25.922987	19	-7.684999778866781	39.271693221379074	1	3	10
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	1	3	4	9	9	10.424	16.582324	9	-0.29800005257129814	5.525826131736284	0	3	5
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	2	0	2	13	13	17.655	29.610250999999998	13	-15.712999962270258	42.74117725536333	0	5	5
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	2	1	3	23	23	24.843	39.838941	23	-8.445000290870668	44.581309494246575	1	15	12
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	2	2	4	25	25	21.317	27.226891000000002	25	-26.27500040084126	140.1312582809138	1	11	12
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	2	3	5	11	11	9.677	13.163719	11	-16.238999962806695	74.61675544321058	0	5	6
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	3	0	3	3	3	1.789	1.439189	3	-7.852999776601793	41.76605421052506	0	3	0
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	3	1	4	7	7	7.74	14.019216	7	-5.778999827802188	46.49474390012097	1	4	2
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	3	2	5	8	8	3.024	1.259406	8	-8.924000114202496	17.01264036868575	0	4	3
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	COMMON	3	3	6	75	75	44.548	45.84215	73	-85.6860001403839	509.80249956301566	2	38	46
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	0	0	0	608	608	1202.374	2633.895822	605	-425.40900200966263	2236.09589942577	25	119	108
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	0	1	1	89	89	143.902	282.998198	89	-62.4889996564016	335.5715202885521	5	17	30
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	0	2	2	9	9	17.517	45.244151	9	0.45699983090162155	66.628511146687	1	2	3
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	0	3	3	6	6	9.456	17.271884	6	-4.850000061094759	12.848656424853454	0	5	0
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	1	0	1	194	194	335.155	676.046905	194	-194.5690000770847	954.5927276328393	2	52	60
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	1	1	2	66	66	100.489	204.414455	66	-71.268999312073	345.28990221680164	2	22	29
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	1	2	3	25	25	36.458	68.175404	25	-10.486000095494102	25.1289822616678	0	12	14
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	1	3	4	2	2	0.956	0.45748	2	-0.6780000329017659	2.274084052196506	0	0	2
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	2	0	2	31	31	43.723	73.87475500000001	28	-20.333000177517537	68.79748167448736	1	11	15
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	2	1	3	40	40	47.282	80.673768	40	-21.886000424623493	104.77123309329228	2	16	20
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	2	2	4	21	21	19.457	27.364095	21	-13.143999516963971	122.69913148981679	2	7	15
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	2	3	5	34	34	33.176	49.023406	34	-11.802000172436237	149.95972711073983	4	21	23
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	3	0	3	1	1	1.386	1.920996	1	-0.185000002384186	0.0342250008821488	0	1	0
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	3	1	4	4	4	3.08	3.1937219999999997	4	0.779000014066696	0.5717589913640027	0	0	0
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	3	2	5	19	19	15.756	19.615618	19	-15.186999857425683	565.1037737341204	4	7	11
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	LOW_FREQ	3	3	6	110	110	59.278	56.199652	109	-66.63799969106907	711.6016471678897	9	49	71
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	0	0	0	1844	1844	3664.583	8064.910231	1831	-1250.1950029840227	7252.644313651514	74	339	313
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	0	1	1	212	212	376.447	789.198757	212	-123.30499962263286	947.5765262250015	10	59	74
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	0	2	2	38	38	69.824	146.65296	38	-14.592000018805276	86.65581000808466	1	16	19
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	0	3	3	13	13	19.673	34.953695	13	0.0740000158548294	32.71994760899135	1	8	8
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	1	0	1	493	493	846.977	1694.760929	493	-340.39199923933495	2203.612488281095	15	139	150
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	1	1	2	173	173	246.81	459.567374	173	-24.583999309688867	716.2023866118026	13	49	67
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	1	2	3	58	58	91.636	179.856748	56	-26.75399932451546	251.25025432743263	6	19	29
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	1	3	4	31	31	37.623	64.196389	31	-10.019999711774291	145.0851865047582	2	11	22
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	2	0	2	96	96	134.097	227.189551	94	-85.06700042169534	412.7872124119663	2	41	48
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	2	1	3	101	101	130.506	226.381554	101	-52.44599973689773	511.04327424069123	7	31	45
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	2	2	4	83	83	82.785	128.328499	83	-8.32199986279012	421.54147386793875	10	28	35
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	2	3	5	77	77	71.893	104.809411	77	-23.022000062279403	218.2849404843228	3	43	43
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	3	0	3	4	4	4.621	5.760437	4	-4.344000041484832	5.082574064613348	0	3	3
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	3	1	4	26	26	21.738	32.062516	26	-5.492000155150895	75.02015874054267	2	9	12
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	3	2	5	54	54	45.631	69.480741	54	-24.852999895811095	350.21963564742174	6	24	22
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	RARE	3	3	6	278	278	150.87	152.466582	277	-18.344998847693187	1977.9023542277425	27	130	152
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	0	0	0	2791	2791	4619.31	8907.293506	2785	-1341.8790001918098	11836.674664702768	159	537	513
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	0	1	1	435	435	519.275	874.733745	435	-165.20600112294792	1983.0579081347078	35	133	159
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	0	2	2	83	83	87.91	137.365878	83	-49.90499990712852	285.29984908082275	4	22	34
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	0	3	3	41	41	44.731	68.637513	41	-24.766999755054705	272.0020786269189	3	20	22
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	1	0	1	923	923	1192.839	2005.721869	923	-410.4119974256029	4325.787359679874	57	282	285
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	1	1	2	534	534	476.707	685.545651	534	-37.714998706709665	2356.368078503383	48	167	231
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	1	2	3	230	230	185.156	247.47387	230	55.65399959590282	1232.8250833449604	33	80	125
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	1	3	4	110	110	84.268	112.012512	110	2.5850003045052206	359.31326241389587	7	40	66
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	2	0	2	208	208	191.732	265.662356	207	-11.468999603646767	798.0266609344927	16	76	84
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	2	1	3	308	308	239.173	297.813331	308	-3.6250003625174183	1363.5355022627134	33	119	146
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	2	2	4	375	375	248.74699999999999	283.038245	375	20.56100212968885	1765.7090222929664	44	127	208
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	2	3	5	359	359	216.773	213.959791	359	-18.123001047642905	1965.2820478650165	41	145	194
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	3	0	3	25	25	24.813	37.079945	25	-5.306000294163817	21.984912465021512	1	13	14
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	3	1	4	105	105	53.09	41.602462	105	19.844000447075803	667.9600566797175	17	35	55
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	3	2	5	251	251	139.251	134.256829	251	26.33900048164648	1262.8460189419332	30	113	128
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	SINGLETON	3	3	6	1848	1848	791.976	507.87809	1848	-212.44800084538312	10223.18365888421	169	755	1061
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	0	0	0	7776	7776	14880.118	31663.973528000002	7751	-5059.060001220204	33631.97556867341	339	1489	1376
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	0	1	1	923	923	1513.943	2990.730493	923	-481.2820007940756	4292.788532790157	66	239	316
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	0	2	2	171	171	256.012	483.810112	171	-61.46600083075458	607.9619236106197	8	48	73
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	0	3	3	63	63	101.681	202.359491	63	-27.5470003839582	566.9855798612608	7	37	36
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	1	0	1	2266	2266	3629.56	6965.872556	2266	-1380.9350025008905	10500.456024065146	133	688	758
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	1	1	2	886	886	1182.357	2110.125517	886	-299.4119982823032	4169.847309129411	66	283	370
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	1	2	3	405	405	478.851	813.007429	404	-137.27099841041488	1956.1794600913745	35	141	193
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	1	3	4	132	132	131.188	194.333038	132	-76.2829987597651	569.076016145149	8	46	76
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	2	0	2	409	409	531.812	893.246078	409	-148.9459997423692	2464.492643609786	30	119	186
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	2	1	3	447	447	482.465	744.774377	447	-144.4209994614357	2310.006237516453	38	155	230
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	2	2	4	445	445	402.683	580.824147	445	-85.35699816234398	2035.1989938230122	40	164	260
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	2	3	5	343	343	280.021	360.694159	343	-147.97299945098354	1412.1100263365147	20	149	209
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	3	0	3	49	49	66.905	124.468835	49	-41.9159999974072	261.1785261573047	2	23	25
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	3	1	4	139	139	111.443	141.838983	139	-52.56400031689555	912.4422276879126	12	66	71
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	3	2	5	309	309	217.987	256.157409	309	12.185998420347389	2411.689240120219	41	140	152
K562_skew	[-0.2,-0.05)	PLS	CpG-nonCGI	ULTRARARE	3	3	6	1661	1661	868.191	770.500827	1659	-203.76799544657115	9411.178727119906	174	731	928
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	0	0	0	641	641	93.105	18.237333	639	-6.920002682716552	1862.8433497281744	45	132	79
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	0	1	1	82	82	12.634	2.86923	82	-16.73500001803042	249.93788964889058	6	18	17
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	0	2	2	21	21	3.013	0.615867	21	5.050999879837048	40.92556364181403	1	7	8
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	0	3	3	6	6	1.2309999999999999	0.30846500000000004	6	10.63700012117625	80.94149070499097	2	4	3
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	1	0	1	210	210	28.772	5.008402	210	31.85300086077773	528.4779993732109	19	65	54
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	1	1	2	135	135	20.626	3.90584	135	80.34900020854548	665.468820790275	21	55	44
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	1	2	3	51	51	7.469	1.271853	51	31.238999894820086	240.1200647563234	8	28	26
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	1	3	4	25	25	3.213	0.469077	25	21.349999792873856	226.47036476466153	5	11	13
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	2	0	2	52	52	7.166	1.26185	52	8.796000087633717	202.36629667986915	5	20	11
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	2	1	3	79	79	10.351	1.808915	79	24.239001097157534	370.60213341843905	6	33	33
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	2	2	4	90	90	12.558	2.234852	90	27.23400104872418	341.081693421896	11	39	46
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	2	3	5	77	77	11.677999999999999	2.178942	77	-24.39899959554891	792.457611971404	4	40	42
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	3	0	3	3	3	0.46900000000000003	0.08385300000000001	3	-0.45500004291534313	4.027761173523906	0	1	2
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	3	1	4	29	29	3.686	0.545472	29	-0.2419996322132583	100.2177927120714	2	13	14
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	3	2	5	68	68	8.816	1.400276	68	-25.681998959626075	492.41377982053774	5	28	35
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	COMMON	3	3	6	818	818	115.281	21.395755	818	-114.41899805190029	5571.42771859553	76	415	414
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	0	0	0	760	760	111.813	21.554327	759	269.0429994462756	2443.521340895306	80	137	95
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	0	1	1	100	100	14.94	2.81035	100	31.086000997922376	350.3826920152578	12	27	25
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	0	2	2	19	19	2.9210000000000003	0.761483	19	13.35300019010901	95.17870000526412	2	5	6
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	0	3	3	20	20	2.932	0.571918	20	20.50699975620954	119.8865335540051	3	10	7
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	1	0	1	245	245	39.722	8.376292	245	147.0229991907253	905.1135898274327	32	75	59
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	1	1	2	191	191	29.983999999999998	5.948492	191	181.53700050152824	1300.9278084920518	40	69	68
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	1	2	3	92	92	15.395	3.732649	92	105.77299959352239	578.0688394107214	22	38	38
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	1	3	4	37	37	5.138	0.801964	37	12.11599975824358	105.57645564271955	2	10	21
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	2	0	2	53	53	9.617	2.052531	53	65.64600000530484	251.5094491807626	14	18	17
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	2	1	3	110	110	17.367	3.251055	110	90.96900025662039	446.0220821998809	18	46	50
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	2	2	4	130	130	18.306	2.969054	130	93.5279996450991	809.3853855688795	29	59	61
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	2	3	5	122	122	20.053	4.623249	122	86.4100007208763	628.4025261025325	23	45	68
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	3	0	3	5	5	0.912	0.22173400000000001	5	6.110000260174271	39.566286228025405	2	1	2
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	3	1	4	25	25	4.124	0.807192	25	12.431000508368006	108.99284178041891	4	11	16
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	3	2	5	103	103	17.113	3.4700670000000002	103	75.09199966024592	1528.2079706860486	23	42	50
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	LOW_FREQ	3	3	6	1148	1148	175.5	32.746498	1147	545.4790000285719	6731.521722955681	188	462	609
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	0	0	0	1817	1817	269.963	52.808203	1814	673.8950001925697	6207.2971285293	173	335	249
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	0	1	1	268	268	39.009	7.234739	268	158.06900017289448	1352.1802061738633	36	60	94
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	0	2	2	44	44	6.96	1.432464	44	52.085000504739575	329.43070744670064	12	18	13
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	0	3	3	22	22	3.122	0.489296	22	5.927999723702685	56.80759787809599	3	10	8
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	1	0	1	610	610	94.093	19.120623	610	355.36399915523356	2810.2241564913465	87	187	160
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	1	1	2	433	433	69.179	14.060293	433	438.1120001799429	2872.2584854253387	92	165	181
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	1	2	3	205	205	32.443	6.684627	205	261.8699986701831	1360.0654484584215	53	78	99
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	1	3	4	107	107	16.353	3.111195	107	143.85399994347242	771.6189461806205	29	32	62
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	2	0	2	149	149	22.043	4.169647	149	97.3700009078021	602.5648670610382	24	57	56
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	2	1	3	302	302	49.44	9.950034	302	268.11299951467674	1713.2224618941634	58	122	142
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	2	2	4	302	302	49.188	9.99031	302	122.12399978982289	2159.264716447455	41	137	147
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	2	3	5	356	356	58.767	11.925255	356	370.3860009061172	2292.27355720592	78	158	186
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	3	0	3	14	14	2.37	0.501166	14	-4.643000134732569	30.14419397885816	0	7	4
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	3	1	4	74	74	12.165	2.805059	74	76.0679996511898	452.0167215136891	12	32	33
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	3	2	5	288	288	48.05	10.624786	288	162.03299915464592	2043.2085730723927	50	117	157
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	RARE	3	3	6	3154	3154	489.902	94.340552	3150	1556.4290010331906	21303.32958623437	537	1344	1678
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	0	0	0	17290	17290	2409.007	427.611105	17262	8477.722994134065	63554.99593041372	1894	3128	2725
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	0	1	1	2768	2768	395.807	71.666379	2768	2377.588993887765	15606.966571453613	469	763	813
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	0	2	2	582	582	82.29	14.119477999999999	582	467.90900055225967	3032.3383803851516	91	151	201
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	0	3	3	228	228	32.926	5.659984	228	238.69599850859973	1492.4168712277824	51	77	116
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	1	0	1	6287	6287	901.442	157.748108	6287	4899.816995536559	32594.806180557447	991	1835	1690
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	1	1	2	4169	4169	611.331	110.164235	4169	4753.503004710307	27969.005766531325	970	1364	1596
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	1	2	3	2089	2089	312.859	55.815067	2086	2472.1189986802638	15411.451004492988	491	736	916
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	1	3	4	940	940	137.666	24.057528	940	1242.678001185064	7201.734695574704	252	329	468
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	2	0	2	1321	1321	199.291	36.240973000000004	1319	1023.4940009074055	5875.328187190412	189	498	485
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	2	1	3	2648	2648	399.991	74.711071	2648	2586.8979971897807	15732.410805800151	523	1070	1181
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	2	2	4	2971	2971	449.327	83.726511	2968	3066.243999281665	20064.065506488107	647	1207	1488
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	2	3	5	3237	3237	490.383	90.000067	3237	3213.7479978190972	21191.843430972305	724	1372	1714
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	3	0	3	144	144	20.708	3.371852	144	136.75299925915903	723.173049185298	29	60	70
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	3	1	4	727	727	104.046	17.893404	727	675.993995095836	4634.356032463513	156	334	343
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	3	2	5	2368	2368	354.577	63.389063	2368	2452.403996058158	16948.665148255797	508	1023	1211
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	SINGLETON	3	3	6	28222	28222	4206.19	760.869802	28214	21511.199999468874	186196.15552402043	5513	12158	15115
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	0	0	0	11468	11468	1706.462	330.773138	11443	5317.977995421506	41500.65970012756	1224	2079	1821
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	0	1	1	1793	1793	278.224	55.611868	1793	1423.1699988023613	10009.10891863631	300	467	550
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	0	2	2	352	352	51.591	9.461136999999999	352	315.0440002693796	1922.7564233122407	64	110	148
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	0	3	3	142	142	22.742	4.710158	142	151.3339997641744	1037.0962135380275	30	62	63
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	1	0	1	4165	4165	632.042	122.77913	4165	2981.644001304404	19479.35535608234	634	1215	1146
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	1	1	2	2669	2669	413.90500000000003	81.479163	2669	3029.5890047700377	18935.91589635025	599	922	1053
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	1	2	3	1377	1377	220.502	45.209638	1377	1617.4899999484194	11394.427345334036	345	487	640
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	1	3	4	664	664	98.587	17.720787	664	824.4130001247397	4722.216743773032	168	216	361
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	2	0	2	880	880	138.82	29.527995999999998	880	732.5169977381591	4671.796838417029	149	370	333
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	2	1	3	1795	1795	290.286	58.827484	1795	1702.3650016260797	10261.483127598014	365	696	790
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	2	2	4	2131	2131	339.086	68.630462	2130	1939.2979937972273	13655.65024277833	437	805	1072
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	2	3	5	2197	2197	343.986	66.812262	2197	2077.6200015335344	14532.347062288496	477	928	1171
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	3	0	3	101	101	16.418	3.3478120000000002	101	79.21800031606111	508.4400807189269	19	62	44
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	3	1	4	486	486	75.66	15.112798	486	400.8540000920183	2998.1106279429464	93	232	235
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	3	2	5	1653	1653	261.076	50.668428	1653	1390.8899960180272	13592.863682414878	355	731	844
K562_skew	[-0.2,-0.05)	PLS	non-CpG-ti	ULTRARARE	3	3	6	20765	20765	3247.787	626.697427	20755	13708.109990406314	144498.5497700877	3934	9003	11184
K562_skew	[-0.2,-0.05)	PLS	non-CpG-tv	COMMON	0	0	0	538	538	40.502	6.608856	533	-81.95699996780606	1673.4382412991283	30	137	91
K562_skew	[-0.2,-0.05)	PLS	non-CpG-tv	COMMON	0	1	1	79	79	5.248	0.615864	79	-2.8319994779303923	269.5394263509665	6	22	22
K562_skew	[-0.2,-0.05)	PLS	non-CpG-tv	COMMON	0	2	2	28	28	1.503	0.105923	28	4.4099997584708115	150.25849873768524	2	7	10
