skew_type	skew_bin	ccre_class	af_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
HepG2_skew	[0.2,0.5)	Other cCREs	COMMON	17046	17031	5726.321	9133.355857	16894	-8659.261004138854	35853.84119843106	239	834	1053
HepG2_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	17796	17762	7554.572	13540.356348	17598	-5018.0019981160285	30461.86265741045	310	732	959
HepG2_skew	[0.2,0.5)	Other cCREs	RARE	43243	43181	20698.721	38446.215681	42750	-11694.878992747284	74275.9310598874	737	1850	2242
HepG2_skew	[0.2,0.5)	Other cCREs	SINGLETON	363093	362875	50685.926999999996	31575.459883	361185	-30831.53894436371	537219.2396485972	8365	13306	19918
HepG2_skew	[0.2,0.5)	Other cCREs	ULTRARARE	249627	249442	78101.06999999999	116053.489258	247794	-47427.2989605635	414081.80727376265	5160	9913	13550
HepG2_skew	[0.2,0.5)	PLS	COMMON	1469	1464	268.827	229.817083	1467	-268.9269996501972	5663.900757589011	106	620	530
HepG2_skew	[0.2,0.5)	PLS	LOW_FREQ	1739	1738	396.723	417.307869	1736	236.78699934564057	9550.674883186035	216	622	626
HepG2_skew	[0.2,0.5)	PLS	RARE	4795	4767	1102.3220000000001	1137.694068	4789	1704.866995391786	27528.079205308877	659	1745	1929
HepG2_skew	[0.2,0.5)	PLS	SINGLETON	43651	43627	6063.2660000000005	2667.000986	43634	27687.729991517397	273913.3719510065	7606	15591	17626
HepG2_skew	[0.2,0.5)	PLS	ULTRARARE	29787	29680	6088.216	5262.269272	29762	15111.956979642051	185465.6350212835	4883	10606	12121
HepG2_skew	[0.2,0.5)	dELS	COMMON	46837	46820	14008.306	19770.827686	46747	-20665.945989353244	121551.838768401	1238	5235	7855
HepG2_skew	[0.2,0.5)	dELS	LOW_FREQ	49448	49433	18533.661	29954.862841000002	49348	-10323.76200923964	122219.69502927976	1852	4402	7598
HepG2_skew	[0.2,0.5)	dELS	RARE	123608	123555	51761.997	87388.860881	123371	-25732.33600593404	320248.8089647533	4867	11006	19298
HepG2_skew	[0.2,0.5)	dELS	SINGLETON	1097438	1097206	152440.335	96217.27724699999	1095844	12214.384957701548	2541209.822614674	54095	93964	166135
HepG2_skew	[0.2,0.5)	dELS	ULTRARARE	744940	744753	233937.849	337327.411753	743717	-90788.47998918442	1869346.4283398697	33172	65820	115343
HepG2_skew	[0.2,0.5)	non-cCRE	COMMON	130270	130172	40329.439	61503.962118999996	129081	-66673.57996519645	248199.8135631258	1023	5782	1234
HepG2_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	143229	143068	54067.925	91713.306947	141463	-41753.153945096674	210529.39537654462	1478	5003	1290
HepG2_skew	[0.2,0.5)	non-cCRE	RARE	351612	351227	148610.604	266213.282122	346982	-99735.99888492472	522340.19425225473	3784	12736	3268
HepG2_skew	[0.2,0.5)	non-cCRE	SINGLETON	2948947	2947771	392013.579	223778.508603	2921681	-315771.1143408725	3479903.4177227607	40461	98970	27894
HepG2_skew	[0.2,0.5)	non-cCRE	ULTRARARE	2021717	2020510	591237.523	861575.299291	1999440	-421109.93046943	2753135.0756323882	24670	70202	19388
HepG2_skew	[0.2,0.5)	pELS	COMMON	6880	6872	1649.146	1935.684942	6861	-2177.849000604358	19052.725889282254	266	2017	1507
HepG2_skew	[0.2,0.5)	pELS	LOW_FREQ	7623	7617	2244.477	3061.213789	7597	-175.3880011269357	21469.468412553644	452	1882	1537
HepG2_skew	[0.2,0.5)	pELS	RARE	19904	19877	6286.857	8824.755345	19853	-1097.391000213102	64390.10178513534	1248	5000	4314
HepG2_skew	[0.2,0.5)	pELS	SINGLETON	185453	185363	25709.71	14031.378848	185278	32121.572024612335	554436.0783182121	14143	47263	40297
HepG2_skew	[0.2,0.5)	pELS	ULTRARARE	124023	123848	31250.653	36674.276555	123849	8840.818018490685	392568.1023662227	8911	31659	27077
HepG2_skew	[0.5,1.0)	Other cCREs	COMMON	3683	3680	1315.335	2198.236473	3653	-2045.9669979832843	8283.066087277739	43	193	330
HepG2_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	3615	3608	1743.2	3303.26159	3578	-1077.528000690625	6168.332181261043	55	155	212
HepG2_skew	[0.5,1.0)	Other cCREs	RARE	9072	9067	4714.927	9162.273365	8970	-2759.8020005766316	16697.86703516796	149	362	545
HepG2_skew	[0.5,1.0)	Other cCREs	SINGLETON	73737	73688	10578.236	6923.728738	73272	-8488.332998475527	108230.02178775109	1538	2747	4537
HepG2_skew	[0.5,1.0)	Other cCREs	ULTRARARE	51215	51162	16995.432	26564.465334	50810	-11391.990980761244	86565.11296137258	960	2034	3216
HepG2_skew	[0.5,1.0)	PLS	COMMON	316	315	61.829	60.626919	316	-45.457998807309146	1129.7845448323433	25	135	120
HepG2_skew	[0.5,1.0)	PLS	LOW_FREQ	362	361	80.695	76.094737	361	60.49000230664392	1675.4566544250447	44	134	132
HepG2_skew	[0.5,1.0)	PLS	RARE	1041	1033	281.168	341.2849	1041	323.4679995822955	6836.339797622774	159	362	415
HepG2_skew	[0.5,1.0)	PLS	SINGLETON	9541	9532	1428.16	717.356344	9539	7392.644993786818	63536.52718076256	1823	3357	3900
HepG2_skew	[0.5,1.0)	PLS	ULTRARARE	6598	6575	1402.893	1216.133303	6595	4206.595995950281	43288.93407317338	1177	2348	2678
HepG2_skew	[0.5,1.0)	dELS	COMMON	10237	10233	3440.04	5304.931058	10215	-4801.683000047458	26738.919056357852	272	1162	2041
HepG2_skew	[0.5,1.0)	dELS	LOW_FREQ	10646	10645	4406.883	7514.570151	10626	-2750.9590017296146	26452.505682956737	375	974	1899
HepG2_skew	[0.5,1.0)	dELS	RARE	27269	27257	13041.07	23304.3677	27229	-6367.84899305145	71981.51139809743	1062	2463	4692
HepG2_skew	[0.5,1.0)	dELS	SINGLETON	232577	232532	33520.155	22215.868703	232245	-4262.936988653146	553128.4107088968	11293	20637	39529
HepG2_skew	[0.5,1.0)	dELS	ULTRARARE	161573	161540	55880.807	85698.32719899999	161326	-25407.98396464764	414198.082360469	7072	14754	28002
HepG2_skew	[0.5,1.0)	non-cCRE	COMMON	24196	24179	7637.007	11918.354151	23987	-13711.014992714507	49256.09370679188	177	1166	263
HepG2_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	26887	26861	10586.814	18377.424654	26589	-8648.090987836826	40600.20568618871	213	1101	306
HepG2_skew	[0.5,1.0)	non-cCRE	RARE	65449	65408	28579.627	53025.192643	64673	-19230.58296591765	97359.32813311688	670	2671	784
HepG2_skew	[0.5,1.0)	non-cCRE	SINGLETON	543327	543080	72721.963	39470.224419	539196	-67084.43784374699	643314.2705727242	6776	20499	6165
HepG2_skew	[0.5,1.0)	non-cCRE	ULTRARARE	372820	372608	106265.979	154401.252131	369411	-80599.68188016317	505711.350762394	4222	14326	4300
HepG2_skew	[0.5,1.0)	pELS	COMMON	1546	1545	400.936	486.194262	1541	-599.8450008012586	4363.042980617051	58	488	362
HepG2_skew	[0.5,1.0)	pELS	LOW_FREQ	1746	1744	532.157	730.161403	1738	-206.36099886905873	5018.682082885799	96	405	427
HepG2_skew	[0.5,1.0)	pELS	RARE	4489	4483	1494.843	2170.693205	4475	-203.43900273134938	14331.679947887844	291	1178	1105
HepG2_skew	[0.5,1.0)	pELS	SINGLETON	41085	41058	5792.68	3147.316328	41035	8852.514002833625	135055.5294382965	3482	10678	9657
HepG2_skew	[0.5,1.0)	pELS	ULTRARARE	27687	27644	7325.171	8952.139345	27648	2718.6100043712654	92675.0622652342	2191	7358	6654
HepG2_skew	[1.0,1.5)	Other cCREs	COMMON	651	649	196.408	304.44594	649	-433.06899897486466	1817.8545706762845	8	32	72
HepG2_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	612	610	248.847	455.38108900000003	606	-224.12299999129024	1242.5465819855056	8	20	39
HepG2_skew	[1.0,1.5)	Other cCREs	RARE	1605	1602	751.004	1457.554714	1588	-546.2579989749937	2625.9947728789016	18	59	110
HepG2_skew	[1.0,1.5)	Other cCREs	SINGLETON	12391	12383	1652.771	970.477135	12299	-1492.829996274784	17378.989705230826	237	507	763
HepG2_skew	[1.0,1.5)	Other cCREs	ULTRARARE	8721	8718	2628.586	4094.03353	8652	-1996.0609990729713	14215.235612052553	152	335	558
HepG2_skew	[1.0,1.5)	PLS	COMMON	47	47	14.932	22.572816	47	-24.49699972756207	101.47732796679064	3	22	19
HepG2_skew	[1.0,1.5)	PLS	LOW_FREQ	40	40	11.16	15.675303999999999	40	20.11900007911026	198.25280714039107	5	16	16
HepG2_skew	[1.0,1.5)	PLS	RARE	154	153	43.293	56.402969	154	34.73500003246591	926.9061768037308	14	61	56
HepG2_skew	[1.0,1.5)	PLS	SINGLETON	1445	1443	202.905	71.896507	1444	1102.5600058488783	9283.984816063834	265	516	566
HepG2_skew	[1.0,1.5)	PLS	ULTRARARE	1006	1005	216.579	181.216679	1004	761.6739974813538	6800.036107806315	198	337	394
HepG2_skew	[1.0,1.5)	dELS	COMMON	1793	1793	593.804	937.855774	1792	-851.4289993759013	4554.117356901105	44	207	397
HepG2_skew	[1.0,1.5)	dELS	LOW_FREQ	1770	1770	721.953	1277.770929	1767	-457.75499828567274	4219.197540292329	70	160	311
HepG2_skew	[1.0,1.5)	dELS	RARE	4675	4674	2140.891	3879.6502689999998	4662	-1003.7410008007432	12103.698764023984	178	436	863
HepG2_skew	[1.0,1.5)	dELS	SINGLETON	41086	41080	5675.545	3687.195775	41013	-583.3969928172893	96972.54342033181	2008	3705	7128
HepG2_skew	[1.0,1.5)	dELS	ULTRARARE	27963	27957	9265.652	14352.108902	27920	-3518.031993595183	69606.76176469732	1293	2632	5031
HepG2_skew	[1.0,1.5)	non-cCRE	COMMON	4348	4344	958.308	1263.491806	4320	-3011.4510039923457	9893.808649972778	23	240	58
HepG2_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	4354	4351	1218.657	1914.016697	4315	-1713.085000870516	7055.914879191159	27	188	45
HepG2_skew	[1.0,1.5)	non-cCRE	RARE	10767	10759	3537.6349999999998	6051.117123	10656	-4061.9940000022752	17082.6547439937	80	478	126
HepG2_skew	[1.0,1.5)	non-cCRE	SINGLETON	88705	88679	10955.993	4598.000751	87998	-13173.57897294522	106279.26525980471	1025	3597	1107
HepG2_skew	[1.0,1.5)	non-cCRE	ULTRARARE	60747	60707	13901.533	17932.318443	60184	-15103.513971349921	84685.33736906192	581	2674	780
HepG2_skew	[1.0,1.5)	pELS	COMMON	292	292	67.88	82.48159	290	-70.83300040080209	889.7845940486186	15	98	83
HepG2_skew	[1.0,1.5)	pELS	LOW_FREQ	286	286	77.904	112.630648	285	-11.841000123880821	657.4979644718677	16	81	60
HepG2_skew	[1.0,1.5)	pELS	RARE	843	840	268.375	391.928419	841	133.65499813575286	2401.411198283052	65	241	212
HepG2_skew	[1.0,1.5)	pELS	SINGLETON	7683	7675	1039.842	479.92676	7677	1427.2430018141154	23407.129351544016	620	2012	1918
HepG2_skew	[1.0,1.5)	pELS	ULTRARARE	5109	5096	1218.72	1406.440938	5105	476.15699831955135	16866.58479677513	395	1402	1261
HepG2_skew	[1.5,Inf)	Other cCREs	COMMON	206	206	26.303	13.792397000000001	206	-154.6599998623133	538.217563793209	1	14	18
HepG2_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	173	173	52.391	87.681451	173	-39.57900041248649	186.74611213044403	2	6	13
HepG2_skew	[1.5,Inf)	Other cCREs	RARE	410	410	123.332	188.107168	409	-95.15599944593846	668.8989327473055	6	13	26
HepG2_skew	[1.5,Inf)	Other cCREs	SINGLETON	3650	3650	454.752	139.523996	3635	-639.412997844047	5197.872070266855	67	126	197
HepG2_skew	[1.5,Inf)	Other cCREs	ULTRARARE	2323	2322	475.908	539.742574	2307	-405.12399910239037	3790.449908522154	44	83	137
HepG2_skew	[1.5,Inf)	PLS	COMMON	13	13	1.6949999999999998	0.267279	13	-0.6229999028146287	39.04069957030665	1	7	3
HepG2_skew	[1.5,Inf)	PLS	LOW_FREQ	13	13	1.858	0.31383	13	0.02599991112948008	13.950908193118693	0	5	2
HepG2_skew	[1.5,Inf)	PLS	RARE	37	37	6.497	4.837339	37	4.845999928191289	87.93289587713542	3	12	16
HepG2_skew	[1.5,Inf)	PLS	SINGLETON	357	356	54.345	24.017247	357	254.38600140903142	1810.1331448988421	62	117	150
HepG2_skew	[1.5,Inf)	PLS	ULTRARARE	219	216	41.801	28.773115	219	58.73200026364077	1400.6097788095947	31	82	71
HepG2_skew	[1.5,Inf)	dELS	COMMON	566	566	146.135	197.798539	566	-312.80999992333807	1724.1973415301318	19	70	136
HepG2_skew	[1.5,Inf)	dELS	LOW_FREQ	505	505	141.777	214.520821	504	-119.55599904665715	1043.9575175402695	15	44	88
HepG2_skew	[1.5,Inf)	dELS	RARE	1225	1225	370.995	557.993881	1225	-249.1629999947036	3041.562769844246	53	87	221
HepG2_skew	[1.5,Inf)	dELS	SINGLETON	11804	11802	1472.7740000000001	622.599802	11786	-640.8829941715812	26277.235875169026	507	1078	1863
HepG2_skew	[1.5,Inf)	dELS	ULTRARARE	7511	7508	1797.958	2289.866954	7501	-898.0760001619344	18185.139678845982	324	663	1244
HepG2_skew	[1.5,Inf)	non-cCRE	COMMON	1303	1303	188.932	139.210366	1293	-1062.253000258701	3312.195272628817	4	65	16
HepG2_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	1115	1115	193.188	182.17167	1106	-486.2319988074014	1812.705709748516	5	40	15
HepG2_skew	[1.5,Inf)	non-cCRE	RARE	2960	2958	525.728	555.188354	2930	-999.0960001854696	4514.509436276462	21	124	37
HepG2_skew	[1.5,Inf)	non-cCRE	SINGLETON	24515	24505	2868.253	704.571501	24311	-4170.178989122622	29851.04680214326	270	916	288
HepG2_skew	[1.5,Inf)	non-cCRE	ULTRARARE	16385	16380	2591.941	1970.449083	16226	-4081.2339981136615	22265.704427398123	143	602	189
HepG2_skew	[1.5,Inf)	pELS	COMMON	72	72	17.787	24.395533	72	-42.78600007854402	249.8962976687855	3	21	19
HepG2_skew	[1.5,Inf)	pELS	LOW_FREQ	90	90	21.053	18.435037	90	-9.368999958154719	163.5693496706927	3	28	14
HepG2_skew	[1.5,Inf)	pELS	RARE	206	206	47.486	65.658526	206	55.185000550816675	737.0738352753538	18	50	41
HepG2_skew	[1.5,Inf)	pELS	SINGLETON	2141	2139	286.988	118.69054200000001	2139	320.9080022434937	6319.707315141933	160	584	538
HepG2_skew	[1.5,Inf)	pELS	ULTRARARE	1383	1380	259.324	216.250534	1382	101.92400030954735	3985.015750445627	106	357	337
K562_skew	(-Inf,-1.5)	Other cCREs	COMMON	612	612	557.411	1213.387305	605	-297.34699930215737	1127.3099155677937	7	47	108
K562_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	881	881	917.361	2121.958597	871	-377.6310005998239	1865.1958226643858	20	37	183
K562_skew	(-Inf,-1.5)	Other cCREs	RARE	2290	2290	2675.82	6243.6261	2272	-1021.877999782912	4949.6020976701875	43	76	446
K562_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	12640	12638	3480.055	4849.083213	12547	403.40900396008556	22528.73362667882	406	542	2769
K562_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	11297	11297	9154.486	19450.808602	11203	-2821.0299937523673	25262.98033247103	308	512	2291
K562_skew	(-Inf,-1.5)	PLS	COMMON	61	61	32.861	49.062913	61	30.51500046951702	501.99451311008494	11	31	34
K562_skew	(-Inf,-1.5)	PLS	LOW_FREQ	156	156	84.59400000000001	150.684164	156	226.03699917742043	1693.9623313850825	46	52	108
K562_skew	(-Inf,-1.5)	PLS	RARE	363	363	208.576	358.126686	363	696.619001989253	5310.851314275479	129	129	234
K562_skew	(-Inf,-1.5)	PLS	SINGLETON	4119	4119	909.173	743.6379469999999	4115	13637.710995254229	90706.84019013269	2197	1601	3052
K562_skew	(-Inf,-1.5)	PLS	ULTRARARE	2789	2788	1074.507	1474.222321	2788	8030.362991842442	53904.41532518122	1355	1066	2017
K562_skew	(-Inf,-1.5)	dELS	COMMON	1581	1581	1367.553	2847.191827	1577	-606.8020015128423	4679.5709820113125	60	191	665
K562_skew	(-Inf,-1.5)	dELS	LOW_FREQ	2175	2175	2187.282	4876.32371	2171	-417.9600002066	6718.979617005843	118	239	994
K562_skew	(-Inf,-1.5)	dELS	RARE	5947	5947	6439.803	14438.707439	5930	-1270.4030029703872	21619.793617716034	363	653	2735
K562_skew	(-Inf,-1.5)	dELS	SINGLETON	36242	36235	9336.552	12849.669326	36142	15874.808994632103	154087.47046535325	3838	3817	17938
K562_skew	(-Inf,-1.5)	dELS	ULTRARARE	31571	31568	25472.321	53241.942324999996	31488	1420.3589972364712	126063.15773802587	2422	3446	15126
K562_skew	(-Inf,-1.5)	non-cCRE	COMMON	3562	3559	4332.322	9777.889246	3521	-2233.065996946532	6682.801055634089	5	212	68
K562_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	4512	4511	6312.137	15151.134249	4475	-2637.961998210753	8754.53276912032	20	234	85
K562_skew	(-Inf,-1.5)	non-cCRE	RARE	12841	12833	19510.990999999998	47114.839635	12739	-8023.335985788259	25564.741868760073	57	651	246
K562_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	50423	50395	17920.627	29770.427817	49753	-6731.765963487095	54816.59540983155	506	2552	1507
K562_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	55894	55859	63556.687	144472.283185	55339	-25614.023935373978	94198.57860144119	332	2733	1291
K562_skew	(-Inf,-1.5)	pELS	COMMON	209	209	136.24699999999999	253.350151	209	8.057001259061494	921.5874109066991	17	66	100
K562_skew	(-Inf,-1.5)	pELS	LOW_FREQ	319	319	242.567	503.597897	319	127.97600017674262	1445.901172033351	42	80	172
K562_skew	(-Inf,-1.5)	pELS	RARE	866	866	684.307	1371.274159	865	374.4330018400215	5229.476683960826	129	221	454
K562_skew	(-Inf,-1.5)	pELS	SINGLETON	6466	6465	1596.32	1827.669894	6458	7741.556003420384	56009.15422892867	1442	1974	3807
K562_skew	(-Inf,-1.5)	pELS	ULTRARARE	5133	5133	3169.404	5918.143612	5128	3900.7550041826926	36400.33849290115	927	1431	2883
K562_skew	[-0.05,0.05)	Other cCREs	COMMON	442512	442016	170406.2	287504.754634	440039	-132856.75094321955	795779.3249620484	9050	17363	15745
K562_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	495498	494711	228650.578	425822.19335200003	491922	-83208.69997381838	853803.400838232	12360	15280	17915
K562_skew	[-0.05,0.05)	Other cCREs	RARE	1240538	1238480	641905.044	1236501.400132	1231536	-208233.5638847128	2197724.853257821	32174	39609	45245
K562_skew	[-0.05,0.05)	Other cCREs	SINGLETON	10371626	10365667	1491159.179	1015157.6513950002	10332098	444649.57161251793	15570370.831947448	338574	292505	369766
K562_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	7141364	7135112	2534218.59	4118663.113108	7104818	-577230.8323287863	11883345.529304927	206162	214445	259202
K562_skew	[-0.05,0.05)	PLS	COMMON	14302	14274	3913.26	4796.544898	14279	-3694.389000174589	56725.15593649232	871	4973	3943
K562_skew	[-0.05,0.05)	PLS	LOW_FREQ	17831	17750	5563.096	7422.09087	17806	-751.7280042634817	75266.72088406258	1413	5557	5421
K562_skew	[-0.05,0.05)	PLS	RARE	48146	46363	15399.865	20982.097641	48078	854.3570100219227	236759.908272464	4464	15612	14487
K562_skew	[-0.05,0.05)	PLS	SINGLETON	406810	406372	64909.502	38960.39257	406527	120943.3899185297	1785308.4734599278	45585	127275	124535
K562_skew	[-0.05,0.05)	PLS	ULTRARARE	288189	285186	78632.594	91555.667512	287947	43814.70999623824	1349772.7507350896	30049	91486	89520
K562_skew	[-0.05,0.05)	dELS	COMMON	986408	985997	375471.959	607005.976611	984812	-249110.4569289538	2254334.775466517	31840	84340	93533
K562_skew	[-0.05,0.05)	dELS	LOW_FREQ	1137721	1137141	523104.761	932756.393081	1135673	-131534.6840652166	2682736.0492556836	47027	79149	111676
K562_skew	[-0.05,0.05)	dELS	RARE	2880268	2878797	1476685.27	2719324.9449	2875144	-327802.8251587273	7115258.380280493	125300	202304	286329
K562_skew	[-0.05,0.05)	dELS	SINGLETON	24554738	24549906	3690312.101999992	2763669.257152002	24524128	3251621.2849151813	53957300.61159999	1331620	1653615	2270376
K562_skew	[-0.05,0.05)	dELS	ULTRARARE	17044881	17040558	6450548.191000001	10429898.652869	17020184	-387848.844211324	40733363.56581371	819941	1186556	1644781
K562_skew	[-0.05,0.05)	non-cCRE	COMMON	6907228	6900027	2540434.59	4271083.185094	6827617	-2469423.8861860977	10414420.844036916	66373	190876	22565
K562_skew	[-0.05,0.05)	non-cCRE	LOW_FREQ	7719248	7709106	3344820.488	6215026.795221997	7600291	-1734291.0931937073	10317783.549745627	91059	168922	27097
K562_skew	[-0.05,0.05)	non-cCRE	RARE	19220501	19196300	9356656.051999997	18078267.879942004	18907363	-4349209.27957607	26101210.62066972	232046	428663	68764
K562_skew	[-0.05,0.05)	non-cCRE	SINGLETON	160814974	160752140	22130140.842999995	13391823.57314118	159092802	-6115162.530754047	166914555.5044619	2461537	3352895	538031
K562_skew	[-0.05,0.05)	non-cCRE	ULTRARARE	110353917	110285377	35962675.518	56686563.389919944	108880041	-15978513.901394268	133973389.97960661	1478674	2405969	389146
K562_skew	[-0.05,0.05)	pELS	COMMON	129531	129423	41946.449	59980.929157	129356	-34172.142972881666	306544.62353750895	4101	30473	15275
K562_skew	[-0.05,0.05)	pELS	LOW_FREQ	151959	151845	58601.195	92785.598315	151658	-16909.283984475765	373608.11854459846	6218	30835	18602
K562_skew	[-0.05,0.05)	pELS	RARE	389973	389368	163053.808	266449.37441	389420	-38296.13300675444	999983.6191389204	17420	80631	48892
K562_skew	[-0.05,0.05)	pELS	SINGLETON	3444858	3443026	532089.385	370137.916987	3442296	431703.2378988363	7830763.91141395	191002	716103	422775
K562_skew	[-0.05,0.05)	pELS	ULTRARARE	2362578	2359074	770404.097	1095649.123985	2360167	-26450.903875563206	5795257.026965967	116952	493636	295015
K562_skew	[-0.2,-0.05)	Other cCREs	COMMON	94608	94512	64240.008	131898.721092	93980	-41890.05798920361	186195.22800807678	1396	4342	4957
K562_skew	[-0.2,-0.05)	Other cCREs	LOW_FREQ	109501	109346	90269.73	199237.78344199999	108507	-37801.29795436877	211436.6757457779	1975	4141	5738
K562_skew	[-0.2,-0.05)	Other cCREs	RARE	282651	282268	260752.513	584564.792881	279929	-101037.9259126232	560417.3940889293	5302	11155	15202
K562_skew	[-0.2,-0.05)	Other cCREs	SINGLETON	1854371	1853274	350203.343	391834.398351	1846188	-18934.102750999184	2720578.837787424	51889	60930	97164
K562_skew	[-0.2,-0.05)	Other cCREs	ULTRARARE	1453277	1452160	906485.779	1831514.195185	1444010	-324797.3136965765	2587495.39076972	32620	52860	77296
K562_skew	[-0.2,-0.05)	PLS	COMMON	6419	6409	2173.07	2882.460106	6406	-1057.0159976921282	28885.08806538049	489	2520	2543
K562_skew	[-0.2,-0.05)	PLS	LOW_FREQ	8730	8721	3396.619	4937.483261	8715	1314.4330040636708	45435.08628891079	1041	3010	3695
K562_skew	[-0.2,-0.05)	PLS	RARE	23921	23788	9655.873	14251.205153	23877	6049.491990810844	126570.31686293495	3072	8331	10192
K562_skew	[-0.2,-0.05)	PLS	SINGLETON	196039	195892	37511.127	25730.970795	195903	111238.19995695878	1101888.5699319013	31297	69634	86329
K562_skew	[-0.2,-0.05)	PLS	ULTRARARE	145438	145047	47638.479	59841.584543	145292	58855.7209876011	821727.621766236	21351	51247	63585
K562_skew	[-0.2,-0.05)	dELS	COMMON	236965	236848	154596.282	302239.772054	236584	-96257.85599947047	606632.8123725614	6697	23390	34899
K562_skew	[-0.2,-0.05)	dELS	LOW_FREQ	284621	284480	225806.937	473850.652703	284062	-80793.73101529291	755945.4174528599	10326	23558	44138
K562_skew	[-0.2,-0.05)	dELS	RARE	746530	746151	658219.553	1404620.429431	745160	-223046.8089859513	2088567.957011423	28509	62444	117475
K562_skew	[-0.2,-0.05)	dELS	SINGLETON	5058930	5057638	1022562.042	1189182.363034	5051863	546413.8967364128	11708254.662542997	278069	398925	732514
K562_skew	[-0.2,-0.05)	dELS	ULTRARARE	4033247	4032032	2608553.177	5117489.066211	4026903	-626736.5381748435	10725672.946542794	181023	334198	617895
K562_skew	[-0.2,-0.05)	non-cCRE	COMMON	992172	991389	646121.17	1339156.935808	982192	-478765.25162886153	1757024.9454933205	8115	35666	6999
K562_skew	[-0.2,-0.05)	non-cCRE	LOW_FREQ	1134323	1133356	908951.17	2032504.836696	1119141	-430409.4995344484	1869691.88052533	11370	33569	8776
K562_skew	[-0.2,-0.05)	non-cCRE	RARE	2923878	2921432	2625956.594	5967435.44733	2883338	-1167069.2707239543	4993297.5749943005	29412	89252	23161
K562_skew	[-0.2,-0.05)	non-cCRE	SINGLETON	19351498	19344257	3408512.196999996	3704884.816325003	19151020	-1040567.067322198	21131359.738622792	298916	525283	146526
K562_skew	[-0.2,-0.05)	non-cCRE	ULTRARARE	15060610	15053481	9043830.366999999	18401465.18861901	14886309	-3929630.281131019	21942538.363616407	184762	446928	121127
K562_skew	[-0.2,-0.05)	pELS	COMMON	33828	33792	17078.141	29326.110193	33760	-11015.964993725878	90349.87231697247	1192	8801	6298
K562_skew	[-0.2,-0.05)	pELS	LOW_FREQ	41720	41667	25229.645	46976.931307	41620	-7225.765999986327	121848.25275904962	1998	9673	8664
K562_skew	[-0.2,-0.05)	pELS	RARE	110711	110491	73234.03600000001	138991.45018	110468	-18312.333011441635	344006.6667975181	5821	25748	23161
K562_skew	[-0.2,-0.05)	pELS	SINGLETON	831556	831046	171031.329	167690.319205	830727	157427.7969789327	2294893.3880824796	59473	202785	178507
K562_skew	[-0.2,-0.05)	pELS	ULTRARARE	633231	632311	320141.799	546929.228921	632377	-15053.54896711664	1896928.4590873271	39066	152034	135326
K562_skew	[-0.5,-0.2)	Other cCREs	COMMON	23523	23495	18082.76	37523.208832000004	23350	-11595.67899136944	48667.13601664083	316	1202	1776
K562_skew	[-0.5,-0.2)	Other cCREs	LOW_FREQ	28183	28145	25990.246	57756.68538	27919	-11537.863984662108	55945.56550902382	415	1200	2236
K562_skew	[-0.5,-0.2)	Other cCREs	RARE	72907	72801	74426.577	168425.688657	72210	-31617.542968791917	149597.96122459613	1148	3245	5785
K562_skew	[-0.5,-0.2)	Other cCREs	SINGLETON	442830	442488	94005.836	112388.583898	440725	-23682.348876323555	650290.0717959529	11045	16359	36003
K562_skew	[-0.5,-0.2)	Other cCREs	ULTRARARE	366916	366626	257303.616	527290.61142	364506	-104463.42287234626	676251.515430407	7160	15137	29579
K562_skew	[-0.5,-0.2)	PLS	COMMON	2454	2451	805.023	995.946787	2452	194.2429989653173	11239.5989948388	267	1058	1130
K562_skew	[-0.5,-0.2)	PLS	LOW_FREQ	3658	3654	1351.021	1864.145579	3655	1848.8290028584895	20357.37240059964	590	1307	1858
K562_skew	[-0.5,-0.2)	PLS	RARE	10521	10490	4132.309	5861.728415	10511	7568.458005960445	72953.59360990673	2077	3891	5537
K562_skew	[-0.5,-0.2)	PLS	SINGLETON	88319	88264	16759.472999999998	10761.105803	88267	99337.20097334738	696402.2894969714	21456	32552	46813
K562_skew	[-0.5,-0.2)	PLS	ULTRARARE	64729	64615	20428.183	24342.627587	64698	58537.87199083297	483109.78218702495	14211	23514	34023
K562_skew	[-0.5,-0.2)	dELS	COMMON	61861	61837	44362.669	87881.698719000007	61719	-27394.826983754974	161232.26234243397	1669	6803	12489
