skew_type	skew_bin	ccre_class	af_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
K562_skew	[-0.5,-0.2)	dELS	LOW_FREQ	76816	76767	66520.509	141636.744245	76673	-25508.7239974118	208672.7981114672	2679	7091	17027
K562_skew	[-0.5,-0.2)	dELS	RARE	204120	203985	193808.02	417057.914122	203739	-68559.65597399721	593633.6643555454	7919	19194	46397
K562_skew	[-0.5,-0.2)	dELS	SINGLETON	1293612	1293155	287729.913	352394.851603	1291689	131719.58592641467	3240283.8178737424	75477	114937	276879
K562_skew	[-0.5,-0.2)	dELS	ULTRARARE	1079743	1079320	762710.332	1515854.990686	1077851	-200680.27198477442	3035633.6702225115	50026	100128	242197
K562_skew	[-0.5,-0.2)	non-cCRE	COMMON	175655	175504	137570.847	285165.064975	174058	-99416.16392392688	336880.7078435486	1131	7911	1963
K562_skew	[-0.5,-0.2)	non-cCRE	LOW_FREQ	207830	207592	198315.761	440917.641601	205525	-98418.62489692555	373367.35033705086	1676	7787	2632
K562_skew	[-0.5,-0.2)	non-cCRE	RARE	547526	546953	574638.468	1295063.754896	541338	-272934.0256712942	1015670.6039141067	4414	20877	7191
K562_skew	[-0.5,-0.2)	non-cCRE	SINGLETON	3162420	3160550	700596.542	867732.876586	3133574	-340484.479861581	3633195.0217028502	43558	111066	44510
K562_skew	[-0.5,-0.2)	non-cCRE	ULTRARARE	2721730	2719974	2010720.817	4112381.842297	2695299	-965793.8587027729	4308745.939966946	27683	102463	38148
K562_skew	[-0.5,-0.2)	pELS	COMMON	9375	9365	5038.221	8691.466705	9360	-2481.4480009500403	26923.89577177493	435	2723	2494
K562_skew	[-0.5,-0.2)	pELS	LOW_FREQ	12167	12148	7839.382	14489.112606	12122	-1691.905990316766	40926.62661300793	737	3077	3657
K562_skew	[-0.5,-0.2)	pELS	RARE	32529	32455	22084.611	41514.738731	32457	-1825.550003933838	115231.4188811302	2316	8178	9805
K562_skew	[-0.5,-0.2)	pELS	SINGLETON	239085	238888	51745.025	50430.378393	238831	83327.96701450761	869439.6096755048	24206	64059	74752
K562_skew	[-0.5,-0.2)	pELS	ULTRARARE	185744	185462	96740.265	163970.78208900001	185433	21492.638000924722	685916.6273336582	15959	48243	57223
K562_skew	[-1.0,-0.5)	Other cCREs	COMMON	6613	6610	5507.102	11566.173572	6568	-3361.682995871178	13886.144721739862	99	384	752
K562_skew	[-1.0,-0.5)	Other cCREs	LOW_FREQ	8091	8082	8168.678	18286.628032	8016	-3474.3840062441286	17014.87771086164	131	385	1022
K562_skew	[-1.0,-0.5)	Other cCREs	RARE	21597	21569	23521.347	53313.647413	21410	-9482.59198906098	46039.139118158964	374	988	2809
K562_skew	[-1.0,-0.5)	Other cCREs	SINGLETON	123351	123280	28918.08	36201.84236	122796	-3422.1529802602035	215310.21641958028	3813	4773	16812
K562_skew	[-1.0,-0.5)	Other cCREs	ULTRARARE	105867	105800	79914.105	165158.343399	105214	-29914.802946530872	212315.26787819207	2410	4557	13862
K562_skew	[-1.0,-0.5)	PLS	COMMON	836	834	330.974	489.032646	836	384.7189990261104	5755.739417489029	158	353	428
K562_skew	[-1.0,-0.5)	PLS	LOW_FREQ	1347	1346	540.326	741.026674	1346	1446.8870039636959	10487.66545246912	343	552	784
K562_skew	[-1.0,-0.5)	PLS	RARE	3828	3824	1512.904	2145.318384	3825	5157.867003710826	38132.86658587475	1080	1457	2256
K562_skew	[-1.0,-0.5)	PLS	SINGLETON	35431	35416	7060.077	4710.646001	35413	67441.80698220234	430371.9996641573	12666	13504	21929
K562_skew	[-1.0,-0.5)	PLS	ULTRARARE	24992	24981	8368.208	10287.995894	24977	40558.188984545435	273451.4781362689	8003	9399	15161
K562_skew	[-1.0,-0.5)	dELS	COMMON	17631	17619	13681.294	27473.663374	17599	-8092.382997963346	48730.42722097093	521	2148	4901
K562_skew	[-1.0,-0.5)	dELS	LOW_FREQ	22401	22392	20543.925	43886.236167	22349	-7196.354004934666	69759.79913501818	976	2189	6784
K562_skew	[-1.0,-0.5)	dELS	RARE	60498	60465	60825.824	131473.08625	60362	-18594.318003228174	197376.90790385994	2937	6102	18810
K562_skew	[-1.0,-0.5)	dELS	SINGLETON	369059	368943	87648.148	110178.884412	368495	69406.50697217496	1108152.1949423177	26800	35402	112393
K562_skew	[-1.0,-0.5)	dELS	ULTRARARE	316802	316695	237038.002	474163.936664	316236	-43866.222049459364	1010225.0160932703	18106	31855	99226
K562_skew	[-1.0,-0.5)	non-cCRE	COMMON	37355	37320	34167.735	71970.602903	37063	-22679.58497084771	74422.96206553973	217	1922	661
K562_skew	[-1.0,-0.5)	non-cCRE	LOW_FREQ	45125	45080	50510.985	113663.573901	44709	-24389.37896551319	86735.8264618104	347	1934	779
K562_skew	[-1.0,-0.5)	non-cCRE	RARE	121634	121512	147988.932	337502.955864	120428	-67607.38589395978	239249.857769855	904	5590	2227
K562_skew	[-1.0,-0.5)	non-cCRE	SINGLETON	603387	602964	165622.9	226943.22535999998	598719	-88108.68071063155	762417.47878065845	8488	25332	14106
K562_skew	[-1.0,-0.5)	non-cCRE	ULTRARARE	573219	572833	504579.357	1055590.628019	568724	-237608.54359045165	981890.9066361953	5656	25645	12107
K562_skew	[-1.0,-0.5)	pELS	COMMON	2619	2617	1511.177	2623.091137	2609	-438.23699673905503	7523.088043498576	151	780	879
K562_skew	[-1.0,-0.5)	pELS	LOW_FREQ	3691	3687	2416.237	4512.411195	3682	125.5880059992195	14213.039794430359	322	997	1380
K562_skew	[-1.0,-0.5)	pELS	RARE	9706	9683	6976.152	13220.13692	9685	1037.6499867375244	40991.88473203451	926	2614	3774
K562_skew	[-1.0,-0.5)	pELS	SINGLETON	71273	71203	16045.207	15648.926973	71184	45108.52000061923	365815.1424676758	10376	20173	29278
K562_skew	[-1.0,-0.5)	pELS	ULTRARARE	56209	56101	30522.229	52002.556135	56123	18409.675006961337	270232.3087684149	6793	15310	22440
K562_skew	[-1.5,-1.0)	Other cCREs	COMMON	1476	1476	1264.244	2667.09775	1468	-758.6740010313225	3234.5872810866294	19	107	240
K562_skew	[-1.5,-1.0)	Other cCREs	LOW_FREQ	1894	1891	1771.985	3908.664711	1884	-767.6749998956219	4053.8444055203045	40	79	352
K562_skew	[-1.5,-1.0)	Other cCREs	RARE	4776	4772	5193.792	11913.993398	4732	-1816.0959940603934	11857.435884895447	135	208	842
K562_skew	[-1.5,-1.0)	Other cCREs	SINGLETON	29239	29230	7042.766	9122.971244	29083	2569.556993904757	66572.2452829463	1321	1199	5947
K562_skew	[-1.5,-1.0)	Other cCREs	ULTRARARE	24825	24821	19081.82	40210.374464	24655	-4551.869991625194	63663.05446182907	919	1093	4880
K562_skew	[-1.5,-1.0)	PLS	COMMON	168	168	81.457	136.480445	167	102.4259997420012	1027.4294397776775	34	81	92
K562_skew	[-1.5,-1.0)	PLS	LOW_FREQ	333	333	129.411	188.747401	332	535.6180000863969	3579.392659509983	106	126	242
K562_skew	[-1.5,-1.0)	PLS	RARE	988	988	442.866	690.911162	987	1788.9609977562213	12240.920225015063	351	398	662
K562_skew	[-1.5,-1.0)	PLS	SINGLETON	9660	9656	2024.224	1455.918964	9652	25980.191982874414	166299.013991087	4520	3780	6695
K562_skew	[-1.5,-1.0)	PLS	ULTRARARE	6614	6614	2346.851	3083.438599	6604	15828.622995074256	104996.25918402434	2845	2600	4472
K562_skew	[-1.5,-1.0)	dELS	COMMON	3888	3888	3083.087	6371.249111	3881	-1545.1210029176436	11205.628976148519	134	474	1357
K562_skew	[-1.5,-1.0)	dELS	LOW_FREQ	5175	5173	4847.922	10499.814104	5160	-1201.8480005741585	17183.334142819673	260	530	2038
K562_skew	[-1.5,-1.0)	dELS	RARE	13908	13902	13982.875	30582.884385	13873	-2328.569998249876	51113.3810569236	879	1434	5480
K562_skew	[-1.5,-1.0)	dELS	SINGLETON	87437	87424	20827.65	26578.222945999998	87269	33800.1119761906	352437.441568025	8843	8815	35930
K562_skew	[-1.5,-1.0)	dELS	ULTRARARE	74407	74394	56192.061	114276.642121	74269	1860.229978836605	290311.5680818395	5844	7868	30325
K562_skew	[-1.5,-1.0)	non-cCRE	COMMON	6426	6424	6534.926	14435.627782	6363	-3769.63699572091	11910.179620663377	37	325	118
K562_skew	[-1.5,-1.0)	non-cCRE	LOW_FREQ	8143	8135	9821.896	23063.820348	8062	-4673.293992498425	16017.99909717977	53	314	195
K562_skew	[-1.5,-1.0)	non-cCRE	RARE	21453	21439	28405.399	67500.403225	21259	-12404.32098148647	44896.51986249511	200	1031	554
K562_skew	[-1.5,-1.0)	non-cCRE	SINGLETON	103200	103146	28949.811	41788.974163	102240	-9958.495944812894	130028.29319624628	1615	4793	3400
K562_skew	[-1.5,-1.0)	non-cCRE	ULTRARARE	100451	100402	96221.431	212919.096329	99626	-41111.98989730795	176818.61342253987	1064	4877	2780
K562_skew	[-1.5,-1.0)	pELS	COMMON	564	564	317.45	538.068114	563	-140.15900103829338	1695.8838551899214	25	158	217
K562_skew	[-1.5,-1.0)	pELS	LOW_FREQ	740	740	486.615	907.146783	739	228.85199807398018	3856.9867222580883	89	194	347
K562_skew	[-1.5,-1.0)	pELS	RARE	2054	2052	1513.892	2914.012508	2052	569.1820031055246	10972.402292760331	259	581	929
K562_skew	[-1.5,-1.0)	pELS	SINGLETON	16191	16185	3710.717	3766.774883	16167	15731.96001051728	116668.72094430498	3160	4636	8118
K562_skew	[-1.5,-1.0)	pELS	ULTRARARE	12467	12451	6825.798	11765.527574	12441	8062.90899196535	80027.254900379	2042	3481	6080
K562_skew	[0.05,0.2)	Other cCREs	COMMON	85130	85065	22326.882999999998	29018.293297	84667	-33409.53798681815	162831.53624209054	1374	3860	3975
K562_skew	[0.05,0.2)	Other cCREs	LOW_FREQ	93274	93156	29055.906	43210.269698	92568	-19880.272999036577	162032.96743639783	2001	3329	4311
K562_skew	[0.05,0.2)	Other cCREs	RARE	226770	226469	78219.794	122740.986798	225012	-44037.01694820788	390434.1090045933	5071	8147	10449
K562_skew	[0.05,0.2)	Other cCREs	SINGLETON	2017485	2016523	270365.364	127386.670842	2009106	-82637.29181540644	3044757.878410577	54474	64549	93993
K562_skew	[0.05,0.2)	Other cCREs	ULTRARARE	1351638	1350724	340137.396	413990.38675999996	1344223	-181298.45581036445	2228854.496003381	32938	45269	63576
K562_skew	[0.05,0.2)	PLS	COMMON	5494	5482	1006.167	761.779739	5484	-1525.085003668094	23431.198323141252	367	2109	1987
K562_skew	[0.05,0.2)	PLS	LOW_FREQ	6459	6451	1311.913	1154.018113	6450	139.9099975886051	30800.583575466426	636	2271	2365
K562_skew	[0.05,0.2)	PLS	RARE	17233	17040	3673.003	3290.397069	17211	1762.6929981774888	92344.8614802504	1967	6139	6379
K562_skew	[0.05,0.2)	PLS	SINGLETON	156985	156882	21753.677	8873.215053	156884	56409.19002803439	812201.358921241	21035	54076	58319
K562_skew	[0.05,0.2)	PLS	ULTRARARE	108889	108443	20985.277	15856.709123	108789	26715.04596795678	588639.638040686	13967	38044	41009
K562_skew	[0.05,0.2)	dELS	COMMON	212448	212351	52969.994	62999.666588	212118	-74858.22302759068	519414.4439341234	6016	20660	27231
K562_skew	[0.05,0.2)	dELS	LOW_FREQ	233700	233594	69870.825	96101.601947	233318	-37939.56898408395	559444.3693448044	9085	17952	29567
K562_skew	[0.05,0.2)	dELS	RARE	583937	583696	192470.932	280772.652102	582940	-86274.17896858067	1458544.4559320384	24161	45656	74959
K562_skew	[0.05,0.2)	dELS	SINGLETON	5358150	5357118	721383.992	355106.686908	5351352	221106.60061376716	12234377.13983808	267825	408524	659924
K562_skew	[0.05,0.2)	dELS	ULTRARARE	3569090	3568263	918208.821	1105085.268167	3563964	-280385.35821250774	8760449.293994348	162211	277352	448389
K562_skew	[0.05,0.2)	non-cCRE	COMMON	943564	942853	239203.397	309166.916419	933954	-406925.3567929877	1600908.5265662223	8044	32775	5409
K562_skew	[0.05,0.2)	non-cCRE	LOW_FREQ	1038870	1038087	309586.996	460161.90296	1024827	-253493.48974313695	1425908.1441908823	11228	28457	5920
K562_skew	[0.05,0.2)	non-cCRE	RARE	2550851	2548820	841314.7440000001	1327582.922088	2514704	-596115.1133892463	3485635.147663968	29179	71193	14923
K562_skew	[0.05,0.2)	non-cCRE	SINGLETON	22409451	22402595	2912731.9339999952	1251574.7387140007	22181536	-1934071.422641685	24953043.860199112	312724	585342	131663
K562_skew	[0.05,0.2)	non-cCRE	ULTRARARE	15050626	15044133	3591143.429999998	4272049.3191559985	14864327	-2551588.5319118807	18917217.128104124	188395	406249	89707
K562_skew	[0.05,0.2)	pELS	COMMON	30531	30508	6434.7029999999995	6367.372179	30479	-9420.192996382482	80460.64331226076	1002	7996	5204
K562_skew	[0.05,0.2)	pELS	LOW_FREQ	35049	35010	8577.31	9655.478186	34961	-3657.7089934011447	95247.40577687159	1669	8097	6111
K562_skew	[0.05,0.2)	pELS	RARE	88361	88213	23697.357	28888.085943	88179	-5886.237000693102	252065.01169450642	4640	20610	15499
K562_skew	[0.05,0.2)	pELS	SINGLETON	831021	830608	111358.149	49876.710021	830310	97196.7250253387	2168362.7290743673	52387	194468	143690
K562_skew	[0.05,0.2)	pELS	ULTRARARE	551655	550943	122040.504	121825.664402	550998	6243.676977588891	1537040.3288171932	32271	129213	96938
K562_skew	[0.2,0.5)	Other cCREs	COMMON	19063	19048	5377.494	7756.235232	18918	-8630.976998665372	38190.340456684	295	920	1217
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	20069	20031	6843.934	11031.777376	19873	-5138.111003103899	34303.301140377305	383	801	1184
K562_skew	[0.2,0.5)	Other cCREs	RARE	49126	49055	18800.157	31968.476615	48663	-11971.05298695038	82850.78600838123	923	2038	2874
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	424665	424394	56774.315	29165.025859	422459	-28331.62793958734	620573.0764847684	10130	15244	25361
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	287083	286846	76786.798	102755.585522	285132	-47603.17992018025	468318.1820041378	6238	11073	16990
K562_skew	[0.2,0.5)	PLS	COMMON	1881	1876	310.576	201.6541	1877	-338.91399842605466	7383.560394800717	140	770	740
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	2236	2231	457.664	406.334834	2235	405.9930017024744	12790.96433463828	276	852	861
K562_skew	[0.2,0.5)	PLS	RARE	6078	6042	1292.573	1166.145333	6072	1728.8819947993618	36042.86126694568	837	2141	2554
K562_skew	[0.2,0.5)	PLS	SINGLETON	55753	55721	7529.235	2933.389873	55725	33578.03797827801	338841.57579692133	9535	20137	23201
K562_skew	[0.2,0.5)	PLS	ULTRARARE	38523	38426	6993.46	4897.4502	38498	18922.33896925113	239699.00315965858	6265	13864	16314
K562_skew	[0.2,0.5)	dELS	COMMON	51028	51001	13144.783	16857.619909	50940	-20915.3469871052	131902.37454516275	1380	5570	8550
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	54537	54512	17333.676	25691.956812	54438	-9800.971004533581	133772.17411156412	2091	4766	8820
K562_skew	[0.2,0.5)	dELS	RARE	136918	136836	47951.229	74719.095281	136644	-21114.123025667737	346602.6334764615	5698	12043	22337
K562_skew	[0.2,0.5)	dELS	SINGLETON	1240695	1240368	164720.974	85512.320896	1238904	43038.312917963034	2882988.3169805678	62624	105547	196429
K562_skew	[0.2,0.5)	dELS	ULTRARARE	829320	829054	221660.372	286723.363024	827914	-71426.36006174982	2057032.8347514728	38233	72065	134562
K562_skew	[0.2,0.5)	non-cCRE	COMMON	155011	154884	43229.703	62882.024623	153546	-82113.98196669282	296479.9955318521	1134	6765	1444
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	167529	167347	56700.439	92400.456343	165512	-48552.76893838577	241273.46615598962	1746	5739	1514
K562_skew	[0.2,0.5)	non-cCRE	RARE	409271	408862	156225.431	272094.109179	404063	-113482.53987525556	597266.6869080906	4472	14560	3946
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	3428063	3426519	446105.699	224706.435679	3395761	-340172.1221489516	3954509.925826916	47494	113730	34028
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	2345217	2343699	623700.405	854293.996947	2318578	-459089.77435505576	3088932.839149939	28555	79946	23039
K562_skew	[0.2,0.5)	pELS	COMMON	7808	7801	1646.235	1664.266861	7788	-2180.198002743768	21393.49113282318	316	2360	1811
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	8879	8869	2201.581	2633.046767	8860	-131.6859992161631	25128.238636403796	538	2204	2010
K562_skew	[0.2,0.5)	pELS	RARE	22782	22731	5929.8	7243.6388	22728	17.372000436997247	72886.65409420412	1497	5807	5291
K562_skew	[0.2,0.5)	pELS	SINGLETON	214236	214124	28550.225	13191.113277	214046	43713.793037262854	642446.39015768	16849	54951	49171
K562_skew	[0.2,0.5)	pELS	ULTRARARE	143077	142915	31476.035	32254.021709	142869	15982.881992663373	445571.1408481985	10633	36954	33208
K562_skew	[0.5,1.0)	Other cCREs	COMMON	4820	4814	1341.214	1969.935652	4776	-2582.6400003924505	10676.051887689173	58	244	352
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	4606	4594	1724.626	2994.22655	4562	-1185.781000557472	7548.933400721408	75	191	298
K562_skew	[0.5,1.0)	Other cCREs	RARE	11547	11529	4784.755	8623.659377	11424	-3206.4250007225232	20697.4968128388	207	462	764
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	98227	98156	12987.744999999999	6938.130423	97644	-10146.128992033891	139650.93397937113	2014	3788	6491
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	66651	66591	18004.437	24973.640293	66145	-13094.980981111295	106441.91646823275	1241	2653	4431
K562_skew	[0.5,1.0)	PLS	COMMON	484	483	76.387	56.545047	484	-68.53099929797466	1933.0735265875016	42	219	182
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	600	600	107.203	80.14041900000001	599	160.2850004944484	3042.7271239771385	81	219	235
K562_skew	[0.5,1.0)	PLS	RARE	1698	1694	347.56	313.6103	1696	723.4380027584266	11611.299783289356	266	640	747
K562_skew	[0.5,1.0)	PLS	SINGLETON	15383	15370	2055.607	784.294415	15374	12481.025000564061	106690.64828223237	3033	5600	6603
K562_skew	[0.5,1.0)	PLS	ULTRARARE	10476	10450	1915.814	1403.023742	10468	6693.397996728774	70454.96840605659	1914	3859	4560
K562_skew	[0.5,1.0)	dELS	COMMON	13124	13119	3526.176	4771.947596	13103	-5913.208999042049	33514.99501628104	345	1563	2675
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	13680	13672	4501.789	6964.559803	13659	-2581.8980061727343	32556.798021858136	517	1282	2553
K562_skew	[0.5,1.0)	dELS	RARE	34138	34124	12529.368	20322.34668	34080	-6061.369006619672	87457.57290688471	1437	3128	6370
K562_skew	[0.5,1.0)	dELS	SINGLETON	309039	308949	40388.029	21049.958611	308537	5532.901022586044	731644.9968042363	15574	28170	55926
K562_skew	[0.5,1.0)	dELS	ULTRARARE	206877	206811	56716.169	77070.538253	206538	-20325.08096010889	524236.78740056866	9514	19238	38241
K562_skew	[0.5,1.0)	non-cCRE	COMMON	31449	31420	8573.872	12334.548374	31201	-18716.731997250125	64324.49617944374	244	1599	353
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	33938	33900	11422.462	18113.490256	33592	-11171.517991017552	51097.020678394896	306	1344	386
K562_skew	[0.5,1.0)	non-cCRE	RARE	81574	81472	30248.693	52156.005027	80638	-24613.279978771596	120911.03906938608	859	3398	1057
K562_skew	[0.5,1.0)	non-cCRE	SINGLETON	665155	664756	85369.194	42554.613744	659733	-79458.51880034432	788855.9345372187	8698	25937	9012
K562_skew	[0.5,1.0)	non-cCRE	ULTRARARE	458860	458522	117950.14	159717.056688	454505	-97687.05088799402	619335.855967503	5401	18628	6137
K562_skew	[0.5,1.0)	pELS	COMMON	2044	2041	422.701	429.696975	2037	-666.2640012470075	6159.584326317473	85	604	522
K562_skew	[0.5,1.0)	pELS	LOW_FREQ	2282	2281	589.232	711.180188	2271	-12.436002073693123	7100.927920497211	141	596	548
K562_skew	[0.5,1.0)	pELS	RARE	6151	6144	1653.473	2113.185729	6136	306.471998520196	20910.243562522017	463	1652	1674
K562_skew	[0.5,1.0)	pELS	SINGLETON	57179	57145	7487.234	3276.467974	57117	15268.773990425518	195585.60802059257	5207	15520	14725
K562_skew	[0.5,1.0)	pELS	ULTRARARE	37822	37758	8079.777	8221.443143	37772	6666.273000670598	130552.98656359906	3254	10280	9864
K562_skew	[1.0,1.5)	Other cCREs	COMMON	982	978	289.757	459.91438900000003	978	-569.8369996827096	2290.4873556901953	11	45	111
K562_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	938	938	390.053	725.826889	930	-289.26700059021834	1464.3853887827938	11	44	71
K562_skew	[1.0,1.5)	Other cCREs	RARE	2225	2224	971.681	1806.769533	2208	-719.1120005226695	3529.8350843392523	25	105	161
K562_skew	[1.0,1.5)	Other cCREs	SINGLETON	17929	17924	2377.375	1357.702835	17823	-2176.440993656404	25490.629971108196	356	721	1264
K562_skew	[1.0,1.5)	Other cCREs	ULTRARARE	12453	12442	3574.728	5330.658448	12359	-2804.50799693167	19538.43101960128	190	520	908
K562_skew	[1.0,1.5)	PLS	COMMON	86	86	18.425	21.685423	86	7.077000705525283	291.48137559349027	9	38	35
K562_skew	[1.0,1.5)	PLS	LOW_FREQ	106	106	19.22	16.700664	106	49.30100108683108	716.5876845371522	21	33	38
K562_skew	[1.0,1.5)	PLS	RARE	332	330	72.178	74.716404	332	77.86300045158706	1824.1588170615553	38	119	139
K562_skew	[1.0,1.5)	PLS	SINGLETON	2915	2912	397.889	164.22763700000002	2914	2570.253002987242	20394.924607426954	610	1022	1212
K562_skew	[1.0,1.5)	PLS	ULTRARARE	1942	1936	374.17	294.308904	1939	1377.6359990789788	13439.579205008245	363	700	795
K562_skew	[1.0,1.5)	dELS	COMMON	2762	2758	798.826	1170.488386	2756	-1237.98399733915	7017.040954477135	76	322	669
K562_skew	[1.0,1.5)	dELS	LOW_FREQ	2636	2636	978.656	1646.795488	2631	-530.4819977143779	6766.751997508583	121	243	529
K562_skew	[1.0,1.5)	dELS	RARE	6888	6885	2698.982	4526.830686	6871	-1486.2210042356744	18595.71646988693	268	650	1447
K562_skew	[1.0,1.5)	dELS	SINGLETON	60260	60246	7920.596	4594.594654	60172	452.05999985220893	142838.63952531276	3066	5636	11369
K562_skew	[1.0,1.5)	dELS	ULTRARARE	40930	40922	11863.375	17074.688545	40862	-4110.451992291258	100300.30382686672	1940	3970	7911
K562_skew	[1.0,1.5)	non-cCRE	COMMON	5327	5318	1181.901	1505.142447	5289	-3762.5960026307735	11968.80178173186	27	280	85
K562_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	5414	5407	1628.949	2565.872215	5362	-2079.2359985890794	8676.49285031479	31	248	90
K562_skew	[1.0,1.5)	non-cCRE	RARE	13735	13724	4410.33	7278.863354	13577	-4687.7510008494155	21322.882256929923	126	612	226
K562_skew	[1.0,1.5)	non-cCRE	SINGLETON	113097	113032	13810.859	6053.299487	112237	-15570.051974988077	138005.27282309413	1446	4857	1740
K562_skew	[1.0,1.5)	non-cCRE	ULTRARARE	77095	77044	17576.653	22246.665383	76436	-17441.840972675363	104979.65354405562	848	3442	1168
K562_skew	[1.0,1.5)	pELS	COMMON	436	435	107.962	141.48631600000002	435	-124.31299988436503	1341.0619071124004	21	132	130
K562_skew	[1.0,1.5)	pELS	LOW_FREQ	477	477	111.785	131.763839	477	-34.45200143265538	1260.34378119187	24	125	118
K562_skew	[1.0,1.5)	pELS	RARE	1228	1225	359.552	506.479444	1226	72.71199857210752	3607.7317862888513	88	321	344
K562_skew	[1.0,1.5)	pELS	SINGLETON	11545	11537	1444.525	534.905291	11533	3022.1610008555012	38781.98492516885	1072	3135	3114
K562_skew	[1.0,1.5)	pELS	ULTRARARE	7773	7757	1702.218	1806.238602	7763	1166.676001886954	27220.293151862847	666	2161	2161
K562_skew	[1.5,Inf)	Other cCREs	COMMON	376	376	77.01	93.741144	374	-303.5339990586508	1195.6261311497015	4	29	51
K562_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	286	286	114.489	214.88343700000001	286	-76.05399966053669	417.814443133535	6	11	18
K562_skew	[1.5,Inf)	Other cCREs	RARE	706	706	254.376	439.00438	703	-272.55999885057093	1228.0212325896737	9	29	39
K562_skew	[1.5,Inf)	Other cCREs	SINGLETON	5989	5986	765.999	395.595557	5962	-1005.7359972933774	8296.633470779194	95	217	345
K562_skew	[1.5,Inf)	Other cCREs	ULTRARARE	3978	3976	1093.377	1651.520219	3945	-896.5489990628556	6590.318820879451	76	168	244
K562_skew	[1.5,Inf)	PLS	COMMON	22	22	2.257	0.291821	22	-16.367999926209453	52.15765177960203	1	9	7
K562_skew	[1.5,Inf)	PLS	LOW_FREQ	36	36	7.606	7.667979999999999	36	-0.07200042949989266	109.7173507288865	3	11	12
K562_skew	[1.5,Inf)	PLS	RARE	79	79	14.744	15.06591	79	16.79900030698629	210.52506695649356	7	28	37
K562_skew	[1.5,Inf)	PLS	SINGLETON	849	848	101.248	25.071928	849	731.7210003091027	5865.861076584125	174	294	366
K562_skew	[1.5,Inf)	PLS	ULTRARARE	534	530	87.154	58.210204	534	381.3989984876244	3265.304895348772	108	183	216
K562_skew	[1.5,Inf)	dELS	COMMON	1013	1012	268.989	387.001457	1012	-513.8210002199048	2850.836758507402	31	148	285
K562_skew	[1.5,Inf)	dELS	LOW_FREQ	886	886	306.3	509.86661200000003	884	-271.171998129692	1829.5427140905786	22	104	160
K562_skew	[1.5,Inf)	dELS	RARE	2316	2315	856.041	1452.325319	2315	-534.082001530798	5880.162142169146	82	222	451
K562_skew	[1.5,Inf)	dELS	SINGLETON	20340	20331	2629.155	1493.927591	20308	-683.8099919233937	46549.04156226066	931	2024	3829
K562_skew	[1.5,Inf)	dELS	ULTRARARE	13523	13520	3997.502	5929.483192	13501	-1862.3279970518768	33973.151635226495	590	1305	2563
K562_skew	[1.5,Inf)	non-cCRE	COMMON	2167	2163	332.14300000000003	303.969753	2155	-1899.517002612119	5666.28890792916	11	130	28
K562_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	1961	1960	391.209	500.67535100000003	1948	-1113.2519997471245	3970.785027776832	13	99	25
K562_skew	[1.5,Inf)	non-cCRE	RARE	4776	4775	1104.757	1593.249985	4745	-2241.13299770048	8680.07089107962	42	254	70
K562_skew	[1.5,Inf)	non-cCRE	SINGLETON	34807	34788	4060.495	1487.399735	34591	-6585.304993263913	46477.72499011623	445	1639	619
K562_skew	[1.5,Inf)	non-cCRE	ULTRARARE	24691	24681	4609.771	4976.439029	24501	-8037.437986958193	39465.824570701385	241	1158	393
K562_skew	[1.5,Inf)	pELS	COMMON	153	153	37.653	50.318267	152	-68.68899975530806	497.06249970601704	9	54	43
K562_skew	[1.5,Inf)	pELS	LOW_FREQ	159	159	43.935	71.445187	158	-15.909999862313216	537.9280536832139	12	48	44
K562_skew	[1.5,Inf)	pELS	RARE	427	424	111.022	145.064088	427	39.141000618343284	1237.5206583235838	30	127	116
K562_skew	[1.5,Inf)	pELS	SINGLETON	4113	4097	510.269	217.440671	4109	1040.1790054403243	12176.323343016089	352	1121	1199
K562_skew	[1.5,Inf)	pELS	ULTRARARE	2732	2712	555.791	571.401173	2727	599.7520022075623	9069.313576504144	257	775	770
SKNSH_skew	(-Inf,-1.5)	Other cCREs	COMMON	458	458	544.863	1230.400375	457	-332.74999853176985	1038.454138485598	1	27	73
