n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved
544127953	543840177	145780752.51400277	210067389.1486387	539045310	-22827765.7090321	963098331.4293141	16229806
