vep_consequence	af_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved
regulatory region variant	COMMON	unknown	278	0	0	0	218	-119.74200018588448	313.63368394604186	1
regulatory region variant	LOW_FREQ	CpG	66113	66113	145651.711	344386.932719	65840	-58705.07196872589	208190.18432148	729
regulatory region variant	LOW_FREQ	non-CpG-ti	199539	199539	30492.493	6195.340985	198772	-5269.099986077519	320048.8505477104	6272
regulatory region variant	LOW_FREQ	non-CpG-tv	124304	124304	8919.328	2461.4588440000002	123510	-4927.587991973736	209926.06418221392	4025
regulatory region variant	LOW_FREQ	unknown	426	0	0	0	264	-79.05899964319535	187.68990779553928	0
regulatory region variant	RARE	CpG	191947	191947	423727.78	1002912.874976	191045	-166875.96498660493	612903.7161491411	2535
regulatory region variant	RARE	non-CpG-ti	474258	474258	72978.846	15005.909414	472203	-437.0779707839256	795459.6123386504	16161
regulatory region variant	RARE	non-CpG-tv	301907	301907	21496.711	5394.0809070000005	299716	-1314.7060058705908	515265.07745672134	10478
regulatory region variant	RARE	unknown	1068	0	0	0	650	-245.307999513112	584.6725040541367	0
regulatory region variant	SINGLETON	CpG	183780	183780	349796.371	731202.389713	183354	-139448.6029770781	556838.051597906	3174
regulatory region variant	SINGLETON	non-CpG-ti	4584702	4584702	653579.164	118622.414732	4572892	314014.53218839003	7505596.69921858	172801
regulatory region variant	SINGLETON	non-CpG-tv	3302443	3302443	190425.503	19849.687363	3289719	205587.93613576322	5644181.080681425	128393
regulatory region variant	SINGLETON	unknown	3546	0	0	0	2383	-378.64900052803574	1427.489930162048	3
regulatory region variant	ULTRARARE	CpG	722061	722061	1517747.075	3432789.4921709998	720011	-598801.4678356788	2265972.051332062	10500
regulatory region variant	ULTRARARE	non-CpG-ti	2978993	2978993	455776.294	91866.849762	2968913	57433.69901927605	5002527.530759715	106228
regulatory region variant	ULTRARARE	non-CpG-tv	1888273	1888273	122819.996	18050.149494	1877552	60628.28308274633	3241226.0475065582	70096
regulatory region variant	ULTRARARE	unknown	3476	0	0	0	2031	-493.32200058898894	1530.2299705734545	1
splice acceptor variant	COMMON	CpG	36	36	51.58	94.92634	36	-11.171000448986891	98.70283414089441	2
splice acceptor variant	COMMON	non-CpG-ti	592	592	72.279	11.519169	591	278.8229998843746	3315.537435102606	80
splice acceptor variant	COMMON	non-CpG-tv	334	334	15.386	0.991212	332	173.99500000430274	1491.5835759917097	38
splice acceptor variant	LOW_FREQ	CpG	21	21	46.135	108.08717899999999	21	-1.884000226855278	236.27663019839272	6
splice acceptor variant	LOW_FREQ	non-CpG-ti	780	780	90.503	11.940107	779	803.8569994973952	6954.696731927074	157
splice acceptor variant	LOW_FREQ	non-CpG-tv	475	475	24.321	1.773887	474	658.5789993796499	5057.239482691598	108
splice acceptor variant	RARE	CpG	45	45	100.802	234.692148	45	-30.23799996823079	540.0307349419743	7
splice acceptor variant	RARE	non-CpG-ti	2069	2069	243.161	32.063059	2063	3388.995999495733	26888.828140948626	574
splice acceptor variant	RARE	non-CpG-tv	1203	1203	55.379	3.526345	1200	2262.2259943179088	16819.749221995044	345
splice acceptor variant	RARE	unknown	1	0	0	0	1	0.068000003695488	0.00462400050258638	0
splice acceptor variant	SINGLETON	CpG	71	71	115.216	233.105154	71	94.34500011987984	983.7829418727038	21
splice acceptor variant	SINGLETON	non-CpG-ti	28248	28248	3261.515	414.576693	28213	88973.82479981739	653039.0258692177	13307
splice acceptor variant	SINGLETON	non-CpG-tv	18955	18955	867.784	57.203102	18937	61910.04784347958	470510.6117454948	8854
splice acceptor variant	SINGLETON	unknown	14	0	0	0	14	10.4890002310276	10.523167539949904	0
splice acceptor variant	ULTRARARE	CpG	159	159	319.699	686.330779	158	185.5789995621889	2233.4467438411907	55
splice acceptor variant	ULTRARARE	non-CpG-ti	14869	14869	1746.897	231.51805099999999	14849	36686.86893536896	270450.8382031881	5698
splice acceptor variant	ULTRARARE	non-CpG-tv	9376	9376	449.06	33.944156	9354	24101.21995249729	182314.683267212	3568
splice acceptor variant	ULTRARARE	unknown	5	0	0	0	5	7.754999861121178	32.19238683849438	1
splice donor variant	COMMON	CpG	150	150	284.195	639.569309	150	-78.78399964422006	1124.7141822791075	11
splice donor variant	COMMON	non-CpG-ti	851	851	130.786	24.87556	850	284.0089985572268	5517.015260279913	113
splice donor variant	COMMON	non-CpG-tv	491	491	30.549	2.913725	488	260.2380008720794	3200.313594707942	60
splice donor variant	COMMON	unknown	1	0	0	0	0	0	0	0
splice donor variant	LOW_FREQ	CpG	161	161	354.29	851.394952	161	143.0999998855403	2333.7284516225404	38
splice donor variant	LOW_FREQ	non-CpG-ti	976	976	157.019	29.879867	976	1149.020997656742	10132.273987989092	206
splice donor variant	LOW_FREQ	non-CpG-tv	599	599	38.789	3.866633	598	641.9700017014986	6061.418135763065	127
splice donor variant	LOW_FREQ	unknown	1	0	0	0	1	7.00500011444092	49.0700266033173	1
splice donor variant	RARE	CpG	512	512	1148.578	2807.662032	511	840.7389985532501	10365.581665877338	170
splice donor variant	RARE	non-CpG-ti	2524	2524	405.817	75.003409	2521	4412.512985477342	36356.02846930544	727
splice donor variant	RARE	non-CpG-tv	1727	1727	121.575	14.102381	1721	2947.416989335675	25901.648326498376	485
splice donor variant	RARE	unknown	1	0	0	0	1	3.63299989700317	13.1986882516251	1
splice donor variant	SINGLETON	CpG	1377	1377	2614.0570000000002	5733.631309	1376	6791.430957869046	61618.72395749014	897
splice donor variant	SINGLETON	non-CpG-ti	33462	33462	5236.028	945.464466	33420	108022.25470459982	855816.5954873358	15378
splice donor variant	SINGLETON	non-CpG-tv	26246	26246	1653.497	156.985835	26208	81951.69078555354	653950.9061695902	11868
splice donor variant	SINGLETON	unknown	11	0	0	0	11	18.37500003725286	93.35897219346954	5
splice donor variant	ULTRARARE	CpG	2878	2878	6158.662	14312.074466	2878	9668.056958300178	97648.37531294182	1444
splice donor variant	ULTRARARE	non-CpG-ti	18849	18849	3046.747	567.005047	18821	48383.69087667486	387408.0921891963	7236
splice donor variant	ULTRARARE	non-CpG-tv	13079	13079	883.521	91.866533	13052	31953.19692004927	259782.87287295164	4863
splice donor variant	ULTRARARE	unknown	8	0	0	0	7	22.076999664306623	115.32755564309699	6
splice region variant	COMMON	CpG	2547	2547	4707.606	10103.849472	2542	-3200.2659979480086	21009.670173536622	96
splice region variant	COMMON	non-CpG-ti	9179	9179	1302.487	251.136659	9165	1381.8290052835368	38065.019457947834	923
splice region variant	COMMON	non-CpG-tv	4914	4914	329.373	78.925513	4903	523.6939987293448	18314.297899312947	413
splice region variant	COMMON	unknown	8	0	0	0	8	1.384999893605711	16.592714801776992	1
splice region variant	LOW_FREQ	CpG	3566	3566	7242.076	16319.85947	3560	-4006.1589958756213	30473.133614342365	168
splice region variant	LOW_FREQ	non-CpG-ti	10790	10790	1628.196	335.023304	10779	5433.191002474399	53921.545636921124	1491
splice region variant	LOW_FREQ	non-CpG-tv	5874	5874	395.724	72.116118	5862	1763.619994152105	23969.884620565415	598
splice region variant	LOW_FREQ	unknown	10	0	0	0	8	-5.4240002632141096	45.77920098655231	1
splice region variant	RARE	CpG	10951	10951	22532.108	50789.32832	10932	-11290.472997886833	92279.39129616322	637
splice region variant	RARE	non-CpG-ti	26929	26929	4054.49	841.146026	26894	16419.028978724735	139309.23556339467	4105
splice region variant	RARE	non-CpG-tv	15171	15171	1042.658	211.743598	15135	6507.6939997732425	70277.8610465856	1872
splice region variant	RARE	unknown	24	0	0	0	23	26.517000049352678	123.76844865816908	6
splice region variant	SINGLETON	CpG	18285	18285	26677.432	51403.414026	18269	-2800.5270029276135	170175.84125041554	2494
splice region variant	SINGLETON	non-CpG-ti	279049	279049	39071.287	7126.673185	278751	264198.4297367654	1862471.0433532814	54058
splice region variant	SINGLETON	non-CpG-tv	180503	180503	9834.643	979.394345	180229	128719.9688730922	1038678.5139063189	28970
splice region variant	SINGLETON	unknown	63	0	0	0	62	22.594000343233382	120.4469692312129	2
splice region variant	ULTRARARE	CpG	47823	47823	91841.186	198464.93273600002	47771	-37725.83801850049	453468.3226932237	4131
splice region variant	ULTRARARE	non-CpG-ti	178073	178073	26847.793999999998	5534.355374	177855	137699.63088825243	1064142.64105203	30907
splice region variant	ULTRARARE	non-CpG-tv	101374	101374	6286.098	852.422376	101197	59756.4329349514	539586.2007314505	14533
splice region variant	ULTRARARE	unknown	62	0	0	0	62	17.580000102519993	235.62315040720117	6
start lost	COMMON	CpG	2	2	4.374	10.011506	2	0.6810000166296959	0.33539302068126264	0
start lost	COMMON	non-CpG-ti	177	177	41.684	15.480958000000001	177	88.75400060019466	1845.3168247391789	37
start lost	COMMON	non-CpG-tv	67	67	2.808	0.190278	67	16.75900087878107	500.7755596130712	9
start lost	LOW_FREQ	non-CpG-ti	258	258	63.829	24.132583	258	361.85200302139856	3152.7559772120353	84
start lost	LOW_FREQ	non-CpG-tv	96	96	3.794	0.172706	96	211.93199951760477	1391.8800406374266	35
start lost	RARE	non-CpG-ti	800	800	221.059	98.953237	798	1706.6450009478717	12068.123078152588	345
start lost	RARE	non-CpG-tv	275	275	11.119	0.562187	275	559.5989968106151	4423.509627481965	118
start lost	SINGLETON	CpG	2	2	2.719	5.476865	2	9.71799969673156	49.80529689235689	2
start lost	SINGLETON	non-CpG-ti	9675	9675	2070.087	620.970115	9665	33297.537984121955	227169.7626097698	5807
start lost	SINGLETON	non-CpG-tv	4803	4803	193.99099999999999	10.001205	4797	16165.645987509752	109129.16534603752	2876
start lost	SINGLETON	unknown	1	0	0	0	1	3.50999999046326	12.3200999330521	1
start lost	ULTRARARE	CpG	9	9	18.981	47.307881	9	20.417000353336338	147.36202343681245	5
start lost	ULTRARARE	non-CpG-ti	6356	6356	1612.885	620.076345	6348	18513.16699040123	128371.15579724625	3474
start lost	ULTRARARE	non-CpG-tv	2462	2462	102.225	5.555883	2459	7370.271998445154	50804.833488021075	1369
stop gained	COMMON	CpG	208	208	373.596	751.949726	208	-195.46499868901435	2790.093044053144	25
stop gained	COMMON	non-CpG-ti	287	287	37.702	5.439166	287	360.1999992006459	2904.660452011011	72
stop gained	COMMON	non-CpG-tv	276	276	14.851	1.463107	275	210.9079978659285	2368.5895247000044	52
stop gained	LOW_FREQ	CpG	477	477	922.733	1932.7799949999999	476	271.7950012043585	6361.5381719450525	126
stop gained	LOW_FREQ	non-CpG-ti	596	596	80.017	11.944999	594	1392.7379970817128	9940.19392536163	221
stop gained	LOW_FREQ	non-CpG-tv	438	438	23.206	2.633696	438	668.9129973747768	4380.285681581825	126
stop gained	LOW_FREQ	unknown	1	0	0	0	1	0.769999980926514	0.592899970626831	0
stop gained	RARE	CpG	1997	1997	3998.637	8504.914779	1996	2431.249993896228	26944.2175040072	692
stop gained	RARE	non-CpG-ti	1904	1904	251.507	36.473903	1899	5819.3519898289815	40625.57707342812	918
stop gained	RARE	non-CpG-tv	1608	1608	92.58	14.342126	1597	2828.5859943412925	21643.24532693161	546
stop gained	RARE	unknown	31	0	0	0	31	10.435000155121097	215.476109243427	7
stop gained	SINGLETON	CpG	12463	12463	23473.276	47702.643806	12459	45398.39390750719	277739.49434972624	8615
stop gained	SINGLETON	non-CpG-ti	37762	37762	4895.835	689.668473	37726	182908.66623779022	1386824.4796270523	25739
stop gained	SINGLETON	non-CpG-tv	36506	36506	1832.49	170.027636	36418	107614.42773488503	838976.1195893704	18291
stop gained	SINGLETON	unknown	57	0	0	0	57	71.86700016260151	341.90458030730497	14
stop gained	ULTRARARE	CpG	17951	17951	35231.7	73089.874974	17944	45405.42895629875	316148.2949975142	9627
stop gained	ULTRARARE	non-CpG-ti	17200	17200	2256.73	324.08326	17174	68729.55880539202	501799.8374441669	10138
stop gained	ULTRARARE	non-CpG-tv	15418	15418	852.395	99.355881	15365	36493.587926075576	286761.6684433309	6620
stop gained	ULTRARARE	unknown	84	0	0	0	84	98.4940021988004	554.6895949566091	21
stop lost	COMMON	non-CpG-ti	104	104	12.091	2.024367	104	-17.22799940872937	815.6991867631515	19
stop lost	COMMON	non-CpG-tv	88	88	4.911	2.4273089999999997	88	5.340000564232432	284.8368242556958	5
stop lost	LOW_FREQ	non-CpG-ti	100	100	12.36	2.518848	100	71.95000019250445	857.58070469541	23
stop lost	LOW_FREQ	non-CpG-tv	97	97	7.077	5.701629	97	96.81199970189488	568.065675042139	25
stop lost	RARE	non-CpG-ti	292	292	34.793	6.526275	292	318.4329978972673	2769.621647611446	84
stop lost	RARE	non-CpG-tv	290	290	12.744	5.0938799999999995	289	401.0920032123105	2819.4022325932633	86
stop lost	RARE	unknown	1	0	0	0	1	5.50400018692017	30.2940180576172	1
stop lost	SINGLETON	non-CpG-ti	3525	3525	397.319	70.918967	3522	6222.616006356199	43891.326613594174	1332
stop lost	SINGLETON	non-CpG-tv	4092	4092	152.438	11.092713999999999	4091	8036.697003416136	51390.03217093985	1519
stop lost	SINGLETON	unknown	2	0	0	0	2	-6.04400014877319	18.2649688991852	0
stop lost	ULTRARARE	CpG	1	1	1.772	3.139984	1	-2.1010000705719	4.41420129654313	0
stop lost	ULTRARARE	non-CpG-ti	1944	1944	249.916	54.229504	1942	2652.8460013869917	21144.425200822236	624
stop lost	ULTRARARE	non-CpG-tv	2014	2014	81.5	12.400258000000001	2013	3225.9699995419946	21902.29471376587	653
stop lost	ULTRARARE	unknown	5	0	0	0	5	-11.426999837160105	30.75318413746601	0
stop retained variant	COMMON	non-CpG-ti	69	69	7.6049999999999995	1.010369	69	80.83799983363134	574.4135678186416	18
stop retained variant	LOW_FREQ	non-CpG-ti	75	75	7.609	0.883995	75	92.62300012470226	490.68579813635483	17
stop retained variant	RARE	non-CpG-ti	214	214	22.357	2.718445	214	278.6509978192625	1566.0076258128188	55
stop retained variant	SINGLETON	non-CpG-ti	2278	2278	240.748	29.62539	2277	4221.474991008755	23844.160420791464	770
stop retained variant	SINGLETON	unknown	1	0	0	0	1	0.068000003695488	0.00462400050258638	0
stop retained variant	ULTRARARE	non-CpG-ti	1407	1407	152.248	19.449676	1406	2541.4499992991337	14190.559215360932	465
synonymous variant	COMMON	CpG	12474	12474	22643.827	47158.721195	12466	-46994.38100005257	389473.2145865186	257
synonymous variant	COMMON	non-CpG-ti	22525	22525	3075.448	590.777654	22497	-3161.0870037355935	264256.7488664458	4190
synonymous variant	COMMON	non-CpG-tv	7039	7039	463.06600000000003	55.316268	7034	-5118.021999369842	97562.66823514883	915
synonymous variant	COMMON	unknown	52	0	0	0	52	-41.868000245653114	855.9205918931134	4
synonymous variant	LOW_FREQ	CpG	19316	19316	38239.91	83308.501592	19305	-72134.13901040694	608914.1280213624	516
synonymous variant	LOW_FREQ	non-CpG-ti	25827	25827	3736.404	736.15189	25794	15038.544011259806	233948.3680230656	6052
synonymous variant	LOW_FREQ	non-CpG-tv	9000	9000	623.336	78.045282	8987	-4711.766998638168	115689.78763580672	1343
synonymous variant	LOW_FREQ	unknown	23	0	0	0	23	-4.66399971395731	179.41805799982367	4
synonymous variant	RARE	CpG	58402	58402	115853.555	251455.269585	58350	-219324.41400018017	1890391.9655533263	1726
synonymous variant	RARE	non-CpG-ti	65047	65047	9481.306	1870.023438	64979	44349.98296066454	574717.5275125758	15862
synonymous variant	RARE	non-CpG-tv	23064	23064	1632.919	220.972547	23037	-9687.46601905301	309299.72102675406	3752
synonymous variant	RARE	unknown	144	0	0	0	144	-83.52999996393915	1015.0363323290343	5
synonymous variant	SINGLETON	CpG	102861	102861	154269.392	295393.195002	102838	-252904.3940488145	2380806.1272159307	7128
synonymous variant	SINGLETON	non-CpG-ti	653270	653270	88374.353	15054.773215000001	652796	585310.9546816698	5819479.15041139	174202
synonymous variant	SINGLETON	non-CpG-tv	261495	261495	16526.339	1809.858199	261278	-44326.52619244817	3233486.2179975356	46463
synonymous variant	SINGLETON	unknown	238	0	0	0	238	47.598998395725964	1407.9799829854076	23
synonymous variant	ULTRARARE	CpG	266133	266133	503323.391	1060256.985595	266019	-924625.3070095303	8000328.473983945	10403
synonymous variant	ULTRARARE	non-CpG-ti	423857	423857	61171.326	11720.018774	423496	327840.87876152835	3750666.3840185	107129
synonymous variant	ULTRARARE	non-CpG-tv	151952	151952	10570.949	1337.202599	151805	-44496.586998794	1954803.7644775847	25753
synonymous variant	ULTRARARE	unknown	647	0	0	0	647	54.23199960496271	2694.0908605981826	51
upstream gene variant	COMMON	CpG	87544	87544	163565.547	352994.365121	87184	-81145.55796571448	254960.647284716	520
upstream gene variant	COMMON	non-CpG-ti	288068	288068	41864.67	8289.44316	287135	-93723.6149463932	494155.06534462096	3992
upstream gene variant	COMMON	non-CpG-tv	184322	184322	13482.487	4957.957959	183491	-57483.39094749316	310980.1212409553	2632
upstream gene variant	COMMON	unknown	600	0	0	0	581	-387.65400011744356	1771.841600400217	6
upstream gene variant	LOW_FREQ	CpG	111426	111426	232236.125	531311.009939	110833	-99605.97694346285	328302.32015963184	875
upstream gene variant	LOW_FREQ	non-CpG-ti	301246	301246	45759.396	9376.129278	300092	-28736.812949603554	432478.5345343981	6004
upstream gene variant	LOW_FREQ	non-CpG-tv	198830	198830	14507.029	4230.428761	197847	-27198.96495108715	317046.303038069	4034
upstream gene variant	LOW_FREQ	unknown	752	0	0	0	698	-323.95300067972846	1257.598650570693	2
upstream gene variant	RARE	CpG	320989	320989	671299.833	1536551.915965	319421	-282525.08284948097	938083.074425392	2983
upstream gene variant	RARE	non-CpG-ti	726298	726298	111589.336	23240.196898000002	723671	-52208.818852834906	1077897.9813606043	15546
upstream gene variant	RARE	non-CpG-tv	484518	484518	35009.868	9091.923014	481948	-48820.53191013658	782512.0657969172	10981
upstream gene variant	RARE	unknown	3987	0	0	0	3886	-1549.8960062064048	8588.347417856014	80
upstream gene variant	SINGLETON	CpG	390465	390465	605629.673	1174752.073595	389551	-233551.65887887316	1193201.6441173188	11788
upstream gene variant	SINGLETON	non-CpG-ti	6735097	6735097	960237.465	177429.841737	6717546	97905.3872411986	8764488.045205995	161800
upstream gene variant	SINGLETON	non-CpG-tv	5041359	5041359	291343.006	30816.977286	5024110	-40065.0960432214	7358336.534732496	130118
upstream gene variant	SINGLETON	unknown	7523	0	0	0	7366	-1996.2350007919622	9134.493844961447	45
upstream gene variant	ULTRARARE	CpG	1216360	1216360	2378698.192	5181262.588506	1212588	-990691.2444490207	3502743.1651267195	15515
upstream gene variant	ULTRARARE	non-CpG-ti	4468970	4468970	683933.851	140138.022787	4454961	-147113.66031061191	6228016.203478284	102259
upstream gene variant	ULTRARARE	non-CpG-tv	2964302	2964302	193546.89299999998	29108.021679	2951598	-140811.65140811633	4603937.6609100625	73997
upstream gene variant	ULTRARARE	unknown	13047	0	0	0	12848	-4329.425004020448	24658.03983138936	235
