skew_type	skew_bin	ccre_class	COMMON	SINGLETON	gw_COMMON	gw_SINGLETON	odds	lci	uci	log2odds	log2lci	log2uci
SKNSH_skew	[0.5,1.0)	dELS	841	19741	3204935	25747115	2.920042287913574	2.7252075826252855	3.1323329682070176	1.5459892622975662	1.4463661260429412	1.6472375798218946
SKNSH_skew	[0.5,1.0)	non-cCRE	1983	45684	3204935	25747115	2.8696266454974655	2.743572188514123	3.003128558109891	1.5208630464035395	1.4560555363112242	1.5864662351940106
SKNSH_skew	[0.5,1.0)	pELS	137	4174	3204935	25747115	3.7663451084722213	3.1784209007435122	4.495324209901651	1.913165199492821	1.668310185481726	2.168425168943278
SKNSH_skew	[1.0,1.5)	Other cCREs	56	1131	3204935	25747115	2.4721456901151204	1.8940552930345484	3.2853685149082437	1.3057637676003164	0.9214784479247524	1.7160552045847577
SKNSH_skew	[1.0,1.5)	PLS	4	274	3204935	25747115	6.846325665949586	2.898435794484776	21.251286846087485	2.7753299200830246	1.5352745277016597	4.409478299443951
SKNSH_skew	[1.0,1.5)	dELS	177	3834	3204935	25747115	2.6821127435393195	2.3073025812626056	3.134516901118449	1.4233698827033863	1.2062072124570418	1.6482431087157414
SKNSH_skew	[1.0,1.5)	non-cCRE	327	6790	3204935	25747115	2.577633149969629	2.3069298515914456	2.8886668157854385	1.3660469532342672	1.2059741356638072	1.5304038103634376
SKNSH_skew	[1.0,1.5)	pELS	31	816	3204935	25747115	3.1781365961920165	2.2332366166151583	4.677870618745077	1.6681811329978882	1.1591361161547444	2.2258519599639315
SKNSH_skew	[1.5,Inf)	Other cCREs	13	391	3204935	25747115	3.4854090623128426	2.0524585105183135	6.434554170662372	1.8013279868074497	1.0373530588973743	2.6858401922600508
SKNSH_skew	[1.5,Inf)	PLS	2	77	3204935	25747115	3.2364230657725552	1.0673363531919642	16.031456577876977	1.6944002094358293	0.09401488901518819	4.002833605982633
SKNSH_skew	[1.5,Inf)	dELS	57	1365	3204935	25747115	2.93176360945207	2.253952920683606	3.882051714566881	1.5517687824553568	1.1724573816123374	1.9568193369728113
SKNSH_skew	[1.5,Inf)	non-cCRE	111	2345	3204935	25747115	2.607506999634368	2.156690227291864	3.1807755381329605	1.3826711255443647	1.1088189722129174	1.6693785669581425
SKNSH_skew	[1.5,Inf)	pELS	5	259	3204935	25747115	5.394070223840317	2.4449155119729644	14.836520614770974	2.4313743037252964	1.2897846113682427	3.8910808930209084
mean_skew	(-Inf,-1.5)	Other cCREs	22	468	3204935	25747115	2.5382880856229733	1.671140494534808	4.043729417430803	1.3438558186325766	0.7408330273836539	2.0156864638109053
mean_skew	(-Inf,-1.5)	PLS	6	263	3204935	25747115	4.694618837235366	2.246772872950643	11.790949151143208	2.231008028176525	1.1678542893466612	3.5596079523510342
mean_skew	(-Inf,-1.5)	dELS	67	1603	3204935	25747115	2.9363265670211804	2.303162811212201	3.8002802124405894	1.5540124281341217	1.2036163992445827	1.926105799133601
mean_skew	(-Inf,-1.5)	non-cCRE	90	1913	3204935	25747115	2.6182529148674454	2.1211381452451996	3.267556179238726	1.388604463746633	1.084838583607737	1.708212040553949
mean_skew	(-Inf,-1.5)	pELS	6	290	3204935	25747115	5.174755564346026	2.479826233844243	12.984652898563548	2.3714907168275183	1.3102390317596513	3.6987355437736027
mean_skew	[-0.05,0.05)	Other cCREs	126481	897108	3204935	25747115	0.8786824225295701	0.8734310421518856	0.883936629493185	-0.18658626083633204	-0.19523428879467428	-0.17798515014961852
mean_skew	[-0.05,0.05)	PLS	4065	38175	3204935	25747115	1.1690103087606452	1.1317414017141196	1.207690517938287	0.22528765213841886	0.1785443459040459	0.2722507978424641
mean_skew	[-0.05,0.05)	dELS	234189	2021042	3204935	25747115	1.0805802873276504	1.0757158578301578	1.0853578984113288	0.11180626870481519	0.10529705128246852	0.11817085199892037
mean_skew	[-0.05,0.05)	non-cCRE	2048413	14734004	3204935	25747115	0.7553496414833143	0.7535213157449855	0.7571962348648854	-0.4047834911517152	-0.4082797712731302	-0.4012608575848662
mean_skew	[-0.05,0.05)	pELS	36858	309577	3204935	25747115	1.046040849220943	1.034745326378693	1.057500743444913	0.06493919175479705	0.049275732380226096	0.08065867759005932
mean_skew	[-0.2,-0.05)	Other cCREs	20450	213630	3204935	25747115	1.3027904543983009	1.2841989062119832	1.3217982908979806	0.3816050541965574	0.360868675031215	0.4025020354507395
mean_skew	[-0.2,-0.05)	PLS	1310	19287	3204935	25747115	1.8319891627891778	1.7321975474548315	1.9389082518990428	0.8734109691354277	0.7926034707583082	0.9552445375025074
mean_skew	[-0.2,-0.05)	dELS	44366	560167	3204935	25747115	1.5843375792403467	1.5690040254779498	1.5999178167887849	0.6638797672398065	0.6498490537270593	0.677997799889892
mean_skew	[-0.2,-0.05)	non-cCRE	268424	2614919	3204935	25747115	1.2366585011377247	1.2315747123744747	1.241807165225865	0.30644716018934043	0.3005041502913405	0.31244116118190296
mean_skew	[-0.2,-0.05)	pELS	7502	92823	3204935	25747115	1.5419371950839942	1.5059716455566896	1.5789073083898029	0.6247440037833415	0.5906946071945387	0.6589264785752559
mean_skew	[-0.5,-0.2)	Other cCREs	1879	33604	3204935	25747115	2.226637895042882	2.1254435696609573	2.333751597774987	1.1548669602354482	1.0877639560596468	1.2226510101756385
mean_skew	[-0.5,-0.2)	PLS	266	6894	3204935	25747115	3.21509773410115	2.84455028973893	3.6465136309493724	1.6848625939637771	1.5082005871376543	1.8665177870032805
mean_skew	[-0.5,-0.2)	dELS	5026	101069	3204935	25747115	2.5085974053661815	2.438555165767817	2.5813131306891983	1.3268809570420108	1.2860266098474014	1.3681051606845218
mean_skew	[-0.5,-0.2)	non-cCRE	15850	265447	3204935	25747115	2.0958524153776907	2.0623361810691514	2.1299138519197185	1.0675371295188887	1.044279525348467	1.0907950793141932
mean_skew	[-0.5,-0.2)	pELS	906	19015	3204935	25747115	2.610964334111307	2.4424576736129096	2.7936731360657268	1.3845827505070616	1.2883335613347644	1.482163233144352
mean_skew	[-1.0,-0.5)	Other cCREs	298	6685	3204935	25747115	2.7839314522997447	2.4790134947513334	3.136604451843814	1.4771236886849457	1.309766124896937	1.6492036065344957
mean_skew	[-1.0,-0.5)	PLS	52	2192	3204935	25747115	5.150904578383335	3.9229321389062486	6.8986715422180955	2.364825814072409	1.9719323790779681	2.7863185729088684
mean_skew	[-1.0,-0.5)	dELS	762	21698	3204935	25747115	3.54216634665668	3.295209359088376	3.812297925097823	1.8246319652974627	1.7203701288822977	1.9306608680060033
mean_skew	[-1.0,-0.5)	non-cCRE	1300	29924	3204935	25747115	2.865343329053975	2.71060290383558	3.0314382554947246	1.5187080148800847	1.4386137776431813	1.6000024378441369
mean_skew	[-1.0,-0.5)	pELS	146	4228	3204935	25747115	3.581481999427091	3.037788961557604	4.250766098851185	1.8405566910652318	1.6030216477564676	2.0877228759351136
mean_skew	[-1.5,-1.0)	Other cCREs	65	1418	3204935	25747115	2.6763600869644764	2.0905042336211994	3.479685526305278	1.4202722343384835	1.0638509650840953	1.798956929596946
mean_skew	[-1.5,-1.0)	PLS	6	544	3204935	25747115	9.691647123429163	4.671827570480887	24.20996589825394	3.276741876668457	2.223987027684798	4.597529142069955
mean_skew	[-1.5,-1.0)	dELS	139	4643	3204935	25747115	4.129662065345977	3.490175185185209	4.92130641811175	2.0460237291999794	1.8032994526111084	2.2990413466098145
mean_skew	[-1.5,-1.0)	non-cCRE	215	5210	3204935	25747115	3.0034265295951554	2.620802697523051	3.4575855536722147	1.5866093728088972	1.390008747020255	1.7897649495193955
mean_skew	[-1.5,-1.0)	pELS	30	876	3204935	25747115	3.521595732684994	2.4626995725419554	5.215055929354533	1.8162293021486937	1.3002406425994382	2.3826827251457594
mean_skew	[0.05,0.2)	Other cCREs	21319	202705	3204935	25747115	1.1850011201715782	1.1682968766512092	1.2018995704493807	0.24488842289165003	0.22440692494544767	0.2653163509011208
mean_skew	[0.05,0.2)	PLS	1344	17975	3204935	25747115	1.6641116836571936	1.5742715430895386	1.7602623850988708	0.7347522604330002	0.6546844100196587	0.815790493332339
mean_skew	[0.05,0.2)	dELS	46496	522894	3204935	25747115	1.4081347181539792	1.394791056779298	1.4216821377642361	0.49378536516495325	0.4800490188820298	0.5075989406730264
mean_skew	[0.05,0.2)	non-cCRE	281445	2405818	3204935	25747115	1.070666754743523	1.0662950478011912	1.0750385374115798	0.09850951081530272	0.09260669241488069	0.10438837770873001
mean_skew	[0.05,0.2)	pELS	8127	92824	3204935	25747115	1.4231077692430163	1.391158146229135	1.4559496295028949	0.5090449185511691	0.47628643412288174	0.5419604444628381
mean_skew	[0.2,0.5)	Other cCREs	1869	31481	3204935	25747115	2.096955140302217	2.0012786305593417	2.1982854490511183	1.0682959985085252	1.0009220422770826	1.136378733508259
mean_skew	[0.2,0.5)	PLS	303	5519	3204935	25747115	2.26052111559733	2.0135826437196025	2.545672596804987	1.1766553939786244	1.0097646862084837	1.3480468837565833
mean_skew	[0.2,0.5)	dELS	4877	93543	3204935	25747115	2.3921286825419084	2.324055274851801	2.462429218550603	1.258295000184654	1.216644381912087	1.3000822555279345
mean_skew	[0.2,0.5)	non-cCRE	15584	270906	3204935	25747115	2.176113012088026	2.1411662545669605	2.2118719838915597	1.1217534820226516	1.0983968206309767	1.1452678893930177
mean_skew	[0.2,0.5)	pELS	994	19253	3204935	25747115	2.4097892454699075	2.2609952899792547	2.570980079982244	1.2689069772390669	1.1769579867242719	1.3623184321777284
mean_skew	[0.5,1.0)	Other cCREs	267	5217	3204935	25747115	2.4238855810581206	2.143457330723967	2.7505757120223597	1.2773215983421942	1.0999396980666447	1.459733614983191
mean_skew	[0.5,1.0)	PLS	40	1203	3204935	25747115	3.655513405338687	2.6783585907769694	5.120395816511587	1.8700740423801896	1.4213491281388393	2.356255337656223
mean_skew	[0.5,1.0)	dELS	746	16939	3204935	25747115	2.8240246231155246	2.6241820482604505	3.0425350380152434	1.4977526677492454	1.3918678079941953	1.6052738771969395
mean_skew	[0.5,1.0)	non-cCRE	1565	35480	3204935	25747115	2.8228110939139697	2.6833888310739598	2.9712501011223074	1.4971325850424901	1.424056120575867	1.571070047267802
mean_skew	[0.5,1.0)	pELS	124	3862	3204935	25747115	3.8472809887520834	3.2191037799714364	4.634852621866942	1.9438392016842228	1.6866590882901695	2.2125234650466825
mean_skew	[1.0,1.5)	Other cCREs	43	858	3204935	25747115	2.4301894981558845	1.7946018786214217	3.369812357323747	1.281068814814812	0.843663826530884	1.7526682594500385
mean_skew	[1.0,1.5)	PLS	5	201	3204935	25747115	4.1907685838971265	1.8921520179140126	11.554716048885078	2.067214857407006	0.9200280012990801	3.5304099016510335
mean_skew	[1.0,1.5)	dELS	180	3009	3204935	25747115	2.0701639253377184	1.7812790342917166	2.4185889419774096	1.0497450116416003	0.8329135298348025	1.274165592896588
mean_skew	[1.0,1.5)	non-cCRE	276	5145	3204935	25747115	2.3127592603281544	2.048976700248719	2.6194450900213777	1.2096151008178624	1.034903578967633	1.3892612199057497
mean_skew	[1.0,1.5)	pELS	26	718	3204935	25747115	3.314855635097024	2.2592022621936376	5.065562884951948	1.7289460410573785	1.1758134383277457	2.3407225900942206
mean_skew	[1.5,Inf)	Other cCREs	10	241	3204935	25747115	2.7385227705293502	1.503490716316639	5.559378268268402	1.4533978762741353	0.5883159596543192	2.4749235485170846
mean_skew	[1.5,Inf)	PLS	1	49	3204935	25747115	3.1119429273130423	0.8176185944777163	26.402790320289526	1.6378156017002363	-0.290500088122905	4.722618500551371
mean_skew	[1.5,Inf)	dELS	25	903	3204935	25747115	4.3281047982785905	2.934224563739354	6.662261393701809	2.1137354321883794	1.552979288392154	2.736011959235807
mean_skew	[1.5,Inf)	non-cCRE	74	1432	3204935	25747115	2.3784283263199484	1.8850168471527557	3.041830967511955	1.2500085504965919	0.914577417496656	1.6049399857028572
mean_skew	[1.5,Inf)	pELS	6	224	3204935	25747115	4.001089818541114	1.9102726327066912	10.06617902424805	2.0003930154141787	0.9337785533317066	3.331444256000735
