skew_type	skew_bin	ccre_class	COMMON	SINGLETON	gw_COMMON	gw_SINGLETON	odds	lci	uci	log2odds	log2lci	log2uci
K562_skew	[-1.0,-0.5)	Other cCREs	420	9502	3204935	25747115	2.81043135492781	2.548813732065147	3.1059622882191253	1.4907915773698048	1.34982594470378	1.6350403130061075
K562_skew	[-1.0,-0.5)	PLS	80	2816	3204935	25747115	4.3294161307180845	3.4710802849874454	5.46873161499172	2.114172474810026	1.7953847346317613	2.4512062617285837
K562_skew	[-1.0,-0.5)	dELS	1142	29392	3204935	25747115	3.203538048497334	3.019565405761953	3.4015549266361176	1.6796661255271255	1.5943409230371903	1.7661943852279576
K562_skew	[-1.0,-0.5)	non-cCRE	2367	51839	3204935	25747115	2.728529770907785	2.6182842112659404	2.8444722211221833	1.4481237849994353	1.3886217084095924	1.50816099186236
K562_skew	[-1.0,-0.5)	pELS	197	5778	3204935	25747115	3.633700777297003	3.1533421745246955	4.208131515321907	1.8614396235117046	1.6568817278091759	2.0731797933987037
K562_skew	[-1.5,-1.0)	Other cCREs	89	2186	3204935	25747115	3.024976608934426	2.4495411607300515	3.778091759541316	1.596923986584	1.2925115340711448	1.9176577412783236
K562_skew	[-1.5,-1.0)	PLS	12	806	3204935	25747115	7.727391731931276	4.492702766978856	14.580376460812008	2.949981535702707	2.1675836176614105	3.8659560649729903
K562_skew	[-1.5,-1.0)	dELS	222	7122	3204935	25747115	3.9768481228866834	3.4802013768130067	4.564431683966422	1.991625466205951	1.7991707879486871	2.1904352418602415
K562_skew	[-1.5,-1.0)	non-cCRE	311	7322	3204935	25747115	2.922178651366774	2.608821653786706	3.2834772744770224	1.5470443819614341	1.3833983209310952	1.7152244701287742
K562_skew	[-1.5,-1.0)	pELS	52	1429	3204935	25747115	3.3586761275609396	2.553260203948311	4.50604905191344	1.747892685215436	1.3523405709674605	2.171863018537186
K562_skew	[0.05,0.2)	Other cCREs	24722	201329	3204935	25747115	1.013781832831404	1.0003918757896353	1.027331547467502	0.01974721589455441	5.652465123717556e-4	0.03890185321913004
K562_skew	[0.05,0.2)	PLS	1425	17556	3204935	25747115	1.5329376034879523	1.4523164037427112	1.619066943416345	0.61629897490240515	0.5383557951951398	0.6951626378567439
K562_skew	[0.05,0.2)	dELS	51938	512883	3204935	25747115	1.233819067504848	1.2226545802909252	1.245111869579711	0.30313084703849524	0.2900168767282811	0.31627536995382854
K562_skew	[0.05,0.2)	non-cCRE	333466	2475946	3204935	25747115	0.9161469461350036	0.9126460814219824	0.9196455475937035	-0.12634907576000598	-0.13187259455487144	-0.12085017422026334
K562_skew	[0.05,0.2)	pELS	9044	90296	3204935	25747115	1.2434878902269777	1.216882330717345	1.2709117237693106	0.31439245786076647	0.28318967002534734	0.34586382569838775
K562_skew	[0.2,0.5)	Other cCREs	2625	37397	3204935	25747115	1.7738609360696318	1.704980275365671	1.846273248196728	0.8268929122845841	0.7697550490460847	0.8846160874609978
K562_skew	[0.2,0.5)	PLS	360	6495	3204935	25747115	2.240219810989269	2.014581122567999	2.4975934639089306	1.1636402968657722	1.0104799006814267	1.3205386669646098
K562_skew	[0.2,0.5)	dELS	6869	109064	3204935	25747115	1.980299380286275	1.9325126210845212	2.029482163344933	0.9857185524283393	0.950477836306185	1.0211116605742163
K562_skew	[0.2,0.5)	non-cCRE	23764	330994	3204935	25747115	1.7432557909740085	1.7203776310541588	1.7665108736569899	0.801784274164856	0.782725278096527	0.8209026296829861
K562_skew	[0.2,0.5)	pELS	1328	22207	3204935	25747115	2.0809883954127266	1.9688892945599124	2.201049150537036	1.057268919937644	0.9773819945916845	1.138191361696673
K562_skew	[0.5,1.0)	Other cCREs	371	7720	3204935	25747115	2.5840538630860665	2.328365703708878	2.8753546878359884	1.3696361424765982	1.2193176722889458	1.523739929907487
K562_skew	[0.5,1.0)	PLS	79	1845	3204935	25747115	2.8724539591939187	2.295843209067289	3.63969414075274	1.5222837689810718	1.1990241188320079	1.8638172196109841
K562_skew	[0.5,1.0)	dELS	1051	24423	3204935	25747115	2.891756484427041	2.718423471953129	3.078556600105179	1.5319460676758245	1.4427702144932857	1.6222540931397835
K562_skew	[0.5,1.0)	non-cCRE	2370	52932	3204935	25747115	2.782648925710621	2.6704373022787795	2.9008713419793364	1.476458901811487	1.4170760123883221	1.5364863112530913
K562_skew	[0.5,1.0)	pELS	220	5477	3204935	25747115	3.0859100534175252	2.6971729700039098	3.5461821235936952	1.6256960115587993	1.4314480447344669	1.8262666315716993
K562_skew	[1.0,1.5)	Other cCREs	73	1406	3204935	25747115	2.3668308304528005	1.8728224607326525	3.0323137039539683	1.242956592938299	0.9052141418870515	1.6004190133135578
K562_skew	[1.0,1.5)	PLS	11	369	3204935	25747115	3.8380981661517573	2.1709492730184556	7.495988361429476	1.9403916114835715	1.1183260159485802	2.9061187130129733
K562_skew	[1.0,1.5)	dELS	251	4932	3204935	25747115	2.4369732792395253	2.1467871552044397	2.776975337364629	1.2850904323825627	1.1021791612232916	1.4735143644741004
K562_skew	[1.0,1.5)	non-cCRE	390	8275	3204935	25747115	2.6352477848615847	2.3807118241229297	2.923993729933644	1.3979386207559126	1.251392998571208	1.5479402176503583
K562_skew	[1.0,1.5)	pELS	39	1212	3204935	25747115	3.7749120671507956	2.755758234492501	5.310502044405687	1.916443038672681	1.4624493244724281	2.4088482570250047
K562_skew	[1.5,Inf)	Other cCREs	24	490	3204935	25747115	2.444767147456652	1.6363527089609935	3.814872192583882	1.289697061820797	0.7104837486614235	1.9316347241072254
