skew_type	skew_bin_coarse	ccre_class	indel_type	indel_len_coarse	COMMON	SINGLETON	gw_COMMON	gw_SINGLETON	odds	lci	uci	log2odds	log2lci	log2uci
HepG2_skew	< -0.5	dELS	Deletion	1 bp	213	10409	3204935	25747115	6.057236052837857	5.289544026403456	6.968222262880369	2.5986596348712676	2.4031433633224517	2.800790641795744
HepG2_skew	< -0.5	dELS	Deletion	2-4 bp	195	6024	3204935	25747115	3.8270756425844277	3.319176323991632	4.434776989845906	1.936242416319435	1.7308252714745016	2.1488615580251555
HepG2_skew	< -0.5	dELS	Deletion	5-9 bp	108	2785	3204935	25747115	3.1818366189910625	2.6272340241474827	3.888857264165386	1.6698597580376406	1.3935447160556216	1.9593462833553534
HepG2_skew	< -0.5	dELS	Deletion	10+ bp	153	3173	3204935	25747115	2.5657242656540995	2.1821690040760404	3.0360778380336604	1.3593661345943264	1.1257628394710724	1.6022087786010835
HepG2_skew	< -0.5	dELS	Insertion	1 bp	104	2948	3204935	25747115	3.4963266446898054	2.877256109231164	4.289228430122797	1.8058399750731224	1.5246936434174492	2.100718151186733
HepG2_skew	< -0.5	dELS	Insertion	2-4 bp	85	1837	3204935	25747115	2.6604646967216485	2.1425650219228065	3.3423731947497464	1.4116782596747794	1.0993389874799722	1.740872827401371
HepG2_skew	< -0.5	dELS	Insertion	5-9 bp	26	729	3204935	25747115	3.365571103408243	2.2939068217714786	5.142504549913926	1.7508513363793723	1.1978067904390084	2.3624711651985035
HepG2_skew	< -0.5	dELS	Insertion	10+ bp	45	807	3204935	25747115	2.186513102870264	1.6239306653329582	3.0109172354373706	1.1286319939207492	0.6994900371316691	1.5902030515813053
HepG2_skew	< -0.5	non-cCRE	Deletion	1 bp	375	13564	3204935	25747115	4.492631774081501	4.0546158638193175	4.990968208883132	2.1675608202685064	2.019565239321897	2.3193197142916744
HepG2_skew	< -0.5	non-cCRE	Deletion	2-4 bp	288	7005	3204935	25747115	3.0181607816323854	2.682718597196772	3.4067499045329948	1.5936696622877946	1.4236957315568963	1.7683960405561925
HepG2_skew	< -0.5	non-cCRE	Deletion	5-9 bp	200	4427	3204935	25747115	2.7425218621361283	2.3805476779759855	3.1747362803509214	1.455503121182584	1.2512935237023557	1.6666367547724161
HepG2_skew	< -0.5	non-cCRE	Deletion	10+ bp	288	4837	3204935	25747115	2.0840159413036616	1.8504329673830187	2.3547766941969632	1.059366313293857	0.887862874424564	1.2355902541269592
HepG2_skew	< -0.5	non-cCRE	Insertion	1 bp	151	2989	3204935	25747115	2.4487731987574093	2.0800142545124523	2.901274428100744	1.2920591601084757	1.0565934153105783	1.5366867647998947
HepG2_skew	< -0.5	non-cCRE	Insertion	2-4 bp	158	2627	3204935	25747115	2.0575082801264757	1.7526248479343065	2.43004466580947	1.0408982365634831	0.8095172180334547	1.280982831752702
HepG2_skew	< -0.5	non-cCRE	Insertion	5-9 bp	54	1025	3204935	25747115	2.3221253808156535	1.7697929915192145	3.104351635543141	1.2154458711688076	0.8235806215658056	1.634291983466293
