skew_type	skew_bin_coarse	ccre_class	indel_type	COMMON	SINGLETON	gw_COMMON	gw_SINGLETON	odds	lci	uci	log2odds	log2lci	log2uci
SKNSH_skew	< -0.5	PLS	Insertion	27	828	3204935	25747115	3.685510762321144	2.530938577678134	5.580063030143755	1.881864571343408	1.3396724956926067	2.480281418248414
SKNSH_skew	< -0.5	pELS	Deletion	118	4123	3204935	25747115	4.314357195042397	3.595013605219016	5.2208706660913995	2.109145625312305	1.845997230510154	2.3842904199959962
SKNSH_skew	< -0.5	pELS	Insertion	56	1466	3204935	25747115	3.203784630786318	2.458843701324931	4.251052321639058	1.6797771681773774	1.2979800316033527	2.0878200156707294
SKNSH_skew	< -0.5	dELS	Deletion	739	23740	3204935	25747115	3.996304950869278	3.714171053424848	4.305776487127447	1.9986666768041188	1.8930402590657625	2.1062734311442233
SKNSH_skew	< -0.5	dELS	Insertion	354	7165	3204935	25747115	2.5131149246745834	2.2587716118732435	2.803642942636436	1.329476647130624	1.1755384048278674	1.487302626920524
SKNSH_skew	< -0.5	non-cCRE	Deletion	1321	34945	3204935	25747115	3.293576312730588	3.117263744920109	3.482130699726419	1.7196549780039672	1.6402802234236786	1.799970354714564
SKNSH_skew	< -0.5	non-cCRE	Insertion	616	11019	3204935	25747115	2.223770136795968	2.050340185879104	2.4155274642920253	1.1530076695167852	1.0358632969325832	1.2723382561534107
SKNSH_skew	< -0.5	Other cCREs	Deletion	318	7255	3204935	25747115	2.831893038005629	2.531093492407358	3.177830858074733	1.5017667751479389	1.3397607980615316	1.6680423384338412
SKNSH_skew	< -0.5	Other cCREs	Insertion	121	2152	3204935	25747115	2.196823384617222	1.8299584056110363	2.658617083724803	1.1354188877952742	0.8718108568696109	1.4106760031480856
SKNSH_skew	[-0.5,-0.2)	PLS	Deletion	106	3712	3204935	25747115	4.319965385260386	3.5641905077731253	5.286074646918472	2.1110197525014165	1.8335744516954455	2.40219679803637
SKNSH_skew	[-0.5,-0.2)	PLS	Insertion	179	3488	3204935	25747115	2.4129818548982334	2.076797171504338	2.818755503204676	1.2708170668397145	1.0543603235712975	1.495058345020203
SKNSH_skew	[-0.5,-0.2)	pELS	Deletion	436	11830	3204935	25747115	3.371098365774057	3.0640299200077425	3.717729118820826	1.7532187245466775	1.61543038513364	1.8944216564406342
SKNSH_skew	[-0.5,-0.2)	pELS	Insertion	480	7199	3204935	25747115	1.8635210876731811	1.6989524541478374	2.0479672732610856	0.8980311447492889	0.7646454786993329	1.0341926610990544
SKNSH_skew	[-0.5,-0.2)	dELS	Deletion	2413	67410	3204935	25747115	3.4825378603624886	3.3441393861587767	3.6280718266209537	1.8001390371510946	1.741634981249284	1.8592030178521304
SKNSH_skew	[-0.5,-0.2)	dELS	Insertion	2631	34318	3204935	25747115	1.623909743597244	1.5606415989563953	1.6902421408657475	0.699471450205859	0.6421392607139834	0.7572299390532893
SKNSH_skew	[-0.5,-0.2)	non-cCRE	Deletion	7980	187586	3204935	25747115	2.9398789345180174	2.874445651540356	3.0070750586853445	1.5557567454811199	1.5232837533137913	1.5883608790331842
SKNSH_skew	[-0.5,-0.2)	non-cCRE	Insertion	7164	86054	3204935	25747115	1.4966926306062163	1.461033547283132	1.5335164975541078	0.5817779716763969	0.5469893047282411	0.6168436871862645
SKNSH_skew	[-0.5,-0.2)	Other cCREs	Deletion	957	22688	3204935	25747115	2.9498093985159026	2.76474239822881	3.1501536747733727	1.560621737966143	1.4671450652300042	1.6554222097000462
SKNSH_skew	[-0.5,-0.2)	Other cCREs	Insertion	859	11350	3204935	25747115	1.6432411749019735	1.5329973366308847	1.7632399608195974	0.7165442370137847	0.6163551905173998	0.8182288256091483
SKNSH_skew	[-0.2,-0.05)	PLS	Deletion	543	9676	3204935	25747115	2.214738915803993	2.031149412852001	2.4191180569743693	1.1471366368951899	1.022296369251082	1.2744811769472066
SKNSH_skew	[-0.2,-0.05)	PLS	Insertion	837	9949	3204935	25747115	1.4781690577992943	1.37733545966244	1.588111882856887	0.5638112795658032	0.46187998071469843	0.6673125542673137
SKNSH_skew	[-0.2,-0.05)	pELS	Deletion	3552	56484	3204935	25747115	1.981073463948796	1.9149397835790032	2.049977518060156	0.9862823805350481	0.9372990264594547	1.035608087896099
SKNSH_skew	[-0.2,-0.05)	pELS	Insertion	3546	36432	3204935	25747115	1.2789362882885784	1.235577050548594	1.3241858985705994	0.35494439646384834	0.3051849798923559	0.4051056720843154
SKNSH_skew	[-0.2,-0.05)	dELS	Deletion	22658	360883	3204935	25747115	1.996485956922138	1.9697852569018113	2.0235338925981816	0.9974629242374057	0.9780383577579669	1.0168770132148122
SKNSH_skew	[-0.2,-0.05)	dELS	Insertion	18716	192007	3204935	25747115	1.2790094491791462	1.2599473116486655	1.2985446251407855	0.3550269227289617	0.33336340450890806	0.37689559381074766
SKNSH_skew	[-0.2,-0.05)	non-cCRE	Deletion	153017	1888845	3204935	25747115	1.579016190726663	1.5707045587939603	1.5874776877098649	0.659025964207213	0.6514118428560023	0.6667363146838304
SKNSH_skew	[-0.2,-0.05)	non-cCRE	Insertion	95771	801009	3204935	25747115	1.0424179831318745	1.035352019230758	1.049534348869526	0.05993387769039224	0.05012136680986595	0.06974938352649993
SKNSH_skew	[-0.2,-0.05)	Other cCREs	Deletion	10792	140255	3204935	25747115	1.6209782367991528	1.5894269555074865	1.6531885343000423	0.6968647214089972	0.6685067167913684	0.7252512630388392
SKNSH_skew	[-0.2,-0.05)	Other cCREs	Insertion	8519	72413	3204935	25747115	1.0581390257954253	1.0346199950802109	1.0823416143509408	0.08152919139217074	0.04910097846787005	0.114155922034042
SKNSH_skew	[-0.05,0.05)	PLS	Deletion	1751	21699	3204935	25747115	1.542215486907708	1.4688368763339559	1.6200518645535105	0.6250043606959067	0.5546741843411341	0.6960400004780545
SKNSH_skew	[-0.05,0.05)	PLS	Insertion	2194	15259	3204935	25747115	0.8653141258486589	0.8273811168107623	0.9052953224898748	-0.2087041407089499	-0.27337606334083536	-0.1435395946362183
SKNSH_skew	[-0.05,0.05)	pELS	Deletion	17722	196417	3204935	25747115	1.3824593255293207	1.361292295364474	1.403960086083121	0.4672370343692914	0.44497687418709236	0.4895019210922789
SKNSH_skew	[-0.05,0.05)	pELS	Insertion	20141	107961	3204935	25747115	0.6658072537676796	0.6558291055612868	0.67596847196684	-0.586823506599555	-0.6086081652253833	-0.5649721359506418
SKNSH_skew	[-0.05,0.05)	dELS	Deletion	114702	1320483	3204935	25747115	1.4564163528992808	1.4474349133071445	1.465384406669597	0.5424228448199813	0.5334984761176681	0.551279168981515
SKNSH_skew	[-0.05,0.05)	dELS	Insertion	125523	661869	3204935	25747115	0.6472879217057776	0.6433005007746337	0.6512634268379968	-0.6275205112328219	-0.6364352831423421	-0.6186868837220729
SKNSH_skew	[-0.05,0.05)	non-cCRE	Deletion	997157	9553214	3204935	25747115	1.3061389871704063	1.302849062776728	1.3094533888720263	0.3853084232492626	0.3816699549753245	0.38896470662245564
SKNSH_skew	[-0.05,0.05)	non-cCRE	Insertion	1095084	4791978	3204935	25747115	0.4405834712881046	0.4394905274004698	0.44166752258592457	-1.1825127222679341	-1.1860960244439207	-1.1789673452054577
SKNSH_skew	[-0.05,0.05)	Other cCREs	Deletion	63243	584060	3204935	25747115	1.1530619380398122	1.1435124063084128	1.1626466960229997	0.20547001108410012	0.19347201806487133	0.21741275860581633
SKNSH_skew	[-0.05,0.05)	Other cCREs	Insertion	65408	293768	3204935	25747115	0.5539728031542529	0.5492796849310502	0.5587111007243937	-0.8521129448179885	-0.8643871600147682	-0.839825610194247
SKNSH_skew	[0.05,0.2)	PLS	Deletion	756	12213	3204935	25747115	2.008889696717503	1.8665870285148825	2.1647300338044855	1.0063983513447718	0.9004027750110944	1.1141871158634702
SKNSH_skew	[0.05,0.2)	PLS	Insertion	614	6049	3204935	25747115	1.2245447877896651	1.1269045945039544	1.3326241984328424	0.292245541513469	0.17236537987366002	0.4142699961088211
SKNSH_skew	[0.05,0.2)	pELS	Deletion	3718	66837	3204935	25747115	2.240335532259761	2.1674894482105347	2.3161992008410484	1.1637148191025541	1.1160249701246705	1.2117593352386729
SKNSH_skew	[0.05,0.2)	pELS	Insertion	3798	29735	3204935	25747115	0.9742920198356808	0.9418981682734532	1.0080456564630607	-0.03757384575630819	-0.0863570011514122	0.011560982946126022
SKNSH_skew	[0.05,0.2)	dELS	Deletion	20547	383811	3204935	25747115	2.3451448957394394	2.312272953566781	2.378495968850537	1.2296770629994065	1.2093117116421235	1.2500495801776987
SKNSH_skew	[0.05,0.2)	dELS	Insertion	22631	170570	3204935	25747115	0.9377208644722211	0.9247857563757549	0.9509090027554421	-0.09276956167077338	-0.1128089173821531	-0.07262080590955634
SKNSH_skew	[0.05,0.2)	non-cCRE	Deletion	104025	1678476	3204935	25747115	2.078782023982302	2.065668885739807	2.0920098606192763	1.0557384886404282	1.0466090174241398	1.0648896516962325
SKNSH_skew	[0.05,0.2)	non-cCRE	Insertion	153485	976461	3204935	25747115	0.7837111088463515	0.779430504513916	0.7880537657918287	-0.35160614799870604	-0.3595076996265536	-0.34363403247079466
SKNSH_skew	[0.05,0.2)	Other cCREs	Deletion	10027	146825	3204935	25747115	1.8272665845431169	1.7905261928262735	1.8647772493710313	0.8696871277485543	0.840383623368952	0.8990033085391937
SKNSH_skew	[0.05,0.2)	Other cCREs	Insertion	10232	70266	3204935	25747115	0.8543551719847615	0.8367812425139217	0.8723756949555896	-0.22709214408374467	-0.25707758273301595	-0.1969785189200472
SKNSH_skew	[0.2,0.5)	PLS	Deletion	191	3819	3204935	25747115	2.4768041974598107	2.1419710931262332	2.8783093004361398	1.3084798215438151	1.0989390103940346	1.5252216310736864
SKNSH_skew	[0.2,0.5)	PLS	Insertion	102	1816	3204935	25747115	2.195965703682184	1.7998650143415693	2.704958321572298	1.1348555226882793	0.8478887118646911	1.435606364948876
SKNSH_skew	[0.2,0.5)	pELS	Deletion	620	14395	3204935	25747115	2.8866893149595323	2.663832358917879	3.1332560247572347	1.5294158433249396	1.4135032931569569	1.6476626600876405
SKNSH_skew	[0.2,0.5)	pELS	Insertion	365	5562	3204935	25747115	1.8921816458123093	1.7019553336091484	2.1089237847535345	0.9200505912849238	0.7671931751988725	1.0765069579362736
SKNSH_skew	[0.2,0.5)	dELS	Deletion	3114	74204	3204935	25747115	2.970963776330687	2.8661234902622716	3.080177648789956	1.5709310151273264	1.5191007711321007	1.6230135605426819
SKNSH_skew	[0.2,0.5)	dELS	Insertion	1770	26110	3204935	25747115	1.836099281983637	1.7498120392758392	1.9276177928872984	0.8766440705997014	0.8071999594471289	0.9468190230570037
SKNSH_skew	[0.2,0.5)	non-cCRE	Deletion	9273	216385	3204935	25747115	2.920518944814431	2.8605006198449545	2.982168222870597	1.5462247432800256	1.5162676569909985	1.57636164174473
SKNSH_skew	[0.2,0.5)	non-cCRE	Insertion	5922	89407	3204935	25747115	1.8820562445719164	1.8330410246553204	1.9326041330784745	0.9123097431315361	0.8742390746963848	0.9505461519138524
SKNSH_skew	[0.2,0.5)	Other cCREs	Deletion	1228	25235	3204935	25747115	2.5575201379790333	2.4150368805361957	2.7104174949228943	1.3547455998330098	1.2720452209287099	1.4385150919717407
SKNSH_skew	[0.2,0.5)	Other cCREs	Insertion	642	9286	3204935	25747115	1.798144711060652	1.659816337998089	1.9508890519021378	0.8465091307124752	0.7310236133080734	0.9641317334456755
SKNSH_skew	> 0.5	PLS	Deletion	28	926	3204935	25747115	3.9790960303090213	2.7517579688143305	5.974895515748893	1.9924407170207974	1.4603535832134065	2.578913484603191
SKNSH_skew	> 0.5	PLS	Insertion	26	663	3204935	25747115	3.0612789448202866	2.0848682643075738	4.680817241024402	1.6141345097369937	1.0599562275862509	2.226760437210727
SKNSH_skew	> 0.5	pELS	Deletion	79	3371	3204935	25747115	5.247283748456574	4.203957170866802	6.634968971569073	2.3915708062610266	2.071747971466405	2.730089718848205
SKNSH_skew	> 0.5	pELS	Insertion	94	1878	3204935	25747115	2.4621421219017603	2.0029105038767403	3.0585961327691895	1.2999140407196288	1.0020979585955525	1.6128696212088391
SKNSH_skew	> 0.5	dELS	Deletion	502	16548	3204935	25747115	4.097375925205508	3.749199911525875	4.486527305113755	2.034700262979179	1.9065827537875537	2.1655991914820727
SKNSH_skew	> 0.5	dELS	Insertion	573	8392	3204935	25747115	1.8203703734075543	1.6725280335825827	1.9844991668398122	0.8642320116968039	0.7420303923744338	0.988774956645469
SKNSH_skew	> 0.5	non-cCRE	Deletion	1136	35165	3204935	25747115	3.853833714654113	3.6325366909767913	4.092074201791909	1.9462943235227375	1.8609773700874155	2.0328323057837863
SKNSH_skew	> 0.5	non-cCRE	Insertion	1285	19654	3204935	25747115	1.903180762328577	1.7986430410367455	2.0151162236523352	0.9284125939451308	0.8469088975263037	1.0108630498953535
SKNSH_skew	> 0.5	Other cCREs	Deletion	167	5034	3204935	25747115	3.731155569951922	3.198949573726032	4.376881248811685	1.899622514354395	1.6775982508753522	2.1299032420819257
SKNSH_skew	> 0.5	Other cCREs	Insertion	190	2828	3204935	25747115	1.8437924699621195	1.5919858082867995	2.1460201483405204	0.8826762808184215	0.6708274750740777	1.1016636211897264
mean_skew	< -0.5	PLS	Deletion	45	2204	3204935	25747115	5.967228089618888	4.457754228967749	8.1759783203197	2.577060923109161	2.156317078144629	3.0313913707852302
mean_skew	< -0.5	PLS	Insertion	19	795	3204935	25747115	4.95432766501638	3.1860161271821252	8.15490129316902	2.308689287450175	1.6717535696086054	3.027667414678744
mean_skew	< -0.5	pELS	Deletion	131	4026	3204935	25747115	3.797945522268198	3.193249604264731	4.551800581765049	1.9252192116176925	1.6750253273397653	2.1864373533385373
mean_skew	< -0.5	pELS	Insertion	51	1368	3204935	25747115	3.2772319310623157	2.4844389683450654	4.410547906049424	1.7124777766197805	1.3129201016998955	2.1409578875833173
mean_skew	< -0.5	dELS	Deletion	703	21641	3204935	25747115	3.829001344602412	3.551784896206574	4.133375328344366	1.9369681668088339	1.8285442115942785	2.047320372605707
mean_skew	< -0.5	dELS	Insertion	265	6303	3204935	25747115	2.9505021068951196	2.609420075231595	3.348332485289486	1.5609604885379231	1.3837292138638186	1.7434427928410523
mean_skew	< -0.5	non-cCRE	Deletion	1155	29068	3204935	25747115	3.132544386674268	2.9535728080473795	3.3250641818274533	1.6473349519992229	1.5624611760419571	1.733382188406466
mean_skew	< -0.5	non-cCRE	Insertion	450	7979	3204935	25747115	2.2028808921298784	2.0032843819298307	2.427463237229631	1.1393914918708465	1.0023672375647648	1.2794494468831443
mean_skew	< -0.5	Other cCREs	Deletion	298	6696	3204935	25747115	2.788512844691069	2.483102272879706	3.1417607079172813	1.4794959164615802	1.3121436838014013	1.6515733020045562
mean_skew	< -0.5	Other cCREs	Insertion	87	1875	3204935	25747115	2.6537559282426653	2.142423398208393	3.3249282579002624	1.408035688980108	1.0992436220738155	1.7333232118655146
mean_skew	[-0.5,-0.2)	PLS	Deletion	125	3832	3204935	25747115	3.787100650156979	3.1708733356657635	4.559169643274945	1.921093764383865	1.6648802484109555	2.1887710917993144
mean_skew	[-0.5,-0.2)	PLS	Insertion	141	3062	3204935	25747115	2.6852342031174334	2.268870254353275	3.200183141150162	1.4250479239428056	1.1819741106616126	1.6781544705090852
mean_skew	[-0.5,-0.2)	pELS	Deletion	477	11978	3204935	25747115	3.120477389693836	2.8473690249930104	3.426037270660171	1.641766758272874	1.5096294814983118	1.77654084608161
mean_skew	[-0.5,-0.2)	pELS	Insertion	429	7037	3204935	25747115	2.0376605537139096	1.848340898147977	2.2513052398675297	1.0269137383234366	0.8862308642816477	1.1707616757118797
mean_skew	[-0.5,-0.2)	dELS	Deletion	2654	67961	3204935	25747115	3.1921304486773394	3.0708323611161243	3.3197223351681853	1.67451960952217	1.6186297567332806	1.731062578190239
mean_skew	[-0.5,-0.2)	dELS	Insertion	2372	33108	3204935	25747115	1.7377052725682458	1.6667002164348288	1.8124019568496104	0.7971834113463154	0.7369946351244022	0.8579029536419934
mean_skew	[-0.5,-0.2)	non-cCRE	Deletion	8556	179761	3204935	25747115	2.6263296172338655	2.569897532034582	2.6843252362149075	1.3930479928897184	1.3617108368616873	1.4245594808703528
mean_skew	[-0.5,-0.2)	non-cCRE	Insertion	7294	85686	3204935	25747115	1.463654188163191	1.4290277496238142	1.499304834045491	0.549574733981178	0.5150339317283114	0.5842937374252487
mean_skew	[-0.5,-0.2)	Other cCREs	Deletion	1051	22531	3204935	25747115	2.667551139665617	2.507301412134447	2.8400199613094728	1.4155159292445512	1.326135438394971	1.5059010698641055
mean_skew	[-0.5,-0.2)	Other cCREs	Insertion	828	11073	3204935	25747115	1.6630876743111844	1.5496394739886405	1.7868458586138058	0.7338642263280293	0.6319326093134321	0.8374151863632363
mean_skew	[-0.2,-0.05)	PLS	Deletion	613	9960	3204935	25747115	2.0198075228802304	1.8615156933194579	2.194848321600133	1.014217818216298	0.8964777787350727	1.1341212435254318
mean_skew	[-0.2,-0.05)	PLS	Insertion	697	9327	3204935	25747115	1.6637442378681575	1.540390732571866	1.7993292894300716	0.7344336695851433	0.6232963486105395	0.847459233701761
mean_skew	[-0.2,-0.05)	pELS	Deletion	4476	58521	3204935	25747115	1.628560516821974	1.5797487850323093	1.6792605541752161	0.7035973308463586	0.6596951562482799	0.7478260962979377
mean_skew	[-0.2,-0.05)	pELS	Insertion	3026	34302	3204935	25747115	1.4111691700937217	1.3596202881536394	1.465095107538697	0.4968909476982966	0.44320379494181333	0.5509943211122056
mean_skew	[-0.2,-0.05)	dELS	Deletion	27977	376893	3204935	25747115	1.686900748424574	1.666522246672288	1.707733343180278	0.7543750927908686	0.7368405763437887	0.7720827205643612
mean_skew	[-0.2,-0.05)	dELS	Insertion	16389	183274	3204935	25747115	1.3947322556243913	1.3726081777952057	1.4173612629773482	0.47998819692422945	0.4569198551820432	0.5032075252837322
mean_skew	[-0.2,-0.05)	non-cCRE	Deletion	176935	1843667	3204935	25747115	1.3199620372155352	1.3133032441252077	1.326573139361206	0.40049643753186026	0.3932000756239801	0.40770421939234563
mean_skew	[-0.2,-0.05)	non-cCRE	Insertion	91489	771252	3204935	25747115	1.0508634917810937	1.0435574278791195	1.0581693361916322	0.0715752739421115	0.06150999545385097	0.08157051680493531
mean_skew	[-0.2,-0.05)	Other cCREs	Deletion	12970	144700	3204935	25747115	1.3908338743332493	1.366034395630991	1.41626211431795	0.4759501100394518	0.44999380996879984	0.5020882965165284
mean_skew	[-0.2,-0.05)	Other cCREs	Insertion	7480	68930	3204935	25747115	1.1473723360948096	1.1202399100483817	1.1752354926336344	0.19833363919110125	0.16380773225813247	0.2329498716954937
mean_skew	[-0.05,0.05)	PLS	Deletion	1841	22638	3204935	25747115	1.5303497479254546	1.4593037612650555	1.6056470746949514	0.6138614058163684	0.5452802185931386	0.6831548196665455
mean_skew	[-0.05,0.05)	PLS	Insertion	2224	15537	3204935	25747115	0.8692011858191677	0.8313731212734057	0.9090964075320698	-0.20223795215110982	-0.266431989254172	-0.13749479794514832
mean_skew	[-0.05,0.05)	pELS	Deletion	17327	201966	3204935	25747115	1.4544151779585979	1.431916628918356	1.477288363121649	0.5404391603730285	0.5179474964097798	0.5629514641798057
mean_skew	[-0.05,0.05)	pELS	Insertion	19531	107611	3204935	25747115	0.6844964871051066	0.67409353876184	0.6950806754198404	-0.5468849574203258	-0.5689792979244955	-0.5247476591038993
mean_skew	[-0.05,0.05)	dELS	Deletion	112492	1357524	3204935	25747115	1.5300967300203132	1.5205404948467065	1.539632299354024	0.6136228604404138	0.6045842385565293	0.6225858423234111
mean_skew	[-0.05,0.05)	dELS	Insertion	121697	663518	3204935	25747115	0.6701765099914895	0.6660383085602437	0.6743420657318827	-0.5773869746127985	-0.586322935638208	-0.5684474985117941
mean_skew	[-0.05,0.05)	non-cCRE	Deletion	982074	9900431	3204935	25747115	1.4141095438838054	1.4105556021537042	1.4177151741485368	0.4998938827332743	0.49626353609035456	0.5035677172613134
mean_skew	[-0.05,0.05)	non-cCRE	Insertion	1066339	4833573	3204935	25747115	0.4635239392495252	0.4623596961608135	0.4646835405618108	-1.1092842443974973	-1.112912451121318	-1.1056795504699621
mean_skew	[-0.05,0.05)	Other cCREs	Deletion	62608	600931	3204935	25747115	1.1993802372636095	1.1894737599964391	1.2094183343785443	0.26228910616655704	0.2503234460038498	0.274313355043486
mean_skew	[-0.05,0.05)	Other cCREs	Insertion	63873	296177	3204935	25747115	0.5722719642793993	0.5673293258055541	0.5772435537500756	-0.8052271641944617	-0.817741654638891	-0.7927479378013124
mean_skew	[0.05,0.2)	PLS	Deletion	616	11485	3204935	25747115	2.3178480504255474	2.1373006468130926	2.5174278745630163	1.2127859916753179	1.0957898612772723	1.33195044496459
mean_skew	[0.05,0.2)	PLS	Insertion	728	6490	3204935	25747115	1.108385780833729	1.026522063634389	1.1981682935825837	0.1484601081258977	0.03776463646145161	0.2608305619369977
mean_skew	[0.05,0.2)	pELS	Deletion	3215	61067	3204935	25747115	2.3669228381365452	2.284448605216101	2.4531797119569108	1.2430126748717378	1.1918459856262826	1.2946529249074066
mean_skew	[0.05,0.2)	pELS	Insertion	4912	31757	3204935	25747115	0.8043912840809362	0.7805074659439728	0.8291247034409399	-0.31403064536907815	-0.3575156625191179	-0.2703389901438358
mean_skew	[0.05,0.2)	dELS	Deletion	17682	343931	3204935	25747115	2.4403129145939073	2.4036021063358772	2.4778598582957363	1.287066152455432	1.2651980912542569	1.3090945944764532
mean_skew	[0.05,0.2)	dELS	Insertion	28814	178963	3204935	25747115	0.7715173574736595	0.7619315341925996	0.7812423498147818	-0.37422948020479546	-0.39226672934535195	-0.35615793750631775
mean_skew	[0.05,0.2)	non-cCRE	Deletion	95580	1432695	3204935	25747115	1.9168469341957073	1.9042274348617745	1.9296302688601854	0.9387351382092987	0.9292057998389626	0.9483244431507906
mean_skew	[0.05,0.2)	non-cCRE	Insertion	185865	973123	3204935	25747115	0.6380402694403015	0.6347877504655806	0.6412949628029414	-0.6482806133918506	-0.655653806211859	-0.64094001964329
mean_skew	[0.05,0.2)	Other cCREs	Deletion	8546	130497	3204935	25747115	1.905143825972639	1.8638688922742106	1.947554338961693	0.9298999159259161	0.8983003819245022	0.9616635816666124
mean_skew	[0.05,0.2)	Other cCREs	Insertion	12773	72208	3204935	25747115	0.702817484565776	0.689682078181533	0.7162340378557677	-0.5087780119893313	-0.5359966169524527	-0.4814970128683373
mean_skew	[0.2,0.5)	PLS	Deletion	161	3348	3204935	25747115	2.5735095258482446	2.1975786363442573	3.031965065300744	1.3637371226915576	1.1359147905036509	1.6002531306832366
mean_skew	[0.2,0.5)	PLS	Insertion	142	2171	3204935	25747115	1.8907392930382707	1.595815532215592	2.255329813116113	0.9189504491837327	0.6742938933279115	1.173338424591107
mean_skew	[0.2,0.5)	pELS	Deletion	554	13050	3204935	25747115	2.928106403368162	2.68936080276782	3.1931960808898427	1.5499679801323447	1.4272633191547988	1.6750011455299352
mean_skew	[0.2,0.5)	pELS	Insertion	440	6203	3204935	25747115	1.7513330402115475	1.5897805364036302	1.933322981520293	0.8084534582855719	0.6688276202925213	0.9510826747521639
mean_skew	[0.2,0.5)	dELS	Deletion	2767	66205	3204935	25747115	2.98239573425237	2.8709644811580195	3.0991280949955975	1.5764717016065233	1.521535481999583	1.6318623864813038
mean_skew	[0.2,0.5)	dELS	Insertion	2110	27338	3204935	25747115	1.6127250064656622	1.542790574804205	1.6864752941538437	0.6895004585613348	0.6255422374127527	0.7540111838984032
mean_skew	[0.2,0.5)	non-cCRE	Deletion	8847	184133	3204935	25747115	2.601935230047831	2.5468140002889084	2.658481844325172	1.3795850495069673	1.3486936001070677	1.4106026138002992
mean_skew	[0.2,0.5)	non-cCRE	Insertion	6737	86773	3204935	25747115	1.6050975187550849	1.5657552810090547	1.6456624942156535	0.6826609518961246	0.6468587449000365	0.7186684865198854
mean_skew	[0.2,0.5)	Other cCREs	Deletion	1130	22248	3204935	25747115	2.449972365773744	2.307610669086209	2.603190732760673	1.2927654765804908	1.2063998387326917	1.3802810202042026
mean_skew	[0.2,0.5)	Other cCREs	Insertion	739	9233	3204935	25747115	1.5534753437923712	1.4412628961062688	1.6765300491396147	0.6354993436993674	0.5273335168555888	0.7454783413817403
mean_skew	> 0.5	PLS	Deletion	18	783	3204935	25747115	5.136461578181958	3.2667666301628633	8.576594783206128	2.36077485328431	1.7078633958435314	3.1004049595535075
mean_skew	> 0.5	PLS	Insertion	28	670	3204935	25747115	2.8802022031915366	1.9867809404355308	4.334231306388341	1.5261700989250524	0.990432811908408	2.1157761482804016
mean_skew	> 0.5	pELS	Deletion	65	2849	3204935	25747115	5.375649978269924	4.212106222472869	6.969781266573743	2.4264392037688505	2.074541819246466	2.8011133805440567
mean_skew	> 0.5	pELS	Insertion	91	1955	3204935	25747115	2.646626440972224	2.1467051887056354	3.2987695320336456	1.404154579499379	1.1021240766199496	1.7219279877825875
mean_skew	> 0.5	dELS	Deletion	400	12924	3204935	25747115	4.013662804744585	3.6336740131732075	4.444115717144686	2.0049194183057004	1.8614289972622577	2.1518963825184745
mean_skew	> 0.5	dELS	Insertion	551	7927	3204935	25747115	1.7880272663226082	1.6399959110639244	1.9527043971447202	0.8383687369062844	0.7136922178341195	0.9654735687581691
mean_skew	> 0.5	non-cCRE	Deletion	762	24861	3204935	25747115	4.058996368405429	3.7769804235307367	4.368179348958398	2.0211230492531915	1.9172333061640223	2.127032091729605
mean_skew	> 0.5	non-cCRE	Insertion	1153	17196	3204935	25747115	1.8555440069605438	1.7480513214764362	1.9712622484188755	0.8918422170801018	0.8057475419052375	0.9791197192152894
mean_skew	> 0.5	Other cCREs	Deletion	129	3749	3204935	25747115	3.5910756972222857	3.014575179764459	4.3108361463482945	1.844416064268564	1.5919547088485286	2.1079677271317467
mean_skew	> 0.5	Other cCREs	Insertion	191	2567	3204935	25747115	1.6649521870008805	1.4373294874395552	1.938094239843295	0.7354807475264683	0.5233908171239205	0.9546387235130611
