skew_type	skew_bin	ccre_class	af_class	indel_class	n
K562_skew	[0.2,0.5)	dELS	RARE	del_10plus	2666
K562_skew	[0.2,0.5)	dELS	RARE	del_2	1152
K562_skew	[0.2,0.5)	dELS	RARE	del_3	575
K562_skew	[0.2,0.5)	dELS	RARE	del_4	765
K562_skew	[0.2,0.5)	dELS	RARE	del_5	298
K562_skew	[0.2,0.5)	dELS	RARE	del_6	317
K562_skew	[0.2,0.5)	dELS	RARE	del_7	207
K562_skew	[0.2,0.5)	dELS	RARE	del_8	222
K562_skew	[0.2,0.5)	dELS	RARE	del_9	232
K562_skew	[0.2,0.5)	dELS	RARE	ins_1	1833
K562_skew	[0.2,0.5)	dELS	RARE	ins_10plus	4689
K562_skew	[0.2,0.5)	dELS	RARE	ins_2	826
K562_skew	[0.2,0.5)	dELS	RARE	ins_3	514
K562_skew	[0.2,0.5)	dELS	RARE	ins_4	553
K562_skew	[0.2,0.5)	dELS	RARE	ins_5	248
K562_skew	[0.2,0.5)	dELS	RARE	ins_6	494
K562_skew	[0.2,0.5)	dELS	RARE	ins_7	180
K562_skew	[0.2,0.5)	dELS	RARE	ins_8	602
K562_skew	[0.2,0.5)	dELS	RARE	ins_9	148
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_1	25897
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_10plus	17263
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_2	9175
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_3	4884
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_4	5444
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_5	2800
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_6	2333
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_7	1749
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_8	1491
K562_skew	[0.2,0.5)	dELS	SINGLETON	del_9	1668
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_1	12757
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_10plus	8262
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_2	3764
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_3	2990
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_4	2921
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_5	1369
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_6	1369
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_7	849
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_8	1455
K562_skew	[0.2,0.5)	dELS	SINGLETON	ins_9	624
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_1	14466
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_10plus	11239
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_2	6101
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_3	3253
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_4	3971
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_5	1760
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_6	1458
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_7	988
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_8	892
K562_skew	[0.2,0.5)	dELS	ULTRARARE	del_9	1064
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_1	8618
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_10plus	8343
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_2	2783
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_3	1840
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_4	1912
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_5	892
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_6	1233
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_7	595
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_8	1279
K562_skew	[0.2,0.5)	dELS	ULTRARARE	ins_9	415
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_1	2181
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_10plus	4344
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_2	919
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_3	479
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_4	750
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_5	362
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_6	372
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_7	214
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_8	256
K562_skew	[0.2,0.5)	non-cCRE	COMMON	del_9	257
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_1	2290
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_10plus	5532
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_2	1481
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_3	1236
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_4	992
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_5	475
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_6	504
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_7	255
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_8	674
K562_skew	[0.2,0.5)	non-cCRE	COMMON	ins_9	191
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_1	2773
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_10plus	5308
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_2	1281
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_3	577
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_4	968
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_5	448
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_6	471
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_7	308
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_8	386
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	del_9	333
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_1	2157
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_10plus	9221
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_2	1524
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_3	1339
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_4	1089
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_5	510
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_6	635
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_7	306
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_8	979
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	ins_9	276
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_1	6757
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_10plus	11351
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_2	3035
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_3	1560
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_4	2188
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_5	1090
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_6	1080
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_7	780
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_8	785
K562_skew	[0.2,0.5)	non-cCRE	RARE	del_9	733
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_1	4972
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_10plus	16161
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_2	3016
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_3	2272
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_4	1990
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_5	1056
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_6	1291
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_7	723
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_8	1822
K562_skew	[0.2,0.5)	non-cCRE	RARE	ins_9	599
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_1	68396
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_10plus	58884
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_2	24086
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_3	12759
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_4	15091
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_5	8382
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_6	6807
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_7	4739
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_8	4373
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	del_9	4654
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_1	34661
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_10plus	31276
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_2	12679
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_3	10959
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_4	10298
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_5	5614
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_6	5099
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_7	3795
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_8	5792
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	ins_9	2650
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_1	38820
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_10plus	41079
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_2	15542
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_3	7943
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_4	11034
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_5	5377
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_6	4279
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_7	2996
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_8	3040
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	del_9	3069
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_1	23347
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_10plus	29242
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_2	9568
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_3	7536
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_4	6941
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_5	3549
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_6	3683
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_7	2295
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_8	4285
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	ins_9	1856
K562_skew	[0.2,0.5)	pELS	COMMON	del_1	152
K562_skew	[0.2,0.5)	pELS	COMMON	del_10plus	190
K562_skew	[0.2,0.5)	pELS	COMMON	del_2	48
K562_skew	[0.2,0.5)	pELS	COMMON	del_3	36
K562_skew	[0.2,0.5)	pELS	COMMON	del_4	38
K562_skew	[0.2,0.5)	pELS	COMMON	del_5	19
K562_skew	[0.2,0.5)	pELS	COMMON	del_6	21
K562_skew	[0.2,0.5)	pELS	COMMON	del_7	20
K562_skew	[0.2,0.5)	pELS	COMMON	del_8	17
K562_skew	[0.2,0.5)	pELS	COMMON	del_9	12
K562_skew	[0.2,0.5)	pELS	COMMON	ins_1	164
K562_skew	[0.2,0.5)	pELS	COMMON	ins_10plus	323
K562_skew	[0.2,0.5)	pELS	COMMON	ins_2	80
K562_skew	[0.2,0.5)	pELS	COMMON	ins_3	47
K562_skew	[0.2,0.5)	pELS	COMMON	ins_4	42
K562_skew	[0.2,0.5)	pELS	COMMON	ins_5	26
K562_skew	[0.2,0.5)	pELS	COMMON	ins_6	46
K562_skew	[0.2,0.5)	pELS	COMMON	ins_7	6
K562_skew	[0.2,0.5)	pELS	COMMON	ins_8	29
K562_skew	[0.2,0.5)	pELS	COMMON	ins_9	12
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_1	211
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_10plus	235
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_2	66
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_3	50
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_4	58
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_5	20
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_6	40
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_7	14
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_8	15
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	del_9	14
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_1	179
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_10plus	528
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_2	85
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_3	57
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_4	73
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_5	28
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_6	69
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_7	22
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_8	69
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	ins_9	12
K562_skew	[0.2,0.5)	pELS	RARE	del_1	489
K562_skew	[0.2,0.5)	pELS	RARE	del_10plus	514
K562_skew	[0.2,0.5)	pELS	RARE	del_2	217
K562_skew	[0.2,0.5)	pELS	RARE	del_3	117
K562_skew	[0.2,0.5)	pELS	RARE	del_4	139
K562_skew	[0.2,0.5)	pELS	RARE	del_5	54
K562_skew	[0.2,0.5)	pELS	RARE	del_6	72
K562_skew	[0.2,0.5)	pELS	RARE	del_7	36
K562_skew	[0.2,0.5)	pELS	RARE	del_8	35
K562_skew	[0.2,0.5)	pELS	RARE	del_9	44
K562_skew	[0.2,0.5)	pELS	RARE	ins_1	431
K562_skew	[0.2,0.5)	pELS	RARE	ins_10plus	950
K562_skew	[0.2,0.5)	pELS	RARE	ins_2	191
K562_skew	[0.2,0.5)	pELS	RARE	ins_3	92
K562_skew	[0.2,0.5)	pELS	RARE	ins_4	108
K562_skew	[0.2,0.5)	pELS	RARE	ins_5	74
K562_skew	[0.2,0.5)	pELS	RARE	ins_6	107
K562_skew	[0.2,0.5)	pELS	RARE	ins_7	50
K562_skew	[0.2,0.5)	pELS	RARE	ins_8	114
K562_skew	[0.2,0.5)	pELS	RARE	ins_9	34
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_1	4929
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_10plus	3264
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_2	1752
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_3	1003
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_4	1020
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_5	592
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_6	518
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_7	355
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_8	335
K562_skew	[0.2,0.5)	pELS	SINGLETON	del_9	371
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_1	2865
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_10plus	1871
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_2	831
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_3	593
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_4	563
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_5	345
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_6	382
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_7	188
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_8	301
K562_skew	[0.2,0.5)	pELS	SINGLETON	ins_9	129
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_1	2850
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_10plus	2237
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_2	1109
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_3	680
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_4	769
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_5	370
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_6	307
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_7	223
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_8	196
K562_skew	[0.2,0.5)	pELS	ULTRARARE	del_9	205
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_1	2136
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_10plus	1679
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_2	637
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_3	382
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_4	378
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_5	238
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_6	305
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_7	138
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_8	271
K562_skew	[0.2,0.5)	pELS	ULTRARARE	ins_9	103
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_1	65
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_10plus	31
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_2	32
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_3	14
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_4	10
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_5	3
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_6	2
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_7	2
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_8	4
K562_skew	[0.5,1.0)	Other cCREs	COMMON	del_9	5
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_1	50
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_10plus	49
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_2	40
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_3	8
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_4	18
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_5	5
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_6	14
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_7	6
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_8	10
K562_skew	[0.5,1.0)	Other cCREs	COMMON	ins_9	3
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_1	74
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_10plus	41
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_2	27
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_3	9
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_4	16
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_5	5
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_6	7
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_7	3
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_8	7
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	del_9	1
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_1	60
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_10plus	123
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_2	36
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_3	18
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_4	20
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_5	4
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_6	19
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_7	2
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_8	33
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	ins_9	7
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_1	205
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_10plus	115
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_2	83
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_3	32
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_4	31
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_5	15
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_6	13
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_7	15
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_8	13
K562_skew	[0.5,1.0)	Other cCREs	RARE	del_9	8
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_1	106
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_10plus	325
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_2	92
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_3	28
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_4	45
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_5	21
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_6	44
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_7	17
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_8	49
K562_skew	[0.5,1.0)	Other cCREs	RARE	ins_9	11
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_1	1915
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_10plus	785
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_2	675
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_3	323
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_4	301
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_5	172
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_6	139
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_7	95
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_8	100
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	del_9	103
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_1	949
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_10plus	823
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_2	321
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_3	215
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_4	262
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_5	127
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_6	153
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_7	85
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_8	129
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	ins_9	48
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_1	1083
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_10plus	452
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_2	420
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_3	204
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_4	174
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_5	95
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_6	76
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_7	43
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_8	64
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	del_9	46
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_1	590
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_10plus	709
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_2	303
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_3	157
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_4	164
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_5	76
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_6	125
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_7	63
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_8	129
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	ins_9	26
K562_skew	[0.5,1.0)	PLS	COMMON	del_1	16
K562_skew	[0.5,1.0)	PLS	COMMON	del_10plus	3
K562_skew	[0.5,1.0)	PLS	COMMON	del_2	2
K562_skew	[0.5,1.0)	PLS	COMMON	del_3	1
K562_skew	[0.5,1.0)	PLS	COMMON	del_4	1
K562_skew	[0.5,1.0)	PLS	COMMON	del_8	1
K562_skew	[0.5,1.0)	PLS	COMMON	del_9	1
K562_skew	[0.5,1.0)	PLS	COMMON	ins_1	6
K562_skew	[0.5,1.0)	PLS	COMMON	ins_10plus	28
K562_skew	[0.5,1.0)	PLS	COMMON	ins_2	5
K562_skew	[0.5,1.0)	PLS	COMMON	ins_3	2
K562_skew	[0.5,1.0)	PLS	COMMON	ins_4	1
K562_skew	[0.5,1.0)	PLS	COMMON	ins_5	6
K562_skew	[0.5,1.0)	PLS	COMMON	ins_6	4
K562_skew	[0.5,1.0)	PLS	COMMON	ins_7	1
K562_skew	[0.5,1.0)	PLS	COMMON	ins_9	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_1	15
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_10plus	3
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_2	9
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_3	3
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_4	3
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_5	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_7	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	del_8	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_1	5
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_10plus	42
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_2	4
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_3	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_4	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_5	6
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_6	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_7	1
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	ins_8	7
K562_skew	[0.5,1.0)	PLS	RARE	del_1	39
K562_skew	[0.5,1.0)	PLS	RARE	del_10plus	27
K562_skew	[0.5,1.0)	PLS	RARE	del_2	12
K562_skew	[0.5,1.0)	PLS	RARE	del_3	6
K562_skew	[0.5,1.0)	PLS	RARE	del_4	9
K562_skew	[0.5,1.0)	PLS	RARE	del_5	1
