skew_type	skew_bin	ccre_class	indel_class	n
HepG2_skew	[0.5,1.0)	pELS	del_10plus	855
HepG2_skew	[0.5,1.0)	pELS	del_2	622
HepG2_skew	[0.5,1.0)	pELS	del_3	277
HepG2_skew	[0.5,1.0)	pELS	del_4	250
HepG2_skew	[0.5,1.0)	pELS	del_5	126
HepG2_skew	[0.5,1.0)	pELS	del_6	110
HepG2_skew	[0.5,1.0)	pELS	del_7	74
HepG2_skew	[0.5,1.0)	pELS	del_8	84
HepG2_skew	[0.5,1.0)	pELS	del_9	122
HepG2_skew	[0.5,1.0)	pELS	ins_1	726
HepG2_skew	[0.5,1.0)	pELS	ins_10plus	758
HepG2_skew	[0.5,1.0)	pELS	ins_2	345
HepG2_skew	[0.5,1.0)	pELS	ins_3	163
HepG2_skew	[0.5,1.0)	pELS	ins_4	260
HepG2_skew	[0.5,1.0)	pELS	ins_5	125
HepG2_skew	[0.5,1.0)	pELS	ins_6	158
HepG2_skew	[0.5,1.0)	pELS	ins_7	71
HepG2_skew	[0.5,1.0)	pELS	ins_8	104
HepG2_skew	[0.5,1.0)	pELS	ins_9	28
HepG2_skew	[1.0,1.5)	Other cCREs	del_1	387
HepG2_skew	[1.0,1.5)	Other cCREs	del_10plus	87
HepG2_skew	[1.0,1.5)	Other cCREs	del_2	129
HepG2_skew	[1.0,1.5)	Other cCREs	del_3	60
HepG2_skew	[1.0,1.5)	Other cCREs	del_4	65
HepG2_skew	[1.0,1.5)	Other cCREs	del_5	25
HepG2_skew	[1.0,1.5)	Other cCREs	del_6	29
HepG2_skew	[1.0,1.5)	Other cCREs	del_7	16
HepG2_skew	[1.0,1.5)	Other cCREs	del_8	13
HepG2_skew	[1.0,1.5)	Other cCREs	del_9	16
HepG2_skew	[1.0,1.5)	Other cCREs	ins_1	109
HepG2_skew	[1.0,1.5)	Other cCREs	ins_10plus	298
HepG2_skew	[1.0,1.5)	Other cCREs	ins_2	127
HepG2_skew	[1.0,1.5)	Other cCREs	ins_3	34
HepG2_skew	[1.0,1.5)	Other cCREs	ins_4	84
HepG2_skew	[1.0,1.5)	Other cCREs	ins_5	19
HepG2_skew	[1.0,1.5)	Other cCREs	ins_6	91
HepG2_skew	[1.0,1.5)	Other cCREs	ins_7	36
HepG2_skew	[1.0,1.5)	Other cCREs	ins_8	57
HepG2_skew	[1.0,1.5)	Other cCREs	ins_9	4
HepG2_skew	[1.0,1.5)	PLS	del_1	59
HepG2_skew	[1.0,1.5)	PLS	del_10plus	9
HepG2_skew	[1.0,1.5)	PLS	del_2	15
HepG2_skew	[1.0,1.5)	PLS	del_3	6
HepG2_skew	[1.0,1.5)	PLS	del_4	5
HepG2_skew	[1.0,1.5)	PLS	del_5	4
HepG2_skew	[1.0,1.5)	PLS	del_6	2
HepG2_skew	[1.0,1.5)	PLS	del_7	4
HepG2_skew	[1.0,1.5)	PLS	del_8	3
HepG2_skew	[1.0,1.5)	PLS	del_9	2
HepG2_skew	[1.0,1.5)	PLS	ins_1	21
HepG2_skew	[1.0,1.5)	PLS	ins_10plus	30
HepG2_skew	[1.0,1.5)	PLS	ins_2	13
HepG2_skew	[1.0,1.5)	PLS	ins_3	3
HepG2_skew	[1.0,1.5)	PLS	ins_4	9
HepG2_skew	[1.0,1.5)	PLS	ins_5	6
HepG2_skew	[1.0,1.5)	PLS	ins_6	27
HepG2_skew	[1.0,1.5)	PLS	ins_7	2
HepG2_skew	[1.0,1.5)	PLS	ins_8	5
HepG2_skew	[1.0,1.5)	PLS	ins_9	2
HepG2_skew	[1.0,1.5)	dELS	del_1	1237
HepG2_skew	[1.0,1.5)	dELS	del_10plus	303
HepG2_skew	[1.0,1.5)	dELS	del_2	531
HepG2_skew	[1.0,1.5)	dELS	del_3	208
HepG2_skew	[1.0,1.5)	dELS	del_4	180
HepG2_skew	[1.0,1.5)	dELS	del_5	87
HepG2_skew	[1.0,1.5)	dELS	del_6	55
HepG2_skew	[1.0,1.5)	dELS	del_7	52
HepG2_skew	[1.0,1.5)	dELS	del_8	51
HepG2_skew	[1.0,1.5)	dELS	del_9	62
HepG2_skew	[1.0,1.5)	dELS	ins_1	520
HepG2_skew	[1.0,1.5)	dELS	ins_10plus	898
HepG2_skew	[1.0,1.5)	dELS	ins_2	392
HepG2_skew	[1.0,1.5)	dELS	ins_3	127
HepG2_skew	[1.0,1.5)	dELS	ins_4	311
HepG2_skew	[1.0,1.5)	dELS	ins_5	82
HepG2_skew	[1.0,1.5)	dELS	ins_6	255
HepG2_skew	[1.0,1.5)	dELS	ins_7	108
HepG2_skew	[1.0,1.5)	dELS	ins_8	170
HepG2_skew	[1.0,1.5)	dELS	ins_9	19
HepG2_skew	[1.0,1.5)	non-cCRE	del_1	2365
HepG2_skew	[1.0,1.5)	non-cCRE	del_10plus	469
HepG2_skew	[1.0,1.5)	non-cCRE	del_2	851
HepG2_skew	[1.0,1.5)	non-cCRE	del_3	377
HepG2_skew	[1.0,1.5)	non-cCRE	del_4	312
HepG2_skew	[1.0,1.5)	non-cCRE	del_5	140
HepG2_skew	[1.0,1.5)	non-cCRE	del_6	118
HepG2_skew	[1.0,1.5)	non-cCRE	del_7	73
HepG2_skew	[1.0,1.5)	non-cCRE	del_8	73
HepG2_skew	[1.0,1.5)	non-cCRE	del_9	67
HepG2_skew	[1.0,1.5)	non-cCRE	ins_1	984
HepG2_skew	[1.0,1.5)	non-cCRE	ins_10plus	1761
HepG2_skew	[1.0,1.5)	non-cCRE	ins_2	786
HepG2_skew	[1.0,1.5)	non-cCRE	ins_3	241
HepG2_skew	[1.0,1.5)	non-cCRE	ins_4	525
HepG2_skew	[1.0,1.5)	non-cCRE	ins_5	142
HepG2_skew	[1.0,1.5)	non-cCRE	ins_6	470
HepG2_skew	[1.0,1.5)	non-cCRE	ins_7	214
HepG2_skew	[1.0,1.5)	non-cCRE	ins_8	342
HepG2_skew	[1.0,1.5)	non-cCRE	ins_9	54
HepG2_skew	[1.0,1.5)	pELS	del_1	268
HepG2_skew	[1.0,1.5)	pELS	del_10plus	62
HepG2_skew	[1.0,1.5)	pELS	del_2	96
HepG2_skew	[1.0,1.5)	pELS	del_3	48
HepG2_skew	[1.0,1.5)	pELS	del_4	39
HepG2_skew	[1.0,1.5)	pELS	del_5	22
HepG2_skew	[1.0,1.5)	pELS	del_6	17
HepG2_skew	[1.0,1.5)	pELS	del_7	11
HepG2_skew	[1.0,1.5)	pELS	del_8	8
HepG2_skew	[1.0,1.5)	pELS	del_9	8
HepG2_skew	[1.0,1.5)	pELS	ins_1	125
HepG2_skew	[1.0,1.5)	pELS	ins_10plus	200
HepG2_skew	[1.0,1.5)	pELS	ins_2	64
HepG2_skew	[1.0,1.5)	pELS	ins_3	32
HepG2_skew	[1.0,1.5)	pELS	ins_4	51
HepG2_skew	[1.0,1.5)	pELS	ins_5	28
HepG2_skew	[1.0,1.5)	pELS	ins_6	57
HepG2_skew	[1.0,1.5)	pELS	ins_7	18
HepG2_skew	[1.0,1.5)	pELS	ins_8	30
HepG2_skew	[1.0,1.5)	pELS	ins_9	14
HepG2_skew	[1.5,Inf)	Other cCREs	del_1	87
HepG2_skew	[1.5,Inf)	Other cCREs	del_10plus	22
HepG2_skew	[1.5,Inf)	Other cCREs	del_2	28
HepG2_skew	[1.5,Inf)	Other cCREs	del_3	19
HepG2_skew	[1.5,Inf)	Other cCREs	del_4	18
HepG2_skew	[1.5,Inf)	Other cCREs	del_5	6
HepG2_skew	[1.5,Inf)	Other cCREs	del_6	2
HepG2_skew	[1.5,Inf)	Other cCREs	del_7	6
HepG2_skew	[1.5,Inf)	Other cCREs	del_8	7
HepG2_skew	[1.5,Inf)	Other cCREs	del_9	4
HepG2_skew	[1.5,Inf)	Other cCREs	ins_1	25
HepG2_skew	[1.5,Inf)	Other cCREs	ins_10plus	77
HepG2_skew	[1.5,Inf)	Other cCREs	ins_2	47
HepG2_skew	[1.5,Inf)	Other cCREs	ins_3	18
HepG2_skew	[1.5,Inf)	Other cCREs	ins_4	17
HepG2_skew	[1.5,Inf)	Other cCREs	ins_5	5
HepG2_skew	[1.5,Inf)	Other cCREs	ins_6	22
HepG2_skew	[1.5,Inf)	Other cCREs	ins_7	11
HepG2_skew	[1.5,Inf)	Other cCREs	ins_8	6
HepG2_skew	[1.5,Inf)	Other cCREs	ins_9	2
HepG2_skew	[1.5,Inf)	PLS	del_1	14
HepG2_skew	[1.5,Inf)	PLS	del_10plus	3
HepG2_skew	[1.5,Inf)	PLS	del_2	3
HepG2_skew	[1.5,Inf)	PLS	del_3	6
HepG2_skew	[1.5,Inf)	PLS	del_5	1
HepG2_skew	[1.5,Inf)	PLS	del_6	1
HepG2_skew	[1.5,Inf)	PLS	del_7	1
HepG2_skew	[1.5,Inf)	PLS	ins_1	5
HepG2_skew	[1.5,Inf)	PLS	ins_10plus	12
HepG2_skew	[1.5,Inf)	PLS	ins_2	2
HepG2_skew	[1.5,Inf)	PLS	ins_3	2
HepG2_skew	[1.5,Inf)	PLS	ins_4	1
HepG2_skew	[1.5,Inf)	PLS	ins_6	5
HepG2_skew	[1.5,Inf)	PLS	ins_8	2
HepG2_skew	[1.5,Inf)	dELS	del_1	360
HepG2_skew	[1.5,Inf)	dELS	del_10plus	89
HepG2_skew	[1.5,Inf)	dELS	del_2	143
HepG2_skew	[1.5,Inf)	dELS	del_3	52
HepG2_skew	[1.5,Inf)	dELS	del_4	43
HepG2_skew	[1.5,Inf)	dELS	del_5	26
HepG2_skew	[1.5,Inf)	dELS	del_6	25
HepG2_skew	[1.5,Inf)	dELS	del_7	10
HepG2_skew	[1.5,Inf)	dELS	del_8	10
HepG2_skew	[1.5,Inf)	dELS	del_9	20
HepG2_skew	[1.5,Inf)	dELS	ins_1	155
HepG2_skew	[1.5,Inf)	dELS	ins_10plus	296
HepG2_skew	[1.5,Inf)	dELS	ins_2	114
HepG2_skew	[1.5,Inf)	dELS	ins_3	30
HepG2_skew	[1.5,Inf)	dELS	ins_4	73
HepG2_skew	[1.5,Inf)	dELS	ins_5	21
HepG2_skew	[1.5,Inf)	dELS	ins_6	73
HepG2_skew	[1.5,Inf)	dELS	ins_7	38
HepG2_skew	[1.5,Inf)	dELS	ins_8	40
HepG2_skew	[1.5,Inf)	dELS	ins_9	9
HepG2_skew	[1.5,Inf)	non-cCRE	del_1	767
HepG2_skew	[1.5,Inf)	non-cCRE	del_10plus	124
HepG2_skew	[1.5,Inf)	non-cCRE	del_2	206
HepG2_skew	[1.5,Inf)	non-cCRE	del_3	96
HepG2_skew	[1.5,Inf)	non-cCRE	del_4	101
HepG2_skew	[1.5,Inf)	non-cCRE	del_5	38
HepG2_skew	[1.5,Inf)	non-cCRE	del_6	36
HepG2_skew	[1.5,Inf)	non-cCRE	del_7	21
HepG2_skew	[1.5,Inf)	non-cCRE	del_8	31
HepG2_skew	[1.5,Inf)	non-cCRE	del_9	20
HepG2_skew	[1.5,Inf)	non-cCRE	ins_1	282
HepG2_skew	[1.5,Inf)	non-cCRE	ins_10plus	724
HepG2_skew	[1.5,Inf)	non-cCRE	ins_2	274
HepG2_skew	[1.5,Inf)	non-cCRE	ins_3	81
HepG2_skew	[1.5,Inf)	non-cCRE	ins_4	153
HepG2_skew	[1.5,Inf)	non-cCRE	ins_5	42
HepG2_skew	[1.5,Inf)	non-cCRE	ins_6	138
HepG2_skew	[1.5,Inf)	non-cCRE	ins_7	93
HepG2_skew	[1.5,Inf)	non-cCRE	ins_8	100
HepG2_skew	[1.5,Inf)	non-cCRE	ins_9	16
HepG2_skew	[1.5,Inf)	pELS	del_1	68
HepG2_skew	[1.5,Inf)	pELS	del_10plus	12
HepG2_skew	[1.5,Inf)	pELS	del_2	28
HepG2_skew	[1.5,Inf)	pELS	del_3	13
HepG2_skew	[1.5,Inf)	pELS	del_4	6
HepG2_skew	[1.5,Inf)	pELS	del_5	3
HepG2_skew	[1.5,Inf)	pELS	del_6	7
HepG2_skew	[1.5,Inf)	pELS	del_7	2
HepG2_skew	[1.5,Inf)	pELS	del_8	3
HepG2_skew	[1.5,Inf)	pELS	del_9	3
HepG2_skew	[1.5,Inf)	pELS	ins_1	36
HepG2_skew	[1.5,Inf)	pELS	ins_10plus	53
HepG2_skew	[1.5,Inf)	pELS	ins_2	26
HepG2_skew	[1.5,Inf)	pELS	ins_3	6
HepG2_skew	[1.5,Inf)	pELS	ins_4	10
HepG2_skew	[1.5,Inf)	pELS	ins_5	6
HepG2_skew	[1.5,Inf)	pELS	ins_6	14
HepG2_skew	[1.5,Inf)	pELS	ins_7	5
HepG2_skew	[1.5,Inf)	pELS	ins_8	7
HepG2_skew	[1.5,Inf)	pELS	ins_9	1
K562_skew	(-Inf,-1.5)	Other cCREs	del_1	606
K562_skew	(-Inf,-1.5)	Other cCREs	del_10plus	366
K562_skew	(-Inf,-1.5)	Other cCREs	del_2	159
K562_skew	(-Inf,-1.5)	Other cCREs	del_3	98
K562_skew	(-Inf,-1.5)	Other cCREs	del_4	92
K562_skew	(-Inf,-1.5)	Other cCREs	del_5	55
K562_skew	(-Inf,-1.5)	Other cCREs	del_6	47
K562_skew	(-Inf,-1.5)	Other cCREs	del_7	42
K562_skew	(-Inf,-1.5)	Other cCREs	del_8	44
K562_skew	(-Inf,-1.5)	Other cCREs	del_9	25
K562_skew	(-Inf,-1.5)	Other cCREs	ins_1	150
K562_skew	(-Inf,-1.5)	Other cCREs	ins_10plus	20
K562_skew	(-Inf,-1.5)	Other cCREs	ins_2	57
K562_skew	(-Inf,-1.5)	Other cCREs	ins_3	23
K562_skew	(-Inf,-1.5)	Other cCREs	ins_4	26
K562_skew	(-Inf,-1.5)	Other cCREs	ins_5	15
K562_skew	(-Inf,-1.5)	Other cCREs	ins_6	5
K562_skew	(-Inf,-1.5)	Other cCREs	ins_7	2
K562_skew	(-Inf,-1.5)	Other cCREs	ins_8	4
K562_skew	(-Inf,-1.5)	Other cCREs	ins_9	7
K562_skew	(-Inf,-1.5)	PLS	del_1	210
K562_skew	(-Inf,-1.5)	PLS	del_10plus	205
K562_skew	(-Inf,-1.5)	PLS	del_2	45
K562_skew	(-Inf,-1.5)	PLS	del_3	33
K562_skew	(-Inf,-1.5)	PLS	del_4	31
K562_skew	(-Inf,-1.5)	PLS	del_5	21
K562_skew	(-Inf,-1.5)	PLS	del_6	18
K562_skew	(-Inf,-1.5)	PLS	del_7	13
K562_skew	(-Inf,-1.5)	PLS	del_8	15
K562_skew	(-Inf,-1.5)	PLS	del_9	17
K562_skew	(-Inf,-1.5)	PLS	ins_1	58
K562_skew	(-Inf,-1.5)	PLS	ins_10plus	6
K562_skew	(-Inf,-1.5)	PLS	ins_2	28
K562_skew	(-Inf,-1.5)	PLS	ins_3	11
K562_skew	(-Inf,-1.5)	PLS	ins_4	12
K562_skew	(-Inf,-1.5)	PLS	ins_5	4
K562_skew	(-Inf,-1.5)	PLS	ins_6	4
K562_skew	(-Inf,-1.5)	PLS	ins_7	7
K562_skew	(-Inf,-1.5)	PLS	ins_8	2
K562_skew	(-Inf,-1.5)	dELS	del_1	1717
K562_skew	(-Inf,-1.5)	dELS	del_10plus	1034
K562_skew	(-Inf,-1.5)	dELS	del_2	544
K562_skew	(-Inf,-1.5)	dELS	del_3	384
K562_skew	(-Inf,-1.5)	dELS	del_4	288
K562_skew	(-Inf,-1.5)	dELS	del_5	191
K562_skew	(-Inf,-1.5)	dELS	del_6	178
K562_skew	(-Inf,-1.5)	dELS	del_7	116
K562_skew	(-Inf,-1.5)	dELS	del_8	120
K562_skew	(-Inf,-1.5)	dELS	del_9	100
K562_skew	(-Inf,-1.5)	dELS	ins_1	543
K562_skew	(-Inf,-1.5)	dELS	ins_10plus	70
K562_skew	(-Inf,-1.5)	dELS	ins_2	178
K562_skew	(-Inf,-1.5)	dELS	ins_3	89
K562_skew	(-Inf,-1.5)	dELS	ins_4	87
K562_skew	(-Inf,-1.5)	dELS	ins_5	41
K562_skew	(-Inf,-1.5)	dELS	ins_6	32
K562_skew	(-Inf,-1.5)	dELS	ins_7	10
K562_skew	(-Inf,-1.5)	dELS	ins_8	21
K562_skew	(-Inf,-1.5)	dELS	ins_9	13
K562_skew	(-Inf,-1.5)	non-cCRE	del_1	1900
K562_skew	(-Inf,-1.5)	non-cCRE	del_10plus	1010
K562_skew	(-Inf,-1.5)	non-cCRE	del_2	417
K562_skew	(-Inf,-1.5)	non-cCRE	del_3	377
K562_skew	(-Inf,-1.5)	non-cCRE	del_4	258
K562_skew	(-Inf,-1.5)	non-cCRE	del_5	173
K562_skew	(-Inf,-1.5)	non-cCRE	del_6	200
K562_skew	(-Inf,-1.5)	non-cCRE	del_7	117
K562_skew	(-Inf,-1.5)	non-cCRE	del_8	112
K562_skew	(-Inf,-1.5)	non-cCRE	del_9	103
K562_skew	(-Inf,-1.5)	non-cCRE	ins_1	494
K562_skew	(-Inf,-1.5)	non-cCRE	ins_10plus	71
K562_skew	(-Inf,-1.5)	non-cCRE	ins_2	305
K562_skew	(-Inf,-1.5)	non-cCRE	ins_3	119
K562_skew	(-Inf,-1.5)	non-cCRE	ins_4	114
K562_skew	(-Inf,-1.5)	non-cCRE	ins_5	41
K562_skew	(-Inf,-1.5)	non-cCRE	ins_6	32
K562_skew	(-Inf,-1.5)	non-cCRE	ins_7	15
K562_skew	(-Inf,-1.5)	non-cCRE	ins_8	12
K562_skew	(-Inf,-1.5)	non-cCRE	ins_9	18
K562_skew	(-Inf,-1.5)	pELS	del_1	267
K562_skew	(-Inf,-1.5)	pELS	del_10plus	228
K562_skew	(-Inf,-1.5)	pELS	del_2	99
K562_skew	(-Inf,-1.5)	pELS	del_3	74
K562_skew	(-Inf,-1.5)	pELS	del_4	47
K562_skew	(-Inf,-1.5)	pELS	del_5	37
K562_skew	(-Inf,-1.5)	pELS	del_6	28
K562_skew	(-Inf,-1.5)	pELS	del_7	21
K562_skew	(-Inf,-1.5)	pELS	del_8	23
K562_skew	(-Inf,-1.5)	pELS	del_9	26
K562_skew	(-Inf,-1.5)	pELS	ins_1	124
K562_skew	(-Inf,-1.5)	pELS	ins_10plus	15
K562_skew	(-Inf,-1.5)	pELS	ins_2	29
K562_skew	(-Inf,-1.5)	pELS	ins_3	21
K562_skew	(-Inf,-1.5)	pELS	ins_4	24
K562_skew	(-Inf,-1.5)	pELS	ins_5	7
K562_skew	(-Inf,-1.5)	pELS	ins_6	4
K562_skew	(-Inf,-1.5)	pELS	ins_7	1
K562_skew	(-Inf,-1.5)	pELS	ins_8	2
K562_skew	(-Inf,-1.5)	pELS	ins_9	5
K562_skew	[-0.05,0.05)	Other cCREs	del_1	519402
K562_skew	[-0.05,0.05)	Other cCREs	del_10plus	53612
K562_skew	[-0.05,0.05)	Other cCREs	del_2	247326
K562_skew	[-0.05,0.05)	Other cCREs	del_3	126948
K562_skew	[-0.05,0.05)	Other cCREs	del_4	147825
K562_skew	[-0.05,0.05)	Other cCREs	del_5	45315
K562_skew	[-0.05,0.05)	Other cCREs	del_6	31069
K562_skew	[-0.05,0.05)	Other cCREs	del_7	16531
K562_skew	[-0.05,0.05)	Other cCREs	del_8	23396
K562_skew	[-0.05,0.05)	Other cCREs	del_9	11611
K562_skew	[-0.05,0.05)	Other cCREs	ins_1	315299
K562_skew	[-0.05,0.05)	Other cCREs	ins_10plus	44325
K562_skew	[-0.05,0.05)	Other cCREs	ins_2	111536
K562_skew	[-0.05,0.05)	Other cCREs	ins_3	45808
K562_skew	[-0.05,0.05)	Other cCREs	ins_4	74693
K562_skew	[-0.05,0.05)	Other cCREs	ins_5	22816
K562_skew	[-0.05,0.05)	Other cCREs	ins_6	24273
K562_skew	[-0.05,0.05)	Other cCREs	ins_7	12910
K562_skew	[-0.05,0.05)	Other cCREs	ins_8	26169
K562_skew	[-0.05,0.05)	Other cCREs	ins_9	9300
K562_skew	[-0.05,0.05)	PLS	del_1	20377
K562_skew	[-0.05,0.05)	PLS	del_10plus	2349
K562_skew	[-0.05,0.05)	PLS	del_2	8530
K562_skew	[-0.05,0.05)	PLS	del_3	4130
K562_skew	[-0.05,0.05)	PLS	del_4	3561
K562_skew	[-0.05,0.05)	PLS	del_5	1245
K562_skew	[-0.05,0.05)	PLS	del_6	1095
K562_skew	[-0.05,0.05)	PLS	del_7	610
K562_skew	[-0.05,0.05)	PLS	del_8	703
K562_skew	[-0.05,0.05)	PLS	del_9	539
K562_skew	[-0.05,0.05)	PLS	ins_1	15309
K562_skew	[-0.05,0.05)	PLS	ins_10plus	2734
K562_skew	[-0.05,0.05)	PLS	ins_2	4692
K562_skew	[-0.05,0.05)	PLS	ins_3	2431
K562_skew	[-0.05,0.05)	PLS	ins_4	2308
K562_skew	[-0.05,0.05)	PLS	ins_5	1312
K562_skew	[-0.05,0.05)	PLS	ins_6	1566
K562_skew	[-0.05,0.05)	PLS	ins_7	748
K562_skew	[-0.05,0.05)	PLS	ins_8	764
K562_skew	[-0.05,0.05)	PLS	ins_9	584
K562_skew	[-0.05,0.05)	dELS	del_1	1186134
K562_skew	[-0.05,0.05)	dELS	del_10plus	97975
K562_skew	[-0.05,0.05)	dELS	del_2	570946
K562_skew	[-0.05,0.05)	dELS	del_3	270636
K562_skew	[-0.05,0.05)	dELS	del_4	275048
K562_skew	[-0.05,0.05)	dELS	del_5	89389
K562_skew	[-0.05,0.05)	dELS	del_6	61250
K562_skew	[-0.05,0.05)	dELS	del_7	34216
K562_skew	[-0.05,0.05)	dELS	del_8	35907
K562_skew	[-0.05,0.05)	dELS	del_9	23035
K562_skew	[-0.05,0.05)	dELS	ins_1	753019
K562_skew	[-0.05,0.05)	dELS	ins_10plus	70675
K562_skew	[-0.05,0.05)	dELS	ins_2	244503
K562_skew	[-0.05,0.05)	dELS	ins_3	95287
K562_skew	[-0.05,0.05)	dELS	ins_4	125639
K562_skew	[-0.05,0.05)	dELS	ins_5	46161
K562_skew	[-0.05,0.05)	dELS	ins_6	49492
K562_skew	[-0.05,0.05)	dELS	ins_7	25147
K562_skew	[-0.05,0.05)	dELS	ins_8	34987
K562_skew	[-0.05,0.05)	dELS	ins_9	16874
K562_skew	[-0.05,0.05)	non-cCRE	del_1	8932653
K562_skew	[-0.05,0.05)	non-cCRE	del_10plus	674867
K562_skew	[-0.05,0.05)	non-cCRE	del_2	3839186
K562_skew	[-0.05,0.05)	non-cCRE	del_3	2111545
K562_skew	[-0.05,0.05)	non-cCRE	del_4	2396835
K562_skew	[-0.05,0.05)	non-cCRE	del_5	904654
K562_skew	[-0.05,0.05)	non-cCRE	del_6	540085
K562_skew	[-0.05,0.05)	non-cCRE	del_7	256029
K562_skew	[-0.05,0.05)	non-cCRE	del_8	286587
K562_skew	[-0.05,0.05)	non-cCRE	del_9	168533
K562_skew	[-0.05,0.05)	non-cCRE	ins_1	5646631
K562_skew	[-0.05,0.05)	non-cCRE	ins_10plus	677338
K562_skew	[-0.05,0.05)	non-cCRE	ins_2	1952877
K562_skew	[-0.05,0.05)	non-cCRE	ins_3	767364
K562_skew	[-0.05,0.05)	non-cCRE	ins_4	1050150
K562_skew	[-0.05,0.05)	non-cCRE	ins_5	396559
K562_skew	[-0.05,0.05)	non-cCRE	ins_6	440383
K562_skew	[-0.05,0.05)	non-cCRE	ins_7	210745
K562_skew	[-0.05,0.05)	non-cCRE	ins_8	333826
K562_skew	[-0.05,0.05)	non-cCRE	ins_9	158240
K562_skew	[-0.05,0.05)	pELS	del_1	167215
K562_skew	[-0.05,0.05)	pELS	del_10plus	15989
K562_skew	[-0.05,0.05)	pELS	del_2	91210
K562_skew	[-0.05,0.05)	pELS	del_3	43139
K562_skew	[-0.05,0.05)	pELS	del_4	43387
K562_skew	[-0.05,0.05)	pELS	del_5	14180
K562_skew	[-0.05,0.05)	pELS	del_6	9778
K562_skew	[-0.05,0.05)	pELS	del_7	5543
K562_skew	[-0.05,0.05)	pELS	del_8	5783
K562_skew	[-0.05,0.05)	pELS	del_9	3685
K562_skew	[-0.05,0.05)	pELS	ins_1	121724
K562_skew	[-0.05,0.05)	pELS	ins_10plus	11978
K562_skew	[-0.05,0.05)	pELS	ins_2	38538
K562_skew	[-0.05,0.05)	pELS	ins_3	15855
K562_skew	[-0.05,0.05)	pELS	ins_4	19659
K562_skew	[-0.05,0.05)	pELS	ins_5	7244
K562_skew	[-0.05,0.05)	pELS	ins_6	8069
K562_skew	[-0.05,0.05)	pELS	ins_7	4232
K562_skew	[-0.05,0.05)	pELS	ins_8	5320
K562_skew	[-0.05,0.05)	pELS	ins_9	2755
K562_skew	[-0.2,-0.05)	Other cCREs	del_1	131698
K562_skew	[-0.2,-0.05)	Other cCREs	del_10plus	37522
K562_skew	[-0.2,-0.05)	Other cCREs	del_2	40883
K562_skew	[-0.2,-0.05)	Other cCREs	del_3	47087
K562_skew	[-0.2,-0.05)	Other cCREs	del_4	32701
K562_skew	[-0.2,-0.05)	Other cCREs	del_5	12314
K562_skew	[-0.2,-0.05)	Other cCREs	del_6	9096
K562_skew	[-0.2,-0.05)	Other cCREs	del_7	5591
K562_skew	[-0.2,-0.05)	Other cCREs	del_8	11823
K562_skew	[-0.2,-0.05)	Other cCREs	del_9	4019
K562_skew	[-0.2,-0.05)	Other cCREs	ins_1	44137
K562_skew	[-0.2,-0.05)	Other cCREs	ins_10plus	30589
K562_skew	[-0.2,-0.05)	Other cCREs	ins_2	13811
K562_skew	[-0.2,-0.05)	Other cCREs	ins_3	8245
K562_skew	[-0.2,-0.05)	Other cCREs	ins_4	15037
K562_skew	[-0.2,-0.05)	Other cCREs	ins_5	6804
K562_skew	[-0.2,-0.05)	Other cCREs	ins_6	7906
K562_skew	[-0.2,-0.05)	Other cCREs	ins_7	4404
K562_skew	[-0.2,-0.05)	Other cCREs	ins_8	5231
K562_skew	[-0.2,-0.05)	Other cCREs	ins_9	4112
K562_skew	[-0.2,-0.05)	PLS	del_1	10314
K562_skew	[-0.2,-0.05)	PLS	del_10plus	2243
K562_skew	[-0.2,-0.05)	PLS	del_2	2317
K562_skew	[-0.2,-0.05)	PLS	del_3	1878
K562_skew	[-0.2,-0.05)	PLS	del_4	1180
K562_skew	[-0.2,-0.05)	PLS	del_5	575
K562_skew	[-0.2,-0.05)	PLS	del_6	603
K562_skew	[-0.2,-0.05)	PLS	del_7	391
K562_skew	[-0.2,-0.05)	PLS	del_8	502
K562_skew	[-0.2,-0.05)	PLS	del_9	357
K562_skew	[-0.2,-0.05)	PLS	ins_1	6079
K562_skew	[-0.2,-0.05)	PLS	ins_10plus	2999
K562_skew	[-0.2,-0.05)	PLS	ins_2	1647
K562_skew	[-0.2,-0.05)	PLS	ins_3	1290
K562_skew	[-0.2,-0.05)	PLS	ins_4	1458
K562_skew	[-0.2,-0.05)	PLS	ins_5	1048
K562_skew	[-0.2,-0.05)	PLS	ins_6	1130
K562_skew	[-0.2,-0.05)	PLS	ins_7	617
K562_skew	[-0.2,-0.05)	PLS	ins_8	528
K562_skew	[-0.2,-0.05)	PLS	ins_9	581
K562_skew	[-0.2,-0.05)	dELS	del_1	342774
K562_skew	[-0.2,-0.05)	dELS	del_10plus	73162
K562_skew	[-0.2,-0.05)	dELS	del_2	105604
K562_skew	[-0.2,-0.05)	dELS	del_3	112215
K562_skew	[-0.2,-0.05)	dELS	del_4	73773
K562_skew	[-0.2,-0.05)	dELS	del_5	28251
K562_skew	[-0.2,-0.05)	dELS	del_6	21424
K562_skew	[-0.2,-0.05)	dELS	del_7	13508
K562_skew	[-0.2,-0.05)	dELS	del_8	23845
K562_skew	[-0.2,-0.05)	dELS	del_9	9467
K562_skew	[-0.2,-0.05)	dELS	ins_1	125929
K562_skew	[-0.2,-0.05)	dELS	ins_10plus	60789
K562_skew	[-0.2,-0.05)	dELS	ins_2	37259
K562_skew	[-0.2,-0.05)	dELS	ins_3	21085
