skew_type	skew_bin	ccre_class	indel_class	n
HepG2_skew	[-1.0,-0.5)	PLS	ins_2	104
HepG2_skew	[-1.0,-0.5)	PLS	ins_3	55
HepG2_skew	[-1.0,-0.5)	PLS	ins_4	55
HepG2_skew	[-1.0,-0.5)	PLS	ins_5	36
HepG2_skew	[-1.0,-0.5)	PLS	ins_6	23
HepG2_skew	[-1.0,-0.5)	PLS	ins_7	16
HepG2_skew	[-1.0,-0.5)	PLS	ins_8	19
HepG2_skew	[-1.0,-0.5)	PLS	ins_9	20
HepG2_skew	[-1.0,-0.5)	dELS	del_1	13806
HepG2_skew	[-1.0,-0.5)	dELS	del_10plus	4607
HepG2_skew	[-1.0,-0.5)	dELS	del_2	3725
HepG2_skew	[-1.0,-0.5)	dELS	del_3	2327
HepG2_skew	[-1.0,-0.5)	dELS	del_4	2592
HepG2_skew	[-1.0,-0.5)	dELS	del_5	923
HepG2_skew	[-1.0,-0.5)	dELS	del_6	913
HepG2_skew	[-1.0,-0.5)	dELS	del_7	783
HepG2_skew	[-1.0,-0.5)	dELS	del_8	733
HepG2_skew	[-1.0,-0.5)	dELS	del_9	439
HepG2_skew	[-1.0,-0.5)	dELS	ins_1	4149
HepG2_skew	[-1.0,-0.5)	dELS	ins_10plus	1446
HepG2_skew	[-1.0,-0.5)	dELS	ins_2	1264
HepG2_skew	[-1.0,-0.5)	dELS	ins_3	694
HepG2_skew	[-1.0,-0.5)	dELS	ins_4	735
HepG2_skew	[-1.0,-0.5)	dELS	ins_5	305
HepG2_skew	[-1.0,-0.5)	dELS	ins_6	253
HepG2_skew	[-1.0,-0.5)	dELS	ins_7	190
HepG2_skew	[-1.0,-0.5)	dELS	ins_8	195
HepG2_skew	[-1.0,-0.5)	dELS	ins_9	228
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_1	18182
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_10plus	7597
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_2	4116
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_3	3048
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_4	3525
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_5	1423
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_6	1563
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_7	1472
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_8	1511
HepG2_skew	[-1.0,-0.5)	non-cCRE	del_9	819
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_1	4355
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_10plus	2665
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_2	1986
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_3	952
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_4	978
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_5	435
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_6	395
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_7	271
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_8	276
HepG2_skew	[-1.0,-0.5)	non-cCRE	ins_9	320
HepG2_skew	[-1.0,-0.5)	pELS	del_1	2191
HepG2_skew	[-1.0,-0.5)	pELS	del_10plus	1051
HepG2_skew	[-1.0,-0.5)	pELS	del_2	596
HepG2_skew	[-1.0,-0.5)	pELS	del_3	412
HepG2_skew	[-1.0,-0.5)	pELS	del_4	398
HepG2_skew	[-1.0,-0.5)	pELS	del_5	164
HepG2_skew	[-1.0,-0.5)	pELS	del_6	159
HepG2_skew	[-1.0,-0.5)	pELS	del_7	122
HepG2_skew	[-1.0,-0.5)	pELS	del_8	152
HepG2_skew	[-1.0,-0.5)	pELS	del_9	76
HepG2_skew	[-1.0,-0.5)	pELS	ins_1	801
HepG2_skew	[-1.0,-0.5)	pELS	ins_10plus	325
HepG2_skew	[-1.0,-0.5)	pELS	ins_2	226
HepG2_skew	[-1.0,-0.5)	pELS	ins_3	127
HepG2_skew	[-1.0,-0.5)	pELS	ins_4	133
HepG2_skew	[-1.0,-0.5)	pELS	ins_5	57
HepG2_skew	[-1.0,-0.5)	pELS	ins_6	55
HepG2_skew	[-1.0,-0.5)	pELS	ins_7	32
HepG2_skew	[-1.0,-0.5)	pELS	ins_8	31
HepG2_skew	[-1.0,-0.5)	pELS	ins_9	49
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_1	809
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_10plus	401
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_2	206
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_3	136
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_4	151
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_5	55
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_6	64
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_7	54
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_8	65
HepG2_skew	[-1.5,-1.0)	Other cCREs	del_9	40
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_1	180
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_10plus	31
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_2	70
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_3	44
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_4	37
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_5	13
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_6	10
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_7	5
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_8	9
HepG2_skew	[-1.5,-1.0)	Other cCREs	ins_9	4
HepG2_skew	[-1.5,-1.0)	PLS	del_1	209
HepG2_skew	[-1.5,-1.0)	PLS	del_10plus	140
HepG2_skew	[-1.5,-1.0)	PLS	del_2	41
HepG2_skew	[-1.5,-1.0)	PLS	del_3	26
HepG2_skew	[-1.5,-1.0)	PLS	del_4	32
HepG2_skew	[-1.5,-1.0)	PLS	del_5	16
HepG2_skew	[-1.5,-1.0)	PLS	del_6	25
HepG2_skew	[-1.5,-1.0)	PLS	del_7	15
HepG2_skew	[-1.5,-1.0)	PLS	del_8	13
HepG2_skew	[-1.5,-1.0)	PLS	del_9	5
HepG2_skew	[-1.5,-1.0)	PLS	ins_1	58
HepG2_skew	[-1.5,-1.0)	PLS	ins_10plus	7
HepG2_skew	[-1.5,-1.0)	PLS	ins_2	18
HepG2_skew	[-1.5,-1.0)	PLS	ins_3	6
HepG2_skew	[-1.5,-1.0)	PLS	ins_4	7
HepG2_skew	[-1.5,-1.0)	PLS	ins_5	3
HepG2_skew	[-1.5,-1.0)	PLS	ins_6	3
HepG2_skew	[-1.5,-1.0)	PLS	ins_7	4
HepG2_skew	[-1.5,-1.0)	PLS	ins_8	3
HepG2_skew	[-1.5,-1.0)	dELS	del_1	2784
HepG2_skew	[-1.5,-1.0)	dELS	del_10plus	1109
HepG2_skew	[-1.5,-1.0)	dELS	del_2	746
HepG2_skew	[-1.5,-1.0)	dELS	del_3	461
HepG2_skew	[-1.5,-1.0)	dELS	del_4	542
HepG2_skew	[-1.5,-1.0)	dELS	del_5	189
HepG2_skew	[-1.5,-1.0)	dELS	del_6	245
HepG2_skew	[-1.5,-1.0)	dELS	del_7	164
HepG2_skew	[-1.5,-1.0)	dELS	del_8	189
HepG2_skew	[-1.5,-1.0)	dELS	del_9	104
HepG2_skew	[-1.5,-1.0)	dELS	ins_1	741
HepG2_skew	[-1.5,-1.0)	dELS	ins_10plus	122
HepG2_skew	[-1.5,-1.0)	dELS	ins_2	233
HepG2_skew	[-1.5,-1.0)	dELS	ins_3	106
HepG2_skew	[-1.5,-1.0)	dELS	ins_4	124
HepG2_skew	[-1.5,-1.0)	dELS	ins_5	51
HepG2_skew	[-1.5,-1.0)	dELS	ins_6	39
HepG2_skew	[-1.5,-1.0)	dELS	ins_7	20
HepG2_skew	[-1.5,-1.0)	dELS	ins_8	24
HepG2_skew	[-1.5,-1.0)	dELS	ins_9	16
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_1	3577
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_10plus	1434
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_2	657
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_3	539
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_4	596
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_5	209
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_6	311
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_7	224
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_8	202
HepG2_skew	[-1.5,-1.0)	non-cCRE	del_9	157
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_1	777
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_10plus	113
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_2	345
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_3	183
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_4	167
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_5	51
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_6	55
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_7	23
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_8	23
HepG2_skew	[-1.5,-1.0)	non-cCRE	ins_9	27
HepG2_skew	[-1.5,-1.0)	pELS	del_1	452
HepG2_skew	[-1.5,-1.0)	pELS	del_10plus	234
HepG2_skew	[-1.5,-1.0)	pELS	del_2	139
HepG2_skew	[-1.5,-1.0)	pELS	del_3	79
HepG2_skew	[-1.5,-1.0)	pELS	del_4	70
HepG2_skew	[-1.5,-1.0)	pELS	del_5	29
HepG2_skew	[-1.5,-1.0)	pELS	del_6	49
HepG2_skew	[-1.5,-1.0)	pELS	del_7	27
HepG2_skew	[-1.5,-1.0)	pELS	del_8	33
HepG2_skew	[-1.5,-1.0)	pELS	del_9	18
HepG2_skew	[-1.5,-1.0)	pELS	ins_1	143
HepG2_skew	[-1.5,-1.0)	pELS	ins_10plus	24
HepG2_skew	[-1.5,-1.0)	pELS	ins_2	46
HepG2_skew	[-1.5,-1.0)	pELS	ins_3	26
HepG2_skew	[-1.5,-1.0)	pELS	ins_4	22
HepG2_skew	[-1.5,-1.0)	pELS	ins_5	5
HepG2_skew	[-1.5,-1.0)	pELS	ins_6	8
HepG2_skew	[-1.5,-1.0)	pELS	ins_7	6
HepG2_skew	[-1.5,-1.0)	pELS	ins_8	4
HepG2_skew	[-1.5,-1.0)	pELS	ins_9	3
HepG2_skew	[0.05,0.2)	Other cCREs	del_1	63512
HepG2_skew	[0.05,0.2)	Other cCREs	del_10plus	57862
HepG2_skew	[0.05,0.2)	Other cCREs	del_2	35330
HepG2_skew	[0.05,0.2)	Other cCREs	del_3	34524
HepG2_skew	[0.05,0.2)	Other cCREs	del_4	36438
HepG2_skew	[0.05,0.2)	Other cCREs	del_5	15160
HepG2_skew	[0.05,0.2)	Other cCREs	del_6	13044
HepG2_skew	[0.05,0.2)	Other cCREs	del_7	7291
HepG2_skew	[0.05,0.2)	Other cCREs	del_8	9556
HepG2_skew	[0.05,0.2)	Other cCREs	del_9	10877
HepG2_skew	[0.05,0.2)	Other cCREs	ins_1	98053
HepG2_skew	[0.05,0.2)	Other cCREs	ins_10plus	28155
HepG2_skew	[0.05,0.2)	Other cCREs	ins_2	17916
HepG2_skew	[0.05,0.2)	Other cCREs	ins_3	11837
HepG2_skew	[0.05,0.2)	Other cCREs	ins_4	11441
HepG2_skew	[0.05,0.2)	Other cCREs	ins_5	4188
HepG2_skew	[0.05,0.2)	Other cCREs	ins_6	4444
HepG2_skew	[0.05,0.2)	Other cCREs	ins_7	2951
HepG2_skew	[0.05,0.2)	Other cCREs	ins_8	7709
HepG2_skew	[0.05,0.2)	Other cCREs	ins_9	1074
HepG2_skew	[0.05,0.2)	PLS	del_1	6989
HepG2_skew	[0.05,0.2)	PLS	del_10plus	3586
HepG2_skew	[0.05,0.2)	PLS	del_2	3273
HepG2_skew	[0.05,0.2)	PLS	del_3	3033
HepG2_skew	[0.05,0.2)	PLS	del_4	2353
HepG2_skew	[0.05,0.2)	PLS	del_5	1156
HepG2_skew	[0.05,0.2)	PLS	del_6	1025
HepG2_skew	[0.05,0.2)	PLS	del_7	565
HepG2_skew	[0.05,0.2)	PLS	del_8	568
HepG2_skew	[0.05,0.2)	PLS	del_9	801
HepG2_skew	[0.05,0.2)	PLS	ins_1	7880
HepG2_skew	[0.05,0.2)	PLS	ins_10plus	2857
HepG2_skew	[0.05,0.2)	PLS	ins_2	1361
HepG2_skew	[0.05,0.2)	PLS	ins_3	713
HepG2_skew	[0.05,0.2)	PLS	ins_4	622
HepG2_skew	[0.05,0.2)	PLS	ins_5	601
HepG2_skew	[0.05,0.2)	PLS	ins_6	781
HepG2_skew	[0.05,0.2)	PLS	ins_7	318
HepG2_skew	[0.05,0.2)	PLS	ins_8	464
HepG2_skew	[0.05,0.2)	PLS	ins_9	142
HepG2_skew	[0.05,0.2)	dELS	del_1	174197
HepG2_skew	[0.05,0.2)	dELS	del_10plus	115017
HepG2_skew	[0.05,0.2)	dELS	del_2	101652
HepG2_skew	[0.05,0.2)	dELS	del_3	95461
HepG2_skew	[0.05,0.2)	dELS	del_4	88918
HepG2_skew	[0.05,0.2)	dELS	del_5	39025
HepG2_skew	[0.05,0.2)	dELS	del_6	29829
HepG2_skew	[0.05,0.2)	dELS	del_7	18278
HepG2_skew	[0.05,0.2)	dELS	del_8	17925
HepG2_skew	[0.05,0.2)	dELS	del_9	23903
HepG2_skew	[0.05,0.2)	dELS	ins_1	262755
HepG2_skew	[0.05,0.2)	dELS	ins_10plus	60342
HepG2_skew	[0.05,0.2)	dELS	ins_2	43731
HepG2_skew	[0.05,0.2)	dELS	ins_3	27368
HepG2_skew	[0.05,0.2)	dELS	ins_4	24707
HepG2_skew	[0.05,0.2)	dELS	ins_5	9549
HepG2_skew	[0.05,0.2)	dELS	ins_6	11075
HepG2_skew	[0.05,0.2)	dELS	ins_7	6957
HepG2_skew	[0.05,0.2)	dELS	ins_8	15265
HepG2_skew	[0.05,0.2)	dELS	ins_9	2283
HepG2_skew	[0.05,0.2)	non-cCRE	del_1	694948
HepG2_skew	[0.05,0.2)	non-cCRE	del_10plus	673157
HepG2_skew	[0.05,0.2)	non-cCRE	del_2	356211
HepG2_skew	[0.05,0.2)	non-cCRE	del_3	358048
HepG2_skew	[0.05,0.2)	non-cCRE	del_4	399319
HepG2_skew	[0.05,0.2)	non-cCRE	del_5	193841
HepG2_skew	[0.05,0.2)	non-cCRE	del_6	157247
HepG2_skew	[0.05,0.2)	non-cCRE	del_7	89907
HepG2_skew	[0.05,0.2)	non-cCRE	del_8	102011
HepG2_skew	[0.05,0.2)	non-cCRE	del_9	129592
HepG2_skew	[0.05,0.2)	non-cCRE	ins_1	1325554
HepG2_skew	[0.05,0.2)	non-cCRE	ins_10plus	412625
HepG2_skew	[0.05,0.2)	non-cCRE	ins_2	255273
HepG2_skew	[0.05,0.2)	non-cCRE	ins_3	175837
HepG2_skew	[0.05,0.2)	non-cCRE	ins_4	140863
HepG2_skew	[0.05,0.2)	non-cCRE	ins_5	62329
HepG2_skew	[0.05,0.2)	non-cCRE	ins_6	59005
HepG2_skew	[0.05,0.2)	non-cCRE	ins_7	43444
HepG2_skew	[0.05,0.2)	non-cCRE	ins_8	89521
HepG2_skew	[0.05,0.2)	non-cCRE	ins_9	15728
HepG2_skew	[0.05,0.2)	pELS	del_1	30291
HepG2_skew	[0.05,0.2)	pELS	del_10plus	19669
HepG2_skew	[0.05,0.2)	pELS	del_2	18234
HepG2_skew	[0.05,0.2)	pELS	del_3	18149
HepG2_skew	[0.05,0.2)	pELS	del_4	16804
HepG2_skew	[0.05,0.2)	pELS	del_5	7191
HepG2_skew	[0.05,0.2)	pELS	del_6	5760
HepG2_skew	[0.05,0.2)	pELS	del_7	3326
HepG2_skew	[0.05,0.2)	pELS	del_8	3209
HepG2_skew	[0.05,0.2)	pELS	del_9	4151
HepG2_skew	[0.05,0.2)	pELS	ins_1	46043
HepG2_skew	[0.05,0.2)	pELS	ins_10plus	10448
HepG2_skew	[0.05,0.2)	pELS	ins_2	7603
HepG2_skew	[0.05,0.2)	pELS	ins_3	4596
HepG2_skew	[0.05,0.2)	pELS	ins_4	3953
HepG2_skew	[0.05,0.2)	pELS	ins_5	1822
HepG2_skew	[0.05,0.2)	pELS	ins_6	2161
HepG2_skew	[0.05,0.2)	pELS	ins_7	1343
HepG2_skew	[0.05,0.2)	pELS	ins_8	2575
HepG2_skew	[0.05,0.2)	pELS	ins_9	480
HepG2_skew	[0.2,0.5)	Other cCREs	del_1	10815
HepG2_skew	[0.2,0.5)	Other cCREs	del_10plus	18201
HepG2_skew	[0.2,0.5)	Other cCREs	del_2	4979
HepG2_skew	[0.2,0.5)	Other cCREs	del_3	3446
HepG2_skew	[0.2,0.5)	Other cCREs	del_4	3552
HepG2_skew	[0.2,0.5)	Other cCREs	del_5	1721
HepG2_skew	[0.2,0.5)	Other cCREs	del_6	1387
HepG2_skew	[0.2,0.5)	Other cCREs	del_7	1008
HepG2_skew	[0.2,0.5)	Other cCREs	del_8	1248
HepG2_skew	[0.2,0.5)	Other cCREs	del_9	1915
HepG2_skew	[0.2,0.5)	Other cCREs	ins_1	6377
HepG2_skew	[0.2,0.5)	Other cCREs	ins_10plus	3855
HepG2_skew	[0.2,0.5)	Other cCREs	ins_2	2242
HepG2_skew	[0.2,0.5)	Other cCREs	ins_3	1529
HepG2_skew	[0.2,0.5)	Other cCREs	ins_4	1739
HepG2_skew	[0.2,0.5)	Other cCREs	ins_5	660
HepG2_skew	[0.2,0.5)	Other cCREs	ins_6	1042
HepG2_skew	[0.2,0.5)	Other cCREs	ins_7	526
HepG2_skew	[0.2,0.5)	Other cCREs	ins_8	1023
HepG2_skew	[0.2,0.5)	Other cCREs	ins_9	207
HepG2_skew	[0.2,0.5)	PLS	del_1	1718
HepG2_skew	[0.2,0.5)	PLS	del_10plus	1805
HepG2_skew	[0.2,0.5)	PLS	del_2	601
HepG2_skew	[0.2,0.5)	PLS	del_3	525
HepG2_skew	[0.2,0.5)	PLS	del_4	416
HepG2_skew	[0.2,0.5)	PLS	del_5	218
HepG2_skew	[0.2,0.5)	PLS	del_6	218
HepG2_skew	[0.2,0.5)	PLS	del_7	150
HepG2_skew	[0.2,0.5)	PLS	del_8	153
HepG2_skew	[0.2,0.5)	PLS	del_9	255
HepG2_skew	[0.2,0.5)	PLS	ins_1	1113
HepG2_skew	[0.2,0.5)	PLS	ins_10plus	1437
HepG2_skew	[0.2,0.5)	PLS	ins_2	296
HepG2_skew	[0.2,0.5)	PLS	ins_3	185
HepG2_skew	[0.2,0.5)	PLS	ins_4	224
HepG2_skew	[0.2,0.5)	PLS	ins_5	176
HepG2_skew	[0.2,0.5)	PLS	ins_6	254
HepG2_skew	[0.2,0.5)	PLS	ins_7	77
HepG2_skew	[0.2,0.5)	PLS	ins_8	144
HepG2_skew	[0.2,0.5)	PLS	ins_9	46
HepG2_skew	[0.2,0.5)	dELS	del_1	33383
HepG2_skew	[0.2,0.5)	dELS	del_10plus	47630
HepG2_skew	[0.2,0.5)	dELS	del_2	16100
HepG2_skew	[0.2,0.5)	dELS	del_3	11302
HepG2_skew	[0.2,0.5)	dELS	del_4	10254
HepG2_skew	[0.2,0.5)	dELS	del_5	5032
HepG2_skew	[0.2,0.5)	dELS	del_6	4266
HepG2_skew	[0.2,0.5)	dELS	del_7	3094
HepG2_skew	[0.2,0.5)	dELS	del_8	3109
HepG2_skew	[0.2,0.5)	dELS	del_9	5540
HepG2_skew	[0.2,0.5)	dELS	ins_1	21181
HepG2_skew	[0.2,0.5)	dELS	ins_10plus	10474
HepG2_skew	[0.2,0.5)	dELS	ins_2	6181
HepG2_skew	[0.2,0.5)	dELS	ins_3	4003
HepG2_skew	[0.2,0.5)	dELS	ins_4	4878
HepG2_skew	[0.2,0.5)	dELS	ins_5	1902
HepG2_skew	[0.2,0.5)	dELS	ins_6	2581
HepG2_skew	[0.2,0.5)	dELS	ins_7	1407
HepG2_skew	[0.2,0.5)	dELS	ins_8	2452
HepG2_skew	[0.2,0.5)	dELS	ins_9	610
HepG2_skew	[0.2,0.5)	non-cCRE	del_1	86514
HepG2_skew	[0.2,0.5)	non-cCRE	del_10plus	167241
HepG2_skew	[0.2,0.5)	non-cCRE	del_2	39067
HepG2_skew	[0.2,0.5)	non-cCRE	del_3	24741
HepG2_skew	[0.2,0.5)	non-cCRE	del_4	26332
HepG2_skew	[0.2,0.5)	non-cCRE	del_5	13681
HepG2_skew	[0.2,0.5)	non-cCRE	del_6	11721
HepG2_skew	[0.2,0.5)	non-cCRE	del_7	8129
HepG2_skew	[0.2,0.5)	non-cCRE	del_8	10650
HepG2_skew	[0.2,0.5)	non-cCRE	del_9	15791
HepG2_skew	[0.2,0.5)	non-cCRE	ins_1	51742
HepG2_skew	[0.2,0.5)	non-cCRE	ins_10plus	32448
HepG2_skew	[0.2,0.5)	non-cCRE	ins_2	19586
HepG2_skew	[0.2,0.5)	non-cCRE	ins_3	14486
HepG2_skew	[0.2,0.5)	non-cCRE	ins_4	15691
HepG2_skew	[0.2,0.5)	non-cCRE	ins_5	7595
HepG2_skew	[0.2,0.5)	non-cCRE	ins_6	8415
HepG2_skew	[0.2,0.5)	non-cCRE	ins_7	5851
HepG2_skew	[0.2,0.5)	non-cCRE	ins_8	7925
HepG2_skew	[0.2,0.5)	non-cCRE	ins_9	2803
HepG2_skew	[0.2,0.5)	pELS	del_1	6299
HepG2_skew	[0.2,0.5)	pELS	del_10plus	8974
HepG2_skew	[0.2,0.5)	pELS	del_2	3015
HepG2_skew	[0.2,0.5)	pELS	del_3	2225
HepG2_skew	[0.2,0.5)	pELS	del_4	1959
HepG2_skew	[0.2,0.5)	pELS	del_5	1018
HepG2_skew	[0.2,0.5)	pELS	del_6	862
HepG2_skew	[0.2,0.5)	pELS	del_7	584
HepG2_skew	[0.2,0.5)	pELS	del_8	691
HepG2_skew	[0.2,0.5)	pELS	del_9	1078
HepG2_skew	[0.2,0.5)	pELS	ins_1	4584
HepG2_skew	[0.2,0.5)	pELS	ins_10plus	2488
HepG2_skew	[0.2,0.5)	pELS	ins_2	1345
HepG2_skew	[0.2,0.5)	pELS	ins_3	790
HepG2_skew	[0.2,0.5)	pELS	ins_4	938
HepG2_skew	[0.2,0.5)	pELS	ins_5	463
HepG2_skew	[0.2,0.5)	pELS	ins_6	589
HepG2_skew	[0.2,0.5)	pELS	ins_7	323
HepG2_skew	[0.2,0.5)	pELS	ins_8	468
HepG2_skew	[0.2,0.5)	pELS	ins_9	147
HepG2_skew	[0.5,1.0)	Other cCREs	del_1	2123
HepG2_skew	[0.5,1.0)	Other cCREs	del_10plus	1206
HepG2_skew	[0.5,1.0)	Other cCREs	del_2	905
HepG2_skew	[0.5,1.0)	Other cCREs	del_3	411
HepG2_skew	[0.5,1.0)	Other cCREs	del_4	391
HepG2_skew	[0.5,1.0)	Other cCREs	del_5	207
HepG2_skew	[0.5,1.0)	Other cCREs	del_6	148
HepG2_skew	[0.5,1.0)	Other cCREs	del_7	95
HepG2_skew	[0.5,1.0)	Other cCREs	del_8	121
HepG2_skew	[0.5,1.0)	Other cCREs	del_9	152
HepG2_skew	[0.5,1.0)	Other cCREs	ins_1	973
HepG2_skew	[0.5,1.0)	Other cCREs	ins_10plus	1338
HepG2_skew	[0.5,1.0)	Other cCREs	ins_2	642
HepG2_skew	[0.5,1.0)	Other cCREs	ins_3	275
HepG2_skew	[0.5,1.0)	Other cCREs	ins_4	383
HepG2_skew	[0.5,1.0)	Other cCREs	ins_5	127
HepG2_skew	[0.5,1.0)	Other cCREs	ins_6	245
HepG2_skew	[0.5,1.0)	Other cCREs	ins_7	139
HepG2_skew	[0.5,1.0)	Other cCREs	ins_8	249
HepG2_skew	[0.5,1.0)	Other cCREs	ins_9	54
HepG2_skew	[0.5,1.0)	PLS	del_1	366
HepG2_skew	[0.5,1.0)	PLS	del_10plus	247
HepG2_skew	[0.5,1.0)	PLS	del_2	121
HepG2_skew	[0.5,1.0)	PLS	del_3	63
HepG2_skew	[0.5,1.0)	PLS	del_4	59
HepG2_skew	[0.5,1.0)	PLS	del_5	26
HepG2_skew	[0.5,1.0)	PLS	del_6	16
HepG2_skew	[0.5,1.0)	PLS	del_7	19
HepG2_skew	[0.5,1.0)	PLS	del_8	26
HepG2_skew	[0.5,1.0)	PLS	del_9	23
HepG2_skew	[0.5,1.0)	PLS	ins_1	166
HepG2_skew	[0.5,1.0)	PLS	ins_10plus	318
HepG2_skew	[0.5,1.0)	PLS	ins_2	67
HepG2_skew	[0.5,1.0)	PLS	ins_3	27
HepG2_skew	[0.5,1.0)	PLS	ins_4	37
HepG2_skew	[0.5,1.0)	PLS	ins_5	29
HepG2_skew	[0.5,1.0)	PLS	ins_6	38
HepG2_skew	[0.5,1.0)	PLS	ins_7	17
HepG2_skew	[0.5,1.0)	PLS	ins_8	30
HepG2_skew	[0.5,1.0)	PLS	ins_9	6
HepG2_skew	[0.5,1.0)	dELS	del_1	7384
HepG2_skew	[0.5,1.0)	dELS	del_10plus	3810
HepG2_skew	[0.5,1.0)	dELS	del_2	3251
HepG2_skew	[0.5,1.0)	dELS	del_3	1470
HepG2_skew	[0.5,1.0)	dELS	del_4	1254
HepG2_skew	[0.5,1.0)	dELS	del_5	576
HepG2_skew	[0.5,1.0)	dELS	del_6	476
HepG2_skew	[0.5,1.0)	dELS	del_7	371
HepG2_skew	[0.5,1.0)	dELS	del_8	371
HepG2_skew	[0.5,1.0)	dELS	del_9	512
HepG2_skew	[0.5,1.0)	dELS	ins_1	3441
HepG2_skew	[0.5,1.0)	dELS	ins_10plus	3302
HepG2_skew	[0.5,1.0)	dELS	ins_2	1731
HepG2_skew	[0.5,1.0)	dELS	ins_3	777
HepG2_skew	[0.5,1.0)	dELS	ins_4	1194
HepG2_skew	[0.5,1.0)	dELS	ins_5	450
HepG2_skew	[0.5,1.0)	dELS	ins_6	724
HepG2_skew	[0.5,1.0)	dELS	ins_7	383
HepG2_skew	[0.5,1.0)	dELS	ins_8	623
HepG2_skew	[0.5,1.0)	dELS	ins_9	132
HepG2_skew	[0.5,1.0)	non-cCRE	del_1	15084
HepG2_skew	[0.5,1.0)	non-cCRE	del_10plus	7438
HepG2_skew	[0.5,1.0)	non-cCRE	del_2	6458
HepG2_skew	[0.5,1.0)	non-cCRE	del_3	3013
HepG2_skew	[0.5,1.0)	non-cCRE	del_4	2513
HepG2_skew	[0.5,1.0)	non-cCRE	del_5	1208
HepG2_skew	[0.5,1.0)	non-cCRE	del_6	1019
HepG2_skew	[0.5,1.0)	non-cCRE	del_7	752
HepG2_skew	[0.5,1.0)	non-cCRE	del_8	861
HepG2_skew	[0.5,1.0)	non-cCRE	del_9	978
HepG2_skew	[0.5,1.0)	non-cCRE	ins_1	6984
HepG2_skew	[0.5,1.0)	non-cCRE	ins_10plus	6942
HepG2_skew	[0.5,1.0)	non-cCRE	ins_2	3754
HepG2_skew	[0.5,1.0)	non-cCRE	ins_3	1908
HepG2_skew	[0.5,1.0)	non-cCRE	ins_4	2587
HepG2_skew	[0.5,1.0)	non-cCRE	ins_5	989
HepG2_skew	[0.5,1.0)	non-cCRE	ins_6	1622
HepG2_skew	[0.5,1.0)	non-cCRE	ins_7	1028
HepG2_skew	[0.5,1.0)	non-cCRE	ins_8	1464
HepG2_skew	[0.5,1.0)	non-cCRE	ins_9	335
HepG2_skew	[0.5,1.0)	pELS	del_1	1465
