skew_type	skew_bin	ccre_class	af_class	n
K562_skew	[-1.5,-1.0)	non-cCRE	COMMON	311
K562_skew	[-1.5,-1.0)	non-cCRE	LOW_FREQ	387
K562_skew	[-1.5,-1.0)	non-cCRE	RARE	873
K562_skew	[-1.5,-1.0)	non-cCRE	SINGLETON	7322
K562_skew	[-1.5,-1.0)	non-cCRE	ULTRARARE	4533
K562_skew	[-1.5,-1.0)	pELS	COMMON	52
K562_skew	[-1.5,-1.0)	pELS	LOW_FREQ	61
K562_skew	[-1.5,-1.0)	pELS	RARE	155
K562_skew	[-1.5,-1.0)	pELS	SINGLETON	1429
K562_skew	[-1.5,-1.0)	pELS	ULTRARARE	882
K562_skew	[0.05,0.2)	Other cCREs	COMMON	24722
K562_skew	[0.05,0.2)	Other cCREs	LOW_FREQ	25144
K562_skew	[0.05,0.2)	Other cCREs	RARE	45347
K562_skew	[0.05,0.2)	Other cCREs	SINGLETON	201329
K562_skew	[0.05,0.2)	Other cCREs	ULTRARARE	151529
K562_skew	[0.05,0.2)	PLS	COMMON	1425
K562_skew	[0.05,0.2)	PLS	LOW_FREQ	1588
K562_skew	[0.05,0.2)	PLS	RARE	3496
K562_skew	[0.05,0.2)	PLS	SINGLETON	17556
K562_skew	[0.05,0.2)	PLS	ULTRARARE	13448
K562_skew	[0.05,0.2)	dELS	COMMON	51938
K562_skew	[0.05,0.2)	dELS	LOW_FREQ	54280
K562_skew	[0.05,0.2)	dELS	RARE	100958
K562_skew	[0.05,0.2)	dELS	SINGLETON	512883
K562_skew	[0.05,0.2)	dELS	ULTRARARE	364761
K562_skew	[0.05,0.2)	non-cCRE	COMMON	333466
K562_skew	[0.05,0.2)	non-cCRE	LOW_FREQ	342155
K562_skew	[0.05,0.2)	non-cCRE	RARE	614875
K562_skew	[0.05,0.2)	non-cCRE	SINGLETON	2475946
K562_skew	[0.05,0.2)	non-cCRE	ULTRARARE	1902774
K562_skew	[0.05,0.2)	pELS	COMMON	9044
K562_skew	[0.05,0.2)	pELS	LOW_FREQ	9454
K562_skew	[0.05,0.2)	pELS	RARE	17890
K562_skew	[0.05,0.2)	pELS	SINGLETON	90296
K562_skew	[0.05,0.2)	pELS	ULTRARARE	65614
K562_skew	[0.2,0.5)	Other cCREs	COMMON	2625
K562_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	3353
K562_skew	[0.2,0.5)	Other cCREs	RARE	6992
K562_skew	[0.2,0.5)	Other cCREs	SINGLETON	37397
K562_skew	[0.2,0.5)	Other cCREs	ULTRARARE	25539
K562_skew	[0.2,0.5)	PLS	COMMON	360
K562_skew	[0.2,0.5)	PLS	LOW_FREQ	477
K562_skew	[0.2,0.5)	PLS	RARE	1282
K562_skew	[0.2,0.5)	PLS	SINGLETON	6495
K562_skew	[0.2,0.5)	PLS	ULTRARARE	4845
K562_skew	[0.2,0.5)	dELS	COMMON	6869
K562_skew	[0.2,0.5)	dELS	LOW_FREQ	9297
K562_skew	[0.2,0.5)	dELS	RARE	18982
K562_skew	[0.2,0.5)	dELS	SINGLETON	109064
K562_skew	[0.2,0.5)	dELS	ULTRARARE	73102
K562_skew	[0.2,0.5)	non-cCRE	COMMON	23764
K562_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	30889
K562_skew	[0.2,0.5)	non-cCRE	RARE	63261
K562_skew	[0.2,0.5)	non-cCRE	SINGLETON	330994
K562_skew	[0.2,0.5)	non-cCRE	ULTRARARE	225481
K562_skew	[0.2,0.5)	pELS	COMMON	1328
K562_skew	[0.2,0.5)	pELS	LOW_FREQ	1845
K562_skew	[0.2,0.5)	pELS	RARE	3868
K562_skew	[0.2,0.5)	pELS	SINGLETON	22207
K562_skew	[0.2,0.5)	pELS	ULTRARARE	15213
K562_skew	[0.5,1.0)	Other cCREs	COMMON	371
K562_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	512
K562_skew	[0.5,1.0)	Other cCREs	RARE	1268
K562_skew	[0.5,1.0)	Other cCREs	SINGLETON	7720
K562_skew	[0.5,1.0)	Other cCREs	ULTRARARE	4999
K562_skew	[0.5,1.0)	PLS	COMMON	79
K562_skew	[0.5,1.0)	PLS	LOW_FREQ	104
K562_skew	[0.5,1.0)	PLS	RARE	297
K562_skew	[0.5,1.0)	PLS	SINGLETON	1845
K562_skew	[0.5,1.0)	PLS	ULTRARARE	1297
K562_skew	[0.5,1.0)	dELS	COMMON	1051
K562_skew	[0.5,1.0)	dELS	LOW_FREQ	1514
K562_skew	[0.5,1.0)	dELS	RARE	3649
K562_skew	[0.5,1.0)	dELS	SINGLETON	24423
K562_skew	[0.5,1.0)	dELS	ULTRARARE	15733
K562_skew	[0.5,1.0)	non-cCRE	COMMON	2370
K562_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	3301
K562_skew	[0.5,1.0)	non-cCRE	RARE	7804
K562_skew	[0.5,1.0)	non-cCRE	SINGLETON	52932
K562_skew	[0.5,1.0)	non-cCRE	ULTRARARE	33314
K562_skew	[0.5,1.0)	pELS	COMMON	220
K562_skew	[0.5,1.0)	pELS	LOW_FREQ	320
K562_skew	[0.5,1.0)	pELS	RARE	828
K562_skew	[0.5,1.0)	pELS	SINGLETON	5477
K562_skew	[0.5,1.0)	pELS	ULTRARARE	3571
K562_skew	[1.0,1.5)	Other cCREs	COMMON	73
K562_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	102
K562_skew	[1.0,1.5)	Other cCREs	RARE	236
K562_skew	[1.0,1.5)	Other cCREs	SINGLETON	1406
K562_skew	[1.0,1.5)	Other cCREs	ULTRARARE	988
K562_skew	[1.0,1.5)	PLS	COMMON	11
K562_skew	[1.0,1.5)	PLS	LOW_FREQ	18
K562_skew	[1.0,1.5)	PLS	RARE	51
K562_skew	[1.0,1.5)	PLS	SINGLETON	369
K562_skew	[1.0,1.5)	PLS	ULTRARARE	224
K562_skew	[1.0,1.5)	dELS	COMMON	251
K562_skew	[1.0,1.5)	dELS	LOW_FREQ	308
K562_skew	[1.0,1.5)	dELS	RARE	753
K562_skew	[1.0,1.5)	dELS	SINGLETON	4932
K562_skew	[1.0,1.5)	dELS	ULTRARARE	3176
K562_skew	[1.0,1.5)	non-cCRE	COMMON	390
K562_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	486
K562_skew	[1.0,1.5)	non-cCRE	RARE	1202
K562_skew	[1.0,1.5)	non-cCRE	SINGLETON	8275
K562_skew	[1.0,1.5)	non-cCRE	ULTRARARE	5389
K562_skew	[1.0,1.5)	pELS	COMMON	39
K562_skew	[1.0,1.5)	pELS	LOW_FREQ	72
K562_skew	[1.0,1.5)	pELS	RARE	175
K562_skew	[1.0,1.5)	pELS	SINGLETON	1212
K562_skew	[1.0,1.5)	pELS	ULTRARARE	735
K562_skew	[1.5,Inf)	Other cCREs	COMMON	24
K562_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	39
K562_skew	[1.5,Inf)	Other cCREs	RARE	69
K562_skew	[1.5,Inf)	Other cCREs	SINGLETON	490
K562_skew	[1.5,Inf)	Other cCREs	ULTRARARE	308
K562_skew	[1.5,Inf)	PLS	COMMON	3
K562_skew	[1.5,Inf)	PLS	LOW_FREQ	3
K562_skew	[1.5,Inf)	PLS	RARE	17
K562_skew	[1.5,Inf)	PLS	SINGLETON	96
K562_skew	[1.5,Inf)	PLS	ULTRARARE	62
K562_skew	[1.5,Inf)	dELS	COMMON	68
K562_skew	[1.5,Inf)	dELS	LOW_FREQ	91
K562_skew	[1.5,Inf)	dELS	RARE	229
K562_skew	[1.5,Inf)	dELS	SINGLETON	1791
K562_skew	[1.5,Inf)	dELS	ULTRARARE	1179
K562_skew	[1.5,Inf)	non-cCRE	COMMON	124
K562_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	159
K562_skew	[1.5,Inf)	non-cCRE	RARE	461
K562_skew	[1.5,Inf)	non-cCRE	SINGLETON	2758
K562_skew	[1.5,Inf)	non-cCRE	ULTRARARE	1761
K562_skew	[1.5,Inf)	pELS	COMMON	17
K562_skew	[1.5,Inf)	pELS	LOW_FREQ	22
K562_skew	[1.5,Inf)	pELS	RARE	64
K562_skew	[1.5,Inf)	pELS	SINGLETON	482
K562_skew	[1.5,Inf)	pELS	ULTRARARE	295
SKNSH_skew	(-Inf,-1.5)	Other cCREs	COMMON	36
SKNSH_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	33
SKNSH_skew	(-Inf,-1.5)	Other cCREs	RARE	73
SKNSH_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	620
SKNSH_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	406
SKNSH_skew	(-Inf,-1.5)	PLS	COMMON	5
SKNSH_skew	(-Inf,-1.5)	PLS	LOW_FREQ	6
SKNSH_skew	(-Inf,-1.5)	PLS	RARE	30
SKNSH_skew	(-Inf,-1.5)	PLS	SINGLETON	361
SKNSH_skew	(-Inf,-1.5)	PLS	ULTRARARE	183
SKNSH_skew	(-Inf,-1.5)	dELS	COMMON	96
SKNSH_skew	(-Inf,-1.5)	dELS	LOW_FREQ	97
SKNSH_skew	(-Inf,-1.5)	dELS	RARE	237
SKNSH_skew	(-Inf,-1.5)	dELS	SINGLETON	2204
SKNSH_skew	(-Inf,-1.5)	dELS	ULTRARARE	1286
SKNSH_skew	(-Inf,-1.5)	non-cCRE	COMMON	103
SKNSH_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	102
SKNSH_skew	(-Inf,-1.5)	non-cCRE	RARE	234
SKNSH_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	2398
SKNSH_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	1366
SKNSH_skew	(-Inf,-1.5)	pELS	COMMON	15
SKNSH_skew	(-Inf,-1.5)	pELS	LOW_FREQ	20
SKNSH_skew	(-Inf,-1.5)	pELS	RARE	44
SKNSH_skew	(-Inf,-1.5)	pELS	SINGLETON	359
SKNSH_skew	(-Inf,-1.5)	pELS	ULTRARARE	218
SKNSH_skew	[-0.05,0.05)	Other cCREs	COMMON	128651
SKNSH_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	106334
SKNSH_skew	[-0.05,0.05)	Other cCREs	RARE	189701
SKNSH_skew	[-0.05,0.05)	Other cCREs	SINGLETON	877828
SKNSH_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	660639
SKNSH_skew	[-0.05,0.05)	PLS	COMMON	3945
SKNSH_skew	[-0.05,0.05)	PLS	LOW_FREQ	3640
SKNSH_skew	[-0.05,0.05)	PLS	RARE	7092
SKNSH_skew	[-0.05,0.05)	PLS	SINGLETON	36958
SKNSH_skew	[-0.05,0.05)	PLS	ULTRARARE	27388
SKNSH_skew	[-0.05,0.05)	dELS	COMMON	240225
SKNSH_skew	[-0.05,0.05)	dELS	LOW_FREQ	205544
SKNSH_skew	[-0.05,0.05)	dELS	RARE	370260
SKNSH_skew	[-0.05,0.05)	dELS	SINGLETON	1982352
SKNSH_skew	[-0.05,0.05)	dELS	ULTRARARE	1412063
SKNSH_skew	[-0.05,0.05)	non-cCRE	COMMON	2092241
SKNSH_skew	[-0.05,0.05)	non-cCRE	LOW_FREQ	1809184
SKNSH_skew	[-0.05,0.05)	non-cCRE	RARE	3226072
SKNSH_skew	[-0.05,0.05)	non-cCRE	SINGLETON	14345192
SKNSH_skew	[-0.05,0.05)	non-cCRE	ULTRARARE	11072523
SKNSH_skew	[-0.05,0.05)	pELS	COMMON	37863
SKNSH_skew	[-0.05,0.05)	pELS	LOW_FREQ	32446
SKNSH_skew	[-0.05,0.05)	pELS	RARE	59550
SKNSH_skew	[-0.05,0.05)	pELS	SINGLETON	304378
SKNSH_skew	[-0.05,0.05)	pELS	ULTRARARE	223058
SKNSH_skew	[-0.2,-0.05)	Other cCREs	COMMON	19311
SKNSH_skew	[-0.2,-0.05)	Other cCREs	LOW_FREQ	20373
SKNSH_skew	[-0.2,-0.05)	Other cCREs	RARE	40097
SKNSH_skew	[-0.2,-0.05)	Other cCREs	SINGLETON	212668
SKNSH_skew	[-0.2,-0.05)	Other cCREs	ULTRARARE	151958
SKNSH_skew	[-0.2,-0.05)	PLS	COMMON	1380
SKNSH_skew	[-0.2,-0.05)	PLS	LOW_FREQ	1654
SKNSH_skew	[-0.2,-0.05)	PLS	RARE	3708
SKNSH_skew	[-0.2,-0.05)	PLS	SINGLETON	19625
SKNSH_skew	[-0.2,-0.05)	PLS	ULTRARARE	14359
SKNSH_skew	[-0.2,-0.05)	dELS	COMMON	41374
SKNSH_skew	[-0.2,-0.05)	dELS	LOW_FREQ	45036
SKNSH_skew	[-0.2,-0.05)	dELS	RARE	91617
SKNSH_skew	[-0.2,-0.05)	dELS	SINGLETON	552890
SKNSH_skew	[-0.2,-0.05)	dELS	ULTRARARE	377810
SKNSH_skew	[-0.2,-0.05)	non-cCRE	COMMON	248788
SKNSH_skew	[-0.2,-0.05)	non-cCRE	LOW_FREQ	272154
SKNSH_skew	[-0.2,-0.05)	non-cCRE	RARE	552746
SKNSH_skew	[-0.2,-0.05)	non-cCRE	SINGLETON	2689854
SKNSH_skew	[-0.2,-0.05)	non-cCRE	ULTRARARE	2014390
SKNSH_skew	[-0.2,-0.05)	pELS	COMMON	7098
SKNSH_skew	[-0.2,-0.05)	pELS	LOW_FREQ	7891
SKNSH_skew	[-0.2,-0.05)	pELS	RARE	16057
SKNSH_skew	[-0.2,-0.05)	pELS	SINGLETON	92916
SKNSH_skew	[-0.2,-0.05)	pELS	ULTRARARE	64847
SKNSH_skew	[-0.5,-0.2)	Other cCREs	COMMON	1816
SKNSH_skew	[-0.5,-0.2)	Other cCREs	LOW_FREQ	2243
SKNSH_skew	[-0.5,-0.2)	Other cCREs	RARE	4987
SKNSH_skew	[-0.5,-0.2)	Other cCREs	SINGLETON	34038
SKNSH_skew	[-0.5,-0.2)	Other cCREs	ULTRARARE	21836
SKNSH_skew	[-0.5,-0.2)	PLS	COMMON	285
SKNSH_skew	[-0.5,-0.2)	PLS	LOW_FREQ	469
SKNSH_skew	[-0.5,-0.2)	PLS	RARE	1091
SKNSH_skew	[-0.5,-0.2)	PLS	SINGLETON	7200
SKNSH_skew	[-0.5,-0.2)	PLS	ULTRARARE	4978
SKNSH_skew	[-0.5,-0.2)	dELS	COMMON	5044
SKNSH_skew	[-0.5,-0.2)	dELS	LOW_FREQ	5948
SKNSH_skew	[-0.5,-0.2)	dELS	RARE	13785
SKNSH_skew	[-0.5,-0.2)	dELS	SINGLETON	101728
SKNSH_skew	[-0.5,-0.2)	dELS	ULTRARARE	63913
SKNSH_skew	[-0.5,-0.2)	non-cCRE	COMMON	15144
SKNSH_skew	[-0.5,-0.2)	non-cCRE	LOW_FREQ	18802
SKNSH_skew	[-0.5,-0.2)	non-cCRE	RARE	41732
SKNSH_skew	[-0.5,-0.2)	non-cCRE	SINGLETON	273640
SKNSH_skew	[-0.5,-0.2)	non-cCRE	ULTRARARE	179789
SKNSH_skew	[-0.5,-0.2)	pELS	COMMON	916
SKNSH_skew	[-0.5,-0.2)	pELS	LOW_FREQ	1260
SKNSH_skew	[-0.5,-0.2)	pELS	RARE	2589
SKNSH_skew	[-0.5,-0.2)	pELS	SINGLETON	19029
SKNSH_skew	[-0.5,-0.2)	pELS	ULTRARARE	12263
SKNSH_skew	[-1.0,-0.5)	Other cCREs	COMMON	336
SKNSH_skew	[-1.0,-0.5)	Other cCREs	LOW_FREQ	383
SKNSH_skew	[-1.0,-0.5)	Other cCREs	RARE	893
SKNSH_skew	[-1.0,-0.5)	Other cCREs	SINGLETON	7305
SKNSH_skew	[-1.0,-0.5)	Other cCREs	ULTRARARE	4577
SKNSH_skew	[-1.0,-0.5)	PLS	COMMON	53
SKNSH_skew	[-1.0,-0.5)	PLS	LOW_FREQ	92
SKNSH_skew	[-1.0,-0.5)	PLS	RARE	237
SKNSH_skew	[-1.0,-0.5)	PLS	SINGLETON	2137
SKNSH_skew	[-1.0,-0.5)	PLS	ULTRARARE	1318
SKNSH_skew	[-1.0,-0.5)	dELS	COMMON	832
SKNSH_skew	[-1.0,-0.5)	dELS	LOW_FREQ	1054
SKNSH_skew	[-1.0,-0.5)	dELS	RARE	2588
SKNSH_skew	[-1.0,-0.5)	dELS	SINGLETON	23600
SKNSH_skew	[-1.0,-0.5)	dELS	ULTRARARE	14141
SKNSH_skew	[-1.0,-0.5)	non-cCRE	COMMON	1600
SKNSH_skew	[-1.0,-0.5)	non-cCRE	LOW_FREQ	1895
SKNSH_skew	[-1.0,-0.5)	non-cCRE	RARE	4437
SKNSH_skew	[-1.0,-0.5)	non-cCRE	SINGLETON	37380
SKNSH_skew	[-1.0,-0.5)	non-cCRE	ULTRARARE	22471
SKNSH_skew	[-1.0,-0.5)	pELS	COMMON	131
SKNSH_skew	[-1.0,-0.5)	pELS	LOW_FREQ	171
SKNSH_skew	[-1.0,-0.5)	pELS	RARE	432
SKNSH_skew	[-1.0,-0.5)	pELS	SINGLETON	4338
SKNSH_skew	[-1.0,-0.5)	pELS	ULTRARARE	2591
SKNSH_skew	[-1.5,-1.0)	Other cCREs	COMMON	67
SKNSH_skew	[-1.5,-1.0)	Other cCREs	LOW_FREQ	72
SKNSH_skew	[-1.5,-1.0)	Other cCREs	RARE	186
SKNSH_skew	[-1.5,-1.0)	Other cCREs	SINGLETON	1482
SKNSH_skew	[-1.5,-1.0)	Other cCREs	ULTRARARE	891
SKNSH_skew	[-1.5,-1.0)	PLS	COMMON	13
SKNSH_skew	[-1.5,-1.0)	PLS	LOW_FREQ	18
SKNSH_skew	[-1.5,-1.0)	PLS	RARE	60
SKNSH_skew	[-1.5,-1.0)	PLS	SINGLETON	535
SKNSH_skew	[-1.5,-1.0)	PLS	ULTRARARE	318
SKNSH_skew	[-1.5,-1.0)	dELS	COMMON	165
SKNSH_skew	[-1.5,-1.0)	dELS	LOW_FREQ	236
SKNSH_skew	[-1.5,-1.0)	dELS	RARE	527
SKNSH_skew	[-1.5,-1.0)	dELS	SINGLETON	5101
SKNSH_skew	[-1.5,-1.0)	dELS	ULTRARARE	3083
SKNSH_skew	[-1.5,-1.0)	non-cCRE	COMMON	234
SKNSH_skew	[-1.5,-1.0)	non-cCRE	LOW_FREQ	307
SKNSH_skew	[-1.5,-1.0)	non-cCRE	RARE	677
SKNSH_skew	[-1.5,-1.0)	non-cCRE	SINGLETON	6186
SKNSH_skew	[-1.5,-1.0)	non-cCRE	ULTRARARE	3692
SKNSH_skew	[-1.5,-1.0)	pELS	COMMON	28
SKNSH_skew	[-1.5,-1.0)	pELS	LOW_FREQ	33
SKNSH_skew	[-1.5,-1.0)	pELS	RARE	88
SKNSH_skew	[-1.5,-1.0)	pELS	SINGLETON	892
SKNSH_skew	[-1.5,-1.0)	pELS	ULTRARARE	529
SKNSH_skew	[0.05,0.2)	Other cCREs	COMMON	20259
SKNSH_skew	[0.05,0.2)	Other cCREs	LOW_FREQ	22087
SKNSH_skew	[0.05,0.2)	Other cCREs	RARE	43334
SKNSH_skew	[0.05,0.2)	Other cCREs	SINGLETON	217091
SKNSH_skew	[0.05,0.2)	Other cCREs	ULTRARARE	158146
SKNSH_skew	[0.05,0.2)	PLS	COMMON	1370
SKNSH_skew	[0.05,0.2)	PLS	LOW_FREQ	1491
SKNSH_skew	[0.05,0.2)	PLS	RARE	3396
SKNSH_skew	[0.05,0.2)	PLS	SINGLETON	18262
SKNSH_skew	[0.05,0.2)	PLS	ULTRARARE	13490
SKNSH_skew	[0.05,0.2)	dELS	COMMON	43178
SKNSH_skew	[0.05,0.2)	dELS	LOW_FREQ	47538
SKNSH_skew	[0.05,0.2)	dELS	RARE	96729
SKNSH_skew	[0.05,0.2)	dELS	SINGLETON	554381
SKNSH_skew	[0.05,0.2)	dELS	ULTRARARE	384779
SKNSH_skew	[0.05,0.2)	non-cCRE	COMMON	257510
SKNSH_skew	[0.05,0.2)	non-cCRE	LOW_FREQ	284208
SKNSH_skew	[0.05,0.2)	non-cCRE	RARE	561981
SKNSH_skew	[0.05,0.2)	non-cCRE	SINGLETON	2654937
SKNSH_skew	[0.05,0.2)	non-cCRE	ULTRARARE	1924277
SKNSH_skew	[0.05,0.2)	pELS	COMMON	7516
SKNSH_skew	[0.05,0.2)	pELS	LOW_FREQ	8316
SKNSH_skew	[0.05,0.2)	pELS	RARE	17250
SKNSH_skew	[0.05,0.2)	pELS	SINGLETON	96572
SKNSH_skew	[0.05,0.2)	pELS	ULTRARARE	68688
SKNSH_skew	[0.2,0.5)	Other cCREs	COMMON	1870
SKNSH_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	2296
SKNSH_skew	[0.2,0.5)	Other cCREs	RARE	5286
SKNSH_skew	[0.2,0.5)	Other cCREs	SINGLETON	34521
SKNSH_skew	[0.2,0.5)	Other cCREs	ULTRARARE	22519
SKNSH_skew	[0.2,0.5)	PLS	COMMON	293
SKNSH_skew	[0.2,0.5)	PLS	LOW_FREQ	353
SKNSH_skew	[0.2,0.5)	PLS	RARE	921
SKNSH_skew	[0.2,0.5)	PLS	SINGLETON	5635
SKNSH_skew	[0.2,0.5)	PLS	ULTRARARE	3871
SKNSH_skew	[0.2,0.5)	dELS	COMMON	4884
SKNSH_skew	[0.2,0.5)	dELS	LOW_FREQ	6223
SKNSH_skew	[0.2,0.5)	dELS	RARE	14085
SKNSH_skew	[0.2,0.5)	dELS	SINGLETON	100314
SKNSH_skew	[0.2,0.5)	dELS	ULTRARARE	64102
SKNSH_skew	[0.2,0.5)	non-cCRE	COMMON	15195
SKNSH_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	19137
SKNSH_skew	[0.2,0.5)	non-cCRE	RARE	44080
SKNSH_skew	[0.2,0.5)	non-cCRE	SINGLETON	305792
SKNSH_skew	[0.2,0.5)	non-cCRE	ULTRARARE	191513
SKNSH_skew	[0.2,0.5)	pELS	COMMON	985
SKNSH_skew	[0.2,0.5)	pELS	LOW_FREQ	1217
SKNSH_skew	[0.2,0.5)	pELS	RARE	2842
SKNSH_skew	[0.2,0.5)	pELS	SINGLETON	19957
SKNSH_skew	[0.2,0.5)	pELS	ULTRARARE	12943
SKNSH_skew	[0.5,1.0)	Other cCREs	COMMON	288
SKNSH_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	403
SKNSH_skew	[0.5,1.0)	Other cCREs	RARE	957
SKNSH_skew	[0.5,1.0)	Other cCREs	SINGLETON	6340
SKNSH_skew	[0.5,1.0)	Other cCREs	ULTRARARE	4187
SKNSH_skew	[0.5,1.0)	PLS	COMMON	48
SKNSH_skew	[0.5,1.0)	PLS	LOW_FREQ	51
SKNSH_skew	[0.5,1.0)	PLS	RARE	187
SKNSH_skew	[0.5,1.0)	PLS	SINGLETON	1238
SKNSH_skew	[0.5,1.0)	PLS	ULTRARARE	869
SKNSH_skew	[0.5,1.0)	dELS	COMMON	841
SKNSH_skew	[0.5,1.0)	dELS	LOW_FREQ	1071
SKNSH_skew	[0.5,1.0)	dELS	RARE	2617
SKNSH_skew	[0.5,1.0)	dELS	SINGLETON	19741
SKNSH_skew	[0.5,1.0)	dELS	ULTRARARE	12533
SKNSH_skew	[0.5,1.0)	non-cCRE	COMMON	1983
SKNSH_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	2416
SKNSH_skew	[0.5,1.0)	non-cCRE	RARE	5936
SKNSH_skew	[0.5,1.0)	non-cCRE	SINGLETON	45684
SKNSH_skew	[0.5,1.0)	non-cCRE	ULTRARARE	28296
SKNSH_skew	[0.5,1.0)	pELS	COMMON	137
SKNSH_skew	[0.5,1.0)	pELS	LOW_FREQ	199
SKNSH_skew	[0.5,1.0)	pELS	RARE	559
SKNSH_skew	[0.5,1.0)	pELS	SINGLETON	4174
SKNSH_skew	[0.5,1.0)	pELS	ULTRARARE	2569
SKNSH_skew	[1.0,1.5)	Other cCREs	COMMON	56
SKNSH_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	80
SKNSH_skew	[1.0,1.5)	Other cCREs	RARE	182
SKNSH_skew	[1.0,1.5)	Other cCREs	SINGLETON	1131
SKNSH_skew	[1.0,1.5)	Other cCREs	ULTRARARE	781
SKNSH_skew	[1.0,1.5)	PLS	COMMON	4
SKNSH_skew	[1.0,1.5)	PLS	LOW_FREQ	16
SKNSH_skew	[1.0,1.5)	PLS	RARE	37
SKNSH_skew	[1.0,1.5)	PLS	SINGLETON	274
SKNSH_skew	[1.0,1.5)	PLS	ULTRARARE	160
SKNSH_skew	[1.0,1.5)	dELS	COMMON	177
SKNSH_skew	[1.0,1.5)	dELS	LOW_FREQ	268
SKNSH_skew	[1.0,1.5)	dELS	RARE	602
SKNSH_skew	[1.0,1.5)	dELS	SINGLETON	3834
SKNSH_skew	[1.0,1.5)	dELS	ULTRARARE	2555
SKNSH_skew	[1.0,1.5)	non-cCRE	COMMON	327
SKNSH_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	425
SKNSH_skew	[1.0,1.5)	non-cCRE	RARE	1071
SKNSH_skew	[1.0,1.5)	non-cCRE	SINGLETON	6790
SKNSH_skew	[1.0,1.5)	non-cCRE	ULTRARARE	4381
SKNSH_skew	[1.0,1.5)	pELS	COMMON	31
SKNSH_skew	[1.0,1.5)	pELS	LOW_FREQ	48
SKNSH_skew	[1.0,1.5)	pELS	RARE	118
SKNSH_skew	[1.0,1.5)	pELS	SINGLETON	816
SKNSH_skew	[1.0,1.5)	pELS	ULTRARARE	463
SKNSH_skew	[1.5,Inf)	Other cCREs	COMMON	13
SKNSH_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	20
SKNSH_skew	[1.5,Inf)	Other cCREs	RARE	60
SKNSH_skew	[1.5,Inf)	Other cCREs	SINGLETON	391
SKNSH_skew	[1.5,Inf)	Other cCREs	ULTRARARE	232
SKNSH_skew	[1.5,Inf)	PLS	COMMON	2
SKNSH_skew	[1.5,Inf)	PLS	LOW_FREQ	1
SKNSH_skew	[1.5,Inf)	PLS	RARE	9
SKNSH_skew	[1.5,Inf)	PLS	SINGLETON	77
SKNSH_skew	[1.5,Inf)	PLS	ULTRARARE	44
SKNSH_skew	[1.5,Inf)	dELS	COMMON	57
SKNSH_skew	[1.5,Inf)	dELS	LOW_FREQ	73
SKNSH_skew	[1.5,Inf)	dELS	RARE	194
SKNSH_skew	[1.5,Inf)	dELS	SINGLETON	1365
SKNSH_skew	[1.5,Inf)	dELS	ULTRARARE	903
SKNSH_skew	[1.5,Inf)	non-cCRE	COMMON	111
SKNSH_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	138
SKNSH_skew	[1.5,Inf)	non-cCRE	RARE	409
SKNSH_skew	[1.5,Inf)	non-cCRE	SINGLETON	2345
SKNSH_skew	[1.5,Inf)	non-cCRE	ULTRARARE	1631
SKNSH_skew	[1.5,Inf)	pELS	COMMON	5
SKNSH_skew	[1.5,Inf)	pELS	LOW_FREQ	13
SKNSH_skew	[1.5,Inf)	pELS	RARE	32
SKNSH_skew	[1.5,Inf)	pELS	SINGLETON	259
SKNSH_skew	[1.5,Inf)	pELS	ULTRARARE	201
mean_skew	(-Inf,-1.5)	Other cCREs	COMMON	22
mean_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	24
mean_skew	(-Inf,-1.5)	Other cCREs	RARE	56
mean_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	468
mean_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	296
mean_skew	(-Inf,-1.5)	PLS	COMMON	6
mean_skew	(-Inf,-1.5)	PLS	LOW_FREQ	6
mean_skew	(-Inf,-1.5)	PLS	RARE	21
mean_skew	(-Inf,-1.5)	PLS	SINGLETON	263
mean_skew	(-Inf,-1.5)	PLS	ULTRARARE	131
mean_skew	(-Inf,-1.5)	dELS	COMMON	67
